Date,Direxion Daily S&P 500 Bear 3X Shares_Open_average,Direxion Daily S&P 500 Bear 3X Shares_Open_max,Direxion Daily S&P 500 Bear 3X Shares_Open_min,Direxion Daily S&P 500 Bear 3X Shares_Open_volatility,Direxion Daily S&P 500 Bear 3X Shares_Open_change,Direxion Daily S&P 500 Bear 3X Shares_High_average,Direxion Daily S&P 500 Bear 3X Shares_High_max,Direxion Daily S&P 500 Bear 3X Shares_High_min,Direxion Daily S&P 500 Bear 3X Shares_High_volatility,Direxion Daily S&P 500 Bear 3X Shares_High_change,Direxion Daily S&P 500 Bear 3X Shares_Low_average,Direxion Daily S&P 500 Bear 3X Shares_Low_max,Direxion Daily S&P 500 Bear 3X Shares_Low_min,Direxion Daily S&P 500 Bear 3X Shares_Low_volatility,Direxion Daily S&P 500 Bear 3X Shares_Low_change,Direxion Daily S&P 500 Bear 3X Shares_Close_average,Direxion Daily S&P 500 Bear 3X Shares_Close_max,Direxion Daily S&P 500 Bear 3X Shares_Close_min,Direxion Daily S&P 500 Bear 3X Shares_Close_volatility,Direxion Daily S&P 500 Bear 3X Shares_Close_change
2018-01-14,26.01,26.01,26.01,0.0,0.0,26.21,26.21,26.21,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2018-01-21,24.82,24.82,24.82,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2018-01-28,25.96,25.96,25.96,0.0,0.0,27.2,27.2,27.2,0.0,0.0,25.89,25.89,25.89,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2018-02-04,31.44,31.44,31.44,0.0,0.0,34.42,34.42,34.42,0.0,0.0,30.37,30.37,30.37,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2018-02-11,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,26.64,26.64,26.64,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2018-02-18,27.7,27.7,27.7,0.0,0.0,27.87,27.87,27.87,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2018-02-25,29.51,29.51,29.51,0.0,0.0,29.81,29.81,29.81,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2018-03-04,26.44,26.44,26.44,0.0,0.0,26.54,26.54,26.54,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2018-03-11,26.43,26.43,26.43,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2018-03-18,29.5,29.5,29.5,0.0,0.0,31.65,31.65,31.65,0.0,0.0,29.23,29.23,29.23,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2018-03-25,30.32,30.32,30.32,0.0,0.0,30.62,30.62,30.62,0.0,0.0,28.85,28.85,28.85,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2018-04-01,29.39,29.39,29.39,0.0,0.0,31.14,31.14,31.14,0.0,0.0,28.83,28.83,28.83,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2018-04-08,27.97,27.97,27.97,0.0,0.0,29.09,29.09,29.09,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2018-04-15,27.56,27.56,27.56,0.0,0.0,28.54,28.54,28.54,0.0,0.0,27.49,27.49,27.49,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2018-04-22,28.09,28.09,28.09,0.0,0.0,28.57,28.57,28.57,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2018-04-29,29.93,29.93,29.93,0.0,0.0,30.04,30.04,30.04,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2018-05-06,26.55,26.55,26.55,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2018-05-13,26.67,26.67,26.67,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2018-05-20,26.56,26.56,26.56,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2018-05-27,26.45,26.45,26.45,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2018-06-03,25.21,25.21,25.21,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2018-06-10,24.96,24.96,24.96,0.0,0.0,25.29,25.29,25.29,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2018-06-17,25.22,25.22,25.22,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2018-06-24,26.21,26.21,26.21,0.0,0.0,26.5,26.5,26.5,0.0,0.0,25.77,25.77,25.77,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2018-07-01,25.97,25.97,25.97,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2018-07-08,24.3,24.3,24.3,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2018-07-15,24.16,24.16,24.16,0.0,0.0,24.23,24.23,24.23,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2018-07-22,23.18,23.18,23.18,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2018-07-29,23.47,23.47,23.47,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2018-08-05,23.3,23.3,23.3,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-08-12,23.2,23.2,23.2,0.0,0.0,23.31,23.31,23.31,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-08-19,22.58,22.58,22.58,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2018-08-26,21.82,21.82,21.82,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2018-09-02,22.5,22.5,22.5,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2018-09-09,21.58,21.58,21.58,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2018-09-16,20.88,20.88,20.88,0.0,0.0,21.15,21.15,21.15,0.0,0.0,20.84,20.84,20.84,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2018-09-23,21.52,21.52,21.52,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2018-09-30,21.63,21.63,21.63,0.0,0.0,22.4,22.4,22.4,0.0,0.0,21.49,21.49,21.49,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2018-10-07,24.55,24.55,24.55,0.0,0.0,25.83,25.83,25.83,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2018-10-14,24.4,24.4,24.4,0.0,0.0,24.85,24.85,24.85,0.0,0.0,23.83,23.83,23.83,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2018-10-21,27.42,27.42,27.42,0.0,0.0,28.46,28.46,28.46,0.0,0.0,26.58,26.58,26.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2018-10-28,24.77,24.77,24.77,0.0,0.0,26.22,26.22,26.22,0.0,0.0,24.68,24.68,24.68,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2018-11-04,23.63,23.63,23.63,0.0,0.0,24.33,24.33,24.33,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2018-11-11,25.53,25.53,25.53,0.0,0.0,25.67,25.67,25.67,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2018-11-18,28.05,28.05,28.05,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2018-11-25,24.82,24.82,24.82,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2018-12-02,25.89,25.89,25.89,0.0,0.0,27.83,27.83,27.83,0.0,0.0,25.38,25.38,25.38,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2018-12-09,27.83,27.83,27.83,0.0,0.0,28.76,28.76,28.76,0.0,0.0,27.48,27.48,27.48,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2018-12-16,32.97,32.97,32.97,0.0,0.0,35.67,35.67,35.67,0.0,0.0,31.73,31.73,31.73,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2018-12-23,31.05,31.05,31.05,0.0,0.0,32.23,32.23,32.23,0.0,0.0,30.37,30.37,30.37,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2018-12-30,31.68,31.68,31.68,0.0,0.0,31.86,31.86,31.86,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-01-06,27.95,27.95,27.95,0.0,0.0,28.15,28.15,28.15,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-01-13,25.71,25.71,25.71,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2019-01-20,25.49,25.49,25.49,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2019-01-27,24.23,24.23,24.23,0.0,0.0,24.47,24.47,24.47,0.0,0.0,23.93,23.93,23.93,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-02-03,24.63,24.63,24.63,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2019-02-10,22.65,22.65,22.65,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2019-02-17,22.24,22.24,22.24,0.0,0.0,22.3,22.3,22.3,0.0,0.0,21.93,21.93,21.93,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-02-24,21.7,21.7,21.7,0.0,0.0,22.1,22.1,22.1,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2019-03-03,23.59,23.59,23.59,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2019-03-10,21.44,21.44,21.44,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2019-03-17,20.78,20.78,20.78,0.0,0.0,21.63,21.63,21.63,0.0,0.0,20.64,20.64,20.64,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2019-03-24,20.92,20.92,20.92,0.0,0.0,21.21,21.21,21.21,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2019-03-31,19.75,19.75,19.75,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2019-04-07,19.35,19.35,19.35,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.32,19.32,19.32,0.0,0.0
2019-04-14,19.36,19.36,19.36,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.32,19.32,19.32,0.0,0.0,19.39,19.39,19.39,0.0,0.0
2019-04-21,18.98,18.98,18.98,0.0,0.0,19.16,19.16,19.16,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2019-04-28,18.88,18.88,18.88,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2019-05-05,20.32,20.32,20.32,0.0,0.0,21.03,21.03,21.03,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2019-05-12,20.37,20.37,20.37,0.0,0.0,20.37,20.37,20.37,0.0,0.0,19.66,19.66,19.66,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2019-05-19,20.68,20.68,20.68,0.0,0.0,21.04,21.04,21.04,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2019-05-26,22.43,22.43,22.43,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2019-06-02,20.16,20.16,20.16,0.0,0.0,20.2,20.2,20.2,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2019-06-09,19.48,19.48,19.48,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2019-06-16,18.28,18.28,18.28,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2019-06-23,18.5,18.5,18.5,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2019-06-30,17.62,17.62,17.62,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.45,17.45,17.45,0.0,0.0
