Date,Vanguard Value_Open_average,Vanguard Value_Open_max,Vanguard Value_Open_min,Vanguard Value_Open_volatility,Vanguard Value_Open_change,Vanguard Value_High_average,Vanguard Value_High_max,Vanguard Value_High_min,Vanguard Value_High_volatility,Vanguard Value_High_change,Vanguard Value_Low_average,Vanguard Value_Low_max,Vanguard Value_Low_min,Vanguard Value_Low_volatility,Vanguard Value_Low_change,Vanguard Value_Close_average,Vanguard Value_Close_max,Vanguard Value_Close_min,Vanguard Value_Close_volatility,Vanguard Value_Close_change
2018-01-14,110.65,110.65,110.65,0.0,0.0,110.84,110.84,110.84,0.0,0.0,110.36,110.36,110.36,0.0,0.0,110.83,110.83,110.83,0.0,0.0
2018-01-21,112.41,112.41,112.41,0.0,0.0,113.28,113.28,113.28,0.0,0.0,112.33,112.33,112.33,0.0,0.0,113.26,113.26,113.26,0.0,0.0
2018-01-28,110.75,110.75,110.75,0.0,0.0,111.14,111.14,111.14,0.0,0.0,108.92,108.92,108.92,0.0,0.0,108.95,108.95,108.95,0.0,0.0
2018-02-04,103.08,103.08,103.08,0.0,0.0,104.15,104.15,104.15,0.0,0.0,100.09,100.09,100.09,0.0,0.0,103.38,103.38,103.38,0.0,0.0
2018-02-11,107.1,107.1,107.1,0.0,0.0,108.42,108.42,108.42,0.0,0.0,107.0,107.0,107.0,0.0,0.0,107.56,107.56,107.56,0.0,0.0
2018-02-18,106.52,106.52,106.52,0.0,0.0,107.62,107.62,107.62,0.0,0.0,106.28,106.28,106.28,0.0,0.0,107.62,107.62,107.62,0.0,0.0
2018-02-25,104.28,104.28,104.28,0.0,0.0,105.66,105.66,105.66,0.0,0.0,103.95,103.95,103.95,0.0,0.0,105.45,105.45,105.45,0.0,0.0
2018-03-04,107.64,107.64,107.64,0.0,0.0,108.78,108.78,108.78,0.0,0.0,107.42,107.42,107.42,0.0,0.0,108.76,108.76,108.76,0.0,0.0
2018-03-11,107.07,107.07,107.07,0.0,0.0,107.74,107.74,107.74,0.0,0.0,107.07,107.07,107.07,0.0,0.0,107.22,107.22,107.22,0.0,0.0
2018-03-18,102.89,102.89,102.89,0.0,0.0,103.18,103.18,103.18,0.0,0.0,100.37,100.37,100.37,0.0,0.0,100.47,100.47,100.47,0.0,0.0
2018-03-25,102.49,102.49,102.49,0.0,0.0,103.7,103.7,103.7,0.0,0.0,102.2,102.2,102.2,0.0,0.0,103.18,103.18,103.18,0.0,0.0
2018-04-01,103.5,103.5,103.5,0.0,0.0,103.97,103.97,103.97,0.0,0.0,101.26,101.26,101.26,0.0,0.0,102.05,102.05,102.05,0.0,0.0
2018-04-08,104.97,104.97,104.97,0.0,0.0,104.99,104.99,104.99,0.0,0.0,103.5,103.5,103.5,0.0,0.0,103.96,103.96,103.96,0.0,0.0
2018-04-15,105.48,105.48,105.48,0.0,0.0,105.58,105.58,105.58,0.0,0.0,104.31,104.31,104.31,0.0,0.0,104.73,104.73,104.73,0.0,0.0
2018-04-22,104.72,104.72,104.72,0.0,0.0,104.95,104.95,104.95,0.0,0.0,104.36,104.36,104.36,0.0,0.0,104.75,104.75,104.75,0.0,0.0
2018-04-29,101.57,101.57,101.57,0.0,0.0,103.42,103.42,103.42,0.0,0.0,101.36,101.36,101.36,0.0,0.0,103.09,103.09,103.09,0.0,0.0
2018-05-06,105.24,105.24,105.24,0.0,0.0,105.62,105.62,105.62,0.0,0.0,105.02,105.02,105.02,0.0,0.0,105.45,105.45,105.45,0.0,0.0
2018-05-13,105.44,105.44,105.44,0.0,0.0,105.5,105.5,105.5,0.0,0.0,105.07,105.07,105.07,0.0,0.0,105.12,105.12,105.12,0.0,0.0
2018-05-20,105.23,105.23,105.23,0.0,0.0,105.37,105.37,105.37,0.0,0.0,104.89,104.89,104.89,0.0,0.0,105.16,105.16,105.16,0.0,0.0
2018-05-27,104.89,104.89,104.89,0.0,0.0,105.35,105.35,105.35,0.0,0.0,104.75,104.75,104.75,0.0,0.0,105.23,105.23,105.23,0.0,0.0
2018-06-03,106.67,106.67,106.67,0.0,0.0,107.11,107.11,107.11,0.0,0.0,106.5,106.5,106.5,0.0,0.0,107.09,107.09,107.09,0.0,0.0
2018-06-10,106.31,106.31,106.31,0.0,0.0,106.59,106.59,106.59,0.0,0.0,105.61,105.61,105.61,0.0,0.0,106.47,106.47,106.47,0.0,0.0
2018-06-17,105.14,105.14,105.14,0.0,0.0,105.33,105.33,105.33,0.0,0.0,104.86,104.86,104.86,0.0,0.0,104.91,104.91,104.91,0.0,0.0
2018-06-24,104.22,104.22,104.22,0.0,0.0,104.85,104.85,104.85,0.0,0.0,103.8,103.8,103.8,0.0,0.0,103.83,103.83,103.83,0.0,0.0
2018-07-01,104.55,104.55,104.55,0.0,0.0,105.42,105.42,105.42,0.0,0.0,104.38,104.38,104.38,0.0,0.0,105.19,105.19,105.19,0.0,0.0
2018-07-08,106.26,106.26,106.26,0.0,0.0,106.62,106.62,106.62,0.0,0.0,106.11,106.11,106.11,0.0,0.0,106.45,106.45,106.45,0.0,0.0
2018-07-15,106.76,106.76,106.76,0.0,0.0,106.85,106.85,106.85,0.0,0.0,106.54,106.54,106.54,0.0,0.0,106.65,106.65,106.65,0.0,0.0
2018-07-22,108.47,108.47,108.47,0.0,0.0,108.69,108.69,108.69,0.0,0.0,107.91,107.91,107.91,0.0,0.0,108.31,108.31,108.31,0.0,0.0
2018-07-29,108.41,108.41,108.41,0.0,0.0,109.13,109.13,109.13,0.0,0.0,108.4,108.4,108.4,0.0,0.0,109.13,109.13,109.13,0.0,0.0
2018-08-05,108.92,108.92,108.92,0.0,0.0,109.08,109.08,109.08,0.0,0.0,108.45,108.45,108.45,0.0,0.0,108.78,108.78,108.78,0.0,0.0
2018-08-12,109.23,109.23,109.23,0.0,0.0,110.13,110.13,110.13,0.0,0.0,109.23,109.23,109.23,0.0,0.0,109.89,109.89,109.89,0.0,0.0
