Date,BCO_stock_Open_average,BCO_stock_Open_max,BCO_stock_Open_min,BCO_stock_Open_volatility,BCO_stock_Open_change,BCO_stock_High_average,BCO_stock_High_max,BCO_stock_High_min,BCO_stock_High_volatility,BCO_stock_High_change,BCO_stock_Low_average,BCO_stock_Low_max,BCO_stock_Low_min,BCO_stock_Low_volatility,BCO_stock_Low_change,BCO_stock_Close_average,BCO_stock_Close_max,BCO_stock_Close_min,BCO_stock_Close_volatility,BCO_stock_Close_change,BCO_stock_Volume_average,BCO_stock_Volume_max,BCO_stock_Volume_min,BCO_stock_Volume_volatility,BCO_stock_Volume_change
2018-01-14,84.5125,84.75,84.25,0.5,0.29999999999999716,85.3575,86.0,84.9,1.0999999999999943,1.0999999999999943,83.6675,84.2,83.22,0.980000000000004,0.75,84.6125,85.85,83.55,2.299999999999997,1.8499999999999943,370354,396872,326635,70237,3149
2018-01-21,86.52,87.7,85.85,1.8500000000000085,0.6500000000000057,87.31,88.1,86.7,1.3999999999999915,-1.25,85.36,86.25,84.9,1.3499999999999943,-0.3999999999999915,86.38,87.85,85.2,2.6499999999999915,-1.6499999999999915,212455,265666,181773,83893,-58934
2018-01-28,83.89,86.15,83.0,3.1500000000000057,-3.1500000000000057,84.53,86.15,83.1,3.0500000000000114,-3.0500000000000114,82.63,84.0,81.35,2.6500000000000057,-2.6500000000000057,83.35000000000001,84.25,82.15,2.0999999999999943,-2.0999999999999943,324355,431089,232132,198957,198957
2018-02-04,78.66,81.4,75.5,5.900000000000006,-5.900000000000006,79.73,82.9,76.7,6.200000000000003,-6.200000000000003,75.28999999999999,80.6,71.55,9.049999999999997,-8.049999999999997,77.22,81.3,73.1,8.200000000000003,-4.799999999999997,969740,1466810,558160,908650,344157
2018-02-11,74.19,76.15,72.6,3.5500000000000114,-2.3000000000000114,75.5,76.6,74.12,2.4799999999999898,-0.25,73.17999999999999,73.8,72.6,1.2000000000000028,0.5,74.08,75.65,72.7,2.950000000000003,1.9500000000000028,524229,785586,390357,395229,-314770
2018-02-18,74.6875,75.3,74.05,1.25,-0.9000000000000057,75.8425,76.22,75.45,0.769999999999996,0.20000000000000284,73.85,74.4,73.3,1.1000000000000085,-1.0,74.625,75.4,73.45,1.9500000000000028,0.9000000000000057,353719,527981,248862,279119,57405
2018-02-25,73.77,75.6,71.5,4.099999999999994,-4.099999999999994,74.638,76.34,72.45,3.8900000000000006,-3.8900000000000006,72.72,74.0,70.7,3.299999999999997,-3.299999999999997,73.16,74.4,72.0,2.4000000000000057,-2.200000000000003,321314,377732,268895,108837,53878
2018-03-04,71.24000000000001,71.9,70.75,1.1500000000000057,-0.7000000000000028,72.12,72.7,71.75,0.9500000000000028,0.9500000000000028,70.332,70.95,69.65,1.2999999999999972,0.20999999999999375,71.38,72.45,70.35,2.1000000000000085,1.8500000000000085,619569,891396,354696,536700,-340659
2018-03-11,72.37,72.85,72.0,0.8499999999999943,0.04999999999999716,73.14,73.45,72.7,0.75,0.25,71.51,71.85,70.9,0.9499999999999886,0.0,72.44,73.0,71.65,1.3499999999999943,1.25,600854,785085,393358,391727,134481
2018-03-18,70.52,72.5,69.5,3.0,-3.0,71.05,72.55,69.95,2.5999999999999943,-2.5999999999999943,69.632,70.15,68.85,1.3000000000000114,-1.0,69.86,70.4,68.85,1.5500000000000114,-1.5500000000000114,396231,575145,216716,358429,119532
