Date,FAXStock_Open_average,FAXStock_Open_max,FAXStock_Open_min,FAXStock_Open_volatility,FAXStock_Open_change,FAXStock_High_average,FAXStock_High_max,FAXStock_High_min,FAXStock_High_volatility,FAXStock_High_change,FAXStock_Low_average,FAXStock_Low_max,FAXStock_Low_min,FAXStock_Low_volatility,FAXStock_Low_change,FAXStock_Close_average,FAXStock_Close_max,FAXStock_Close_min,FAXStock_Close_volatility,FAXStock_Close_change,FAXStock_Volume_average,FAXStock_Volume_max,FAXStock_Volume_min,FAXStock_Volume_volatility,FAXStock_Volume_change
2018-01-14,4.995,5.02,4.96,0.05999999999999961,-0.040000000000000036,5.00625,5.02,4.98,0.03999999999999915,-0.024999999999999467,4.9825,5.0,4.96,0.040000000000000036,-0.03000000000000025,4.9925,5.02,4.96,0.05999999999999961,-0.03000000000000025,63254,83419,52667,30752,-19483
2018-01-21,4.984,5.0,4.96,0.040000000000000036,0.03000000000000025,5.007,5.02,4.995,0.024999999999999467,0.01499999999999968,4.978,4.99,4.96,0.03000000000000025,0.03000000000000025,4.991,5.01,4.97,0.040000000000000036,0.004999999999999893,57201,76407,34729,41678,-24487
2018-01-28,4.97,5.0,4.95,0.04999999999999982,-0.03000000000000025,4.991,5.0,4.975,0.025000000000000355,-0.019999999999999574,4.938,4.96,4.88,0.08000000000000007,-0.08000000000000007,4.952,5.0,4.89,0.11000000000000032,-0.07000000000000028,81646,118170,40342,77828,31693
2018-02-04,4.83,4.86,4.77,0.09000000000000075,-0.05000000000000071,4.864,4.89,4.83,0.05999999999999961,-0.04999999999999982,4.779,4.835,4.73,0.10499999999999954,-0.04999999999999982,4.818,4.84,4.79,0.04999999999999982,-0.03000000000000025,72817,121249,31204,90045,-66353
2018-02-11,4.828,4.87,4.8,0.07000000000000028,0.0600000000000005,4.856,4.88,4.83,0.04999999999999982,0.020000000000000462,4.816,4.85,4.8,0.04999999999999982,0.020000000000000462,4.838,4.88,4.82,0.05999999999999961,-0.009999999999999787,54337,87503,32700,54803,21629
2018-02-18,4.7925,4.82,4.77,0.05000000000000071,-0.040000000000000036,4.81,4.83,4.8,0.03000000000000025,-0.03000000000000025,4.7675,4.77,4.76,0.009999999999999787,0.009999999999999787,4.7825,4.8,4.77,0.03000000000000025,0.010000000000000675,62296,96555,46256,50299,-45814
2018-02-25,4.77,4.8,4.72,0.08000000000000007,-0.0600000000000005,4.788,4.82,4.75,0.07000000000000028,-0.07000000000000028,4.74,4.76,4.71,0.04999999999999982,-0.04999999999999982,4.756,4.78,4.73,0.04999999999999982,-0.040000000000000036,56928,81847,35582,46265,-46265
2018-03-04,4.752,4.77,4.73,0.03999999999999915,0.02999999999999936,4.763,4.78,4.745,0.03500000000000014,0.03500000000000014,4.742,4.76,4.72,0.040000000000000036,0.040000000000000036,4.754,4.78,4.72,0.0600000000000005,0.0600000000000005,51547,122369,26805,95564,-94400
2018-03-11,4.782,4.8,4.77,0.03000000000000025,0.03000000000000025,4.801,4.815,4.79,0.025000000000000355,0.0,4.776,4.79,4.77,0.020000000000000462,0.0,4.792,4.815,4.775,0.040000000000000036,-0.01499999999999968,72171,148566,13020,135546,-12683
2018-03-18,4.736,4.77,4.71,0.05999999999999961,-0.03999999999999915,4.75,4.78,4.73,0.04999999999999982,-0.040000000000000036,4.71,4.72,4.7,0.019999999999999574,0.009999999999999787,4.722,4.73,4.71,0.020000000000000462,0.0,51032,130761,15469,115292,-112726
2018-03-25,4.7425,4.8,4.71,0.08999999999999986,-0.08999999999999986,4.755,4.8,4.72,0.08000000000000007,-0.05999999999999961,4.715,4.74,4.7,0.040000000000000036,-0.03000000000000025,4.734999999999999,4.76,4.72,0.040000000000000036,-0.019999999999999574,60935,79622,40258,39364,-6952
