Date,EMCF_stock_Open_average,EMCF_stock_Open_max,EMCF_stock_Open_min,EMCF_stock_Open_volatility,EMCF_stock_Open_change,EMCF_stock_High_average,EMCF_stock_High_max,EMCF_stock_High_min,EMCF_stock_High_volatility,EMCF_stock_High_change,EMCF_stock_Low_average,EMCF_stock_Low_max,EMCF_stock_Low_min,EMCF_stock_Low_volatility,EMCF_stock_Low_change,EMCF_stock_Close_average,EMCF_stock_Close_max,EMCF_stock_Close_min,EMCF_stock_Close_volatility,EMCF_stock_Close_change,EMCF_stock_Volume_average,EMCF_stock_Volume_max,EMCF_stock_Volume_min,EMCF_stock_Volume_volatility,EMCF_stock_Volume_change
2018-01-14,31.13,32.96,30.5,2.460000000000001,-2.400000000000002,32.005,32.99,30.5,2.490000000000002,0.030000000000001137,30.5,30.56,30.44,0.11999999999999744,0.05999999999999872,31.11,32.99,30.45,2.5400000000000027,2.490000000000002,1013,2232,240,1992,360
2018-01-21,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.3,32.4,32.1,0.29999999999999716,-0.29999999999999716,32.3,32.4,32.1,0.29999999999999716,-0.29999999999999716,255,615,0,615,615
2018-01-28,31.509999999999998,31.9,30.82,1.0799999999999983,-1.0799999999999983,31.509999999999998,31.9,30.82,1.0799999999999983,-1.0799999999999983,30.806666666666665,31.9,29.7,2.1999999999999993,-1.0799999999999983,31.206666666666667,31.9,30.82,1.0799999999999983,-1.0799999999999983,3557,9473,303,9170,-592
2018-02-04,30.78333333333333,30.83,30.75,0.0799999999999983,-0.0799999999999983,30.78333333333333,30.83,30.75,0.0799999999999983,-0.0799999999999983,30.763333333333332,30.77,30.75,0.019999999999999574,-0.019999999999999574,30.763333333333332,30.77,30.75,0.019999999999999574,-0.019999999999999574,408,776,158,618,-618
2018-02-11,32.11,33.6,30.89,2.710000000000001,-0.4400000000000013,32.827999999999996,33.98,31.06,2.919999999999998,-0.8900000000000006,31.438,33.5,30.24,3.2600000000000016,-0.4400000000000013,32.07,33.6,30.24,3.360000000000003,-0.8900000000000006,802,2067,0,2067,-889
2018-02-18,32.2725,33.0,31.1,1.8999999999999986,-0.5,32.635,33.44,31.1,2.3399999999999963,0.0,32.2725,33.0,31.1,1.8999999999999986,-0.5,32.635,33.44,31.1,2.3399999999999963,0.0,332,757,0,757,331
2018-02-25,30.51,30.6,30.42,0.17999999999999972,-0.17999999999999972,32.0,33.4,30.6,2.799999999999997,2.799999999999997,30.51,30.6,30.42,0.17999999999999972,-0.17999999999999972,31.75,32.9,30.6,2.299999999999997,2.299999999999997,525,926,124,802,802
2018-03-04,32.52,33.5,31.0,2.5,-1.3900000000000006,32.82,33.5,31.61,1.8900000000000006,-1.6400000000000006,31.942,33.49,29.72,3.770000000000003,-2.780000000000001,32.192,33.49,29.72,3.770000000000003,-2.780000000000001,1593,3880,114,3766,2844
2018-03-11,31.673333333333332,33.0,30.52,2.4800000000000004,-0.9800000000000004,33.026666666666664,33.25,32.83,0.4200000000000017,-0.4200000000000017,31.673333333333332,33.0,30.52,2.4800000000000004,-0.9800000000000004,32.443333333333335,33.0,31.5,1.5,1.3299999999999983,1409,2198,398,1800,-566
2018-03-18,31.89,32.85,31.31,1.5400000000000027,-1.5400000000000027,32.985,33.09,32.85,0.240000000000002,0.240000000000002,31.677500000000002,32.85,30.55,2.3000000000000007,-1.5400000000000027,32.7375,33.09,32.01,1.0800000000000054,0.240000000000002,3112,7345,315,7030,3142
