Date,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Open_average,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Open_max,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Open_min,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Open_volatility,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Open_change,Guggenheim Invest S&P 500 Equal Weight Materials_etf_High_average,Guggenheim Invest S&P 500 Equal Weight Materials_etf_High_max,Guggenheim Invest S&P 500 Equal Weight Materials_etf_High_min,Guggenheim Invest S&P 500 Equal Weight Materials_etf_High_volatility,Guggenheim Invest S&P 500 Equal Weight Materials_etf_High_change,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Low_average,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Low_max,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Low_min,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Low_volatility,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Low_change,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Close_average,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Close_max,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Close_min,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Close_volatility,Guggenheim Invest S&P 500 Equal Weight Materials_etf_Close_change
2018-01-14,116.28,116.28,116.28,0.0,0.0,116.63,116.63,116.63,0.0,0.0,116.01,116.01,116.01,0.0,0.0,116.42,116.42,116.42,0.0,0.0
2018-01-21,117.65,117.65,117.65,0.0,0.0,118.23,118.23,118.23,0.0,0.0,117.15,117.15,117.15,0.0,0.0,118.23,118.23,118.23,0.0,0.0
2018-01-28,114.15,114.15,114.15,0.0,0.0,114.15,114.15,114.15,0.0,0.0,111.6,111.6,111.6,0.0,0.0,111.76,111.76,111.76,0.0,0.0
2018-02-04,106.31,106.31,106.31,0.0,0.0,107.7,107.7,107.7,0.0,0.0,103.94,103.94,103.94,0.0,0.0,107.26,107.26,107.26,0.0,0.0
2018-02-11,111.6,111.6,111.6,0.0,0.0,112.33,112.33,112.33,0.0,0.0,111.12,111.12,111.12,0.0,0.0,111.56,111.56,111.56,0.0,0.0
2018-02-18,112.21,112.21,112.21,0.0,0.0,113.24,113.24,113.24,0.0,0.0,112.16,112.16,112.16,0.0,0.0,113.24,113.24,113.24,0.0,0.0
2018-02-25,108.84,108.84,108.84,0.0,0.0,109.31,109.31,109.31,0.0,0.0,107.65,107.65,107.65,0.0,0.0,109.17,109.17,109.17,0.0,0.0
2018-03-04,111.15,111.15,111.15,0.0,0.0,112.79,112.79,112.79,0.0,0.0,111.15,111.15,111.15,0.0,0.0,112.73,112.73,112.73,0.0,0.0
2018-03-11,109.76,109.76,109.76,0.0,0.0,110.08,110.08,110.08,0.0,0.0,109.76,109.76,109.76,0.0,0.0,109.92,109.92,109.92,0.0,0.0
2018-03-18,105.79,105.79,105.79,0.0,0.0,106.18,106.18,106.18,0.0,0.0,104.53,104.53,104.53,0.0,0.0,104.61,104.61,104.61,0.0,0.0
2018-03-25,104.14,104.14,104.14,0.0,0.0,106.71,106.71,106.71,0.0,0.0,104.14,104.14,104.14,0.0,0.0,106.25,106.25,106.25,0.0,0.0
2018-04-01,106.96,106.96,106.96,0.0,0.0,107.0,107.0,107.0,0.0,0.0,104.24,104.24,104.24,0.0,0.0,105.06,105.06,105.06,0.0,0.0
2018-04-08,108.09,108.09,108.09,0.0,0.0,108.09,108.09,108.09,0.0,0.0,107.26,107.26,107.26,0.0,0.0,107.31,107.31,107.31,0.0,0.0
2018-04-15,110.25,110.25,110.25,0.0,0.0,110.25,110.25,110.25,0.0,0.0,109.13,109.13,109.13,0.0,0.0,109.61,109.61,109.61,0.0,0.0
2018-04-22,108.35,108.35,108.35,0.0,0.0,108.35,108.35,108.35,0.0,0.0,106.98,106.98,106.98,0.0,0.0,107.67,107.67,107.67,0.0,0.0
2018-04-29,106.14,106.14,106.14,0.0,0.0,108.33,108.33,108.33,0.0,0.0,106.14,106.14,106.14,0.0,0.0,107.95,107.95,107.95,0.0,0.0
2018-05-06,108.49,108.49,108.49,0.0,0.0,109.9,109.9,109.9,0.0,0.0,108.49,108.49,108.49,0.0,0.0,109.27,109.27,109.27,0.0,0.0
2018-05-13,111.32,111.32,111.32,0.0,0.0,111.5,111.5,111.5,0.0,0.0,111.32,111.32,111.32,0.0,0.0,111.5,111.5,111.5,0.0,0.0
2018-05-20,110.15,110.15,110.15,0.0,0.0,110.28,110.28,110.28,0.0,0.0,109.79,109.79,109.79,0.0,0.0,110.28,110.28,110.28,0.0,0.0
2018-05-27,109.25,109.25,109.25,0.0,0.0,110.03,110.03,110.03,0.0,0.0,109.25,109.25,109.25,0.0,0.0,109.58,109.58,109.58,0.0,0.0
2018-06-03,111.9,111.9,111.9,0.0,0.0,112.5,112.5,112.5,0.0,0.0,111.81,111.81,111.81,0.0,0.0,112.35,112.35,112.35,0.0,0.0
2018-06-10,111.03,111.03,111.03,0.0,0.0,111.11,111.11,111.11,0.0,0.0,110.55,110.55,110.55,0.0,0.0,111.11,111.11,111.11,0.0,0.0
2018-06-17,108.34,108.34,108.34,0.0,0.0,109.1,109.1,109.1,0.0,0.0,108.34,108.34,108.34,0.0,0.0,109.1,109.1,109.1,0.0,0.0
2018-06-24,108.35,108.35,108.35,0.0,0.0,109.01,109.01,109.01,0.0,0.0,108.01,108.01,108.01,0.0,0.0,108.07,108.07,108.07,0.0,0.0
2018-07-01,108.28,108.28,108.28,0.0,0.0,108.85,108.85,108.85,0.0,0.0,108.28,108.28,108.28,0.0,0.0,108.72,108.72,108.72,0.0,0.0
2018-07-08,109.09,109.09,109.09,0.0,0.0,109.1,109.1,109.1,0.0,0.0,108.78,108.78,108.78,0.0,0.0,108.78,108.78,108.78,0.0,0.0
2018-07-15,108.71,108.71,108.71,0.0,0.0,108.82,108.82,108.82,0.0,0.0,108.61,108.61,108.61,0.0,0.0,108.64,108.64,108.64,0.0,0.0
2018-07-22,110.38,110.38,110.38,0.0,0.0,110.38,110.38,110.38,0.0,0.0,109.57,109.57,109.57,0.0,0.0,109.63,109.63,109.63,0.0,0.0
2018-07-29,109.73,109.73,109.73,0.0,0.0,110.61,110.61,110.61,0.0,0.0,109.73,109.73,109.73,0.0,0.0,110.6,110.6,110.6,0.0,0.0
