Date,Fidelity MSCI Financials_Open_average,Fidelity MSCI Financials_Open_max,Fidelity MSCI Financials_Open_min,Fidelity MSCI Financials_Open_volatility,Fidelity MSCI Financials_Open_change,Fidelity MSCI Financials_High_average,Fidelity MSCI Financials_High_max,Fidelity MSCI Financials_High_min,Fidelity MSCI Financials_High_volatility,Fidelity MSCI Financials_High_change,Fidelity MSCI Financials_Low_average,Fidelity MSCI Financials_Low_max,Fidelity MSCI Financials_Low_min,Fidelity MSCI Financials_Low_volatility,Fidelity MSCI Financials_Low_change,Fidelity MSCI Financials_Close_average,Fidelity MSCI Financials_Close_max,Fidelity MSCI Financials_Close_min,Fidelity MSCI Financials_Close_volatility,Fidelity MSCI Financials_Close_change
2018-03-25,40.31,40.31,40.31,0.0,0.0,40.4,40.4,40.4,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.52,39.52,39.52,0.0,0.0
2018-04-01,40.04,40.04,40.04,0.0,0.0,40.73,40.73,40.73,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2018-04-08,40.41,40.41,40.41,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2018-04-15,40.9,40.9,40.9,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2018-04-22,40.71,40.71,40.71,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2018-04-29,40.18,40.18,40.18,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2018-05-06,41.55,41.55,41.55,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2018-05-13,41.36,41.36,41.36,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2018-05-20,41.07,41.07,41.07,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2018-05-27,40.78,40.78,40.78,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2018-06-03,41.6,41.6,41.6,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2018-06-10,40.24,40.24,40.24,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2018-06-17,39.9,39.9,39.9,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2018-06-24,38.97,38.97,38.97,0.0,0.0,39.47,39.47,39.47,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2018-07-01,39.66,39.66,39.66,0.0,0.0,40.38,40.38,40.38,0.0,0.0,39.6,39.6,39.6,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2018-07-08,39.91,39.91,39.91,0.0,0.0,40.41,40.41,40.41,0.0,0.0,39.91,39.91,39.91,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2018-07-15,40.64,40.64,40.64,0.0,0.0,41.2,41.2,41.2,0.0,0.0,40.63,40.63,40.63,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2018-07-22,41.33,41.33,41.33,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2018-07-29,41.31,41.31,41.31,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2018-08-05,41.05,41.05,41.05,0.0,0.0,41.17,41.17,41.17,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2018-08-12,41.41,41.41,41.41,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2018-08-19,41.67,41.67,41.67,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2018-08-26,41.47,41.47,41.47,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2018-09-02,41.63,41.63,41.63,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2018-09-09,41.39,41.39,41.39,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2018-09-16,41.9,41.9,41.9,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2018-09-23,40.51,40.51,40.51,0.0,0.0,40.72,40.72,40.72,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2018-09-30,40.69,40.69,40.69,0.0,0.0,41.11,41.11,41.11,0.0,0.0,40.48,40.48,40.48,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2018-10-07,38.52,38.52,38.52,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2018-10-14,38.73,38.73,38.73,0.0,0.0,38.77,38.77,38.77,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2018-10-21,37.19,37.19,37.19,0.0,0.0,37.74,37.74,37.74,0.0,0.0,36.74,36.74,36.74,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2018-10-28,38.54,38.54,38.54,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2018-11-04,39.26,39.26,39.26,0.0,0.0,39.35,39.35,39.35,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2018-11-11,38.84,38.84,38.84,0.0,0.0,39.04,39.04,39.04,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2018-11-18,38.26,38.26,38.26,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2018-11-25,39.74,39.74,39.74,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.38,39.38,39.38,0.0,0.0
2018-12-02,36.48,36.48,36.48,0.0,0.0,36.53,36.53,36.53,0.0,0.0,35.52,35.52,35.52,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2018-12-09,35.13,35.13,35.13,0.0,0.0,35.6,35.6,35.6,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2018-12-16,32.79,32.79,32.79,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2018-12-23,34.39,34.39,34.39,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2018-12-30,35.26,35.26,35.26,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2019-01-06,35.47,35.47,35.47,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2019-01-13,37.51,37.51,37.51,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2019-01-20,37.6,37.6,37.6,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2019-01-27,38.01,38.01,38.01,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.82,37.82,37.82,0.0,0.0,38.16,38.16,38.16,0.0,0.0
2019-02-03,37.71,37.71,37.71,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2019-02-10,38.28,38.28,38.28,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2019-02-17,39.05,39.05,39.05,0.0,0.0,39.35,39.35,39.35,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2019-02-24,39.25,39.25,39.25,0.0,0.0,39.47,39.47,39.47,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2019-03-03,38.16,38.16,38.16,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.36,38.36,38.36,0.0,0.0
2019-03-10,38.9,38.9,38.9,0.0,0.0,39.33,39.33,39.33,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2019-03-17,36.79,36.79,36.79,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2019-03-24,37.8,37.8,37.8,0.0,0.0,38.42,38.42,38.42,0.0,0.0,37.78,37.78,37.78,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-03-31,38.72,38.72,38.72,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2019-04-07,39.5,39.5,39.5,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2019-04-14,39.65,39.65,39.65,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2019-04-21,40.38,40.38,40.38,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2019-04-28,40.2,40.2,40.2,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-05-05,39.3,39.3,39.3,0.0,0.0,39.33,39.33,39.33,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-05-12,39.11,39.11,39.11,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.11,39.11,39.11,0.0,0.0,39.26,39.26,39.26,0.0,0.0
2019-05-19,38.95,38.95,38.95,0.0,0.0,39.17,39.17,39.17,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2019-05-26,37.9,37.9,37.9,0.0,0.0,38.33,38.33,38.33,0.0,0.0,37.84,37.84,37.84,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2019-06-02,39.74,39.74,39.74,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2019-06-09,39.65,39.65,39.65,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.31,39.31,39.31,0.0,0.0
2019-06-16,39.52,39.52,39.52,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2019-06-23,40.51,40.51,40.51,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2019-06-30,40.74,40.74,40.74,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2019-07-07,41.12,41.12,41.12,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2019-07-14,40.6,40.6,40.6,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-07-21,41.68,41.68,41.68,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2019-07-28,39.34,39.34,39.34,0.0,0.0,39.41,39.41,39.41,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2019-08-04,39.18,39.18,39.18,0.0,0.0,39.26,39.26,39.26,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-08-11,39.3,39.3,39.3,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.05,39.05,39.05,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2019-08-18,38.24,38.24,38.24,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-08-25,39.2,39.2,39.2,0.0,0.0,39.31,39.31,39.31,0.0,0.0,38.99,38.99,38.99,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2019-09-01,40.11,40.11,40.11,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-09-08,41.1,41.1,41.1,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2019-09-15,40.58,40.58,40.58,0.0,0.0,41.02,41.02,41.02,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2019-09-22,40.83,40.83,40.83,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2019-09-29,39.65,39.65,39.65,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.61,39.61,39.61,0.0,0.0
2019-10-06,39.9,39.9,39.9,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.9,39.9,39.9,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2019-10-13,41.03,41.03,41.03,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2019-10-20,41.64,41.64,41.64,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2019-10-27,42.47,42.47,42.47,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2019-11-03,42.87,42.87,42.87,0.0,0.0,43.06,43.06,43.06,0.0,0.0,42.85,42.85,42.85,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2019-11-10,42.91,42.91,42.91,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.82,42.82,42.82,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2019-11-17,43.28,43.28,43.28,0.0,0.0,43.55,43.55,43.55,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.51,43.51,43.51,0.0,0.0
2019-11-24,43.65,43.65,43.65,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.28,43.28,43.28,0.0,0.0
2019-12-01,43.77,43.77,43.77,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2019-12-08,44.66,44.66,44.66,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.51,44.51,44.51,0.0,0.0
2019-12-15,44.47,44.47,44.47,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2019-12-22,44.57,44.57,44.57,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2019-12-29,44.31,44.31,44.31,0.0,0.0,44.52,44.52,44.52,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.37,44.37,44.37,0.0,0.0
