Date,Direxion Daily Semiconductor Bear 3X SharesEtf_Open_average,Direxion Daily Semiconductor Bear 3X SharesEtf_Open_max,Direxion Daily Semiconductor Bear 3X SharesEtf_Open_min,Direxion Daily Semiconductor Bear 3X SharesEtf_Open_volatility,Direxion Daily Semiconductor Bear 3X SharesEtf_Open_change,Direxion Daily Semiconductor Bear 3X SharesEtf_High_average,Direxion Daily Semiconductor Bear 3X SharesEtf_High_max,Direxion Daily Semiconductor Bear 3X SharesEtf_High_min,Direxion Daily Semiconductor Bear 3X SharesEtf_High_volatility,Direxion Daily Semiconductor Bear 3X SharesEtf_High_change,Direxion Daily Semiconductor Bear 3X SharesEtf_Low_average,Direxion Daily Semiconductor Bear 3X SharesEtf_Low_max,Direxion Daily Semiconductor Bear 3X SharesEtf_Low_min,Direxion Daily Semiconductor Bear 3X SharesEtf_Low_volatility,Direxion Daily Semiconductor Bear 3X SharesEtf_Low_change,Direxion Daily Semiconductor Bear 3X SharesEtf_Close_average,Direxion Daily Semiconductor Bear 3X SharesEtf_Close_max,Direxion Daily Semiconductor Bear 3X SharesEtf_Close_min,Direxion Daily Semiconductor Bear 3X SharesEtf_Close_volatility,Direxion Daily Semiconductor Bear 3X SharesEtf_Close_change
2018-03-25,126.0,126.0,126.0,0.0,0.0,129.1,129.1,129.1,0.0,0.0,116.76,116.76,116.76,0.0,0.0,120.6,120.6,120.6,0.0,0.0
2018-04-01,130.4,130.4,130.4,0.0,0.0,138.7,138.7,138.7,0.0,0.0,126.6,126.6,126.6,0.0,0.0,137.0,137.0,137.0,0.0,0.0
2018-04-08,110.6,110.6,110.6,0.0,0.0,118.5,118.5,118.5,0.0,0.0,110.0,110.0,110.0,0.0,0.0,117.2,117.2,117.2,0.0,0.0
2018-04-15,128.1,128.1,128.1,0.0,0.0,134.2,134.2,134.2,0.0,0.0,126.1,126.1,126.1,0.0,0.0,132.5,132.5,132.5,0.0,0.0
2018-04-22,127.9,127.9,127.9,0.0,0.0,137.8,137.8,137.8,0.0,0.0,127.8,127.8,127.8,0.0,0.0,135.8,135.8,135.8,0.0,0.0
2018-04-29,135.2,135.2,135.2,0.0,0.0,137.0,137.0,137.0,0.0,0.0,122.8,122.8,122.8,0.0,0.0,123.1,123.1,123.1,0.0,0.0
2018-05-06,108.4,108.4,108.4,0.0,0.0,109.3,109.3,109.3,0.0,0.0,105.6,105.6,105.6,0.0,0.0,108.6,108.6,108.6,0.0,0.0
2018-05-13,107.3,107.3,107.3,0.0,0.0,110.35,110.35,110.35,0.0,0.0,107.15,107.15,107.15,0.0,0.0,109.3,109.3,109.3,0.0,0.0
2018-05-20,101.6,101.6,101.6,0.0,0.0,102.0,102.0,102.0,0.0,0.0,98.6,98.6,98.6,0.0,0.0,99.0,99.0,99.0,0.0,0.0
2018-05-27,99.0,99.0,99.0,0.0,0.0,99.3,99.3,99.3,0.0,0.0,94.1,94.1,94.1,0.0,0.0,94.1,94.1,94.1,0.0,0.0
2018-06-03,94.4,94.4,94.4,0.0,0.0,95.9,95.9,95.9,0.0,0.0,93.1,93.1,93.1,0.0,0.0,93.6,93.6,93.6,0.0,0.0
2018-06-10,93.4,93.4,93.4,0.0,0.0,94.3,94.3,94.3,0.0,0.0,91.6,91.6,91.6,0.0,0.0,91.8,91.8,91.8,0.0,0.0
2018-06-17,98.2,98.2,98.2,0.0,0.0,102.7,102.7,102.7,0.0,0.0,98.0,98.0,98.0,0.0,0.0,102.2,102.2,102.2,0.0,0.0
2018-06-24,112.2,112.2,112.2,0.0,0.0,114.5,114.5,114.5,0.0,0.0,110.2,110.2,110.2,0.0,0.0,114.4,114.4,114.4,0.0,0.0
2018-07-01,109.7,109.7,109.7,0.0,0.0,110.9,110.9,110.9,0.0,0.0,104.5,104.5,104.5,0.0,0.0,105.1,105.1,105.1,0.0,0.0
2018-07-08,105.3,105.3,105.3,0.0,0.0,107.1,107.1,107.1,0.0,0.0,104.7,104.7,104.7,0.0,0.0,106.6,106.6,106.6,0.0,0.0
2018-07-15,101.6,101.6,101.6,0.0,0.0,103.8,103.8,103.8,0.0,0.0,100.65,100.65,100.65,0.0,0.0,102.4,102.4,102.4,0.0,0.0
2018-07-22,97.6,97.6,97.6,0.0,0.0,101.5,101.5,101.5,0.0,0.0,95.2,95.2,95.2,0.0,0.0,99.3,99.3,99.3,0.0,0.0
2018-07-29,97.6,97.6,97.6,0.0,0.0,99.1,99.1,99.1,0.0,0.0,96.84,96.84,96.84,0.0,0.0,97.3,97.3,97.3,0.0,0.0
2018-08-05,101.0,101.0,101.0,0.0,0.0,103.7,103.7,103.7,0.0,0.0,100.04,100.04,100.04,0.0,0.0,102.4,102.4,102.4,0.0,0.0
2018-08-12,110.6,110.6,110.6,0.0,0.0,114.5,114.5,114.5,0.0,0.0,108.9,108.9,108.9,0.0,0.0,109.7,109.7,109.7,0.0,0.0
2018-08-19,100.7,100.7,100.7,0.0,0.0,100.7,100.7,100.7,0.0,0.0,97.4,97.4,97.4,0.0,0.0,97.4,97.4,97.4,0.0,0.0
2018-08-26,94.1,94.1,94.1,0.0,0.0,94.6,94.6,94.6,0.0,0.0,91.65,91.65,91.65,0.0,0.0,92.1,92.1,92.1,0.0,0.0
2018-09-02,99.6,99.6,99.6,0.0,0.0,100.5,100.5,100.5,0.0,0.0,95.4,95.4,95.4,0.0,0.0,99.8,99.8,99.8,0.0,0.0
2018-09-09,97.8,97.8,97.8,0.0,0.0,98.58,98.58,98.58,0.0,0.0,94.85,94.85,94.85,0.0,0.0,96.1,96.1,96.1,0.0,0.0
2018-09-16,93.2,93.2,93.2,0.0,0.0,95.1,95.1,95.1,0.0,0.0,92.25,92.25,92.25,0.0,0.0,94.5,94.5,94.5,0.0,0.0
2018-09-23,99.9,99.9,99.9,0.0,0.0,100.7,100.7,100.7,0.0,0.0,96.6,96.6,96.6,0.0,0.0,97.4,97.4,97.4,0.0,0.0
2018-09-30,102.0,102.0,102.0,0.0,0.0,111.6,111.6,111.6,0.0,0.0,101.3,101.3,101.3,0.0,0.0,108.8,108.8,108.8,0.0,0.0
2018-10-07,120.6,120.6,120.6,0.0,0.0,130.4,130.4,130.4,0.0,0.0,118.5,118.5,118.5,0.0,0.0,124.2,124.2,124.2,0.0,0.0
2018-10-14,122.2,122.2,122.2,0.0,0.0,132.6,132.6,132.6,0.0,0.0,120.8,120.8,120.8,0.0,0.0,131.2,131.2,131.2,0.0,0.0
2018-10-21,154.8,154.8,154.8,0.0,0.0,160.5,160.5,160.5,0.0,0.0,145.9,145.9,145.9,0.0,0.0,153.6,153.6,153.6,0.0,0.0
2018-10-28,115.8,115.8,115.8,0.0,0.0,124.2,124.2,124.2,0.0,0.0,114.3,114.3,114.3,0.0,0.0,120.0,120.0,120.0,0.0,0.0
2018-11-04,120.4,120.4,120.4,0.0,0.0,125.5,125.5,125.5,0.0,0.0,119.4,119.4,119.4,0.0,0.0,122.4,122.4,122.4,0.0,0.0
2018-11-11,131.3,131.3,131.3,0.0,0.0,131.3,131.3,131.3,0.0,0.0,120.8,120.8,120.8,0.0,0.0,122.4,122.4,122.4,0.0,0.0
2018-11-18,137.0,137.0,137.0,0.0,0.0,137.5,137.5,137.5,0.0,0.0,130.9,130.9,130.9,0.0,0.0,134.4,134.4,134.4,0.0,0.0
2018-11-25,119.6,119.6,119.6,0.0,0.0,123.8,123.8,123.8,0.0,0.0,115.0,115.0,115.0,0.0,0.0,115.2,115.2,115.2,0.0,0.0
2018-12-02,123.7,123.7,123.7,0.0,0.0,138.8,138.8,138.8,0.0,0.0,123.0,123.0,123.0,0.0,0.0,137.0,137.0,137.0,0.0,0.0
2018-12-09,129.2,129.2,129.2,0.0,0.0,130.2,130.2,130.2,0.0,0.0,122.5,122.5,122.5,0.0,0.0,130.1,130.1,130.1,0.0,0.0
2018-12-16,146.9,146.9,146.9,0.0,0.0,158.2,158.2,158.2,0.0,0.0,141.4,141.4,141.4,0.0,0.0,156.6,156.6,156.6,0.0,0.0
2018-12-23,134.6,134.6,134.6,0.0,0.0,137.8,137.8,137.8,0.0,0.0,126.7,126.7,126.7,0.0,0.0,134.3,134.3,134.3,0.0,0.0
2018-12-30,143.6,143.6,143.6,0.0,0.0,144.6,144.6,144.6,0.0,0.0,129.45,129.45,129.45,0.0,0.0,131.2,131.2,131.2,0.0,0.0
2019-01-06,114.5,114.5,114.5,0.0,0.0,115.3,115.3,115.3,0.0,0.0,106.4,106.4,106.4,0.0,0.0,109.5,109.5,109.5,0.0,0.0
2019-01-13,109.3,109.3,109.3,0.0,0.0,111.1,111.1,111.1,0.0,0.0,102.8,102.8,102.8,0.0,0.0,104.9,104.9,104.9,0.0,0.0
2019-01-20,95.3,95.3,95.3,0.0,0.0,97.17,97.17,97.17,0.0,0.0,89.1,89.1,89.1,0.0,0.0,90.2,90.2,90.2,0.0,0.0
2019-01-27,90.0,90.0,90.0,0.0,0.0,90.9,90.9,90.9,0.0,0.0,86.63,86.63,86.63,0.0,0.0,87.8,87.8,87.8,0.0,0.0
2019-02-03,87.4,87.4,87.4,0.0,0.0,88.5,88.5,88.5,0.0,0.0,83.62,83.62,83.62,0.0,0.0,84.0,84.0,84.0,0.0,0.0
2019-02-10,74.6,74.6,74.6,0.0,0.0,76.6,76.6,76.6,0.0,0.0,74.1,74.1,74.1,0.0,0.0,75.3,75.3,75.3,0.0,0.0
2019-02-17,73.6,73.6,73.6,0.0,0.0,74.5,74.5,74.5,0.0,0.0,72.6,72.6,72.6,0.0,0.0,73.0,73.0,73.0,0.0,0.0
2019-02-24,72.5,72.5,72.5,0.0,0.0,75.4,75.4,75.4,0.0,0.0,71.9,71.9,71.9,0.0,0.0,72.9,72.9,72.9,0.0,0.0
2019-03-03,84.2,84.2,84.2,0.0,0.0,85.1,85.1,85.1,0.0,0.0,80.18,80.18,80.18,0.0,0.0,80.3,80.3,80.3,0.0,0.0
2019-03-10,71.8,71.8,71.8,0.0,0.0,72.0,72.0,72.0,0.0,0.0,66.1,66.1,66.1,0.0,0.0,67.7,67.7,67.7,0.0,0.0
2019-03-17,61.3,61.3,61.3,0.0,0.0,65.4,65.4,65.4,0.0,0.0,60.7,60.7,60.7,0.0,0.0,65.2,65.2,65.2,0.0,0.0
2019-03-24,66.5,66.5,66.5,0.0,0.0,67.2,67.2,67.2,0.0,0.0,65.4,65.4,65.4,0.0,0.0,65.7,65.7,65.7,0.0,0.0
2019-03-31,55.4,55.4,55.4,0.0,0.0,56.35,56.35,56.35,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-04-07,53.7,53.7,53.7,0.0,0.0,54.39,54.39,54.39,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2019-04-14,46.7,46.7,46.7,0.0,0.0,47.4,47.4,47.4,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2019-04-21,49.1,49.1,49.1,0.0,0.0,50.45,50.45,50.45,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2019-04-28,45.5,45.5,45.5,0.0,0.0,47.0,47.0,47.0,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2019-05-05,55.5,55.5,55.5,0.0,0.0,57.8,57.8,57.8,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2019-05-12,61.3,61.3,61.3,0.0,0.0,62.78,62.78,62.78,0.0,0.0,57.8,57.8,57.8,0.0,0.0,62.1,62.1,62.1,0.0,0.0
2019-05-19,71.1,71.1,71.1,0.0,0.0,74.7,74.7,74.7,0.0,0.0,69.9,69.9,69.9,0.0,0.0,74.6,74.6,74.6,0.0,0.0
2019-05-26,76.6,76.6,76.6,0.0,0.0,77.3,77.3,77.3,0.0,0.0,73.4,73.4,73.4,0.0,0.0,76.9,76.9,76.9,0.0,0.0
2019-06-02,65.0,65.0,65.0,0.0,0.0,65.1,65.1,65.1,0.0,0.0,62.5,62.5,62.5,0.0,0.0,63.1,63.1,63.1,0.0,0.0
2019-06-09,66.2,66.2,66.2,0.0,0.0,66.7,66.7,66.7,0.0,0.0,64.6,64.6,64.6,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2019-06-16,57.3,57.3,57.3,0.0,0.0,57.8,57.8,57.8,0.0,0.0,55.8,55.8,55.8,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2019-06-23,50.19,50.19,50.19,0.0,0.0,51.71,51.71,51.71,0.0,0.0,49.95,49.95,49.95,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2019-06-30,51.89,51.89,51.89,0.0,0.0,52.46,52.46,52.46,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2019-07-07,48.95,48.95,48.95,0.0,0.0,48.95,48.95,48.95,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.6,46.6,46.6,0.0,0.0
2019-07-14,43.9,43.9,43.9,0.0,0.0,44.79,44.79,44.79,0.0,0.0,43.45,43.45,43.45,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-07-21,37.84,37.84,37.84,0.0,0.0,38.78,38.78,38.78,0.0,0.0,37.84,37.84,37.84,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2019-07-28,46.38,46.38,46.38,0.0,0.0,48.2,48.2,48.2,0.0,0.0,45.28,45.28,45.28,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2019-08-04,47.52,47.52,47.52,0.0,0.0,49.41,49.41,49.41,0.0,0.0,46.84,46.84,46.84,0.0,0.0,48.55,48.55,48.55,0.0,0.0
2019-08-11,48.5,48.5,48.5,0.0,0.0,48.68,48.68,48.68,0.0,0.0,45.97,45.97,45.97,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2019-08-18,44.81,44.81,44.81,0.0,0.0,49.27,49.27,49.27,0.0,0.0,43.84,43.84,43.84,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2019-08-25,42.82,42.82,42.82,0.0,0.0,43.98,43.98,43.98,0.0,0.0,42.12,42.12,42.12,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2019-09-01,37.8,37.8,37.8,0.0,0.0,38.48,38.48,38.48,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2019-09-08,34.81,34.81,34.81,0.0,0.0,35.64,35.64,35.64,0.0,0.0,34.58,34.58,34.58,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-09-15,35.67,35.67,35.67,0.0,0.0,38.43,38.43,38.43,0.0,0.0,35.67,35.67,35.67,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2019-09-22,36.84,36.84,36.84,0.0,0.0,39.7,39.7,39.7,0.0,0.0,36.64,36.64,36.64,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-09-29,37.99,37.99,37.99,0.0,0.0,38.16,38.16,38.16,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2019-10-06,35.5,35.5,35.5,0.0,0.0,35.5,35.5,35.5,0.0,0.0,33.58,33.58,33.58,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2019-10-13,33.92,33.92,33.92,0.0,0.0,35.76,35.76,35.76,0.0,0.0,33.67,33.67,33.67,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-10-20,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-10-27,29.88,29.88,29.88,0.0,0.0,30.15,30.15,30.15,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-11-03,26.95,26.95,26.95,0.0,0.0,27.4,27.4,27.4,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2019-11-10,25.69,25.69,25.69,0.0,0.0,26.24,26.24,26.24,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2019-11-17,27.95,27.95,27.95,0.0,0.0,28.55,28.55,28.55,0.0,0.0,27.57,27.57,27.57,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2019-11-24,26.39,26.39,26.39,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-12-01,26.67,26.67,26.67,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-12-08,22.82,22.82,22.82,0.0,0.0,23.42,23.42,23.42,0.0,0.0,22.08,22.08,22.08,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-12-15,21.35,21.35,21.35,0.0,0.0,21.49,21.49,21.49,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2019-12-22,20.33,20.33,20.33,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2019-12-29,20.67,20.67,20.67,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.85,20.85,20.85,0.0,0.0
