Date,John Hancock Multifactor Industrials_Open_average,John Hancock Multifactor Industrials_Open_max,John Hancock Multifactor Industrials_Open_min,John Hancock Multifactor Industrials_Open_volatility,John Hancock Multifactor Industrials_Open_change,John Hancock Multifactor Industrials_High_average,John Hancock Multifactor Industrials_High_max,John Hancock Multifactor Industrials_High_min,John Hancock Multifactor Industrials_High_volatility,John Hancock Multifactor Industrials_High_change,John Hancock Multifactor Industrials_Low_average,John Hancock Multifactor Industrials_Low_max,John Hancock Multifactor Industrials_Low_min,John Hancock Multifactor Industrials_Low_volatility,John Hancock Multifactor Industrials_Low_change,John Hancock Multifactor Industrials_Close_average,John Hancock Multifactor Industrials_Close_max,John Hancock Multifactor Industrials_Close_min,John Hancock Multifactor Industrials_Close_volatility,John Hancock Multifactor Industrials_Close_change
2018-07-15,35.23,35.23,35.23,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2018-07-22,35.89,35.89,35.89,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0
2018-07-29,35.7,35.7,35.7,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2018-08-05,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2018-08-12,35.99,35.99,35.99,0.0,0.0,36.07,36.07,36.07,0.0,0.0,35.99,35.99,35.99,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-08-19,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2018-08-26,36.86,36.86,36.86,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.86,36.86,36.86,0.0,0.0
2018-09-02,36.86,36.86,36.86,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2018-09-09,37.87,37.87,37.87,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2018-09-16,38.03,38.03,38.03,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2018-09-23,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2018-09-30,36.91,36.91,36.91,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2018-10-07,35.61,35.61,35.61,0.0,0.0,35.61,35.61,35.61,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2018-10-14,34.24,34.24,34.24,0.0,0.0,34.35,34.35,34.35,0.0,0.0,33.98,33.98,33.98,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-10-21,32.4,32.4,32.4,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2018-10-28,33.56,33.56,33.56,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2018-11-04,35.47,35.47,35.47,0.0,0.0,35.47,35.47,35.47,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2018-11-11,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2018-11-18,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2018-11-25,34.21,34.21,34.21,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2018-12-02,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2018-12-09,31.6,31.6,31.6,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2018-12-16,30.08,30.08,30.08,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2018-12-23,30.03,30.03,30.03,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2018-12-30,30.13,30.13,30.13,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-01-06,31.61,31.61,31.61,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2019-01-13,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2019-01-20,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-01-27,33.72,33.72,33.72,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-02-03,34.16,34.16,34.16,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-02-10,35.43,35.43,35.43,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.41,35.41,35.41,0.0,0.0
2019-02-17,35.65,35.65,35.65,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2019-02-24,35.8,35.8,35.8,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2019-03-03,34.8,34.8,34.8,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-03-10,35.48,35.48,35.48,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2019-03-17,35.06,35.06,35.06,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2019-03-24,35.57,35.57,35.57,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2019-03-31,36.89,36.89,36.89,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2019-04-07,37.09,37.09,37.09,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-04-14,37.42,37.42,37.42,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2019-04-21,37.09,37.09,37.09,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2019-04-28,37.36,37.36,37.36,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2019-05-05,36.21,36.21,36.21,0.0,0.0,36.47,36.47,36.47,0.0,0.0,35.91,35.91,35.91,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2019-05-12,35.97,35.97,35.97,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2019-05-19,35.15,35.15,35.15,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2019-05-26,34.58,34.58,34.58,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-06-02,36.18,36.18,36.18,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2019-06-09,36.16,36.16,36.16,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2019-06-16,37.14,37.14,37.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2019-06-23,36.9,36.9,36.9,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.9,36.9,36.9,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-06-30,36.7,36.7,36.7,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.7,36.7,36.7,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-07-07,37.29,37.29,37.29,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2019-07-14,37.17,37.17,37.17,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2019-07-21,37.57,37.57,37.57,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2019-07-28,36.2,36.2,36.2,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2019-08-04,36.24,36.24,36.24,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2019-08-11,35.64,35.64,35.64,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2019-08-18,35.8,35.8,35.8,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2019-08-25,36.42,36.42,36.42,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2019-09-01,37.11,37.11,37.11,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2019-09-08,38.03,38.03,38.03,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2019-09-15,37.92,37.92,37.92,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2019-09-22,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2019-09-29,36.37,36.37,36.37,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2019-10-06,37.43,37.43,37.43,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2019-10-13,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2019-10-20,38.46,38.46,38.46,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-10-27,38.36,38.36,38.36,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2019-11-03,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-11-10,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2019-11-17,39.3,39.3,39.3,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2019-11-24,39.76,39.76,39.76,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.76,39.76,39.76,0.0,0.0
2019-12-01,39.59,39.59,39.59,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2019-12-08,39.76,39.76,39.76,0.0,0.0,39.8,39.8,39.8,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2019-12-15,40.15,40.15,40.15,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.15,40.15,40.15,0.0,0.0
2019-12-22,39.86,39.86,39.86,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2019-12-29,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0
