Date,WisdomTree Total Earnings_Open_average,WisdomTree Total Earnings_Open_max,WisdomTree Total Earnings_Open_min,WisdomTree Total Earnings_Open_volatility,WisdomTree Total Earnings_Open_change,WisdomTree Total Earnings_High_average,WisdomTree Total Earnings_High_max,WisdomTree Total Earnings_High_min,WisdomTree Total Earnings_High_volatility,WisdomTree Total Earnings_High_change,WisdomTree Total Earnings_Low_average,WisdomTree Total Earnings_Low_max,WisdomTree Total Earnings_Low_min,WisdomTree Total Earnings_Low_volatility,WisdomTree Total Earnings_Low_change,WisdomTree Total Earnings_Close_average,WisdomTree Total Earnings_Close_max,WisdomTree Total Earnings_Close_min,WisdomTree Total Earnings_Close_volatility,WisdomTree Total Earnings_Close_change
2018-01-14,33.35,33.35,33.35,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2018-01-21,33.88,33.88,33.88,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2018-01-28,32.28,32.28,32.28,0.0,0.0,32.35,32.35,32.35,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2018-02-04,31.26,31.26,31.26,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2018-02-11,32.33,32.33,32.33,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2018-02-18,32.49,32.49,32.49,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2018-02-25,31.45,31.45,31.45,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2018-03-04,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2018-03-11,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-03-18,30.93,30.93,30.93,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.77,30.77,30.77,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2018-03-25,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2018-04-01,30.93,30.93,30.93,0.0,0.0,31.19,31.19,31.19,0.0,0.0,30.93,30.93,30.93,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2018-04-08,31.51,31.51,31.51,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2018-04-15,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2018-04-22,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2018-04-29,31.23,31.23,31.23,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2018-05-06,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-05-13,31.97,31.97,31.97,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2018-05-20,31.87,31.87,31.87,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-05-27,32.06,32.06,32.06,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0
2018-06-03,32.59,32.59,32.59,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2018-06-10,32.35,32.35,32.35,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2018-06-17,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2018-06-24,31.45,31.45,31.45,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2018-07-01,32.24,32.24,32.24,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2018-07-08,32.5,32.5,32.5,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2018-07-15,32.48,32.48,32.48,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2018-07-22,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2018-07-29,33.05,33.05,33.05,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2018-08-05,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2018-08-12,33.18,33.18,33.18,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2018-08-19,33.65,33.65,33.65,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2018-08-26,33.63,33.63,33.63,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2018-09-02,33.59,33.59,33.59,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2018-09-09,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2018-09-16,33.98,33.98,33.98,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2018-09-23,33.8,33.8,33.8,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2018-09-30,33.27,33.27,33.27,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2018-10-07,31.92,31.92,31.92,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2018-10-14,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-10-21,31.21,31.21,31.21,0.0,0.0,31.21,31.21,31.21,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2018-10-28,31.74,31.74,31.74,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-11-04,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2018-11-11,31.56,31.56,31.56,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2018-11-18,31.09,31.09,31.09,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.96,30.96,30.96,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2018-11-25,32.69,32.69,32.69,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2018-12-02,30.35,30.35,30.35,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2018-12-09,29.7,29.7,29.7,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2018-12-16,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2018-12-23,28.6,28.6,28.6,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2018-12-30,29.05,29.05,29.05,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2019-01-06,29.71,29.71,29.71,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2019-01-13,30.53,30.53,30.53,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.65,30.65,30.65,0.0,0.0
