Date,MITSY_Open_average,MITSY_Open_max,MITSY_Open_min,MITSY_Open_volatility,MITSY_Open_change,MITSY_High_average,MITSY_High_max,MITSY_High_min,MITSY_High_volatility,MITSY_High_change,MITSY_Low_average,MITSY_Low_max,MITSY_Low_min,MITSY_Low_volatility,MITSY_Low_change,MITSY_Close_average,MITSY_Close_max,MITSY_Close_min,MITSY_Close_volatility,MITSY_Close_change,MITSY_Volume_average,MITSY_Volume_max,MITSY_Volume_min,MITSY_Volume_volatility,MITSY_Volume_change
2018-01-14,350.87,355.0,347.0,8.0,-8.0,351.942,356.82,348.05,8.769999999999982,-8.769999999999982,349.676,352.94,347.0,5.939999999999998,-5.939999999999998,350.694,352.94,347.52,5.420000000000016,-5.420000000000016,418,579,219,360,-104
2018-01-21,355.612,360.0,350.33,9.670000000000016,9.670000000000016,357.492,360.72,350.33,10.390000000000043,9.670000000000016,354.346,357.62,348.0,9.620000000000005,8.379999999999995,355.858,359.02,349.79,9.229999999999961,8.199999999999989,564,1036,262,774,331
2018-01-28,358.802,366.82,354.42,12.399999999999977,7.569999999999993,362.202,372.49,354.96,17.53000000000003,2.5600000000000023,353.824,366.48,346.54,19.939999999999998,-4.859999999999957,357.772,370.5,349.3,21.19999999999999,-10.879999999999995,2861,7209,810,6399,-703
2018-02-04,353.104,355.04,350.93,4.110000000000014,2.0100000000000477,356.222,359.99,352.51,7.480000000000018,-3.340000000000032,346.236,352.22,339.1,13.120000000000005,2.2600000000000477,352.978,358.05,342.67,15.379999999999995,-1.9399999999999977,1599,4034,646,3388,-624
2018-02-11,351.315,358.26,342.01,16.25,16.25,354.5775,358.26,347.67,10.589999999999975,10.589999999999975,349.28999999999996,356.08,342.01,14.069999999999993,14.069999999999993,354.2175,358.25,346.85,11.399999999999977,11.399999999999977,568,785,409,376,130
2018-02-18,364.986,370.82,360.23,10.589999999999975,6.050000000000011,366.524,373.88,361.0,12.879999999999995,5.96999999999997,362.052,369.97,355.81,14.160000000000025,7.420000000000016,364.012,372.94,355.81,17.129999999999995,6.639999999999986,893,1748,463,1285,-592
2018-02-25,362.166,369.19,357.26,11.930000000000007,-11.930000000000007,364.652,370.15,360.83,9.319999999999993,-7.75,357.638,365.96,350.6,15.359999999999957,-11.95999999999998,361.004,366.56,352.96,13.600000000000023,-5.310000000000002,815,1132,505,627,230
2018-03-04,357.526,360.0,355.62,4.3799999999999955,-2.4599999999999795,359.122,365.21,355.89,9.319999999999993,-6.2099999999999795,355.078,360.0,352.33,7.670000000000016,-3.480000000000018,357.152,362.15,353.35,8.799999999999955,-4.269999999999982,1866,5056,463,4593,-3480
2018-03-11,353.966,358.68,347.94,10.740000000000009,-9.519999999999982,356.87,364.49,347.94,16.55000000000001,-16.55000000000001,351.148,355.49,341.13,14.360000000000014,-12.240000000000009,352.626,356.52,342.75,13.769999999999982,-12.25,7728,35299,602,34697,-34295
2018-03-18,345.83,350.27,340.5,9.769999999999982,-5.610000000000014,347.156,351.34,341.97,9.369999999999948,-8.029999999999973,342.522,346.41,337.28,9.130000000000052,-8.830000000000041,344.694,349.56,339.95,9.610000000000014,-8.420000000000016,950,1338,426,912,747
