Date,Franklin LibertyQ Global Dividend_Open_average,Franklin LibertyQ Global Dividend_Open_max,Franklin LibertyQ Global Dividend_Open_min,Franklin LibertyQ Global Dividend_Open_volatility,Franklin LibertyQ Global Dividend_Open_change,Franklin LibertyQ Global Dividend_High_average,Franklin LibertyQ Global Dividend_High_max,Franklin LibertyQ Global Dividend_High_min,Franklin LibertyQ Global Dividend_High_volatility,Franklin LibertyQ Global Dividend_High_change,Franklin LibertyQ Global Dividend_Low_average,Franklin LibertyQ Global Dividend_Low_max,Franklin LibertyQ Global Dividend_Low_min,Franklin LibertyQ Global Dividend_Low_volatility,Franklin LibertyQ Global Dividend_Low_change,Franklin LibertyQ Global Dividend_Close_average,Franklin LibertyQ Global Dividend_Close_max,Franklin LibertyQ Global Dividend_Close_min,Franklin LibertyQ Global Dividend_Close_volatility,Franklin LibertyQ Global Dividend_Close_change
2018-09-16,28.17,28.17,28.17,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2018-09-23,28.23,28.23,28.23,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2018-09-30,27.75,27.75,27.75,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2018-10-07,27.01,27.01,27.01,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.08,27.08,27.08,0.0,0.0
2018-10-14,27.14,27.14,27.14,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2018-10-21,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2018-10-28,27.4,27.4,27.4,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2018-11-04,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2018-11-11,27.24,27.24,27.24,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2018-11-18,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2018-11-25,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-12-02,26.5,26.5,26.5,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2018-12-09,26.05,26.05,26.05,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2018-12-16,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2018-12-23,25.6,25.6,25.6,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2018-12-30,26.1,26.1,26.1,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-01-06,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2019-01-13,26.98,26.98,26.98,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.96,26.96,26.96,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-01-20,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2019-01-27,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2019-02-03,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-02-10,27.67,27.67,27.67,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2019-02-17,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2019-02-24,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.88,27.88,27.88,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-03-03,27.79,27.79,27.79,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-03-10,28.29,28.29,28.29,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2019-03-17,27.81,27.81,27.81,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2019-03-24,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2019-03-31,28.54,28.54,28.54,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.57,28.57,28.57,0.0,0.0
2019-04-07,28.65,28.65,28.65,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2019-04-14,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-04-21,28.71,28.71,28.71,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2019-04-28,28.6,28.6,28.6,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-05-05,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-05-12,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2019-05-19,28.17,28.17,28.17,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2019-05-26,27.9,27.9,27.9,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2019-06-02,28.95,28.95,28.95,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2019-06-09,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2019-06-16,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2019-06-23,29.44,29.44,29.44,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.33,29.33,29.33,0.0,0.0
2019-06-30,29.34,29.34,29.34,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-07-07,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2019-07-14,29.69,29.69,29.69,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2019-07-21,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2019-07-28,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-08-04,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-08-11,28.42,28.42,28.42,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2019-08-18,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-08-25,28.44,28.44,28.44,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-09-01,29.18,29.18,29.18,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-09-08,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2019-09-15,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-09-22,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2019-09-29,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-10-06,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-10-13,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2019-10-20,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2019-10-27,30.21,30.21,30.21,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2019-11-03,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-11-10,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-11-17,30.09,30.09,30.09,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-11-24,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-12-01,30.3,30.3,30.3,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2019-12-08,30.75,30.75,30.75,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-12-15,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-12-22,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-12-29,30.83,30.83,30.83,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.84,30.84,30.84,0.0,0.0
