Date,Health Care Select Sector SPDR_etf_Open_average,Health Care Select Sector SPDR_etf_Open_max,Health Care Select Sector SPDR_etf_Open_min,Health Care Select Sector SPDR_etf_Open_volatility,Health Care Select Sector SPDR_etf_Open_change,Health Care Select Sector SPDR_etf_High_average,Health Care Select Sector SPDR_etf_High_max,Health Care Select Sector SPDR_etf_High_min,Health Care Select Sector SPDR_etf_High_volatility,Health Care Select Sector SPDR_etf_High_change,Health Care Select Sector SPDR_etf_Low_average,Health Care Select Sector SPDR_etf_Low_max,Health Care Select Sector SPDR_etf_Low_min,Health Care Select Sector SPDR_etf_Low_volatility,Health Care Select Sector SPDR_etf_Low_change,Health Care Select Sector SPDR_etf_Close_average,Health Care Select Sector SPDR_etf_Close_max,Health Care Select Sector SPDR_etf_Close_min,Health Care Select Sector SPDR_etf_Close_volatility,Health Care Select Sector SPDR_etf_Close_change
2018-08-05,89.11,89.11,89.11,0.0,0.0,89.58,89.58,89.58,0.0,0.0,88.74,88.74,88.74,0.0,0.0,89.05,89.05,89.05,0.0,0.0
2018-08-12,90.15,90.15,90.15,0.0,0.0,90.78,90.78,90.78,0.0,0.0,89.94,89.94,89.94,0.0,0.0,90.5,90.5,90.5,0.0,0.0
2018-08-19,91.07,91.07,91.07,0.0,0.0,91.3,91.3,91.3,0.0,0.0,90.89,90.89,90.89,0.0,0.0,91.3,91.3,91.3,0.0,0.0
2018-08-26,91.98,91.98,91.98,0.0,0.0,92.26,92.26,92.26,0.0,0.0,91.8,91.8,91.8,0.0,0.0,92.18,92.18,92.18,0.0,0.0
2018-09-02,91.59,91.59,91.59,0.0,0.0,92.04,92.04,92.04,0.0,0.0,91.45,91.45,91.45,0.0,0.0,91.95,91.95,91.95,0.0,0.0
2018-09-09,93.31,93.31,93.31,0.0,0.0,93.31,93.31,93.31,0.0,0.0,92.76,92.76,92.76,0.0,0.0,92.93,92.93,92.93,0.0,0.0
2018-09-16,93.78,93.78,93.78,0.0,0.0,93.87,93.87,93.87,0.0,0.0,93.46,93.46,93.46,0.0,0.0,93.66,93.66,93.66,0.0,0.0
2018-09-23,94.06,94.06,94.06,0.0,0.0,94.59,94.59,94.59,0.0,0.0,94.02,94.02,94.02,0.0,0.0,94.53,94.53,94.53,0.0,0.0
2018-09-30,93.87,93.87,93.87,0.0,0.0,94.36,94.36,94.36,0.0,0.0,93.09,93.09,93.09,0.0,0.0,93.68,93.68,93.68,0.0,0.0
2018-10-07,90.18,90.18,90.18,0.0,0.0,90.82,90.82,90.82,0.0,0.0,89.44,89.44,89.44,0.0,0.0,90.48,90.48,90.48,0.0,0.0
2018-10-14,91.91,91.91,91.91,0.0,0.0,92.23,92.23,92.23,0.0,0.0,90.8,90.8,90.8,0.0,0.0,90.92,90.92,90.92,0.0,0.0
2018-10-21,87.03,87.03,87.03,0.0,0.0,87.65,87.65,87.65,0.0,0.0,85.79,85.79,85.79,0.0,0.0,86.85,86.85,86.85,0.0,0.0
2018-10-28,90.1,90.1,90.1,0.0,0.0,90.25,90.25,90.25,0.0,0.0,88.1,88.1,88.1,0.0,0.0,88.68,88.68,88.68,0.0,0.0
2018-11-04,92.51,92.51,92.51,0.0,0.0,92.66,92.66,92.66,0.0,0.0,91.9,91.9,91.9,0.0,0.0,92.35,92.35,92.35,0.0,0.0
2018-11-11,90.37,90.37,90.37,0.0,0.0,91.88,91.88,91.88,0.0,0.0,90.32,90.32,90.32,0.0,0.0,91.44,91.44,91.44,0.0,0.0
2018-11-18,88.45,88.45,88.45,0.0,0.0,89.6,89.6,89.6,0.0,0.0,88.4,88.4,88.4,0.0,0.0,89.06,89.06,89.06,0.0,0.0
2018-11-25,93.3,93.3,93.3,0.0,0.0,95.25,95.25,95.25,0.0,0.0,93.19,93.19,93.19,0.0,0.0,95.25,95.25,95.25,0.0,0.0
2018-12-02,92.07,92.07,92.07,0.0,0.0,92.2,92.2,92.2,0.0,0.0,89.53,89.53,89.53,0.0,0.0,89.97,89.97,89.97,0.0,0.0
2018-12-09,90.57,90.57,90.57,0.0,0.0,90.65,90.65,90.65,0.0,0.0,88.12,88.12,88.12,0.0,0.0,88.38,88.38,88.38,0.0,0.0
2018-12-16,83.31,83.31,83.31,0.0,0.0,84.72,84.72,84.72,0.0,0.0,81.98,81.98,81.98,0.0,0.0,82.15,82.15,82.15,0.0,0.0
2018-12-23,85.15,85.15,85.15,0.0,0.0,85.88,85.88,85.88,0.0,0.0,84.35,84.35,84.35,0.0,0.0,84.7,84.7,84.7,0.0,0.0
2018-12-30,83.9,83.9,83.9,0.0,0.0,85.87,85.87,85.87,0.0,0.0,83.86,83.86,83.86,0.0,0.0,85.4,85.4,85.4,0.0,0.0
2019-01-06,86.55,86.55,86.55,0.0,0.0,87.27,87.27,87.27,0.0,0.0,86.39,86.39,86.39,0.0,0.0,87.24,87.24,87.24,0.0,0.0
2019-01-13,89.1,89.1,89.1,0.0,0.0,89.55,89.55,89.55,0.0,0.0,88.43,88.43,88.43,0.0,0.0,89.5,89.5,89.5,0.0,0.0
2019-01-20,88.67,88.67,88.67,0.0,0.0,88.67,88.67,88.67,0.0,0.0,88.09,88.09,88.09,0.0,0.0,88.35,88.35,88.35,0.0,0.0
2019-01-27,90.19,90.19,90.19,0.0,0.0,90.37,90.37,90.37,0.0,0.0,89.55,89.55,89.55,0.0,0.0,90.16,90.16,90.16,0.0,0.0
2019-02-03,88.84,88.84,88.84,0.0,0.0,89.37,89.37,89.37,0.0,0.0,88.71,88.71,88.71,0.0,0.0,89.36,89.36,89.36,0.0,0.0
2019-02-10,91.56,91.56,91.56,0.0,0.0,92.3,92.3,92.3,0.0,0.0,90.88,90.88,90.88,0.0,0.0,92.25,92.25,92.25,0.0,0.0
2019-02-17,91.3,91.3,91.3,0.0,0.0,92.03,92.03,92.03,0.0,0.0,91.19,91.19,91.19,0.0,0.0,91.95,91.95,91.95,0.0,0.0
2019-02-24,91.62,91.62,91.62,0.0,0.0,92.48,92.48,92.48,0.0,0.0,91.54,91.54,91.54,0.0,0.0,92.35,92.35,92.35,0.0,0.0
2019-03-03,88.53,88.53,88.53,0.0,0.0,88.87,88.87,88.87,0.0,0.0,88.06,88.06,88.06,0.0,0.0,88.82,88.82,88.82,0.0,0.0
2019-03-10,91.14,91.14,91.14,0.0,0.0,91.54,91.54,91.54,0.0,0.0,90.82,90.82,90.82,0.0,0.0,91.4,91.4,91.4,0.0,0.0
2019-03-17,91.31,91.31,91.31,0.0,0.0,91.64,91.64,91.64,0.0,0.0,90.01,90.01,90.01,0.0,0.0,90.03,90.03,90.03,0.0,0.0
2019-03-24,90.61,90.61,90.61,0.0,0.0,91.24,91.24,91.24,0.0,0.0,90.41,90.41,90.41,0.0,0.0,91.16,91.16,91.16,0.0,0.0
2019-03-31,91.0,91.0,91.0,0.0,0.0,91.56,91.56,91.56,0.0,0.0,90.94,90.94,90.94,0.0,0.0,91.41,91.41,91.41,0.0,0.0
2019-04-07,90.4,90.4,90.4,0.0,0.0,90.43,90.43,90.43,0.0,0.0,89.08,89.08,89.08,0.0,0.0,89.23,89.23,89.23,0.0,0.0
2019-04-14,85.48,85.48,85.48,0.0,0.0,85.89,85.89,85.89,0.0,0.0,84.1,84.1,84.1,0.0,0.0,85.36,85.36,85.36,0.0,0.0
2019-04-21,87.68,87.68,87.68,0.0,0.0,88.46,88.46,88.46,0.0,0.0,87.49,87.49,87.49,0.0,0.0,88.43,88.43,88.43,0.0,0.0
2019-04-28,89.15,89.15,89.15,0.0,0.0,89.61,89.61,89.61,0.0,0.0,89.0,89.0,89.0,0.0,0.0,89.58,89.58,89.58,0.0,0.0
2019-05-05,88.02,88.02,88.02,0.0,0.0,88.56,88.56,88.56,0.0,0.0,86.45,86.45,86.45,0.0,0.0,88.34,88.34,88.34,0.0,0.0
2019-05-12,87.33,87.33,87.33,0.0,0.0,88.56,88.56,88.56,0.0,0.0,87.33,87.33,87.33,0.0,0.0,87.87,87.87,87.87,0.0,0.0
2019-05-19,89.16,89.16,89.16,0.0,0.0,89.52,89.52,89.52,0.0,0.0,88.76,88.76,88.76,0.0,0.0,88.98,88.98,88.98,0.0,0.0
2019-05-26,86.78,86.78,86.78,0.0,0.0,87.12,87.12,87.12,0.0,0.0,86.21,86.21,86.21,0.0,0.0,86.72,86.72,86.72,0.0,0.0
2019-06-02,89.78,89.78,89.78,0.0,0.0,90.64,90.64,90.64,0.0,0.0,89.75,89.75,89.75,0.0,0.0,90.42,90.42,90.42,0.0,0.0
2019-06-09,90.91,90.91,90.91,0.0,0.0,91.18,91.18,91.18,0.0,0.0,90.59,90.59,90.59,0.0,0.0,90.66,90.66,90.66,0.0,0.0
2019-06-16,92.59,92.59,92.59,0.0,0.0,93.3,93.3,93.3,0.0,0.0,92.06,92.06,92.06,0.0,0.0,93.12,93.12,93.12,0.0,0.0
2019-06-23,91.77,91.77,91.77,0.0,0.0,92.12,92.12,92.12,0.0,0.0,91.25,91.25,91.25,0.0,0.0,92.04,92.04,92.04,0.0,0.0
2019-06-30,93.39,93.39,93.39,0.0,0.0,93.62,93.62,93.62,0.0,0.0,92.94,92.94,92.94,0.0,0.0,93.14,93.14,93.14,0.0,0.0
2019-07-07,92.57,92.57,92.57,0.0,0.0,92.59,92.59,92.59,0.0,0.0,91.2,91.2,91.2,0.0,0.0,91.84,91.84,91.84,0.0,0.0
2019-07-14,92.33,92.33,92.33,0.0,0.0,92.37,92.37,92.37,0.0,0.0,91.09,91.09,91.09,0.0,0.0,91.17,91.17,91.17,0.0,0.0
2019-07-21,91.46,91.46,91.46,0.0,0.0,91.64,91.64,91.64,0.0,0.0,91.13,91.13,91.13,0.0,0.0,91.47,91.47,91.47,0.0,0.0
2019-07-28,90.54,90.54,90.54,0.0,0.0,90.82,90.82,90.82,0.0,0.0,89.87,89.87,89.87,0.0,0.0,90.46,90.46,90.46,0.0,0.0
2019-08-04,90.54,90.54,90.54,0.0,0.0,91.38,91.38,91.38,0.0,0.0,90.02,90.02,90.02,0.0,0.0,90.81,90.81,90.81,0.0,0.0
2019-08-11,89.48,89.48,89.48,0.0,0.0,90.2,90.2,90.2,0.0,0.0,89.42,89.42,89.42,0.0,0.0,89.96,89.96,89.96,0.0,0.0
2019-08-18,90.11,90.11,90.11,0.0,0.0,90.45,90.45,90.45,0.0,0.0,87.75,87.75,87.75,0.0,0.0,88.19,88.19,88.19,0.0,0.0
2019-08-25,90.32,90.32,90.32,0.0,0.0,90.5,90.5,90.5,0.0,0.0,89.62,89.62,89.62,0.0,0.0,90.01,90.01,90.01,0.0,0.0
2019-09-01,90.62,90.62,90.62,0.0,0.0,90.93,90.93,90.93,0.0,0.0,90.49,90.49,90.49,0.0,0.0,90.68,90.68,90.68,0.0,0.0
2019-09-08,91.08,91.08,91.08,0.0,0.0,91.65,91.65,91.65,0.0,0.0,90.73,90.73,90.73,0.0,0.0,90.92,90.92,90.92,0.0,0.0
2019-09-15,91.11,91.11,91.11,0.0,0.0,91.83,91.83,91.83,0.0,0.0,91.1,91.1,91.1,0.0,0.0,91.41,91.41,91.41,0.0,0.0
2019-09-22,89.45,89.45,89.45,0.0,0.0,89.58,89.58,89.58,0.0,0.0,88.42,88.42,88.42,0.0,0.0,88.75,88.75,88.75,0.0,0.0
2019-09-29,88.42,88.42,88.42,0.0,0.0,89.6,89.6,89.6,0.0,0.0,88.37,88.37,88.37,0.0,0.0,89.55,89.55,89.55,0.0,0.0
2019-10-06,89.47,89.47,89.47,0.0,0.0,90.41,90.41,90.41,0.0,0.0,89.32,89.32,89.32,0.0,0.0,89.36,89.36,89.36,0.0,0.0
2019-10-13,91.25,91.25,91.25,0.0,0.0,91.64,91.64,91.64,0.0,0.0,90.76,90.76,90.76,0.0,0.0,91.17,91.17,91.17,0.0,0.0
2019-10-20,91.13,91.13,91.13,0.0,0.0,91.71,91.71,91.71,0.0,0.0,90.89,90.89,90.89,0.0,0.0,91.46,91.46,91.46,0.0,0.0
2019-10-27,94.64,94.64,94.64,0.0,0.0,95.05,95.05,95.05,0.0,0.0,94.24,94.24,94.24,0.0,0.0,94.26,94.26,94.26,0.0,0.0
2019-11-03,93.77,93.77,93.77,0.0,0.0,94.53,94.53,94.53,0.0,0.0,93.66,93.66,93.66,0.0,0.0,94.51,94.51,94.51,0.0,0.0
2019-11-10,95.14,95.14,95.14,0.0,0.0,97.0,97.0,97.0,0.0,0.0,95.05,95.05,95.05,0.0,0.0,96.83,96.83,96.83,0.0,0.0
2019-11-17,97.45,97.45,97.45,0.0,0.0,97.76,97.76,97.76,0.0,0.0,97.24,97.24,97.24,0.0,0.0,97.62,97.62,97.62,0.0,0.0
2019-11-24,98.94,98.94,98.94,0.0,0.0,99.16,99.16,99.16,0.0,0.0,98.65,98.65,98.65,0.0,0.0,98.85,98.85,98.85,0.0,0.0
2019-12-01,99.62,99.62,99.62,0.0,0.0,100.1,100.1,100.1,0.0,0.0,99.55,99.55,99.55,0.0,0.0,99.76,99.76,99.76,0.0,0.0
2019-12-08,100.2,100.2,100.2,0.0,0.0,100.81,100.81,100.81,0.0,0.0,99.82,99.82,99.82,0.0,0.0,100.23,100.23,100.23,0.0,0.0
2019-12-15,101.62,101.62,101.62,0.0,0.0,102.26,102.26,102.26,0.0,0.0,101.62,101.62,101.62,0.0,0.0,102.04,102.04,102.04,0.0,0.0
2019-12-22,102.46,102.46,102.46,0.0,0.0,102.48,102.48,102.48,0.0,0.0,102.05,102.05,102.05,0.0,0.0,102.27,102.27,102.27,0.0,0.0
2019-12-29,100.95,100.95,100.95,0.0,0.0,101.82,101.82,101.82,0.0,0.0,100.45,100.45,100.45,0.0,0.0,101.24,101.24,101.24,0.0,0.0
