Date,SWN_Open_average,SWN_Open_max,SWN_Open_min,SWN_Open_volatility,SWN_Open_change,SWN_High_average,SWN_High_max,SWN_High_min,SWN_High_volatility,SWN_High_change,SWN_Low_average,SWN_Low_max,SWN_Low_min,SWN_Low_volatility,SWN_Low_change,SWN_Close_average,SWN_Close_max,SWN_Close_min,SWN_Close_volatility,SWN_Close_change,SWN_Volume_average,SWN_Volume_max,SWN_Volume_min,SWN_Volume_volatility,SWN_Volume_change
2018-01-14,5.304,5.45,5.2,0.25,-0.25,5.376,5.48,5.26,0.22000000000000064,-0.17000000000000082,5.188,5.26,5.07,0.1899999999999995,-0.03000000000000025,5.268,5.41,5.14,0.27000000000000046,0.05999999999999961,25372257,32994828,19204204,13790624,-11826574
2018-01-21,5.266,5.55,4.94,0.6099999999999994,-0.45999999999999996,5.318,5.59,4.95,0.6399999999999997,-0.6099999999999994,5.05,5.37,4.63,0.7400000000000002,-0.7400000000000002,5.126,5.54,4.75,0.79,-0.79,37500933,43651656,30367936,13283720,13283720
2018-01-28,4.252,4.64,3.97,0.6699999999999995,-0.6699999999999995,4.36,4.74,4.14,0.6000000000000005,-0.6000000000000005,4.07,4.37,3.77,0.6000000000000001,-0.6000000000000001,4.162,4.45,3.85,0.6000000000000001,-0.6000000000000001,34720496,46295224,26295428,19999796,-13895928
2018-02-04,3.798,4.01,3.67,0.33999999999999986,-0.040000000000000036,3.894,4.01,3.75,0.2599999999999998,-0.2200000000000002,3.576,3.7,3.42,0.28000000000000025,-0.13000000000000034,3.704,3.94,3.6,0.33999999999999986,-0.29000000000000004,35089607,55019536,22351328,32668208,-7936240
2018-02-11,3.6425,3.74,3.49,0.25,0.08000000000000007,3.755,3.79,3.71,0.08000000000000007,0.040000000000000036,3.5175,3.56,3.45,0.10999999999999988,0.040000000000000036,3.6275,3.71,3.55,0.16000000000000014,0.03000000000000025,23729367,31697544,15300195,16397349,-2670845
2018-02-18,3.676,3.75,3.57,0.18000000000000016,0.11000000000000032,3.81,3.88,3.73,0.1499999999999999,-0.010000000000000231,3.578,3.64,3.5,0.14000000000000012,0.020000000000000018,3.662,3.74,3.5,0.2400000000000002,0.06000000000000005,20551222,29664180,13060711,16603469,-4936651
2018-02-25,3.866,4.43,3.59,0.8399999999999999,0.7099999999999995,4.094,4.64,3.72,0.9199999999999995,0.7899999999999996,3.766,4.3,3.55,0.75,0.6199999999999997,3.9779999999999998,4.47,3.57,0.8999999999999999,0.7600000000000002,28726381,51886800,16906990,34979810,14593018
2018-03-04,4.336,4.49,4.14,0.35000000000000053,-0.040000000000000036,4.434,4.57,4.27,0.3000000000000007,0.03000000000000025,4.224,4.37,4.06,0.3100000000000005,0.03000000000000025,4.34,4.52,4.16,0.35999999999999943,0.11999999999999922,23217568,28902704,18908552,9994152,6567256
2018-03-11,4.424,4.5,4.3,0.20000000000000018,-0.1299999999999999,4.51,4.59,4.45,0.13999999999999968,-0.13999999999999968,4.31,4.44,4.22,0.22000000000000064,-0.1900000000000004,4.404,4.52,4.28,0.23999999999999932,-0.1899999999999995,18719350,22046436,13948666,8097770,-3129768
2018-03-18,4.422,4.47,4.36,0.10999999999999943,0.10999999999999943,4.522,4.59,4.43,0.16000000000000014,0.07000000000000028,4.3180000000000005,4.37,4.22,0.15000000000000036,-0.10000000000000053,4.438,4.55,4.37,0.17999999999999972,0.08000000000000007,14614985,18330564,10264410,8066154,4316705
