Date,FRO_Open_average,FRO_Open_max,FRO_Open_min,FRO_Open_volatility,FRO_Open_change,FRO_High_average,FRO_High_max,FRO_High_min,FRO_High_volatility,FRO_High_change,FRO_Low_average,FRO_Low_max,FRO_Low_min,FRO_Low_volatility,FRO_Low_change,FRO_Close_average,FRO_Close_max,FRO_Close_min,FRO_Close_volatility,FRO_Close_change,FRO_Volume_average,FRO_Volume_max,FRO_Volume_min,FRO_Volume_volatility,FRO_Volume_change
2018-01-14,5.0600000000000005,5.17,4.95,0.21999999999999975,-0.1899999999999995,5.0840000000000005,5.24,4.98,0.2599999999999998,-0.2599999999999998,4.970000000000001,5.07,4.91,0.16000000000000014,-0.16000000000000014,5.0,5.09,4.93,0.16000000000000014,-0.16000000000000014,569199,993047,354275,638772,-629200
2018-01-21,4.954,4.97,4.93,0.040000000000000036,-0.020000000000000462,4.972,4.99,4.96,0.03000000000000025,-0.020000000000000462,4.86,4.91,4.75,0.16000000000000014,-0.16000000000000014,4.898,4.97,4.84,0.1299999999999999,-0.1299999999999999,601826,1182554,317781,864773,864773
2018-01-28,4.59,4.76,4.33,0.4299999999999997,-0.4299999999999997,4.606,4.76,4.33,0.4299999999999997,-0.4299999999999997,4.424,4.61,4.11,0.5,-0.5,4.468,4.64,4.13,0.5099999999999998,-0.5099999999999998,766606,953842,612818,341024,318378
2018-02-04,4.052,4.12,3.97,0.1499999999999999,0.04999999999999982,4.13,4.17,4.03,0.13999999999999968,-0.04999999999999982,3.962,4.05,3.79,0.2599999999999998,0.0,4.04,4.14,3.95,0.1899999999999995,-0.08000000000000007,762027,1083077,415916,667161,-513333
2018-02-11,4.0225,4.07,3.95,0.1200000000000001,-0.009999999999999787,4.0649999999999995,4.09,4.04,0.04999999999999982,0.019999999999999574,3.965,4.0,3.94,0.06000000000000005,-0.040000000000000036,4.0225,4.08,3.99,0.08999999999999986,-0.019999999999999574,512669,687985,434454,253531,-253531
2018-02-18,4.118,4.28,4.02,0.2600000000000007,0.2600000000000007,4.208,4.33,4.08,0.25,0.20999999999999996,4.072,4.18,3.98,0.19999999999999973,0.14000000000000012,4.144,4.3,4.06,0.2400000000000002,0.10000000000000053,548554,750967,328295,422672,-70604
2018-02-25,3.988,4.21,3.85,0.3599999999999999,-0.23999999999999977,4.07,4.23,3.93,0.30000000000000027,-0.14000000000000057,3.894,3.99,3.8,0.1900000000000004,-0.020000000000000018,3.968,4.04,3.87,0.16999999999999993,0.009999999999999787,881118,1129321,559644,569677,-490992
2018-03-04,4.386,4.41,4.35,0.0600000000000005,-0.05000000000000071,4.4639999999999995,4.55,4.42,0.1299999999999999,-0.08999999999999986,4.34,4.39,4.3,0.08999999999999986,-0.03000000000000025,4.396,4.48,4.31,0.17000000000000082,-0.05000000000000071,626804,1463042,213070,1249972,-1249972
2018-03-11,4.432,4.49,4.38,0.11000000000000032,-0.08999999999999986,4.496,4.61,4.4,0.20999999999999996,-0.20999999999999996,4.374,4.47,4.3,0.16999999999999993,-0.1299999999999999,4.466,4.52,4.39,0.1299999999999999,-0.1299999999999999,503290,859712,279430,580282,-232111
2018-03-18,4.478,4.54,4.4,0.13999999999999968,0.1299999999999999,4.554,4.6,4.47,0.1299999999999999,0.1299999999999999,4.418,4.48,4.32,0.16000000000000014,0.16000000000000014,4.506,4.59,4.43,0.16000000000000014,0.16000000000000014,471482,681256,257895,423361,-203174
