Date,Guggenheim Invest S&P 500 Pure Growth_Open_average,Guggenheim Invest S&P 500 Pure Growth_Open_max,Guggenheim Invest S&P 500 Pure Growth_Open_min,Guggenheim Invest S&P 500 Pure Growth_Open_volatility,Guggenheim Invest S&P 500 Pure Growth_Open_change,Guggenheim Invest S&P 500 Pure Growth_High_average,Guggenheim Invest S&P 500 Pure Growth_High_max,Guggenheim Invest S&P 500 Pure Growth_High_min,Guggenheim Invest S&P 500 Pure Growth_High_volatility,Guggenheim Invest S&P 500 Pure Growth_High_change,Guggenheim Invest S&P 500 Pure Growth_Low_average,Guggenheim Invest S&P 500 Pure Growth_Low_max,Guggenheim Invest S&P 500 Pure Growth_Low_min,Guggenheim Invest S&P 500 Pure Growth_Low_volatility,Guggenheim Invest S&P 500 Pure Growth_Low_change,Guggenheim Invest S&P 500 Pure Growth_Close_average,Guggenheim Invest S&P 500 Pure Growth_Close_max,Guggenheim Invest S&P 500 Pure Growth_Close_min,Guggenheim Invest S&P 500 Pure Growth_Close_volatility,Guggenheim Invest S&P 500 Pure Growth_Close_change
2018-07-29,117.38,117.38,117.38,0.0,0.0,118.05,118.05,118.05,0.0,0.0,117.16,117.16,117.16,0.0,0.0,118.01,118.01,118.01,0.0,0.0
2018-08-05,117.42,117.42,117.42,0.0,0.0,117.99,117.99,117.99,0.0,0.0,116.82,116.82,116.82,0.0,0.0,116.88,116.88,116.88,0.0,0.0
2018-08-12,117.14,117.14,117.14,0.0,0.0,117.47,117.47,117.47,0.0,0.0,116.66,116.66,116.66,0.0,0.0,117.17,117.17,117.17,0.0,0.0
2018-08-19,119.76,119.76,119.76,0.0,0.0,120.46,120.46,120.46,0.0,0.0,119.7,119.7,119.7,0.0,0.0,120.29,120.29,120.29,0.0,0.0
2018-08-26,120.62,120.62,120.62,0.0,0.0,121.06,121.06,121.06,0.0,0.0,120.58,120.58,120.58,0.0,0.0,120.96,120.96,120.96,0.0,0.0
2018-09-02,118.9,118.9,118.9,0.0,0.0,119.05,119.05,119.05,0.0,0.0,118.58,118.58,118.58,0.0,0.0,118.9,118.9,118.9,0.0,0.0
2018-09-09,120.48,120.48,120.48,0.0,0.0,120.57,120.57,120.57,0.0,0.0,118.76,118.76,118.76,0.0,0.0,118.83,118.83,118.83,0.0,0.0
2018-09-16,119.44,119.44,119.44,0.0,0.0,120.1,120.1,120.1,0.0,0.0,118.94,118.94,118.94,0.0,0.0,120.01,120.01,120.01,0.0,0.0
2018-09-23,120.81,120.81,120.81,0.0,0.0,121.06,121.06,121.06,0.0,0.0,119.95,119.95,119.95,0.0,0.0,120.2,120.2,120.2,0.0,0.0
2018-09-30,115.61,115.61,115.61,0.0,0.0,115.89,115.89,115.89,0.0,0.0,113.64,113.64,113.64,0.0,0.0,114.79,114.79,114.79,0.0,0.0
2018-10-07,110.39,110.39,110.39,0.0,0.0,110.48,110.48,110.48,0.0,0.0,109.27,109.27,109.27,0.0,0.0,109.47,109.47,109.47,0.0,0.0
2018-10-14,109.61,109.61,109.61,0.0,0.0,109.93,109.93,109.93,0.0,0.0,108.63,108.63,108.63,0.0,0.0,109.35,109.35,109.35,0.0,0.0
2018-10-21,106.63,106.63,106.63,0.0,0.0,107.11,107.11,107.11,0.0,0.0,101.97,101.97,101.97,0.0,0.0,103.78,103.78,103.78,0.0,0.0
2018-10-28,109.43,109.43,109.43,0.0,0.0,109.47,109.47,109.47,0.0,0.0,108.27,108.27,108.27,0.0,0.0,109.16,109.16,109.16,0.0,0.0
2018-11-04,109.88,109.88,109.88,0.0,0.0,109.88,109.88,109.88,0.0,0.0,107.09,107.09,107.09,0.0,0.0,107.2,107.2,107.2,0.0,0.0
2018-11-11,107.65,107.65,107.65,0.0,0.0,107.65,107.65,107.65,0.0,0.0,104.06,104.06,104.06,0.0,0.0,104.31,104.31,104.31,0.0,0.0
2018-11-18,105.32,105.32,105.32,0.0,0.0,106.07,106.07,106.07,0.0,0.0,104.88,104.88,104.88,0.0,0.0,106.05,106.05,106.05,0.0,0.0
2018-11-25,112.0,112.0,112.0,0.0,0.0,112.33,112.33,112.33,0.0,0.0,110.94,110.94,110.94,0.0,0.0,111.78,111.78,111.78,0.0,0.0
2018-12-02,104.21,104.21,104.21,0.0,0.0,105.47,105.47,105.47,0.0,0.0,102.98,102.98,102.98,0.0,0.0,105.21,105.21,105.21,0.0,0.0
2018-12-09,103.26,103.26,103.26,0.0,0.0,103.67,103.67,103.67,0.0,0.0,100.77,100.77,100.77,0.0,0.0,101.26,101.26,101.26,0.0,0.0
2018-12-16,95.15,95.15,95.15,0.0,0.0,95.6,95.6,95.6,0.0,0.0,93.1,93.1,93.1,0.0,0.0,93.15,93.15,93.15,0.0,0.0
2018-12-23,99.21,99.21,99.21,0.0,0.0,99.65,99.65,99.65,0.0,0.0,98.49,98.49,98.49,0.0,0.0,99.65,99.65,99.65,0.0,0.0
2018-12-30,100.68,100.68,100.68,0.0,0.0,102.42,102.42,102.42,0.0,0.0,100.49,100.49,100.49,0.0,0.0,101.76,101.76,101.76,0.0,0.0
2019-01-06,103.66,103.66,103.66,0.0,0.0,104.08,104.08,104.08,0.0,0.0,103.47,103.47,103.47,0.0,0.0,103.66,103.66,103.66,0.0,0.0
2019-01-13,106.72,106.72,106.72,0.0,0.0,107.58,107.58,107.58,0.0,0.0,106.38,106.38,106.38,0.0,0.0,107.45,107.45,107.45,0.0,0.0
2019-01-20,106.19,106.19,106.19,0.0,0.0,106.35,106.35,106.35,0.0,0.0,105.63,105.63,105.63,0.0,0.0,106.35,106.35,106.35,0.0,0.0
2019-01-27,109.06,109.06,109.06,0.0,0.0,110.02,110.02,110.02,0.0,0.0,108.84,108.84,108.84,0.0,0.0,110.02,110.02,110.02,0.0,0.0
2019-02-03,109.6,109.6,109.6,0.0,0.0,109.94,109.94,109.94,0.0,0.0,109.55,109.55,109.55,0.0,0.0,109.87,109.87,109.87,0.0,0.0
2019-02-10,112.62,112.62,112.62,0.0,0.0,113.05,113.05,113.05,0.0,0.0,112.57,112.57,112.57,0.0,0.0,113.05,113.05,113.05,0.0,0.0
2019-02-17,114.19,114.19,114.19,0.0,0.0,114.32,114.32,114.32,0.0,0.0,113.47,113.47,113.47,0.0,0.0,113.5,113.5,113.5,0.0,0.0
2019-02-24,114.76,114.76,114.76,0.0,0.0,114.84,114.84,114.84,0.0,0.0,112.39,112.39,112.39,0.0,0.0,113.47,113.47,113.47,0.0,0.0
2019-03-03,111.0,111.0,111.0,0.0,0.0,112.27,112.27,112.27,0.0,0.0,111.0,111.0,111.0,0.0,0.0,112.25,112.25,112.25,0.0,0.0
2019-03-10,114.29,114.29,114.29,0.0,0.0,114.8,114.8,114.8,0.0,0.0,114.08,114.08,114.08,0.0,0.0,114.59,114.59,114.59,0.0,0.0
2019-03-17,113.53,113.53,113.53,0.0,0.0,114.31,114.31,114.31,0.0,0.0,113.3,113.3,113.3,0.0,0.0,114.07,114.07,114.07,0.0,0.0
2019-03-24,116.65,116.65,116.65,0.0,0.0,117.16,117.16,117.16,0.0,0.0,116.42,116.42,116.42,0.0,0.0,117.04,117.04,117.04,0.0,0.0
2019-03-31,117.58,117.58,117.58,0.0,0.0,117.82,117.82,117.82,0.0,0.0,117.13,117.13,117.13,0.0,0.0,117.82,117.82,117.82,0.0,0.0
2019-04-07,118.82,118.82,118.82,0.0,0.0,118.82,118.82,118.82,0.0,0.0,118.31,118.31,118.31,0.0,0.0,118.49,118.49,118.49,0.0,0.0
2019-04-14,117.29,117.29,117.29,0.0,0.0,117.97,117.97,117.97,0.0,0.0,117.2,117.2,117.2,0.0,0.0,117.92,117.92,117.92,0.0,0.0
2019-04-21,119.06,119.06,119.06,0.0,0.0,119.18,119.18,119.18,0.0,0.0,118.83,118.83,118.83,0.0,0.0,118.83,118.83,118.83,0.0,0.0
2019-04-28,116.85,116.85,116.85,0.0,0.0,118.75,118.75,118.75,0.0,0.0,116.85,116.85,116.85,0.0,0.0,118.54,118.54,118.54,0.0,0.0
2019-05-05,115.05,115.05,115.05,0.0,0.0,115.28,115.28,115.28,0.0,0.0,113.81,113.81,113.81,0.0,0.0,114.3,114.3,114.3,0.0,0.0
2019-05-12,115.56,115.56,115.56,0.0,0.0,116.08,116.08,116.08,0.0,0.0,115.17,115.17,115.17,0.0,0.0,115.59,115.59,115.59,0.0,0.0
2019-05-19,115.14,115.14,115.14,0.0,0.0,115.34,115.34,115.34,0.0,0.0,114.32,114.32,114.32,0.0,0.0,114.66,114.66,114.66,0.0,0.0
2019-05-26,112.52,112.52,112.52,0.0,0.0,113.08,113.08,113.08,0.0,0.0,111.58,111.58,111.58,0.0,0.0,112.13,112.13,112.13,0.0,0.0
2019-06-02,118.1,118.1,118.1,0.0,0.0,118.61,118.61,118.61,0.0,0.0,117.8,117.8,117.8,0.0,0.0,117.86,117.86,117.86,0.0,0.0
2019-06-09,117.21,117.21,117.21,0.0,0.0,117.49,117.49,117.49,0.0,0.0,117.1,117.1,117.1,0.0,0.0,117.13,117.13,117.13,0.0,0.0
2019-06-16,119.71,119.71,119.71,0.0,0.0,119.71,119.71,119.71,0.0,0.0,119.24,119.24,119.24,0.0,0.0,119.24,119.24,119.24,0.0,0.0
2019-06-23,120.8,120.8,120.8,0.0,0.0,120.8,120.8,120.8,0.0,0.0,119.91,119.91,119.91,0.0,0.0,120.4,120.4,120.4,0.0,0.0
2019-06-30,120.89,120.89,120.89,0.0,0.0,121.04,121.04,121.04,0.0,0.0,120.45,120.45,120.45,0.0,0.0,120.74,120.74,120.74,0.0,0.0
2019-07-07,122.6,122.6,122.6,0.0,0.0,122.6,122.6,122.6,0.0,0.0,122.17,122.17,122.17,0.0,0.0,122.27,122.27,122.27,0.0,0.0
2019-07-14,120.9,120.9,120.9,0.0,0.0,121.22,121.22,121.22,0.0,0.0,120.64,120.64,120.64,0.0,0.0,120.82,120.82,120.82,0.0,0.0
2019-07-21,122.07,122.07,122.07,0.0,0.0,122.15,122.15,122.15,0.0,0.0,121.26,121.26,121.26,0.0,0.0,121.63,121.63,121.63,0.0,0.0
2019-07-28,116.8,116.8,116.8,0.0,0.0,116.8,116.8,116.8,0.0,0.0,114.21,114.21,114.21,0.0,0.0,115.06,115.06,115.06,0.0,0.0
2019-08-04,118.46,118.46,118.46,0.0,0.0,118.49,118.49,118.49,0.0,0.0,117.17,117.17,117.17,0.0,0.0,117.56,117.56,117.56,0.0,0.0
2019-08-11,118.84,118.84,118.84,0.0,0.0,119.22,119.22,119.22,0.0,0.0,118.45,118.45,118.45,0.0,0.0,118.89,118.89,118.89,0.0,0.0
2019-08-18,117.11,117.11,117.11,0.0,0.0,117.27,117.27,117.27,0.0,0.0,116.4,116.4,116.4,0.0,0.0,117.27,117.27,117.27,0.0,0.0
2019-08-25,119.31,119.31,119.31,0.0,0.0,119.31,119.31,119.31,0.0,0.0,118.04,118.04,118.04,0.0,0.0,118.37,118.37,118.37,0.0,0.0
2019-09-01,120.51,120.51,120.51,0.0,0.0,120.54,120.54,120.54,0.0,0.0,119.03,119.03,119.03,0.0,0.0,119.46,119.46,119.46,0.0,0.0
2019-09-08,119.6,119.6,119.6,0.0,0.0,120.45,120.45,120.45,0.0,0.0,119.6,119.6,119.6,0.0,0.0,120.26,120.26,120.26,0.0,0.0
2019-09-15,119.11,119.11,119.11,0.0,0.0,119.69,119.69,119.69,0.0,0.0,119.11,119.11,119.11,0.0,0.0,119.45,119.45,119.45,0.0,0.0
2019-09-22,117.9,117.9,117.9,0.0,0.0,118.65,118.65,118.65,0.0,0.0,117.9,117.9,117.9,0.0,0.0,118.43,118.43,118.43,0.0,0.0
2019-09-29,117.01,117.01,117.01,0.0,0.0,117.39,117.39,117.39,0.0,0.0,116.5,116.5,116.5,0.0,0.0,116.66,116.66,116.66,0.0,0.0
2019-10-06,117.33,117.33,117.33,0.0,0.0,117.58,117.58,117.58,0.0,0.0,117.26,117.26,117.26,0.0,0.0,117.33,117.33,117.33,0.0,0.0
2019-10-13,118.31,118.31,118.31,0.0,0.0,118.65,118.65,118.65,0.0,0.0,118.04,118.04,118.04,0.0,0.0,118.59,118.59,118.59,0.0,0.0
2019-10-20,119.23,119.23,119.23,0.0,0.0,119.48,119.48,119.48,0.0,0.0,119.2,119.2,119.2,0.0,0.0,119.26,119.26,119.26,0.0,0.0
2019-10-27,120.85,120.85,120.85,0.0,0.0,120.94,120.94,120.94,0.0,0.0,120.42,120.42,120.42,0.0,0.0,120.54,120.54,120.54,0.0,0.0
2019-11-03,120.17,120.17,120.17,0.0,0.0,120.81,120.81,120.81,0.0,0.0,120.13,120.13,120.13,0.0,0.0,120.69,120.69,120.69,0.0,0.0
2019-11-10,122.62,122.62,122.62,0.0,0.0,122.83,122.83,122.83,0.0,0.0,122.58,122.58,122.58,0.0,0.0,122.69,122.69,122.69,0.0,0.0
2019-11-17,123.08,123.08,123.08,0.0,0.0,123.61,123.61,123.61,0.0,0.0,123.05,123.05,123.05,0.0,0.0,123.59,123.59,123.59,0.0,0.0
2019-11-24,124.28,124.28,124.28,0.0,0.0,124.28,124.28,124.28,0.0,0.0,122.83,122.83,122.83,0.0,0.0,122.98,122.98,122.98,0.0,0.0
2019-12-01,124.21,124.21,124.21,0.0,0.0,124.31,124.31,124.31,0.0,0.0,123.7,123.7,123.7,0.0,0.0,123.72,123.72,123.72,0.0,0.0
2019-12-08,125.7,125.7,125.7,0.0,0.0,126.15,126.15,126.15,0.0,0.0,125.7,125.7,125.7,0.0,0.0,125.85,125.85,125.85,0.0,0.0
2019-12-15,127.59,127.59,127.59,0.0,0.0,127.59,127.59,127.59,0.0,0.0,126.99,126.99,126.99,0.0,0.0,127.0,127.0,127.0,0.0,0.0
2019-12-22,127.4,127.4,127.4,0.0,0.0,127.61,127.61,127.61,0.0,0.0,126.28,126.28,126.28,0.0,0.0,126.63,126.63,126.63,0.0,0.0
2019-12-29,126.66,126.66,126.66,0.0,0.0,127.69,127.69,127.69,0.0,0.0,126.66,126.66,126.66,0.0,0.0,127.32,127.32,127.32,0.0,0.0
