Date,iPath US Treasury 2 year Bear_Open_average,iPath US Treasury 2 year Bear_Open_max,iPath US Treasury 2 year Bear_Open_min,iPath US Treasury 2 year Bear_Open_volatility,iPath US Treasury 2 year Bear_Open_change,iPath US Treasury 2 year Bear_High_average,iPath US Treasury 2 year Bear_High_max,iPath US Treasury 2 year Bear_High_min,iPath US Treasury 2 year Bear_High_volatility,iPath US Treasury 2 year Bear_High_change,iPath US Treasury 2 year Bear_Low_average,iPath US Treasury 2 year Bear_Low_max,iPath US Treasury 2 year Bear_Low_min,iPath US Treasury 2 year Bear_Low_volatility,iPath US Treasury 2 year Bear_Low_change,iPath US Treasury 2 year Bear_Close_average,iPath US Treasury 2 year Bear_Close_max,iPath US Treasury 2 year Bear_Close_min,iPath US Treasury 2 year Bear_Close_volatility,iPath US Treasury 2 year Bear_Close_change
2018-04-08,38.53,38.53,38.53,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-04-15,39.19,39.19,39.19,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2018-04-22,39.55,39.55,39.55,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2018-04-29,39.24,39.24,39.24,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2018-05-06,39.7,39.7,39.7,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2018-05-13,39.78,39.78,39.78,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2018-05-20,38.79,38.79,38.79,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2018-05-27,39.0,39.0,39.0,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2018-06-03,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2018-06-10,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,38.77,38.77,38.77,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2018-06-17,39.0,39.0,39.0,0.0,0.0,39.26,39.26,39.26,0.0,0.0,38.75,38.75,38.75,0.0,0.0,39.01,39.01,39.01,0.0,0.0
2018-06-24,38.75,38.75,38.75,0.0,0.0,39.33,39.33,39.33,0.0,0.0,38.75,38.75,38.75,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2018-07-01,39.24,39.24,39.24,0.0,0.0,39.24,39.24,39.24,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2018-07-08,39.52,39.52,39.52,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2018-07-15,40.0,40.0,40.0,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2018-07-22,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2018-07-29,39.6,39.6,39.6,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2018-08-05,39.9,39.9,39.9,0.0,0.0,40.02,40.02,40.02,0.0,0.0,39.68,39.68,39.68,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2018-08-12,38.97,38.97,38.97,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-08-19,39.4,39.4,39.4,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2018-08-26,39.24,39.24,39.24,0.0,0.0,39.91,39.91,39.91,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2018-09-02,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2018-09-09,41.52,41.52,41.52,0.0,0.0,41.52,41.52,41.52,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2018-09-16,41.14,41.14,41.14,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2018-09-23,41.0,41.0,41.0,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2018-09-30,42.0,42.0,42.0,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2018-10-07,41.6,41.6,41.6,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2018-10-14,49.81,49.81,49.81,0.0,0.0,49.81,49.81,49.81,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2018-10-21,41.5,41.5,41.5,0.0,0.0,41.73,41.73,41.73,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2018-10-28,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2018-11-04,42.67,42.67,42.67,0.0,0.0,42.67,42.67,42.67,0.0,0.0,41.93,41.93,41.93,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2018-11-11,40.35,40.35,40.35,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2018-11-18,40.75,40.75,40.75,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2018-11-25,40.34,40.34,40.34,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2018-12-02,40.87,40.87,40.87,0.0,0.0,41.01,41.01,41.01,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2018-12-09,38.89,38.89,38.89,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2018-12-16,38.72,38.72,38.72,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2018-12-23,36.55,36.55,36.55,0.0,0.0,37.25,37.25,37.25,0.0,0.0,36.55,36.55,36.55,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-12-30,37.58,37.58,37.58,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2019-01-06,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2019-01-13,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2019-01-20,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2019-01-27,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2019-02-03,34.63,34.63,34.63,0.0,0.0,34.96,34.96,34.96,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-02-10,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-02-17,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2019-02-24,38.5,38.5,38.5,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-03-03,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2019-03-10,35.0,35.0,35.0,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.0,35.0,35.0,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2019-03-17,37.0,37.0,37.0,0.0,0.0,37.7,37.7,37.7,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2019-03-24,32.24,32.24,32.24,0.0,0.0,36.0,36.0,36.0,0.0,0.0,32.24,32.24,32.24,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-03-31,36.4,36.4,36.4,0.0,0.0,37.76,37.76,37.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0,36.58,36.58,36.58,0.0,0.0
2019-04-07,36.59,36.59,36.59,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2019-04-14,36.03,36.03,36.03,0.0,0.0,37.5,37.5,37.5,0.0,0.0,36.03,36.03,36.03,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2019-04-21,36.36,36.36,36.36,0.0,0.0,36.36,36.36,36.36,0.0,0.0,35.65,35.65,35.65,0.0,0.0,36.02,36.02,36.02,0.0,0.0
2019-04-28,35.23,35.23,35.23,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2019-05-05,33.93,33.93,33.93,0.0,0.0,35.47,35.47,35.47,0.0,0.0,33.93,33.93,33.93,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2019-05-12,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2019-05-19,35.63,35.63,35.63,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2019-05-26,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-06-02,32.91,32.91,32.91,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.82,32.82,32.82,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2019-06-09,32.49,32.49,32.49,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2019-06-16,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2019-06-23,32.41,32.41,32.41,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-06-30,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2019-07-07,33.71,33.71,33.71,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2019-07-14,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-07-21,33.63,33.63,33.63,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2019-07-28,30.74,30.74,30.74,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.74,30.74,30.74,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2019-08-04,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2019-08-11,30.98,30.98,30.98,0.0,0.0,31.2,31.2,31.2,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2019-08-18,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-08-25,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2019-09-01,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2019-09-08,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-09-15,32.61,32.61,32.61,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2019-09-22,32.73,32.73,32.73,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2019-09-29,30.75,30.75,30.75,0.0,0.0,31.41,31.41,31.41,0.0,0.0,30.75,30.75,30.75,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-10-06,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2019-10-13,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-10-20,33.29,33.29,33.29,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2019-10-27,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2019-11-03,34.24,34.24,34.24,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2019-11-10,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2019-11-17,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2019-11-24,33.77,33.77,33.77,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-12-01,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2019-12-08,34.36,34.36,34.36,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2019-12-15,34.64,34.64,34.64,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2019-12-22,33.98,33.98,33.98,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2019-12-29,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0
