Date,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Open_average,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Open_max,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Open_min,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Open_volatility,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Open_change,Direxion Daily Homebuilders & Supplies Bull 3X Sha_High_average,Direxion Daily Homebuilders & Supplies Bull 3X Sha_High_max,Direxion Daily Homebuilders & Supplies Bull 3X Sha_High_min,Direxion Daily Homebuilders & Supplies Bull 3X Sha_High_volatility,Direxion Daily Homebuilders & Supplies Bull 3X Sha_High_change,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Low_average,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Low_max,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Low_min,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Low_volatility,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Low_change,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Close_average,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Close_max,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Close_min,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Close_volatility,Direxion Daily Homebuilders & Supplies Bull 3X Sha_Close_change
2018-01-14,108.0,108.0,108.0,0.0,0.0,109.0,109.0,109.0,0.0,0.0,106.29,106.29,106.29,0.0,0.0,109.0,109.0,109.0,0.0,0.0
2018-01-21,98.38,98.38,98.38,0.0,0.0,98.38,98.38,98.38,0.0,0.0,90.65,90.65,90.65,0.0,0.0,91.03,91.03,91.03,0.0,0.0
2018-01-28,73.57,73.57,73.57,0.0,0.0,78.18,78.18,78.18,0.0,0.0,67.27,67.27,67.27,0.0,0.0,67.57,67.57,67.57,0.0,0.0
2018-02-04,70.0,70.0,70.0,0.0,0.0,70.0,70.0,70.0,0.0,0.0,65.5,65.5,65.5,0.0,0.0,68.78,68.78,68.78,0.0,0.0
2018-02-11,72.2,72.2,72.2,0.0,0.0,76.0,76.0,76.0,0.0,0.0,72.2,72.2,72.2,0.0,0.0,75.1,75.1,75.1,0.0,0.0
2018-02-18,70.4,70.4,70.4,0.0,0.0,71.88,71.88,71.88,0.0,0.0,68.38,68.38,68.38,0.0,0.0,70.84,70.84,70.84,0.0,0.0
2018-02-25,59.88,59.88,59.88,0.0,0.0,63.71,63.71,63.71,0.0,0.0,59.88,59.88,59.88,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2018-03-04,68.96,68.96,68.96,0.0,0.0,70.71,70.71,70.71,0.0,0.0,68.96,68.96,68.96,0.0,0.0,70.04,70.04,70.04,0.0,0.0
2018-03-11,65.61,65.61,65.61,0.0,0.0,66.73,66.73,66.73,0.0,0.0,64.13,64.13,64.13,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2018-03-18,64.43,64.43,64.43,0.0,0.0,66.69,66.69,66.69,0.0,0.0,63.25,63.25,63.25,0.0,0.0,66.55,66.55,66.55,0.0,0.0
2018-03-25,62.23,62.23,62.23,0.0,0.0,63.91,63.91,63.91,0.0,0.0,56.42,56.42,56.42,0.0,0.0,58.24,58.24,58.24,0.0,0.0
2018-04-01,68.29,68.29,68.29,0.0,0.0,68.82,68.82,68.82,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2018-04-08,61.81,61.81,61.81,0.0,0.0,65.04,65.04,65.04,0.0,0.0,61.81,61.81,61.81,0.0,0.0,63.71,63.71,63.71,0.0,0.0
2018-04-15,58.73,58.73,58.73,0.0,0.0,60.5,60.5,60.5,0.0,0.0,58.12,58.12,58.12,0.0,0.0,59.35,59.35,59.35,0.0,0.0
2018-04-22,63.6,63.6,63.6,0.0,0.0,63.6,63.6,63.6,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.34,58.34,58.34,0.0,0.0
2018-04-29,61.25,61.25,61.25,0.0,0.0,62.36,62.36,62.36,0.0,0.0,60.81,60.81,60.81,0.0,0.0,61.54,61.54,61.54,0.0,0.0
2018-05-06,60.44,60.44,60.44,0.0,0.0,61.17,61.17,61.17,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2018-05-13,58.48,58.48,58.48,0.0,0.0,59.55,59.55,59.55,0.0,0.0,57.6,57.6,57.6,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2018-05-20,57.26,57.26,57.26,0.0,0.0,60.89,60.89,60.89,0.0,0.0,57.26,57.26,57.26,0.0,0.0,59.7,59.7,59.7,0.0,0.0
2018-05-27,58.04,58.04,58.04,0.0,0.0,60.29,60.29,60.29,0.0,0.0,58.04,58.04,58.04,0.0,0.0,59.39,59.39,59.39,0.0,0.0
2018-06-03,67.27,67.27,67.27,0.0,0.0,67.38,67.38,67.38,0.0,0.0,65.29,65.29,65.29,0.0,0.0,65.87,65.87,65.87,0.0,0.0
2018-06-10,61.19,61.19,61.19,0.0,0.0,62.02,62.02,62.02,0.0,0.0,58.5,58.5,58.5,0.0,0.0,59.28,59.28,59.28,0.0,0.0
2018-06-17,54.51,54.51,54.51,0.0,0.0,55.32,55.32,55.32,0.0,0.0,51.75,51.75,51.75,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2018-06-24,55.85,55.85,55.85,0.0,0.0,55.85,55.85,55.85,0.0,0.0,53.49,53.49,53.49,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2018-07-01,59.99,59.99,59.99,0.0,0.0,60.43,60.43,60.43,0.0,0.0,58.98,58.98,58.98,0.0,0.0,60.19,60.19,60.19,0.0,0.0
2018-07-08,58.09,58.09,58.09,0.0,0.0,59.56,59.56,59.56,0.0,0.0,58.07,58.07,58.07,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2018-07-15,59.88,59.88,59.88,0.0,0.0,60.52,60.52,60.52,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2018-07-22,53.57,53.57,53.57,0.0,0.0,53.57,53.57,53.57,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2018-07-29,50.7,50.7,50.7,0.0,0.0,52.46,52.46,52.46,0.0,0.0,50.66,50.66,50.66,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2018-08-05,53.02,53.02,53.02,0.0,0.0,53.02,53.02,53.02,0.0,0.0,48.37,48.37,48.37,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2018-08-12,50.31,50.31,50.31,0.0,0.0,52.01,52.01,52.01,0.0,0.0,50.31,50.31,50.31,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2018-08-19,53.23,53.23,53.23,0.0,0.0,55.5,55.5,55.5,0.0,0.0,53.23,53.23,53.23,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2018-08-26,52.06,52.06,52.06,0.0,0.0,52.45,52.45,52.45,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2018-09-02,50.2,50.2,50.2,0.0,0.0,51.91,51.91,51.91,0.0,0.0,50.2,50.2,50.2,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2018-09-09,53.1,53.1,53.1,0.0,0.0,53.1,53.1,53.1,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2018-09-16,48.24,48.24,48.24,0.0,0.0,48.3,48.3,48.3,0.0,0.0,46.98,46.98,46.98,0.0,0.0,47.1,47.1,47.1,0.0,0.0
2018-09-23,42.99,42.99,42.99,0.0,0.0,43.61,43.61,43.61,0.0,0.0,41.87,41.87,41.87,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2018-09-30,37.31,37.31,37.31,0.0,0.0,38.91,38.91,38.91,0.0,0.0,36.78,36.78,36.78,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2018-10-07,31.0,31.0,31.0,0.0,0.0,31.97,31.97,31.97,0.0,0.0,30.84,30.84,30.84,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2018-10-14,26.87,26.87,26.87,0.0,0.0,27.39,27.39,27.39,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2018-10-21,27.2,27.2,27.2,0.0,0.0,28.0,28.0,28.0,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2018-10-28,31.21,31.21,31.21,0.0,0.0,31.66,31.66,31.66,0.0,0.0,29.89,29.89,29.89,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2018-11-04,27.73,27.73,27.73,0.0,0.0,28.4,28.4,28.4,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2018-11-11,27.36,27.36,27.36,0.0,0.0,28.14,28.14,28.14,0.0,0.0,26.66,26.66,26.66,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2018-11-18,29.75,29.75,29.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2018-11-25,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2018-12-02,27.43,27.43,27.43,0.0,0.0,28.8,28.8,28.8,0.0,0.0,25.88,25.88,25.88,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2018-12-09,24.59,24.59,24.59,0.0,0.0,26.23,26.23,26.23,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2018-12-16,21.0,21.0,21.0,0.0,0.0,22.17,22.17,22.17,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2018-12-23,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,22.69,22.69,22.69,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2018-12-30,27.28,27.28,27.28,0.0,0.0,30.06,30.06,30.06,0.0,0.0,27.04,27.04,27.04,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2019-01-06,32.0,32.0,32.0,0.0,0.0,32.6,32.6,32.6,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2019-01-13,30.69,30.69,30.69,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-01-20,30.63,30.63,30.63,0.0,0.0,31.54,31.54,31.54,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-01-27,34.42,34.42,34.42,0.0,0.0,34.8,34.8,34.8,0.0,0.0,33.52,33.52,33.52,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2019-02-03,33.57,33.57,33.57,0.0,0.0,33.65,33.65,33.65,0.0,0.0,32.84,32.84,32.84,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2019-02-10,37.11,37.11,37.11,0.0,0.0,38.03,38.03,38.03,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2019-02-17,40.63,40.63,40.63,0.0,0.0,41.08,41.08,41.08,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.06,39.06,39.06,0.0,0.0
