Date,MNKDStock_Open_average,MNKDStock_Open_max,MNKDStock_Open_min,MNKDStock_Open_volatility,MNKDStock_Open_change,MNKDStock_High_average,MNKDStock_High_max,MNKDStock_High_min,MNKDStock_High_volatility,MNKDStock_High_change,MNKDStock_Low_average,MNKDStock_Low_max,MNKDStock_Low_min,MNKDStock_Low_volatility,MNKDStock_Low_change,MNKDStock_Close_average,MNKDStock_Close_max,MNKDStock_Close_min,MNKDStock_Close_volatility,MNKDStock_Close_change,MNKDStock_Volume_average,MNKDStock_Volume_max,MNKDStock_Volume_min,MNKDStock_Volume_volatility,MNKDStock_Volume_change
2018-01-14,2.4825,2.55,2.45,0.09999999999999964,0.020000000000000018,2.55875,2.61,2.51,0.10000000000000009,0.10000000000000009,2.4475,2.475,2.42,0.05500000000000016,0.03000000000000025,2.49,2.51,2.47,0.03999999999999959,0.020000000000000018,1604355,2060658,1137479,923179,923179
2018-01-21,2.76,3.57,2.46,1.1099999999999999,1.0699999999999998,3.088,4.05,2.515,1.5349999999999997,1.085,2.586,2.76,2.45,0.3099999999999996,0.3099999999999996,2.848,3.8,2.46,1.3399999999999999,0.33000000000000007,13279256,38692780,2072982,36619798,17376166
2018-01-28,2.75,2.92,2.59,0.33000000000000007,-0.28000000000000025,2.8714,3.25,2.62,0.6299999999999999,-0.6299999999999999,2.5962,2.8110000000000004,2.48,0.3310000000000004,-0.3110000000000004,2.662,2.85,2.52,0.33000000000000007,-0.33000000000000007,6009479,12839076,1633170,11205906,-10292477
2018-02-04,2.5420000000000003,2.6,2.47,0.1299999999999999,0.10999999999999988,2.659,2.71,2.63,0.08000000000000007,-0.02499999999999991,2.484,2.54,2.44,0.10000000000000009,-0.010000000000000231,2.568,2.61,2.52,0.08999999999999986,0.08999999999999986,2399665,3067793,1569786,1498007,-449739
2018-02-11,2.926,3.33,2.64,0.69,0.2799999999999998,3.208,3.41,2.99,0.41999999999999993,0.22999999999999998,2.79,2.97,2.59,0.38000000000000034,0.28000000000000025,2.976,3.21,2.73,0.48,0.26000000000000023,6388224,8483932,3340965,5142967,-3239721
2018-02-18,2.9075,3.06,2.77,0.29000000000000004,0.10999999999999988,3.0275,3.14,2.87,0.27,0.050000000000000266,2.825,2.98,2.74,0.23999999999999977,0.1499999999999999,2.905,3.04,2.76,0.28000000000000025,0.20000000000000018,2700708,3984435,1413979,2570456,1207321
2018-02-25,3.006,3.34,2.8,0.54,-0.30000000000000027,3.1338,3.37,2.9,0.4700000000000002,-0.43000000000000016,2.876,3.06,2.68,0.3799999999999999,-0.26000000000000023,3.0060000000000002,3.27,2.83,0.43999999999999995,-0.43999999999999995,3669571,5553836,1563068,3990768,-3990768
2018-03-04,2.812,2.87,2.77,0.10000000000000009,-0.06000000000000005,2.869,2.99,2.8,0.1900000000000004,-0.1900000000000004,2.729,2.79,2.61,0.18000000000000016,-0.18000000000000016,2.782,2.84,2.72,0.11999999999999966,-0.11999999999999966,2354792,3729183,1695418,2033765,-1362165
2018-03-11,2.684,2.77,2.6,0.16999999999999993,-0.16999999999999993,2.7,2.8,2.62,0.17999999999999972,-0.17999999999999972,2.5778,2.61,2.53,0.08000000000000007,0.04400000000000004,2.632,2.68,2.6,0.08000000000000007,-0.009999999999999787,1749633,3211755,864502,2347253,-2115051
2018-03-18,2.578,2.62,2.54,0.08000000000000007,-0.040000000000000036,2.628,2.65,2.6,0.04999999999999982,-0.020000000000000018,2.528,2.56,2.5,0.06000000000000005,-0.020000000000000018,2.572,2.64,2.51,0.13000000000000034,-0.0900000000000003,1287462,1653707,1023299,630408,148991
