Date,Renaissance IPO_Open_average,Renaissance IPO_Open_max,Renaissance IPO_Open_min,Renaissance IPO_Open_volatility,Renaissance IPO_Open_change,Renaissance IPO_High_average,Renaissance IPO_High_max,Renaissance IPO_High_min,Renaissance IPO_High_volatility,Renaissance IPO_High_change,Renaissance IPO_Low_average,Renaissance IPO_Low_max,Renaissance IPO_Low_min,Renaissance IPO_Low_volatility,Renaissance IPO_Low_change,Renaissance IPO_Close_average,Renaissance IPO_Close_max,Renaissance IPO_Close_min,Renaissance IPO_Close_volatility,Renaissance IPO_Close_change
2018-10-14,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2018-10-21,25.33,25.33,25.33,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2018-10-28,26.95,26.95,26.95,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2018-11-04,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2018-11-11,26.19,26.19,26.19,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.24,26.24,26.24,0.0,0.0
2018-11-18,25.37,25.37,25.37,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2018-11-25,26.23,26.23,26.23,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2018-12-02,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-12-09,24.5,24.5,24.5,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2018-12-16,22.51,22.51,22.51,0.0,0.0,22.8,22.8,22.8,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2018-12-23,23.04,23.04,23.04,0.0,0.0,23.3,23.3,23.3,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2018-12-30,23.59,23.59,23.59,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2019-01-06,25.3,25.3,25.3,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2019-01-13,26.24,26.24,26.24,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2019-01-20,26.7,26.7,26.7,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2019-01-27,27.39,27.39,27.39,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2019-02-03,27.35,27.35,27.35,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-02-10,29.05,29.05,29.05,0.0,0.0,29.12,29.12,29.12,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-02-17,29.34,29.34,29.34,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2019-02-24,30.48,30.48,30.48,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2019-03-03,29.2,29.2,29.2,0.0,0.0,29.47,29.47,29.47,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-03-10,30.56,30.56,30.56,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-03-17,31.21,31.21,31.21,0.0,0.0,31.37,31.37,31.37,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2019-03-24,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-03-31,30.96,30.96,30.96,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-04-07,31.0,31.0,31.0,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2019-04-14,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,29.68,29.68,29.68,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2019-04-21,30.74,30.74,30.74,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.69,30.69,30.69,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2019-04-28,31.34,31.34,31.34,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-05-05,31.0,31.0,31.0,0.0,0.0,31.17,31.17,31.17,0.0,0.0,30.43,30.43,30.43,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2019-05-12,31.0,31.0,31.0,0.0,0.0,31.24,31.24,31.24,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2019-05-19,30.41,30.41,30.41,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2019-05-26,30.11,30.11,30.11,0.0,0.0,30.11,30.11,30.11,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-06-02,30.78,30.78,30.78,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2019-06-09,31.71,31.71,31.71,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-06-16,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2019-06-23,31.51,31.51,31.51,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2019-06-30,32.03,32.03,32.03,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.79,31.79,31.79,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2019-07-07,32.76,32.76,32.76,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2019-07-14,32.7,32.7,32.7,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2019-07-21,33.0,33.0,33.0,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-07-28,31.75,31.75,31.75,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2019-08-04,31.73,31.73,31.73,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2019-08-11,30.25,30.25,30.25,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2019-08-18,30.83,30.83,30.83,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2019-08-25,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2019-09-01,31.13,31.13,31.13,0.0,0.0,31.24,31.24,31.24,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2019-09-08,30.6,30.6,30.6,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2019-09-15,30.41,30.41,30.41,0.0,0.0,30.45,30.45,30.45,0.0,0.0,29.82,29.82,29.82,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-09-22,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-09-29,28.44,28.44,28.44,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2019-10-06,28.38,28.38,28.38,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-10-13,28.44,28.44,28.44,0.0,0.0,28.44,28.44,28.44,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-10-20,28.6,28.6,28.6,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.52,28.52,28.52,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2019-10-27,29.65,29.65,29.65,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2019-11-03,29.0,29.0,29.0,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2019-11-10,30.0,30.0,30.0,0.0,0.0,30.47,30.47,30.47,0.0,0.0,29.96,29.96,29.96,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2019-11-17,30.47,30.47,30.47,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2019-11-24,31.46,31.46,31.46,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2019-12-01,30.85,30.85,30.85,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2019-12-08,30.22,30.22,30.22,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-12-15,30.92,30.92,30.92,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-12-22,31.25,31.25,31.25,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-12-29,31.25,31.25,31.25,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.68,31.68,31.68,0.0,0.0
