Date,AGESY_Open_average,AGESY_Open_max,AGESY_Open_min,AGESY_Open_volatility,AGESY_Open_change,AGESY_High_average,AGESY_High_max,AGESY_High_min,AGESY_High_volatility,AGESY_High_change,AGESY_Low_average,AGESY_Low_max,AGESY_Low_min,AGESY_Low_volatility,AGESY_Low_change,AGESY_Close_average,AGESY_Close_max,AGESY_Close_min,AGESY_Close_volatility,AGESY_Close_change,AGESY_Volume_average,AGESY_Volume_max,AGESY_Volume_min,AGESY_Volume_volatility,AGESY_Volume_change
2018-01-14,53.016,53.15,52.61,0.5399999999999991,0.5300000000000011,53.122,53.47,52.61,0.8599999999999994,0.8599999999999994,52.89,53.14,52.55,0.5900000000000034,0.5900000000000034,53.036,53.46,52.55,0.9100000000000037,0.9100000000000037,15860,72959,586,72373,1952
2018-01-21,53.568,53.92,53.08,0.8400000000000034,0.3200000000000003,53.618,53.93,53.15,0.7800000000000011,0.37000000000000455,53.396,53.66,53.08,0.5799999999999983,0.3100000000000023,53.488,53.87,53.15,0.7199999999999989,0.3100000000000023,7817,28104,1625,26479,-648
2018-01-28,53.062,53.48,52.34,1.1399999999999935,-0.9599999999999937,53.204,53.63,52.56,1.0700000000000003,-0.8699999999999974,52.648,53.3,51.01,2.289999999999999,-2.289999999999999,52.812,53.63,51.29,2.3400000000000034,-2.039999999999999,4018,6648,2240,4408,3375
2018-02-04,50.654,51.39,50.09,1.2999999999999972,-1.019999999999996,50.932,51.87,50.28,1.5899999999999963,-1.5899999999999963,50.354,51.39,49.09,2.299999999999997,-0.8799999999999955,50.826,51.87,50.08,1.7899999999999991,-1.5899999999999963,4257,5894,2267,3627,-1281
2018-02-11,50.745000000000005,51.29,50.09,1.1999999999999957,0.9199999999999946,51.065,51.37,50.36,1.009999999999998,1.009999999999998,50.6325,51.2,50.09,1.1099999999999994,0.9400000000000048,51.015,51.36,50.26,1.1000000000000014,1.1000000000000014,3238,5209,1292,3917,-2862
2018-02-18,51.472,51.91,51.15,0.759999999999998,0.23999999999999488,51.632,52.09,51.37,0.720000000000006,0.4200000000000017,51.296,51.75,50.94,0.8100000000000023,0.3400000000000034,51.442,52.09,50.94,1.1500000000000057,0.6800000000000068,5204,9382,2014,7368,7368
2018-02-25,52.11,52.83,51.77,1.0599999999999952,-0.4399999999999977,52.24,52.83,51.89,0.9399999999999977,-0.3999999999999986,51.89,52.37,51.65,0.7199999999999989,-0.36000000000000654,52.089999999999996,52.37,51.89,0.4799999999999969,-0.21999999999999886,3889,7534,1253,6281,361
2018-03-04,52.742,53.32,52.37,0.9500000000000028,0.9500000000000028,52.839999999999996,53.32,52.55,0.7700000000000031,0.7700000000000031,52.632,53.32,52.27,1.0499999999999972,1.0499999999999972,52.802,53.32,52.43,0.8900000000000006,0.7700000000000031,1928,3324,0,3324,-2035
2018-03-11,53.339999999999996,53.65,53.12,0.5300000000000011,0.25,53.379999999999995,53.65,53.12,0.5300000000000011,0.25,53.160000000000004,53.38,52.88,0.5,0.21999999999999886,53.294,53.5,52.93,0.5700000000000003,0.4299999999999997,2965,5305,1391,3914,-578
2018-03-18,52.898,53.53,52.2,1.3299999999999983,-0.4299999999999997,53.13,53.61,52.57,1.0399999999999991,-0.04999999999999716,52.736,53.34,51.89,1.4500000000000028,-0.36999999999999744,52.874,53.42,51.97,1.4500000000000028,0.0799999999999983,3424,4363,1739,2624,1589
