Date,USCF SummerHaven SHPEI_Open_average,USCF SummerHaven SHPEI_Open_max,USCF SummerHaven SHPEI_Open_min,USCF SummerHaven SHPEI_Open_volatility,USCF SummerHaven SHPEI_Open_change,USCF SummerHaven SHPEI_High_average,USCF SummerHaven SHPEI_High_max,USCF SummerHaven SHPEI_High_min,USCF SummerHaven SHPEI_High_volatility,USCF SummerHaven SHPEI_High_change,USCF SummerHaven SHPEI_Low_average,USCF SummerHaven SHPEI_Low_max,USCF SummerHaven SHPEI_Low_min,USCF SummerHaven SHPEI_Low_volatility,USCF SummerHaven SHPEI_Low_change,USCF SummerHaven SHPEI_Close_average,USCF SummerHaven SHPEI_Close_max,USCF SummerHaven SHPEI_Close_min,USCF SummerHaven SHPEI_Close_volatility,USCF SummerHaven SHPEI_Close_change
2018-06-10,28.7,28.7,28.7,0.0,0.0,28.7,28.7,28.7,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-06-17,27.72,27.72,27.72,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2018-06-24,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-07-01,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-07-08,27.35,27.35,27.35,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2018-07-15,27.66,27.66,27.66,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-07-22,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2018-07-29,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2018-08-05,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-08-12,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2018-08-19,28.65,28.65,28.65,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2018-08-26,28.2,28.2,28.2,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2018-09-02,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2018-09-09,27.98,27.98,27.98,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2018-09-16,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2018-09-23,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2018-09-30,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2018-10-07,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2018-10-14,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2018-10-21,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2018-10-28,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2018-11-04,24.89,24.89,24.89,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-11-11,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.87,23.87,23.87,0.0,0.0
2018-11-18,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2018-11-25,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2018-12-02,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2018-12-09,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2018-12-16,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2018-12-23,18.57,18.57,18.57,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2018-12-30,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2019-01-06,20.15,20.15,20.15,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-01-13,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2019-01-20,20.42,20.42,20.42,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2019-01-27,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2019-02-03,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2019-02-10,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.74,21.74,21.74,0.0,0.0
2019-02-17,21.96,21.96,21.96,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2019-02-24,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2019-03-03,20.97,20.97,20.97,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.97,20.97,20.97,0.0,0.0,20.97,20.97,20.97,0.0,0.0
2019-03-10,20.94,20.94,20.94,0.0,0.0,21.01,21.01,21.01,0.0,0.0,20.91,20.91,20.91,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2019-03-17,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2019-03-24,20.58,20.58,20.58,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-03-31,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2019-04-07,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2019-04-14,21.06,21.06,21.06,0.0,0.0,21.27,21.27,21.27,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.15,21.15,21.15,0.0,0.0
2019-04-21,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2019-04-28,21.26,21.26,21.26,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2019-05-05,20.09,20.09,20.09,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2019-05-12,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2019-05-19,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2019-05-26,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.52,18.52,18.52,0.0,0.0
2019-06-02,19.15,19.15,19.15,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.06,19.06,19.06,0.0,0.0
2019-06-09,18.95,18.95,18.95,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2019-06-16,19.18,19.18,19.18,0.0,0.0,19.28,19.28,19.28,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.98,18.98,18.98,0.0,0.0
2019-06-23,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2019-06-30,19.63,19.63,19.63,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2019-07-07,19.44,19.44,19.44,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2019-07-14,19.16,19.16,19.16,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2019-07-21,19.39,19.39,19.39,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.4,19.4,19.4,0.0,0.0
2019-07-28,18.43,18.43,18.43,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2019-08-04,17.92,17.92,17.92,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2019-08-11,18.06,18.06,18.06,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.06,18.06,18.06,0.0,0.0
2019-08-18,17.48,17.48,17.48,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.48,17.48,17.48,0.0,0.0
2019-08-25,17.93,17.93,17.93,0.0,0.0,17.93,17.93,17.93,0.0,0.0,17.93,17.93,17.93,0.0,0.0,17.93,17.93,17.93,0.0,0.0
2019-09-01,17.3,17.3,17.3,0.0,0.0,18.89,18.89,18.89,0.0,0.0,17.3,17.3,17.3,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2019-09-08,19.97,19.97,19.97,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2019-09-15,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.61,19.61,19.61,0.0,0.0
2019-09-22,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2019-09-29,18.83,18.83,18.83,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2019-10-06,18.8,18.8,18.8,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2019-10-13,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2019-10-20,19.93,19.93,19.93,0.0,0.0,20.11,20.11,20.11,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.08,20.08,20.08,0.0,0.0
2019-10-27,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2019-11-03,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2019-11-10,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2019-11-17,20.33,20.33,20.33,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.36,20.36,20.36,0.0,0.0
2019-11-24,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2019-12-01,20.44,20.44,20.44,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2019-12-08,20.87,20.87,20.87,0.0,0.0,21.02,21.02,21.02,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-12-15,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2019-12-22,20.73,20.73,20.73,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2019-12-29,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0
