Date,CLWT_stock_Open_average,CLWT_stock_Open_max,CLWT_stock_Open_min,CLWT_stock_Open_volatility,CLWT_stock_Open_change,CLWT_stock_High_average,CLWT_stock_High_max,CLWT_stock_High_min,CLWT_stock_High_volatility,CLWT_stock_High_change,CLWT_stock_Low_average,CLWT_stock_Low_max,CLWT_stock_Low_min,CLWT_stock_Low_volatility,CLWT_stock_Low_change,CLWT_stock_Close_average,CLWT_stock_Close_max,CLWT_stock_Close_min,CLWT_stock_Close_volatility,CLWT_stock_Close_change,CLWT_stock_Volume_average,CLWT_stock_Volume_max,CLWT_stock_Volume_min,CLWT_stock_Volume_volatility,CLWT_stock_Volume_change
2018-01-14,2.1625,2.17,2.14,0.029999999999999805,0.029999999999999805,2.2225,2.29,2.17,0.1200000000000001,-0.06000000000000005,2.125,2.14,2.11,0.03000000000000025,-0.03000000000000025,2.1475,2.17,2.11,0.06000000000000005,-0.06000000000000005,11082,20077,3835,16242,-15169
2018-01-21,2.117,2.14,2.079,0.06099999999999994,-0.06099999999999994,2.2616,2.682,2.113,0.569,0.512,2.0796,2.14,2.019,0.121,-0.121,2.1,2.1519999999999997,2.019,0.13299999999999956,-0.09100000000000019,181120,856501,3736,852765,844221
2018-01-28,2.072,2.104,2.049,0.05500000000000016,-0.03000000000000025,2.1026,2.14,2.049,0.09100000000000019,-0.08499999999999996,2.0244,2.076,1.959,0.11699999999999999,-0.11699999999999999,2.048,2.11,1.959,0.1509999999999998,-0.1509999999999998,26581,38494,9279,29215,-4863
2018-02-04,1.8946,1.959,1.8530000000000002,0.10599999999999987,-0.06600000000000006,1.9458,2.049,1.869,0.17999999999999994,-0.1260000000000001,1.7962,1.869,1.7180000000000002,0.1509999999999998,-0.1509999999999998,1.8204,1.869,1.7480000000000002,0.12099999999999977,-0.12099999999999977,16978,33088,4800,28288,-2200
2018-02-11,1.7328000000000001,1.808,1.597,0.21100000000000008,-0.18100000000000005,1.7628000000000001,1.8319999999999999,1.6880000000000002,0.14399999999999968,-0.11999999999999988,1.6756,1.778,1.537,0.2410000000000001,-0.18100000000000005,1.6906,1.778,1.597,0.18100000000000005,-0.16600000000000015,12428,28209,3972,24237,2248
2018-02-18,1.70275,1.7480000000000002,1.6269999999999998,0.12100000000000044,0.12100000000000044,1.7630000000000001,1.778,1.7480000000000002,0.029999999999999805,0.0,1.6727500000000002,1.6880000000000002,1.6269999999999998,0.06100000000000039,0.06100000000000039,1.733,1.778,1.6880000000000002,0.08999999999999986,-0.05999999999999983,8413,18378,2598,15780,-11429
2018-02-25,1.76,1.899,1.6569999999999998,0.24200000000000021,-0.05999999999999983,1.8536000000000001,1.929,1.7480000000000002,0.18099999999999983,-0.18099999999999983,1.6994,1.778,1.6569999999999998,0.12100000000000022,-0.12100000000000022,1.7478,1.929,1.6569999999999998,0.27200000000000024,-0.27200000000000024,28440,49719,7353,42366,-31644
2018-03-04,1.7178000000000002,1.7480000000000002,1.6569999999999998,0.09100000000000041,0.06100000000000039,1.7480000000000002,1.778,1.7180000000000002,0.05999999999999983,-0.030000000000000027,1.7058000000000002,1.7480000000000002,1.6569999999999998,0.09100000000000041,0.03100000000000036,1.7360000000000002,1.778,1.6880000000000002,0.08999999999999986,0.0,3104,11913,331,11582,-9963
2018-03-11,1.7066000000000001,1.7480000000000002,1.6880000000000002,0.06000000000000005,0.057000000000000384,1.7764,2.016,1.6909999999999998,0.3250000000000002,0.057000000000000384,1.6634,1.6880000000000002,1.6269999999999998,0.06100000000000039,-0.030000000000000027,1.6908,1.7480000000000002,1.6269999999999998,0.12100000000000044,-0.06100000000000039,57415,251863,2422,249441,19811
2018-03-18,1.6329999999999998,1.6569999999999998,1.597,0.05999999999999983,-0.05999999999999983,1.6708,1.7180000000000002,1.6269999999999998,0.09100000000000041,0.030000000000000027,1.591,1.6269999999999998,1.567,0.05999999999999983,-0.05999999999999983,1.6332,1.7180000000000002,1.567,0.15100000000000025,0.09100000000000041,12114,14434,5404,9030,-8070
