Date,WisdomTree Europe Hedged Equity_etf_Open_average,WisdomTree Europe Hedged Equity_etf_Open_max,WisdomTree Europe Hedged Equity_etf_Open_min,WisdomTree Europe Hedged Equity_etf_Open_volatility,WisdomTree Europe Hedged Equity_etf_Open_change,WisdomTree Europe Hedged Equity_etf_High_average,WisdomTree Europe Hedged Equity_etf_High_max,WisdomTree Europe Hedged Equity_etf_High_min,WisdomTree Europe Hedged Equity_etf_High_volatility,WisdomTree Europe Hedged Equity_etf_High_change,WisdomTree Europe Hedged Equity_etf_Low_average,WisdomTree Europe Hedged Equity_etf_Low_max,WisdomTree Europe Hedged Equity_etf_Low_min,WisdomTree Europe Hedged Equity_etf_Low_volatility,WisdomTree Europe Hedged Equity_etf_Low_change,WisdomTree Europe Hedged Equity_etf_Close_average,WisdomTree Europe Hedged Equity_etf_Close_max,WisdomTree Europe Hedged Equity_etf_Close_min,WisdomTree Europe Hedged Equity_etf_Close_volatility,WisdomTree Europe Hedged Equity_etf_Close_change
2018-10-14,59.5,59.5,59.5,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.65,59.65,59.65,0.0,0.0
2018-10-21,58.28,58.28,58.28,0.0,0.0,58.74,58.74,58.74,0.0,0.0,57.66,57.66,57.66,0.0,0.0,58.3,58.3,58.3,0.0,0.0
2018-10-28,60.84,60.84,60.84,0.0,0.0,61.1,61.1,61.1,0.0,0.0,60.36,60.36,60.36,0.0,0.0,60.73,60.73,60.73,0.0,0.0
2018-11-04,60.31,60.31,60.31,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.52,60.52,60.52,0.0,0.0
2018-11-11,59.62,59.62,59.62,0.0,0.0,60.19,60.19,60.19,0.0,0.0,59.55,59.55,59.55,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2018-11-18,58.67,58.67,58.67,0.0,0.0,59.05,59.05,59.05,0.0,0.0,58.57,58.57,58.57,0.0,0.0,58.93,58.93,58.93,0.0,0.0
2018-11-25,59.55,59.55,59.55,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.86,59.86,59.86,0.0,0.0
2018-12-02,58.0,58.0,58.0,0.0,0.0,58.24,58.24,58.24,0.0,0.0,57.06,57.06,57.06,0.0,0.0,57.22,57.22,57.22,0.0,0.0
2018-12-09,58.07,58.07,58.07,0.0,0.0,58.25,58.25,58.25,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2018-12-16,56.13,56.13,56.13,0.0,0.0,56.55,56.55,56.55,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.89,55.89,55.89,0.0,0.0
2018-12-23,56.27,56.27,56.27,0.0,0.0,56.45,56.45,56.45,0.0,0.0,55.97,55.97,55.97,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2018-12-30,56.92,56.92,56.92,0.0,0.0,57.64,57.64,57.64,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2019-01-06,58.3,58.3,58.3,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2019-01-13,59.37,59.37,59.37,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.53,59.53,59.53,0.0,0.0
2019-01-20,60.11,60.11,60.11,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2019-01-27,60.36,60.36,60.36,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.47,60.47,60.47,0.0,0.0
2019-02-03,59.8,59.8,59.8,0.0,0.0,60.1,60.1,60.1,0.0,0.0,59.61,59.61,59.61,0.0,0.0,60.07,60.07,60.07,0.0,0.0
2019-02-10,61.9,61.9,61.9,0.0,0.0,62.06,62.06,62.06,0.0,0.0,61.83,61.83,61.83,0.0,0.0,62.03,62.03,62.03,0.0,0.0
2019-02-17,62.34,62.34,62.34,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.24,62.24,62.24,0.0,0.0,62.39,62.39,62.39,0.0,0.0
2019-02-24,63.33,63.33,63.33,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.21,63.21,63.21,0.0,0.0,63.4,63.4,63.4,0.0,0.0
2019-03-03,62.43,62.43,62.43,0.0,0.0,62.72,62.72,62.72,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.71,62.71,62.71,0.0,0.0
2019-03-10,64.42,64.42,64.42,0.0,0.0,64.64,64.64,64.64,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.64,64.64,64.64,0.0,0.0
2019-03-17,63.52,63.52,63.52,0.0,0.0,63.68,63.68,63.68,0.0,0.0,62.9,62.9,62.9,0.0,0.0,62.91,62.91,62.91,0.0,0.0
2019-03-24,63.84,63.84,63.84,0.0,0.0,63.98,63.98,63.98,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.91,63.91,63.91,0.0,0.0
2019-03-31,65.77,65.77,65.77,0.0,0.0,66.03,66.03,66.03,0.0,0.0,65.77,65.77,65.77,0.0,0.0,65.94,65.94,65.94,0.0,0.0
2019-04-07,66.12,66.12,66.12,0.0,0.0,66.3,66.3,66.3,0.0,0.0,66.07,66.07,66.07,0.0,0.0,66.3,66.3,66.3,0.0,0.0
2019-04-14,67.11,67.11,67.11,0.0,0.0,67.29,67.29,67.29,0.0,0.0,67.03,67.03,67.03,0.0,0.0,67.22,67.22,67.22,0.0,0.0
2019-04-21,67.03,67.03,67.03,0.0,0.0,67.09,67.09,67.09,0.0,0.0,66.9,66.9,66.9,0.0,0.0,67.06,67.06,67.06,0.0,0.0
2019-04-28,67.23,67.23,67.23,0.0,0.0,67.36,67.36,67.36,0.0,0.0,67.06,67.06,67.06,0.0,0.0,67.35,67.35,67.35,0.0,0.0
2019-05-05,64.9,64.9,64.9,0.0,0.0,65.46,65.46,65.46,0.0,0.0,64.48,64.48,64.48,0.0,0.0,65.36,65.36,65.36,0.0,0.0
2019-05-12,65.36,65.36,65.36,0.0,0.0,65.78,65.78,65.78,0.0,0.0,65.36,65.36,65.36,0.0,0.0,65.44,65.44,65.44,0.0,0.0
2019-05-19,64.79,64.79,64.79,0.0,0.0,64.91,64.91,64.91,0.0,0.0,64.55,64.55,64.55,0.0,0.0,64.74,64.74,64.74,0.0,0.0
2019-05-26,63.19,63.19,63.19,0.0,0.0,63.57,63.57,63.57,0.0,0.0,63.08,63.08,63.08,0.0,0.0,63.36,63.36,63.36,0.0,0.0
2019-06-02,65.0,65.0,65.0,0.0,0.0,65.53,65.53,65.53,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2019-06-09,65.32,65.32,65.32,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.1,65.1,65.1,0.0,0.0,65.39,65.39,65.39,0.0,0.0
2019-06-16,66.96,66.96,66.96,0.0,0.0,67.09,67.09,67.09,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.79,66.79,66.79,0.0,0.0
2019-06-23,65.93,65.93,65.93,0.0,0.0,66.26,66.26,66.26,0.0,0.0,65.93,65.93,65.93,0.0,0.0,66.17,66.17,66.17,0.0,0.0
2019-06-30,67.21,67.21,67.21,0.0,0.0,67.33,67.33,67.33,0.0,0.0,66.96,66.96,66.96,0.0,0.0,67.29,67.29,67.29,0.0,0.0
2019-07-07,66.28,66.28,66.28,0.0,0.0,66.31,66.31,66.31,0.0,0.0,65.98,65.98,65.98,0.0,0.0,66.12,66.12,66.12,0.0,0.0
2019-07-14,66.27,66.27,66.27,0.0,0.0,66.35,66.35,66.35,0.0,0.0,66.05,66.05,66.05,0.0,0.0,66.13,66.13,66.13,0.0,0.0
2019-07-21,67.52,67.52,67.52,0.0,0.0,67.72,67.72,67.72,0.0,0.0,67.52,67.52,67.52,0.0,0.0,67.67,67.67,67.67,0.0,0.0
2019-07-28,65.4,65.4,65.4,0.0,0.0,65.45,65.45,65.45,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.95,64.95,64.95,0.0,0.0
2019-08-04,64.19,64.19,64.19,0.0,0.0,64.29,64.29,64.29,0.0,0.0,63.79,63.79,63.79,0.0,0.0,64.14,64.14,64.14,0.0,0.0
2019-08-11,62.74,62.74,62.74,0.0,0.0,63.23,63.23,63.23,0.0,0.0,62.74,62.74,62.74,0.0,0.0,63.22,63.22,63.22,0.0,0.0
2019-08-18,64.03,64.03,64.03,0.0,0.0,64.39,64.39,64.39,0.0,0.0,62.92,62.92,62.92,0.0,0.0,62.94,62.94,62.94,0.0,0.0
2019-08-25,65.24,65.24,65.24,0.0,0.0,65.33,65.33,65.33,0.0,0.0,64.83,64.83,64.83,0.0,0.0,65.12,65.12,65.12,0.0,0.0
2019-09-01,66.47,66.47,66.47,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.39,66.39,66.39,0.0,0.0,66.42,66.42,66.42,0.0,0.0
2019-09-08,68.0,68.0,68.0,0.0,0.0,68.11,68.11,68.11,0.0,0.0,67.87,67.87,67.87,0.0,0.0,67.93,67.93,67.93,0.0,0.0
2019-09-15,67.55,67.55,67.55,0.0,0.0,67.67,67.67,67.67,0.0,0.0,67.24,67.24,67.24,0.0,0.0,67.25,67.25,67.25,0.0,0.0
2019-09-22,66.84,66.84,66.84,0.0,0.0,66.94,66.94,66.94,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.65,66.65,66.65,0.0,0.0
2019-09-29,64.82,64.82,64.82,0.0,0.0,65.42,65.42,65.42,0.0,0.0,64.74,64.74,64.74,0.0,0.0,65.42,65.42,65.42,0.0,0.0
2019-10-06,66.72,66.72,66.72,0.0,0.0,67.23,67.23,67.23,0.0,0.0,66.71,66.71,66.71,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2019-10-13,67.53,67.53,67.53,0.0,0.0,67.58,67.58,67.58,0.0,0.0,67.26,67.26,67.26,0.0,0.0,67.56,67.56,67.56,0.0,0.0
2019-10-20,68.0,68.0,68.0,0.0,0.0,68.2,68.2,68.2,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.14,68.14,68.14,0.0,0.0
2019-10-27,68.42,68.42,68.42,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.31,68.31,68.31,0.0,0.0,68.46,68.46,68.46,0.0,0.0
2019-11-03,70.15,70.15,70.15,0.0,0.0,70.39,70.39,70.39,0.0,0.0,69.94,69.94,69.94,0.0,0.0,70.37,70.37,70.37,0.0,0.0
2019-11-10,69.91,69.91,69.91,0.0,0.0,70.12,70.12,70.12,0.0,0.0,69.88,69.88,69.88,0.0,0.0,70.06,70.06,70.06,0.0,0.0
2019-11-17,69.59,69.59,69.59,0.0,0.0,69.69,69.69,69.69,0.0,0.0,69.46,69.46,69.46,0.0,0.0,69.65,69.65,69.65,0.0,0.0
2019-11-24,70.04,70.04,70.04,0.0,0.0,70.04,70.04,70.04,0.0,0.0,69.73,69.73,69.73,0.0,0.0,69.73,69.73,69.73,0.0,0.0
2019-12-01,69.8,69.8,69.8,0.0,0.0,69.9,69.9,69.9,0.0,0.0,69.68,69.68,69.68,0.0,0.0,69.9,69.9,69.9,0.0,0.0
2019-12-08,70.51,70.51,70.51,0.0,0.0,71.09,71.09,71.09,0.0,0.0,70.48,70.48,70.48,0.0,0.0,70.73,70.73,70.73,0.0,0.0
2019-12-15,71.08,71.08,71.08,0.0,0.0,71.3,71.3,71.3,0.0,0.0,71.03,71.03,71.03,0.0,0.0,71.18,71.18,71.18,0.0,0.0
2019-12-22,71.43,71.43,71.43,0.0,0.0,71.43,71.43,71.43,0.0,0.0,71.09,71.09,71.09,0.0,0.0,71.11,71.11,71.11,0.0,0.0
2019-12-29,70.82,70.82,70.82,0.0,0.0,71.07,71.07,71.07,0.0,0.0,70.73,70.73,70.73,0.0,0.0,70.82,70.82,70.82,0.0,0.0
