Date,First Trust Dow Jones Internet_Open_average,First Trust Dow Jones Internet_Open_max,First Trust Dow Jones Internet_Open_min,First Trust Dow Jones Internet_Open_volatility,First Trust Dow Jones Internet_Open_change,First Trust Dow Jones Internet_High_average,First Trust Dow Jones Internet_High_max,First Trust Dow Jones Internet_High_min,First Trust Dow Jones Internet_High_volatility,First Trust Dow Jones Internet_High_change,First Trust Dow Jones Internet_Low_average,First Trust Dow Jones Internet_Low_max,First Trust Dow Jones Internet_Low_min,First Trust Dow Jones Internet_Low_volatility,First Trust Dow Jones Internet_Low_change,First Trust Dow Jones Internet_Close_average,First Trust Dow Jones Internet_Close_max,First Trust Dow Jones Internet_Close_min,First Trust Dow Jones Internet_Close_volatility,First Trust Dow Jones Internet_Close_change
2018-05-20,132.74,132.74,132.74,0.0,0.0,133.04,133.04,133.04,0.0,0.0,132.37,132.37,132.37,0.0,0.0,132.68,132.68,132.68,0.0,0.0
2018-05-27,137.0,137.0,137.0,0.0,0.0,138.23,138.23,138.23,0.0,0.0,136.5,136.5,136.5,0.0,0.0,138.21,138.21,138.21,0.0,0.0
2018-06-03,138.32,138.32,138.32,0.0,0.0,139.03,139.03,139.03,0.0,0.0,138.13,138.13,138.13,0.0,0.0,138.76,138.76,138.76,0.0,0.0
2018-06-10,141.9,141.9,141.9,0.0,0.0,143.98,143.98,143.98,0.0,0.0,141.46,141.46,141.46,0.0,0.0,143.92,143.92,143.92,0.0,0.0
2018-06-17,141.01,141.01,141.01,0.0,0.0,141.01,141.01,141.01,0.0,0.0,136.41,136.41,136.41,0.0,0.0,137.53,137.53,137.53,0.0,0.0
2018-06-24,136.55,136.55,136.55,0.0,0.0,139.7,139.7,139.7,0.0,0.0,136.0,136.0,136.0,0.0,0.0,139.63,139.63,139.63,0.0,0.0
2018-07-01,143.27,143.27,143.27,0.0,0.0,143.66,143.66,143.66,0.0,0.0,141.86,141.86,141.86,0.0,0.0,143.43,143.43,143.43,0.0,0.0
2018-07-08,145.22,145.22,145.22,0.0,0.0,145.69,145.69,145.69,0.0,0.0,144.79,144.79,144.79,0.0,0.0,145.08,145.08,145.08,0.0,0.0
2018-07-15,143.86,143.86,143.86,0.0,0.0,144.52,144.52,144.52,0.0,0.0,142.58,142.58,142.58,0.0,0.0,144.51,144.51,144.51,0.0,0.0
2018-07-22,139.87,139.87,139.87,0.0,0.0,140.0,140.0,140.0,0.0,0.0,134.54,134.54,134.54,0.0,0.0,135.55,135.55,135.55,0.0,0.0
2018-07-29,137.82,137.82,137.82,0.0,0.0,139.89,139.89,139.89,0.0,0.0,137.69,137.69,137.69,0.0,0.0,139.89,139.89,139.89,0.0,0.0
2018-08-05,140.09,140.09,140.09,0.0,0.0,141.54,141.54,141.54,0.0,0.0,139.64,139.64,139.64,0.0,0.0,139.77,139.77,139.77,0.0,0.0
2018-08-12,138.82,138.82,138.82,0.0,0.0,139.46,139.46,139.46,0.0,0.0,137.71,137.71,137.71,0.0,0.0,139.24,139.24,139.24,0.0,0.0
2018-08-19,144.56,144.56,144.56,0.0,0.0,145.18,145.18,145.18,0.0,0.0,144.08,144.08,144.08,0.0,0.0,144.86,144.86,144.86,0.0,0.0
2018-08-26,145.65,145.65,145.65,0.0,0.0,146.17,146.17,146.17,0.0,0.0,145.35,145.35,145.35,0.0,0.0,145.69,145.69,145.69,0.0,0.0
2018-09-02,141.62,141.62,141.62,0.0,0.0,141.71,141.71,141.71,0.0,0.0,140.14,140.14,140.14,0.0,0.0,141.48,141.48,141.48,0.0,0.0
2018-09-09,142.58,142.58,142.58,0.0,0.0,142.79,142.79,142.79,0.0,0.0,139.64,139.64,139.64,0.0,0.0,139.8,139.8,139.8,0.0,0.0
2018-09-16,139.55,139.55,139.55,0.0,0.0,140.95,140.95,140.95,0.0,0.0,138.21,138.21,138.21,0.0,0.0,140.81,140.81,140.81,0.0,0.0
2018-09-23,142.52,142.52,142.52,0.0,0.0,142.69,142.69,142.69,0.0,0.0,140.22,140.22,140.22,0.0,0.0,140.59,140.59,140.59,0.0,0.0
2018-09-30,134.32,134.32,134.32,0.0,0.0,134.96,134.96,134.96,0.0,0.0,130.82,130.82,130.82,0.0,0.0,132.68,132.68,132.68,0.0,0.0
2018-10-07,127.82,127.82,127.82,0.0,0.0,128.35,128.35,128.35,0.0,0.0,125.81,125.81,125.81,0.0,0.0,127.02,127.02,127.02,0.0,0.0
2018-10-14,127.38,127.38,127.38,0.0,0.0,128.71,128.71,128.71,0.0,0.0,126.28,126.28,126.28,0.0,0.0,127.96,127.96,127.96,0.0,0.0
2018-10-21,124.64,124.64,124.64,0.0,0.0,124.78,124.78,124.78,0.0,0.0,117.04,117.04,117.04,0.0,0.0,119.5,119.5,119.5,0.0,0.0
2018-10-28,127.63,127.63,127.63,0.0,0.0,127.63,127.63,127.63,0.0,0.0,124.84,124.84,124.84,0.0,0.0,126.29,126.29,126.29,0.0,0.0
2018-11-04,126.37,126.37,126.37,0.0,0.0,126.7,126.7,126.7,0.0,0.0,122.56,122.56,122.56,0.0,0.0,123.04,123.04,123.04,0.0,0.0
2018-11-11,123.28,123.28,123.28,0.0,0.0,123.36,123.36,123.36,0.0,0.0,117.22,117.22,117.22,0.0,0.0,117.59,117.59,117.59,0.0,0.0
2018-11-18,118.88,118.88,118.88,0.0,0.0,121.13,121.13,121.13,0.0,0.0,118.44,118.44,118.44,0.0,0.0,121.0,121.0,121.0,0.0,0.0
2018-11-25,129.39,129.39,129.39,0.0,0.0,129.4,129.4,129.4,0.0,0.0,127.78,127.78,127.78,0.0,0.0,128.6,128.6,128.6,0.0,0.0
2018-12-02,120.95,120.95,120.95,0.0,0.0,123.12,123.12,123.12,0.0,0.0,120.04,120.04,120.04,0.0,0.0,122.4,122.4,122.4,0.0,0.0
2018-12-09,121.03,121.03,121.03,0.0,0.0,121.4,121.4,121.4,0.0,0.0,117.06,117.06,117.06,0.0,0.0,117.79,117.79,117.79,0.0,0.0
2018-12-16,107.84,107.84,107.84,0.0,0.0,110.55,110.55,110.55,0.0,0.0,107.06,107.06,107.06,0.0,0.0,107.21,107.21,107.21,0.0,0.0
2018-12-23,116.77,116.77,116.77,0.0,0.0,117.39,117.39,117.39,0.0,0.0,115.37,115.37,115.37,0.0,0.0,116.66,116.66,116.66,0.0,0.0
2018-12-30,120.47,120.47,120.47,0.0,0.0,122.95,122.95,122.95,0.0,0.0,120.35,120.35,120.35,0.0,0.0,122.54,122.54,122.54,0.0,0.0
2019-01-06,124.5,124.5,124.5,0.0,0.0,125.51,125.51,125.51,0.0,0.0,123.91,123.91,123.91,0.0,0.0,124.83,124.83,124.83,0.0,0.0
2019-01-13,130.0,130.0,130.0,0.0,0.0,131.38,131.38,131.38,0.0,0.0,129.13,129.13,129.13,0.0,0.0,130.46,130.46,130.46,0.0,0.0
2019-01-20,129.14,129.14,129.14,0.0,0.0,129.26,129.26,129.26,0.0,0.0,127.88,127.88,127.88,0.0,0.0,129.14,129.14,129.14,0.0,0.0
2019-01-27,132.51,132.51,132.51,0.0,0.0,134.49,134.49,134.49,0.0,0.0,132.4,132.4,132.4,0.0,0.0,134.43,134.43,134.43,0.0,0.0
2019-02-03,134.61,134.61,134.61,0.0,0.0,135.29,135.29,135.29,0.0,0.0,133.62,133.62,133.62,0.0,0.0,133.97,133.97,133.97,0.0,0.0
2019-02-10,136.97,136.97,136.97,0.0,0.0,137.0,137.0,137.0,0.0,0.0,135.98,135.98,135.98,0.0,0.0,136.38,136.38,136.38,0.0,0.0
2019-02-17,138.33,138.33,138.33,0.0,0.0,139.19,139.19,139.19,0.0,0.0,137.66,137.66,137.66,0.0,0.0,137.76,137.76,137.76,0.0,0.0
2019-02-24,139.02,139.02,139.02,0.0,0.0,139.24,139.24,139.24,0.0,0.0,134.93,134.93,134.93,0.0,0.0,136.85,136.85,136.85,0.0,0.0
2019-03-03,134.74,134.74,134.74,0.0,0.0,137.25,137.25,137.25,0.0,0.0,134.6,134.6,134.6,0.0,0.0,137.21,137.21,137.21,0.0,0.0
2019-03-10,138.78,138.78,138.78,0.0,0.0,139.86,139.86,139.86,0.0,0.0,138.05,138.05,138.05,0.0,0.0,138.8,138.8,138.8,0.0,0.0
2019-03-17,137.25,137.25,137.25,0.0,0.0,138.41,138.41,138.41,0.0,0.0,136.7,136.7,136.7,0.0,0.0,138.06,138.06,138.06,0.0,0.0
2019-03-24,140.2,140.2,140.2,0.0,0.0,141.14,141.14,141.14,0.0,0.0,139.66,139.66,139.66,0.0,0.0,141.08,141.08,141.08,0.0,0.0
2019-03-31,142.28,142.28,142.28,0.0,0.0,142.63,142.63,142.63,0.0,0.0,141.2,141.2,141.2,0.0,0.0,142.6,142.6,142.6,0.0,0.0
2019-04-07,143.42,143.42,143.42,0.0,0.0,143.9,143.9,143.9,0.0,0.0,142.25,142.25,142.25,0.0,0.0,143.29,143.29,143.29,0.0,0.0
2019-04-14,141.78,141.78,141.78,0.0,0.0,144.11,144.11,144.11,0.0,0.0,141.78,141.78,141.78,0.0,0.0,144.0,144.0,144.0,0.0,0.0
2019-04-21,148.31,148.31,148.31,0.0,0.0,149.61,149.61,149.61,0.0,0.0,148.24,148.24,148.24,0.0,0.0,149.21,149.21,149.21,0.0,0.0
2019-04-28,145.22,145.22,145.22,0.0,0.0,148.13,148.13,148.13,0.0,0.0,145.01,145.01,145.01,0.0,0.0,147.83,147.83,147.83,0.0,0.0
2019-05-05,139.69,139.69,139.69,0.0,0.0,140.31,140.31,140.31,0.0,0.0,137.1,137.1,137.1,0.0,0.0,137.57,137.57,137.57,0.0,0.0
2019-05-12,139.78,139.78,139.78,0.0,0.0,141.18,141.18,141.18,0.0,0.0,139.05,139.05,139.05,0.0,0.0,140.16,140.16,140.16,0.0,0.0
2019-05-19,140.31,140.31,140.31,0.0,0.0,141.0,141.0,141.0,0.0,0.0,139.49,139.49,139.49,0.0,0.0,139.89,139.89,139.89,0.0,0.0
2019-05-26,137.32,137.32,137.32,0.0,0.0,137.4,137.4,137.4,0.0,0.0,132.11,132.11,132.11,0.0,0.0,132.96,132.96,132.96,0.0,0.0
2019-06-02,142.0,142.0,142.0,0.0,0.0,144.08,144.08,144.08,0.0,0.0,141.93,141.93,141.93,0.0,0.0,142.18,142.18,142.18,0.0,0.0
2019-06-09,142.38,142.38,142.38,0.0,0.0,143.75,143.75,143.75,0.0,0.0,142.01,142.01,142.01,0.0,0.0,142.91,142.91,142.91,0.0,0.0
2019-06-16,145.84,145.84,145.84,0.0,0.0,145.88,145.88,145.88,0.0,0.0,144.27,144.27,144.27,0.0,0.0,144.3,144.3,144.3,0.0,0.0
2019-06-23,145.94,145.94,145.94,0.0,0.0,146.1,146.1,146.1,0.0,0.0,144.72,144.72,144.72,0.0,0.0,145.07,145.07,145.07,0.0,0.0
2019-06-30,146.95,146.95,146.95,0.0,0.0,146.95,146.95,146.95,0.0,0.0,146.21,146.21,146.21,0.0,0.0,146.52,146.52,146.52,0.0,0.0
2019-07-07,150.58,150.58,150.58,0.0,0.0,150.66,150.66,150.66,0.0,0.0,149.56,149.56,149.56,0.0,0.0,150.49,150.49,150.49,0.0,0.0
2019-07-14,146.98,146.98,146.98,0.0,0.0,147.94,147.94,147.94,0.0,0.0,146.65,146.65,146.65,0.0,0.0,147.65,147.65,147.65,0.0,0.0
2019-07-21,151.07,151.07,151.07,0.0,0.0,151.35,151.35,151.35,0.0,0.0,148.15,148.15,148.15,0.0,0.0,149.33,149.33,149.33,0.0,0.0
2019-07-28,138.44,138.44,138.44,0.0,0.0,138.98,138.98,138.98,0.0,0.0,134.9,134.9,134.9,0.0,0.0,136.43,136.43,136.43,0.0,0.0
2019-08-04,137.3,137.3,137.3,0.0,0.0,137.34,137.34,137.34,0.0,0.0,133.7,133.7,133.7,0.0,0.0,136.28,136.28,136.28,0.0,0.0
2019-08-11,137.26,137.26,137.26,0.0,0.0,137.64,137.64,137.64,0.0,0.0,136.35,136.35,136.35,0.0,0.0,136.93,136.93,136.93,0.0,0.0
2019-08-18,135.71,135.71,135.71,0.0,0.0,135.95,135.95,135.95,0.0,0.0,134.33,134.33,134.33,0.0,0.0,135.95,135.95,135.95,0.0,0.0
2019-08-25,138.51,138.51,138.51,0.0,0.0,138.53,138.53,138.53,0.0,0.0,136.2,136.2,136.2,0.0,0.0,137.15,137.15,137.15,0.0,0.0
2019-09-01,139.66,139.66,139.66,0.0,0.0,139.66,139.66,139.66,0.0,0.0,137.21,137.21,137.21,0.0,0.0,138.27,138.27,138.27,0.0,0.0
2019-09-08,138.4,138.4,138.4,0.0,0.0,139.03,139.03,139.03,0.0,0.0,138.0,138.0,138.0,0.0,0.0,138.94,138.94,138.94,0.0,0.0
2019-09-15,138.08,138.08,138.08,0.0,0.0,138.41,138.41,138.41,0.0,0.0,137.32,137.32,137.32,0.0,0.0,138.02,138.02,138.02,0.0,0.0
2019-09-22,133.93,133.93,133.93,0.0,0.0,134.95,134.95,134.95,0.0,0.0,133.03,133.03,133.03,0.0,0.0,134.64,134.64,134.64,0.0,0.0
2019-09-29,132.31,132.31,132.31,0.0,0.0,133.64,133.64,133.64,0.0,0.0,131.83,131.83,131.83,0.0,0.0,133.03,133.03,133.03,0.0,0.0
2019-10-06,133.83,133.83,133.83,0.0,0.0,134.1,134.1,134.1,0.0,0.0,133.26,133.26,133.26,0.0,0.0,133.71,133.71,133.71,0.0,0.0
2019-10-13,133.55,133.55,133.55,0.0,0.0,134.77,134.77,134.77,0.0,0.0,133.41,133.41,133.41,0.0,0.0,134.5,134.5,134.5,0.0,0.0
2019-10-20,135.02,135.02,135.02,0.0,0.0,136.35,136.35,136.35,0.0,0.0,134.98,134.98,134.98,0.0,0.0,135.84,135.84,135.84,0.0,0.0
2019-10-27,134.78,134.78,134.78,0.0,0.0,135.43,135.43,135.43,0.0,0.0,134.54,134.54,134.54,0.0,0.0,134.71,134.71,134.71,0.0,0.0
2019-11-03,132.76,132.76,132.76,0.0,0.0,133.57,133.57,133.57,0.0,0.0,132.5,132.5,132.5,0.0,0.0,133.19,133.19,133.19,0.0,0.0
2019-11-10,134.11,134.11,134.11,0.0,0.0,135.11,135.11,135.11,0.0,0.0,133.7,133.7,133.7,0.0,0.0,134.73,134.73,134.73,0.0,0.0
2019-11-17,135.96,135.96,135.96,0.0,0.0,137.34,137.34,137.34,0.0,0.0,135.83,135.83,135.83,0.0,0.0,137.25,137.25,137.25,0.0,0.0
2019-11-24,137.68,137.68,137.68,0.0,0.0,137.82,137.82,137.82,0.0,0.0,134.25,134.25,134.25,0.0,0.0,135.34,135.34,135.34,0.0,0.0
2019-12-01,134.97,134.97,134.97,0.0,0.0,135.79,135.79,135.79,0.0,0.0,134.82,134.82,134.82,0.0,0.0,134.83,134.83,134.83,0.0,0.0
2019-12-08,136.23,136.23,136.23,0.0,0.0,137.56,137.56,137.56,0.0,0.0,136.21,136.21,136.21,0.0,0.0,137.25,137.25,137.25,0.0,0.0
2019-12-15,139.57,139.57,139.57,0.0,0.0,139.68,139.68,139.68,0.0,0.0,138.95,138.95,138.95,0.0,0.0,139.25,139.25,139.25,0.0,0.0
2019-12-22,139.82,139.82,139.82,0.0,0.0,139.99,139.99,139.99,0.0,0.0,137.95,137.95,137.95,0.0,0.0,138.46,138.46,138.46,0.0,0.0
2019-12-29,139.47,139.47,139.47,0.0,0.0,140.89,140.89,140.89,0.0,0.0,139.12,139.12,139.12,0.0,0.0,140.28,140.28,140.28,0.0,0.0
