Date,HII_Open_average,HII_Open_max,HII_Open_min,HII_Open_volatility,HII_Open_change,HII_High_average,HII_High_max,HII_High_min,HII_High_volatility,HII_High_change,HII_Low_average,HII_Low_max,HII_Low_min,HII_Low_volatility,HII_Low_change,HII_Close_average,HII_Close_max,HII_Close_min,HII_Close_volatility,HII_Close_change,HII_Volume_average,HII_Volume_max,HII_Volume_min,HII_Volume_volatility,HII_Volume_change
2018-01-14,240.1275,247.6,237.03,10.569999999999993,-9.629999999999995,241.83,248.37,237.52,10.849999999999994,-5.150000000000006,235.9125,236.82,235.0,1.8199999999999932,1.8199999999999932,237.8475,242.12,235.15,6.969999999999999,6.969999999999999,481996,701873,329117,372756,-232222
2018-01-21,239.21,241.77,234.99,6.780000000000001,0.28000000000000114,242.284,248.15,239.32,8.830000000000013,6.390000000000015,236.77,239.0,234.41,4.590000000000003,1.8400000000000034,240.214,247.76,235.04,12.719999999999999,8.879999999999995,369569,483302,292704,190598,102525
2018-01-28,244.328,247.17,237.63,9.539999999999992,-3.469999999999999,246.32399999999998,249.38,243.72,5.659999999999997,-4.0,240.976,246.69,237.4,9.289999999999992,-5.509999999999991,243.054,247.7,237.54,10.159999999999997,-3.9299999999999784,661249,1065365,465799,599566,-550616
2018-02-04,230.94,241.67,223.09,18.579999999999984,-14.049999999999983,235.728,242.06,229.62,12.439999999999998,-9.759999999999991,224.606,227.41,221.71,5.699999999999989,-3.469999999999999,229.356,234.82,225.37,9.449999999999989,1.6999999999999886,517098,713715,330778,382937,-177157
2018-02-11,240.792,258.53,231.33,27.19999999999996,27.19999999999996,248.18,267.23,237.44,29.79000000000002,29.79000000000002,239.902,258.53,228.11,30.41999999999996,30.41999999999996,246.976,265.7,234.93,30.769999999999982,30.769999999999982,742794,1055685,438813,616872,542102
2018-02-18,266.7125,271.31,263.66,7.649999999999977,-1.669999999999959,270.96000000000004,276.69,265.22,11.46999999999997,-4.659999999999968,262.24,265.74,259.7,6.0400000000000205,-2.0300000000000296,266.21,270.88,262.83,8.050000000000011,-1.0900000000000318,662163,848519,503184,345335,-279238
2018-02-25,263.888,267.14,258.8,8.339999999999975,-8.339999999999975,266.844,270.56,262.44,8.120000000000005,-5.449999999999989,260.44,264.09,255.19,8.899999999999977,-8.899999999999977,262.42,266.17,260.31,5.860000000000014,-5.319999999999993,700516,1095864,477988,617876,-279816
2018-03-04,259.916,262.0,255.93,6.069999999999993,1.8700000000000045,261.898,264.39,260.13,4.259999999999991,3.1200000000000045,256.662,260.57,253.37,7.199999999999989,7.199999999999989,260.646,264.03,258.62,5.409999999999968,3.9499999999999886,450324,597072,309191,287881,-287881
2018-03-11,258.55,264.02,253.16,10.859999999999985,-10.859999999999985,259.404,264.25,255.83,8.419999999999987,-8.419999999999987,254.886,257.68,252.03,5.650000000000006,-5.450000000000017,256.06,258.67,253.87,4.800000000000011,-4.070000000000022,656217,1103618,481909,621709,590547
2018-03-18,253.666,257.2,249.65,7.549999999999983,-4.349999999999994,257.402,259.84,254.97,4.869999999999976,3.759999999999991,251.91400000000002,255.53,248.74,6.789999999999992,-2.9799999999999898,253.864,256.52,249.15,7.369999999999976,-0.020000000000010232,485474,734306,316854,417452,52643
