Date,Direxion Daily Emerging Markets Bear 3X Shares_Open_average,Direxion Daily Emerging Markets Bear 3X Shares_Open_max,Direxion Daily Emerging Markets Bear 3X Shares_Open_min,Direxion Daily Emerging Markets Bear 3X Shares_Open_volatility,Direxion Daily Emerging Markets Bear 3X Shares_Open_change,Direxion Daily Emerging Markets Bear 3X Shares_High_average,Direxion Daily Emerging Markets Bear 3X Shares_High_max,Direxion Daily Emerging Markets Bear 3X Shares_High_min,Direxion Daily Emerging Markets Bear 3X Shares_High_volatility,Direxion Daily Emerging Markets Bear 3X Shares_High_change,Direxion Daily Emerging Markets Bear 3X Shares_Low_average,Direxion Daily Emerging Markets Bear 3X Shares_Low_max,Direxion Daily Emerging Markets Bear 3X Shares_Low_min,Direxion Daily Emerging Markets Bear 3X Shares_Low_volatility,Direxion Daily Emerging Markets Bear 3X Shares_Low_change,Direxion Daily Emerging Markets Bear 3X Shares_Close_average,Direxion Daily Emerging Markets Bear 3X Shares_Close_max,Direxion Daily Emerging Markets Bear 3X Shares_Close_min,Direxion Daily Emerging Markets Bear 3X Shares_Close_volatility,Direxion Daily Emerging Markets Bear 3X Shares_Close_change
2018-07-01,52.74,52.74,52.74,0.0,0.0,52.8,52.8,52.8,0.0,0.0,50.39,50.39,50.39,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2018-07-08,49.56,49.56,49.56,0.0,0.0,50.0,50.0,50.0,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2018-07-15,49.47,49.47,49.47,0.0,0.0,49.53,49.53,49.53,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2018-07-22,45.8,45.8,45.8,0.0,0.0,47.04,47.04,47.04,0.0,0.0,45.5,45.5,45.5,0.0,0.0,46.33,46.33,46.33,0.0,0.0
2018-07-29,48.51,48.51,48.51,0.0,0.0,48.55,48.55,48.55,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2018-08-05,51.33,51.33,51.33,0.0,0.0,51.61,51.61,51.61,0.0,0.0,50.72,50.72,50.72,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2018-08-12,56.91,56.91,56.91,0.0,0.0,57.18,57.18,57.18,0.0,0.0,54.09,54.09,54.09,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2018-08-19,50.6,50.6,50.6,0.0,0.0,51.03,51.03,51.03,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2018-08-26,51.54,51.54,51.54,0.0,0.0,51.63,51.63,51.63,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2018-09-02,56.21,56.21,56.21,0.0,0.0,57.04,57.04,57.04,0.0,0.0,54.9,54.9,54.9,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2018-09-09,53.66,53.66,53.66,0.0,0.0,55.49,55.49,55.49,0.0,0.0,53.58,53.58,53.58,0.0,0.0,54.85,54.85,54.85,0.0,0.0
2018-09-16,50.49,50.49,50.49,0.0,0.0,50.67,50.67,50.67,0.0,0.0,49.82,49.82,49.82,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2018-09-23,51.18,51.18,51.18,0.0,0.0,51.45,51.45,51.45,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2018-09-30,58.23,58.23,58.23,0.0,0.0,60.52,60.52,60.52,0.0,0.0,57.96,57.96,57.96,0.0,0.0,58.95,58.95,58.95,0.0,0.0
2018-10-07,60.95,60.95,60.95,0.0,0.0,63.48,63.48,63.48,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.96,60.96,60.96,0.0,0.0
2018-10-14,61.95,61.95,61.95,0.0,0.0,63.6,63.6,63.6,0.0,0.0,60.75,60.75,60.75,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2018-10-21,69.33,69.33,69.33,0.0,0.0,70.22,70.22,70.22,0.0,0.0,66.08,66.08,66.08,0.0,0.0,67.54,67.54,67.54,0.0,0.0
2018-10-28,54.9,54.9,54.9,0.0,0.0,58.51,58.51,58.51,0.0,0.0,54.32,54.32,54.32,0.0,0.0,56.71,56.71,56.71,0.0,0.0
2018-11-04,60.17,60.17,60.17,0.0,0.0,62.13,62.13,62.13,0.0,0.0,60.06,60.06,60.06,0.0,0.0,60.81,60.81,60.81,0.0,0.0
2018-11-11,57.58,57.58,57.58,0.0,0.0,57.98,57.98,57.98,0.0,0.0,54.98,54.98,54.98,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2018-11-18,60.55,60.55,60.55,0.0,0.0,60.64,60.64,60.64,0.0,0.0,59.59,59.59,59.59,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2018-11-25,55.05,55.05,55.05,0.0,0.0,55.68,55.68,55.68,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.68,54.68,54.68,0.0,0.0
2018-12-02,56.29,56.29,56.29,0.0,0.0,59.66,59.66,59.66,0.0,0.0,55.27,55.27,55.27,0.0,0.0,59.39,59.39,59.39,0.0,0.0
2018-12-09,59.13,59.13,59.13,0.0,0.0,59.49,59.49,59.49,0.0,0.0,57.91,57.91,57.91,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2018-12-16,60.88,60.88,60.88,0.0,0.0,63.61,63.61,63.61,0.0,0.0,59.89,59.89,59.89,0.0,0.0,62.77,62.77,62.77,0.0,0.0
2018-12-23,59.1,59.1,59.1,0.0,0.0,59.93,59.93,59.93,0.0,0.0,57.97,57.97,57.97,0.0,0.0,59.11,59.11,59.11,0.0,0.0
2018-12-30,59.95,59.95,59.95,0.0,0.0,60.17,60.17,60.17,0.0,0.0,55.82,55.82,55.82,0.0,0.0,56.6,56.6,56.6,0.0,0.0
2019-01-06,52.58,52.58,52.58,0.0,0.0,53.09,53.09,53.09,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2019-01-13,49.41,49.41,49.41,0.0,0.0,49.69,49.69,49.69,0.0,0.0,48.68,48.68,48.68,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2019-01-20,47.27,47.27,47.27,0.0,0.0,47.45,47.45,47.45,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2019-01-27,44.83,44.83,44.83,0.0,0.0,45.35,45.35,45.35,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2019-02-03,47.11,47.11,47.11,0.0,0.0,47.81,47.81,47.81,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.84,46.84,46.84,0.0,0.0
2019-02-10,46.99,46.99,46.99,0.0,0.0,47.55,47.55,47.55,0.0,0.0,46.97,46.97,46.97,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2019-02-17,44.39,44.39,44.39,0.0,0.0,44.61,44.61,44.61,0.0,0.0,43.67,43.67,43.67,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2019-02-24,44.85,44.85,44.85,0.0,0.0,45.97,45.97,45.97,0.0,0.0,44.72,44.72,44.72,0.0,0.0,45.78,45.78,45.78,0.0,0.0
2019-03-03,49.26,49.26,49.26,0.0,0.0,49.39,49.39,49.39,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2019-03-10,44.45,44.45,44.45,0.0,0.0,44.5,44.5,44.5,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.71,43.71,43.71,0.0,0.0
2019-03-17,43.63,43.63,43.63,0.0,0.0,45.55,45.55,45.55,0.0,0.0,43.39,43.39,43.39,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2019-03-24,43.76,43.76,43.76,0.0,0.0,44.48,44.48,44.48,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2019-03-31,40.25,40.25,40.25,0.0,0.0,40.28,40.28,40.28,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2019-04-07,39.37,39.37,39.37,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.77,39.77,39.77,0.0,0.0
2019-04-14,39.65,39.65,39.65,0.0,0.0,39.92,39.92,39.92,0.0,0.0,39.02,39.02,39.02,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2019-04-21,41.42,41.42,41.42,0.0,0.0,41.74,41.74,41.74,0.0,0.0,40.89,40.89,40.89,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2019-04-28,40.8,40.8,40.8,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2019-05-05,47.2,47.2,47.2,0.0,0.0,48.85,48.85,48.85,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2019-05-12,52.25,52.25,52.25,0.0,0.0,52.52,52.52,52.52,0.0,0.0,51.21,51.21,51.21,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2019-05-19,52.7,52.7,52.7,0.0,0.0,53.89,53.89,53.89,0.0,0.0,52.52,52.52,52.52,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2019-05-26,52.07,52.07,52.07,0.0,0.0,52.15,52.15,52.15,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2019-06-02,49.54,49.54,49.54,0.0,0.0,49.54,49.54,49.54,0.0,0.0,47.9,47.9,47.9,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2019-06-09,48.64,48.64,48.64,0.0,0.0,49.41,49.41,49.41,0.0,0.0,48.64,48.64,48.64,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2019-06-16,42.77,42.77,42.77,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2019-06-23,41.94,41.94,41.94,0.0,0.0,42.41,42.41,42.41,0.0,0.0,41.9,41.9,41.9,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2019-06-30,41.98,41.98,41.98,0.0,0.0,42.61,42.61,42.61,0.0,0.0,41.78,41.78,41.78,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2019-07-07,42.25,42.25,42.25,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2019-07-14,41.26,41.26,41.26,0.0,0.0,42.38,42.38,42.38,0.0,0.0,41.25,41.25,41.25,0.0,0.0,42.28,42.28,42.28,0.0,0.0
2019-07-21,42.65,42.65,42.65,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2019-07-28,49.07,49.07,49.07,0.0,0.0,50.25,50.25,50.25,0.0,0.0,48.71,48.71,48.71,0.0,0.0,49.84,49.84,49.84,0.0,0.0
2019-08-04,51.31,51.31,51.31,0.0,0.0,52.6,52.6,52.6,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-08-11,53.65,53.65,53.65,0.0,0.0,53.65,53.65,53.65,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2019-08-18,52.99,52.99,52.99,0.0,0.0,55.03,55.03,55.03,0.0,0.0,51.45,51.45,51.45,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2019-08-25,50.26,50.26,50.26,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2019-09-01,46.17,46.17,46.17,0.0,0.0,46.58,46.58,46.58,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2019-09-08,43.25,43.25,43.25,0.0,0.0,43.52,43.52,43.52,0.0,0.0,42.95,42.95,42.95,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2019-09-15,44.46,44.46,44.46,0.0,0.0,45.84,45.84,45.84,0.0,0.0,44.27,44.27,44.27,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2019-09-22,46.57,46.57,46.57,0.0,0.0,48.91,48.91,48.91,0.0,0.0,46.33,46.33,46.33,0.0,0.0,48.43,48.43,48.43,0.0,0.0
2019-09-29,48.24,48.24,48.24,0.0,0.0,48.46,48.46,48.46,0.0,0.0,46.98,46.98,46.98,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2019-10-06,44.71,44.71,44.71,0.0,0.0,45.0,45.0,45.0,0.0,0.0,43.58,43.58,43.58,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2019-10-13,43.43,43.43,43.43,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.91,43.91,43.91,0.0,0.0
2019-10-20,42.55,42.55,42.55,0.0,0.0,42.57,42.57,42.57,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2019-10-27,40.68,40.68,40.68,0.0,0.0,40.75,40.75,40.75,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2019-11-03,38.7,38.7,38.7,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2019-11-10,40.52,40.52,40.52,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-11-17,40.86,40.86,40.86,0.0,0.0,41.42,41.42,41.42,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2019-11-24,41.77,41.77,41.77,0.0,0.0,42.04,42.04,42.04,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2019-12-01,40.49,40.49,40.49,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2019-12-08,36.48,36.48,36.48,0.0,0.0,37.15,37.15,37.15,0.0,0.0,35.8,35.8,35.8,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2019-12-15,34.3,34.3,34.3,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2019-12-22,32.87,32.87,32.87,0.0,0.0,33.32,33.32,33.32,0.0,0.0,32.82,32.82,32.82,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2019-12-29,33.02,33.02,33.02,0.0,0.0,33.28,33.28,33.28,0.0,0.0,32.59,32.59,32.59,0.0,0.0,33.22,33.22,33.22,0.0,0.0
