Date,BA_stock_Open_average,BA_stock_Open_max,BA_stock_Open_min,BA_stock_Open_volatility,BA_stock_Open_change,BA_stock_High_average,BA_stock_High_max,BA_stock_High_min,BA_stock_High_volatility,BA_stock_High_change,BA_stock_Low_average,BA_stock_Low_max,BA_stock_Low_min,BA_stock_Low_volatility,BA_stock_Low_change,BA_stock_Close_average,BA_stock_Close_max,BA_stock_Close_min,BA_stock_Close_volatility,BA_stock_Close_change,BA_stock_Volume_average,BA_stock_Volume_max,BA_stock_Volume_min,BA_stock_Volume_volatility,BA_stock_Volume_change
2018-01-14,342.5,350.7,337.73,12.96999999999997,1.7700000000000387,348.6975,352.23,344.0,8.230000000000018,-3.730000000000018,335.65999999999997,339.15,331.33,7.819999999999993,4.420000000000016,341.015,351.01,335.16,15.849999999999966,2.569999999999993,9682106,12305475,7264401,5041074,-5041074
2018-01-21,338.074,344.33,335.29,9.039999999999964,9.039999999999964,341.782,345.98,338.94,7.0400000000000205,4.600000000000023,335.508,341.25,332.04,9.20999999999998,9.20999999999998,338.922,343.22,334.69,8.53000000000003,5.220000000000027,5103948,6792870,4205351,2587519,-1556610
2018-01-28,349.57,360.5,339.17,21.329999999999984,12.769999999999982,352.416,361.45,339.98,21.46999999999997,10.71999999999997,345.324,352.04,334.16,17.879999999999995,8.599999999999966,347.75,356.94,337.71,19.230000000000018,8.090000000000032,6254242,11409626,3324878,8084748,2161196
2018-02-04,336.948,348.0,320.0,28.0,-9.120000000000005,346.414,353.59,337.81,15.779999999999973,-12.189999999999998,324.712,339.87,317.39,22.480000000000018,1.8600000000000136,336.08,348.12,328.88,19.24000000000001,3.9499999999999886,9504395,11935140,7946670,3988470,-1678316
2018-02-11,344.68399999999997,356.59,336.57,20.019999999999982,20.019999999999982,351.822,359.5,347.43,12.069999999999993,11.75,343.63,353.51,335.13,18.379999999999995,18.379999999999995,348.66200000000003,356.46,343.16,13.299999999999955,11.240000000000009,5258905,6885010,4030233,2854777,-1673395
2018-02-18,354.34749999999997,358.18,352.0,6.180000000000007,6.180000000000007,358.86,360.81,357.79,3.019999999999982,0.9799999999999613,352.215,353.07,351.4,1.670000000000016,1.670000000000016,354.57500000000005,356.66,352.37,4.2900000000000205,3.3100000000000023,4082906,5258555,3355378,1903177,-948017
2018-02-25,359.01,366.8,341.82,24.980000000000018,-17.680000000000007,362.874,371.6,346.09,25.510000000000048,-17.960000000000036,353.084,363.3,335.3,28.0,-22.909999999999968,356.938,364.64,344.67,19.96999999999997,-18.810000000000002,6678893,10021332,4148132,5873200,5873200
2018-03-04,347.18399999999997,354.24,338.0,16.24000000000001,14.649999999999977,353.156,355.21,348.41,6.7999999999999545,0.12000000000000455,343.262,350.23,336.61,13.620000000000005,13.620000000000005,350.392,354.52,347.04,7.479999999999961,1.7699999999999818,5092479,8140161,3538348,4601813,-4601813
2018-03-11,340.486,355.2,329.82,25.379999999999995,-25.379999999999995,341.476,355.23,330.83,24.400000000000034,-24.400000000000034,330.342,343.26,322.3,20.95999999999998,-17.629999999999995,334.714,344.19,329.98,14.20999999999998,-13.71999999999997,8537098,13057904,5443789,7614115,3240155
2018-03-18,329.324,337.07,320.15,16.920000000000016,-7.300000000000011,335.752,341.91,331.14,10.770000000000039,-2.1899999999999977,326.056,335.17,318.32,16.850000000000023,-8.45999999999998,329.42,337.63,319.61,18.019999999999982,-10.759999999999991,6281065,7282165,4056304,3225861,908593
