Date,EMMS_stock_Open_average,EMMS_stock_Open_max,EMMS_stock_Open_min,EMMS_stock_Open_volatility,EMMS_stock_Open_change,EMMS_stock_High_average,EMMS_stock_High_max,EMMS_stock_High_min,EMMS_stock_High_volatility,EMMS_stock_High_change,EMMS_stock_Low_average,EMMS_stock_Low_max,EMMS_stock_Low_min,EMMS_stock_Low_volatility,EMMS_stock_Low_change,EMMS_stock_Close_average,EMMS_stock_Close_max,EMMS_stock_Close_min,EMMS_stock_Close_volatility,EMMS_stock_Close_change,EMMS_stock_Volume_average,EMMS_stock_Volume_max,EMMS_stock_Volume_min,EMMS_stock_Volume_volatility,EMMS_stock_Volume_change
2018-01-14,3.06,3.13,3.01,0.1200000000000001,0.03000000000000025,3.1975,3.36,3.08,0.2799999999999998,-0.16000000000000014,3.0124999999999997,3.03,3.0,0.029999999999999805,0.0,3.0825,3.16,3.03,0.13000000000000034,-0.1200000000000001,44890,63490,22330,41160,16409
2018-01-21,3.024,3.2,2.86,0.3400000000000003,0.16000000000000014,3.112,3.2,3.05,0.15000000000000036,0.15000000000000036,2.926,3.02,2.83,0.18999999999999995,0.10000000000000009,3.0340000000000003,3.14,2.83,0.31000000000000005,0.1200000000000001,40458,94354,14665,79689,-2865
2018-01-28,3.206,3.43,3.01,0.4200000000000004,0.3400000000000003,3.326,3.43,3.11,0.3200000000000003,0.3200000000000003,3.15,3.38,2.87,0.5099999999999998,0.5099999999999998,3.318,3.43,3.11,0.3200000000000003,0.3200000000000003,34214,67562,10764,56798,-37904
2018-02-04,3.2600000000000002,3.42,3.22,0.19999999999999973,-0.19999999999999973,3.2960000000000003,3.42,3.22,0.19999999999999973,-0.08999999999999986,3.16,3.23,3.05,0.18000000000000016,-0.18000000000000016,3.208,3.27,3.16,0.10999999999999988,-0.10000000000000009,14178,30574,7561,23013,-19583
2018-02-11,3.198,3.23,3.16,0.06999999999999984,0.040000000000000036,3.284,3.34,3.23,0.10999999999999988,-0.040000000000000036,3.188,3.23,3.16,0.06999999999999984,0.06999999999999984,3.242,3.3,3.16,0.13999999999999968,0.13999999999999968,3811,9443,1368,8075,-8006
2018-02-18,3.3649999999999998,3.51,3.25,0.2599999999999998,0.2599999999999998,3.5575,4.19,3.33,0.8600000000000003,0.8600000000000003,3.34,3.51,3.25,0.2599999999999998,0.2599999999999998,3.4725,3.9,3.32,0.5800000000000001,0.5699999999999998,46828,168920,2195,166725,158408
2018-02-25,4.106,4.25,4.0,0.25,0.25,4.21,4.25,4.17,0.08000000000000007,0.05999999999999961,4.078,4.17,3.94,0.22999999999999998,0.22999999999999998,4.162,4.24,4.03,0.20999999999999996,0.20999999999999996,25541,46962,8809,38153,-10067
2018-03-04,4.216,4.27,4.18,0.08999999999999986,0.08999999999999986,4.322,4.36,4.3,0.0600000000000005,0.03000000000000025,4.162,4.2,4.15,0.04999999999999982,-0.009999999999999787,4.234,4.29,4.16,0.1299999999999999,0.1299999999999999,24681,68534,11824,56710,-53155
2018-03-11,4.436,4.53,4.27,0.2600000000000007,0.2600000000000007,4.556,4.58,4.52,0.0600000000000005,0.0,4.398,4.49,4.27,0.22000000000000064,0.1200000000000001,4.508,4.57,4.47,0.10000000000000053,0.03000000000000025,29998,37468,15169,22299,188
2018-03-18,4.644,4.78,4.47,0.3100000000000005,0.3100000000000005,4.7379999999999995,4.8,4.6,0.20000000000000018,0.20000000000000018,4.542,4.74,4.34,0.40000000000000036,0.33000000000000007,4.7219999999999995,4.8,4.6,0.20000000000000018,0.16000000000000014,18563,35634,6559,29075,-4325
2018-03-25,4.715,4.78,4.67,0.11000000000000032,-0.11000000000000032,4.7375,4.79,4.68,0.11000000000000032,-0.11000000000000032,4.6025,4.62,4.55,0.07000000000000028,-0.07000000000000028,4.6850000000000005,4.79,4.61,0.17999999999999972,-0.17999999999999972,26593,82066,4729,77337,-77337
2018-04-01,4.534,4.63,4.34,0.29000000000000004,-0.10000000000000053,4.636,4.66,4.61,0.04999999999999982,0.0,4.426,4.52,4.2,0.3199999999999994,-0.04999999999999982,4.536,4.59,4.51,0.08000000000000007,-0.03000000000000025,18964,77687,1822,75865,-75865
2018-04-08,4.548,4.6,4.5,0.09999999999999964,-0.08999999999999986,4.61,4.65,4.58,0.07000000000000028,-0.04999999999999982,4.482,4.56,4.37,0.1899999999999995,-0.16000000000000014,4.518,4.56,4.45,0.10999999999999943,-0.09999999999999964,7705,11275,3077,8198,-2132
2018-04-15,4.596,4.67,4.42,0.25,0.23000000000000043,4.684,4.75,4.59,0.16000000000000014,0.14000000000000057,4.594,4.67,4.41,0.2599999999999998,0.2400000000000002,4.642,4.71,4.55,0.16000000000000014,0.16000000000000014,8842,23850,1306,22544,-20607
2018-04-22,4.564,4.74,4.47,0.27000000000000046,-0.25,4.646,4.74,4.52,0.22000000000000064,-0.10000000000000053,4.446,4.6,4.36,0.23999999999999932,-0.16999999999999993,4.52,4.61,4.43,0.1800000000000006,-0.040000000000000036,15511,32517,2103,30414,-5843
2018-04-29,4.56,4.64,4.44,0.1999999999999993,0.009999999999999787,4.64,4.69,4.53,0.16000000000000014,0.03000000000000025,4.468,4.6,4.41,0.1899999999999995,0.1299999999999999,4.582,4.67,4.43,0.2400000000000002,0.17999999999999972,10293,21576,1380,20196,-1733
2018-05-06,5.19,5.37,4.74,0.6299999999999999,0.6299999999999999,5.324,5.4,5.19,0.20999999999999996,0.20999999999999996,5.014,5.21,4.7,0.5099999999999998,0.09999999999999964,5.232,5.35,5.05,0.2999999999999998,-0.11000000000000032,34172,68307,15503,52804,-29218
