Date,WisdomTree Intenational LargeCap Dividend_Open_average,WisdomTree Intenational LargeCap Dividend_Open_max,WisdomTree Intenational LargeCap Dividend_Open_min,WisdomTree Intenational LargeCap Dividend_Open_volatility,WisdomTree Intenational LargeCap Dividend_Open_change,WisdomTree Intenational LargeCap Dividend_High_average,WisdomTree Intenational LargeCap Dividend_High_max,WisdomTree Intenational LargeCap Dividend_High_min,WisdomTree Intenational LargeCap Dividend_High_volatility,WisdomTree Intenational LargeCap Dividend_High_change,WisdomTree Intenational LargeCap Dividend_Low_average,WisdomTree Intenational LargeCap Dividend_Low_max,WisdomTree Intenational LargeCap Dividend_Low_min,WisdomTree Intenational LargeCap Dividend_Low_volatility,WisdomTree Intenational LargeCap Dividend_Low_change,WisdomTree Intenational LargeCap Dividend_Close_average,WisdomTree Intenational LargeCap Dividend_Close_max,WisdomTree Intenational LargeCap Dividend_Close_min,WisdomTree Intenational LargeCap Dividend_Close_volatility,WisdomTree Intenational LargeCap Dividend_Close_change
2018-03-25,49.7,49.7,49.7,0.0,0.0,49.7,49.7,49.7,0.0,0.0,48.76,48.76,48.76,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2018-04-01,50.29,50.29,50.29,0.0,0.0,50.53,50.53,50.53,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2018-04-08,50.82,50.82,50.82,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2018-04-15,51.0,51.0,51.0,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2018-04-22,51.01,51.01,51.01,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.96,50.96,50.96,0.0,0.0
2018-04-29,50.8,50.8,50.8,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2018-05-06,51.56,51.56,51.56,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2018-05-13,51.35,51.35,51.35,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2018-05-20,49.79,49.79,49.79,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2018-05-27,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.78,49.78,49.78,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2018-06-03,50.07,50.07,50.07,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2018-06-10,49.0,49.0,49.0,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2018-06-17,47.89,47.89,47.89,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2018-06-24,47.29,47.29,47.29,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2018-07-01,48.85,48.85,48.85,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2018-07-08,48.32,48.32,48.32,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2018-07-15,48.55,48.55,48.55,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.53,48.53,48.53,0.0,0.0
2018-07-22,49.26,49.26,49.26,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2018-07-29,48.32,48.32,48.32,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2018-08-05,47.63,47.63,47.63,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2018-08-12,47.69,47.69,47.69,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.74,47.74,47.74,0.0,0.0
2018-08-19,48.4,48.4,48.4,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2018-08-26,47.99,47.99,47.99,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2018-09-02,47.12,47.12,47.12,0.0,0.0,47.12,47.12,47.12,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.98,46.98,46.98,0.0,0.0
2018-09-09,47.91,47.91,47.91,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2018-09-16,49.01,49.01,49.01,0.0,0.0,49.04,49.04,49.04,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2018-09-23,48.4,48.4,48.4,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-09-30,46.86,46.86,46.86,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.77,46.77,46.77,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2018-10-07,45.74,45.74,45.74,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2018-10-14,45.93,45.93,45.93,0.0,0.0,45.93,45.93,45.93,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.69,45.69,45.69,0.0,0.0
2018-10-21,44.83,44.83,44.83,0.0,0.0,44.86,44.86,44.86,0.0,0.0,43.89,43.89,43.89,0.0,0.0,44.23,44.23,44.23,0.0,0.0
2018-10-28,45.44,45.44,45.44,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.55,45.55,45.55,0.0,0.0
2018-11-04,45.33,45.33,45.33,0.0,0.0,45.33,45.33,45.33,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.92,44.92,44.92,0.0,0.0
2018-11-11,45.28,45.28,45.28,0.0,0.0,45.28,45.28,45.28,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2018-11-18,45.01,45.01,45.01,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2018-11-25,45.86,45.86,45.86,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2018-12-02,43.85,43.85,43.85,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2018-12-09,43.82,43.82,43.82,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2018-12-16,41.94,41.94,41.94,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2018-12-23,42.98,42.98,42.98,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2018-12-30,43.51,43.51,43.51,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-01-06,44.0,44.0,44.0,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-01-13,44.67,44.67,44.67,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2019-01-20,44.51,44.51,44.51,0.0,0.0,44.62,44.62,44.62,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2019-01-27,45.08,45.08,45.08,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.35,45.35,45.35,0.0,0.0
2019-02-03,44.82,44.82,44.82,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.74,44.74,44.74,0.0,0.0
2019-02-10,45.68,45.68,45.68,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2019-02-17,46.39,46.39,46.39,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2019-02-24,46.43,46.43,46.43,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2019-03-03,45.81,45.81,45.81,0.0,0.0,46.13,46.13,46.13,0.0,0.0,45.81,45.81,45.81,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2019-03-10,47.15,47.15,47.15,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2019-03-17,46.38,46.38,46.38,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.45,46.45,46.45,0.0,0.0
2019-03-24,46.78,46.78,46.78,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2019-03-31,47.34,47.34,47.34,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.3,47.3,47.3,0.0,0.0
2019-04-07,47.41,47.41,47.41,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2019-04-14,47.3,47.3,47.3,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2019-04-21,47.13,47.13,47.13,0.0,0.0,47.31,47.31,47.31,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2019-04-28,46.54,46.54,46.54,0.0,0.0,47.05,47.05,47.05,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2019-05-05,45.56,45.56,45.56,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2019-05-12,45.98,45.98,45.98,0.0,0.0,46.12,46.12,46.12,0.0,0.0,45.92,45.92,45.92,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2019-05-19,46.18,46.18,46.18,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.04,46.04,46.04,0.0,0.0,46.17,46.17,46.17,0.0,0.0
2019-05-26,45.58,45.58,45.58,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2019-06-02,47.07,47.07,47.07,0.0,0.0,47.13,47.13,47.13,0.0,0.0,46.98,46.98,46.98,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2019-06-09,46.57,46.57,46.57,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.59,46.59,46.59,0.0,0.0
2019-06-16,46.99,46.99,46.99,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.93,46.93,46.93,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2019-06-23,47.58,47.58,47.58,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.18,47.18,47.18,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2019-06-30,47.15,47.15,47.15,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2019-07-07,47.26,47.26,47.26,0.0,0.0,47.26,47.26,47.26,0.0,0.0,47.12,47.12,47.12,0.0,0.0,47.22,47.22,47.22,0.0,0.0
2019-07-14,46.88,46.88,46.88,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.85,46.85,46.85,0.0,0.0
2019-07-21,46.89,46.89,46.89,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2019-07-28,44.69,44.69,44.69,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2019-08-04,44.51,44.51,44.51,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2019-08-11,44.6,44.6,44.6,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2019-08-18,44.08,44.08,44.08,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2019-08-25,44.92,44.92,44.92,0.0,0.0,44.92,44.92,44.92,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2019-09-01,45.72,45.72,45.72,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.78,45.78,45.78,0.0,0.0
2019-09-08,46.56,46.56,46.56,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2019-09-15,46.27,46.27,46.27,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.25,46.25,46.25,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2019-09-22,45.83,45.83,45.83,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2019-09-29,45.23,45.23,45.23,0.0,0.0,45.32,45.32,45.32,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2019-10-06,46.08,46.08,46.08,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2019-10-13,47.04,47.04,47.04,0.0,0.0,47.1,47.1,47.1,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2019-10-20,47.4,47.4,47.4,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.33,47.33,47.33,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2019-10-27,48.07,48.07,48.07,0.0,0.0,48.13,48.13,48.13,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2019-11-03,47.82,47.82,47.82,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2019-11-10,47.8,47.8,47.8,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.92,47.92,47.92,0.0,0.0
2019-11-17,47.83,47.83,47.83,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2019-11-24,47.54,47.54,47.54,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2019-12-01,47.86,47.86,47.86,0.0,0.0,47.86,47.86,47.86,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2019-12-08,49.27,49.27,49.27,0.0,0.0,49.33,49.33,49.33,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2019-12-15,48.72,48.72,48.72,0.0,0.0,48.84,48.84,48.84,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2019-12-22,49.1,49.1,49.1,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2019-12-29,48.73,48.73,48.73,0.0,0.0,49.16,49.16,49.16,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.86,48.86,48.86,0.0,0.0
