Date,BLDRS Emerging Markets 50 ADREtf_Open_average,BLDRS Emerging Markets 50 ADREtf_Open_max,BLDRS Emerging Markets 50 ADREtf_Open_min,BLDRS Emerging Markets 50 ADREtf_Open_volatility,BLDRS Emerging Markets 50 ADREtf_Open_change,BLDRS Emerging Markets 50 ADREtf_High_average,BLDRS Emerging Markets 50 ADREtf_High_max,BLDRS Emerging Markets 50 ADREtf_High_min,BLDRS Emerging Markets 50 ADREtf_High_volatility,BLDRS Emerging Markets 50 ADREtf_High_change,BLDRS Emerging Markets 50 ADREtf_Low_average,BLDRS Emerging Markets 50 ADREtf_Low_max,BLDRS Emerging Markets 50 ADREtf_Low_min,BLDRS Emerging Markets 50 ADREtf_Low_volatility,BLDRS Emerging Markets 50 ADREtf_Low_change,BLDRS Emerging Markets 50 ADREtf_Close_average,BLDRS Emerging Markets 50 ADREtf_Close_max,BLDRS Emerging Markets 50 ADREtf_Close_min,BLDRS Emerging Markets 50 ADREtf_Close_volatility,BLDRS Emerging Markets 50 ADREtf_Close_change
2018-01-14,46.65,46.65,46.65,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.56,46.56,46.56,0.0,0.0
2018-01-21,48.17,48.17,48.17,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2018-01-28,47.13,47.13,47.13,0.0,0.0,47.13,47.13,47.13,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2018-02-04,43.17,43.17,43.17,0.0,0.0,43.53,43.53,43.53,0.0,0.0,42.0,42.0,42.0,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2018-02-11,45.8,45.8,45.8,0.0,0.0,46.11,46.11,46.11,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2018-02-18,46.11,46.11,46.11,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2018-02-25,44.16,44.16,44.16,0.0,0.0,44.72,44.72,44.72,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2018-03-04,45.6,45.6,45.6,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2018-03-11,45.99,45.99,45.99,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.03,46.03,46.03,0.0,0.0
2018-03-18,44.42,44.42,44.42,0.0,0.0,44.43,44.43,44.43,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2018-03-25,44.28,44.28,44.28,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2018-04-01,43.33,43.33,43.33,0.0,0.0,43.64,43.64,43.64,0.0,0.0,42.88,42.88,42.88,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2018-04-08,44.38,44.38,44.38,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.66,43.66,43.66,0.0,0.0
