Date,First Trust Emerging Markets Equity Select_Open_average,First Trust Emerging Markets Equity Select_Open_max,First Trust Emerging Markets Equity Select_Open_min,First Trust Emerging Markets Equity Select_Open_volatility,First Trust Emerging Markets Equity Select_Open_change,First Trust Emerging Markets Equity Select_High_average,First Trust Emerging Markets Equity Select_High_max,First Trust Emerging Markets Equity Select_High_min,First Trust Emerging Markets Equity Select_High_volatility,First Trust Emerging Markets Equity Select_High_change,First Trust Emerging Markets Equity Select_Low_average,First Trust Emerging Markets Equity Select_Low_max,First Trust Emerging Markets Equity Select_Low_min,First Trust Emerging Markets Equity Select_Low_volatility,First Trust Emerging Markets Equity Select_Low_change,First Trust Emerging Markets Equity Select_Close_average,First Trust Emerging Markets Equity Select_Close_max,First Trust Emerging Markets Equity Select_Close_min,First Trust Emerging Markets Equity Select_Close_volatility,First Trust Emerging Markets Equity Select_Close_change
2018-07-15,50.79,50.79,50.79,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2018-07-22,52.25,52.25,52.25,0.0,0.0,52.25,52.25,52.25,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2018-07-29,51.41,51.41,51.41,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.22,51.22,51.22,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2018-08-05,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2018-08-12,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2018-08-19,50.35,50.35,50.35,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2018-08-26,49.99,49.99,49.99,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2018-09-02,49.07,49.07,49.07,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2018-09-09,48.03,48.03,48.03,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.02,48.02,48.02,0.0,0.0
2018-09-16,48.75,48.75,48.75,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.75,48.75,48.75,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2018-09-23,49.21,49.21,49.21,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.21,49.21,49.21,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2018-09-30,47.16,47.16,47.16,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.16,47.16,47.16,0.0,0.0,47.16,47.16,47.16,0.0,0.0
2018-10-07,46.83,46.83,46.83,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2018-10-14,47.27,47.27,47.27,0.0,0.0,52.17,52.17,52.17,0.0,0.0,47.27,47.27,47.27,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2018-10-21,46.17,46.17,46.17,0.0,0.0,46.17,46.17,46.17,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2018-10-28,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2018-11-04,47.31,47.31,47.31,0.0,0.0,47.31,47.31,47.31,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2018-11-11,48.49,48.49,48.49,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.29,48.29,48.29,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-11-18,48.11,48.11,48.11,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2018-11-25,49.38,49.38,49.38,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2018-12-02,47.35,47.35,47.35,0.0,0.0,47.35,47.35,47.35,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2018-12-09,47.84,47.84,47.84,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2018-12-16,46.8,46.8,46.8,0.0,0.0,47.35,47.35,47.35,0.0,0.0,46.8,46.8,46.8,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2018-12-23,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0,47.58,47.58,47.58,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2018-12-30,48.38,48.38,48.38,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2019-01-06,49.95,49.95,49.95,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.95,49.95,49.95,0.0,0.0
2019-01-13,50.79,50.79,50.79,0.0,0.0,50.96,50.96,50.96,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-01-20,50.76,50.76,50.76,0.0,0.0,51.12,51.12,51.12,0.0,0.0,50.57,50.57,50.57,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2019-01-27,52.29,52.29,52.29,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-02-03,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2019-02-10,50.82,50.82,50.82,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2019-02-17,51.81,51.81,51.81,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2019-02-24,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2019-03-03,51.2,51.2,51.2,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.11,51.11,51.11,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2019-03-10,52.38,52.38,52.38,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2019-03-17,50.98,50.98,50.98,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2019-03-24,51.46,51.46,51.46,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-03-31,52.31,52.31,52.31,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2019-04-07,51.76,51.76,51.76,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.78,51.78,51.78,0.0,0.0
2019-04-14,51.97,51.97,51.97,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2019-04-21,51.8,51.8,51.8,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-04-28,50.99,50.99,50.99,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.1,51.1,51.1,0.0,0.0
2019-05-05,49.23,49.23,49.23,0.0,0.0,49.23,49.23,49.23,0.0,0.0,48.81,48.81,48.81,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2019-05-12,49.16,49.16,49.16,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.16,49.16,49.16,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2019-05-19,49.68,49.68,49.68,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2019-05-26,50.84,50.84,50.84,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2019-06-02,50.71,50.71,50.71,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-06-09,50.47,50.47,50.47,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.4,50.4,50.4,0.0,0.0
2019-06-16,52.17,52.17,52.17,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2019-06-23,52.78,52.78,52.78,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2019-06-30,52.36,52.36,52.36,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2019-07-07,52.59,52.59,52.59,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2019-07-14,52.16,52.16,52.16,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2019-07-21,51.66,51.66,51.66,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.66,51.66,51.66,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2019-07-28,49.14,49.14,49.14,0.0,0.0,49.14,49.14,49.14,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2019-08-04,49.06,49.06,49.06,0.0,0.0,49.06,49.06,49.06,0.0,0.0,48.76,48.76,48.76,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2019-08-11,49.01,49.01,49.01,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2019-08-18,48.24,48.24,48.24,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2019-08-25,49.24,49.24,49.24,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.24,49.24,49.24,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2019-09-01,49.95,49.95,49.95,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2019-09-08,50.68,50.68,50.68,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2019-09-15,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-09-22,49.08,49.08,49.08,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.08,49.08,49.08,0.0,0.0,49.08,49.08,49.08,0.0,0.0
2019-09-29,48.3,48.3,48.3,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2019-10-06,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2019-10-13,50.47,50.47,50.47,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2019-10-20,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-10-27,50.95,50.95,50.95,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2019-11-03,50.91,50.91,50.91,0.0,0.0,51.13,51.13,51.13,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.83,50.83,50.83,0.0,0.0
2019-11-10,50.24,50.24,50.24,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2019-11-17,50.54,50.54,50.54,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2019-11-24,49.62,49.62,49.62,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2019-12-01,50.37,50.37,50.37,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-12-08,51.59,51.59,51.59,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2019-12-15,52.35,52.35,52.35,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2019-12-22,52.77,52.77,52.77,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2019-12-29,52.74,52.74,52.74,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.76,52.76,52.76,0.0,0.0
