Date,DCO_Open_average,DCO_Open_max,DCO_Open_min,DCO_Open_volatility,DCO_Open_change,DCO_High_average,DCO_High_max,DCO_High_min,DCO_High_volatility,DCO_High_change,DCO_Low_average,DCO_Low_max,DCO_Low_min,DCO_Low_volatility,DCO_Low_change,DCO_Close_average,DCO_Close_max,DCO_Close_min,DCO_Close_volatility,DCO_Close_change,DCO_Volume_average,DCO_Volume_max,DCO_Volume_min,DCO_Volume_volatility,DCO_Volume_change
2018-01-14,29.438,29.77,29.11,0.6600000000000001,-0.379999999999999,29.752,30.4,29.39,1.009999999999998,-1.009999999999998,28.782,29.42,28.1,1.3200000000000003,-1.3200000000000003,29.154,29.54,28.27,1.2699999999999996,-1.2699999999999996,65498,76744,46906,29838,-8161
2018-01-21,28.77,29.27,28.13,1.1400000000000006,1.1400000000000006,29.23,29.43,28.94,0.48999999999999844,0.34999999999999787,28.378,28.82,28.1,0.7199999999999989,0.7199999999999989,28.9,29.28,28.43,0.8500000000000014,0.6099999999999994,48418,78683,25933,52750,-52750
2018-01-28,28.848,29.45,28.06,1.3900000000000006,-0.6900000000000013,29.232,29.78,28.59,1.1900000000000013,-0.379999999999999,28.118,28.85,26.5,2.3500000000000014,-2.0,28.5,29.51,26.61,2.900000000000002,-2.1799999999999997,81157,118340,36016,82324,82324
2018-02-04,26.734,27.09,26.45,0.6400000000000006,0.3100000000000023,27.176,27.6,26.83,0.7700000000000031,0.370000000000001,26.108,26.52,25.52,1.0,0.740000000000002,26.742,27.13,26.3,0.8299999999999983,0.379999999999999,66353,110631,49934,60697,-51132
2018-02-11,27.62,28.38,26.92,1.4599999999999973,1.4599999999999973,28.2775,28.81,27.46,1.3499999999999979,1.3499999999999979,27.4375,27.94,26.9,1.0400000000000027,0.9299999999999997,28.052500000000002,28.51,27.37,1.1400000000000006,1.0899999999999999,36755,49962,30096,19866,-222
2018-02-18,28.376,28.69,28.11,0.5800000000000018,0.07000000000000028,29.002,29.45,28.69,0.759999999999998,0.41000000000000014,28.084,28.34,27.92,0.41999999999999815,0.3500000000000014,28.506,29.32,28.19,1.129999999999999,1.129999999999999,39717,67366,21433,45933,-762
2018-02-25,28.642,29.42,27.8,1.620000000000001,-0.4400000000000013,29.732,29.97,29.23,0.7399999999999984,-0.08999999999999986,28.186,28.98,27.45,1.5300000000000011,0.6400000000000006,28.814,29.7,28.14,1.5599999999999987,1.2100000000000009,45399,63069,30880,32189,-3614
2018-03-04,30.206,30.87,29.17,1.6999999999999993,1.0500000000000007,30.85,31.5,30.0,1.5,1.5,29.782,30.45,28.91,1.5399999999999991,1.5399999999999991,30.406,30.84,29.46,1.379999999999999,1.2899999999999991,43734,52662,35929,16733,-2571
2018-03-11,30.158,31.09,29.5,1.5899999999999999,-1.5899999999999999,30.494,31.37,29.86,1.5100000000000016,-1.5100000000000016,29.438,30.31,29.08,1.2300000000000004,-1.2300000000000004,29.782,30.6,29.45,1.1500000000000021,-1.1500000000000021,52090,83440,36467,46973,-44734
2018-03-18,29.272,29.61,28.81,0.8000000000000007,-0.0799999999999983,29.896,30.33,29.5,0.8299999999999983,0.46999999999999886,28.922,29.22,28.57,0.6499999999999986,-0.08999999999999986,29.362000000000002,30.12,28.76,1.3599999999999994,0.4800000000000004,36750,44069,31735,12334,5866
