Date,Deutsche X trackers Russell 1000Etf_Open_average,Deutsche X trackers Russell 1000Etf_Open_max,Deutsche X trackers Russell 1000Etf_Open_min,Deutsche X trackers Russell 1000Etf_Open_volatility,Deutsche X trackers Russell 1000Etf_Open_change,Deutsche X trackers Russell 1000Etf_High_average,Deutsche X trackers Russell 1000Etf_High_max,Deutsche X trackers Russell 1000Etf_High_min,Deutsche X trackers Russell 1000Etf_High_volatility,Deutsche X trackers Russell 1000Etf_High_change,Deutsche X trackers Russell 1000Etf_Low_average,Deutsche X trackers Russell 1000Etf_Low_max,Deutsche X trackers Russell 1000Etf_Low_min,Deutsche X trackers Russell 1000Etf_Low_volatility,Deutsche X trackers Russell 1000Etf_Low_change,Deutsche X trackers Russell 1000Etf_Close_average,Deutsche X trackers Russell 1000Etf_Close_max,Deutsche X trackers Russell 1000Etf_Close_min,Deutsche X trackers Russell 1000Etf_Close_volatility,Deutsche X trackers Russell 1000Etf_Close_change
2018-01-14,33.2,33.2,33.2,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2018-01-21,33.6,33.6,33.6,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2018-01-28,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2018-02-04,31.0,31.0,31.0,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.32,30.32,30.32,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2018-02-11,32.2,32.2,32.2,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-02-18,32.24,32.24,32.24,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2018-02-25,31.46,31.46,31.46,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2018-03-04,32.59,32.59,32.59,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-03-11,32.53,32.53,32.53,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2018-03-18,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0
