Date,PowerShares FTSE RAFI US 1000 Portfolio_etf_Open_average,PowerShares FTSE RAFI US 1000 Portfolio_etf_Open_max,PowerShares FTSE RAFI US 1000 Portfolio_etf_Open_min,PowerShares FTSE RAFI US 1000 Portfolio_etf_Open_volatility,PowerShares FTSE RAFI US 1000 Portfolio_etf_Open_change,PowerShares FTSE RAFI US 1000 Portfolio_etf_High_average,PowerShares FTSE RAFI US 1000 Portfolio_etf_High_max,PowerShares FTSE RAFI US 1000 Portfolio_etf_High_min,PowerShares FTSE RAFI US 1000 Portfolio_etf_High_volatility,PowerShares FTSE RAFI US 1000 Portfolio_etf_High_change,PowerShares FTSE RAFI US 1000 Portfolio_etf_Low_average,PowerShares FTSE RAFI US 1000 Portfolio_etf_Low_max,PowerShares FTSE RAFI US 1000 Portfolio_etf_Low_min,PowerShares FTSE RAFI US 1000 Portfolio_etf_Low_volatility,PowerShares FTSE RAFI US 1000 Portfolio_etf_Low_change,PowerShares FTSE RAFI US 1000 Portfolio_etf_Close_average,PowerShares FTSE RAFI US 1000 Portfolio_etf_Close_max,PowerShares FTSE RAFI US 1000 Portfolio_etf_Close_min,PowerShares FTSE RAFI US 1000 Portfolio_etf_Close_volatility,PowerShares FTSE RAFI US 1000 Portfolio_etf_Close_change
2018-05-20,113.42,113.42,113.42,0.0,0.0,113.46,113.46,113.46,0.0,0.0,113.01,113.01,113.01,0.0,0.0,113.27,113.27,113.27,0.0,0.0
2018-05-27,113.36,113.36,113.36,0.0,0.0,113.79,113.79,113.79,0.0,0.0,113.36,113.36,113.36,0.0,0.0,113.69,113.69,113.69,0.0,0.0
2018-06-03,115.21,115.21,115.21,0.0,0.0,115.77,115.77,115.77,0.0,0.0,115.19,115.19,115.19,0.0,0.0,115.71,115.71,115.71,0.0,0.0
2018-06-10,115.05,115.05,115.05,0.0,0.0,115.34,115.34,115.34,0.0,0.0,114.45,114.45,114.45,0.0,0.0,115.21,115.21,115.21,0.0,0.0
2018-06-17,114.26,114.26,114.26,0.0,0.0,114.45,114.45,114.45,0.0,0.0,113.96,113.96,113.96,0.0,0.0,114.02,114.02,114.02,0.0,0.0
2018-06-24,113.06,113.06,113.06,0.0,0.0,113.65,113.65,113.65,0.0,0.0,112.6,112.6,112.6,0.0,0.0,112.6,112.6,112.6,0.0,0.0
2018-07-01,113.12,113.12,113.12,0.0,0.0,114.32,114.32,114.32,0.0,0.0,113.12,113.12,113.12,0.0,0.0,114.15,114.15,114.15,0.0,0.0
2018-07-08,114.98,114.98,114.98,0.0,0.0,115.43,115.43,115.43,0.0,0.0,114.94,114.94,114.94,0.0,0.0,115.22,115.22,115.22,0.0,0.0
2018-07-15,115.06,115.06,115.06,0.0,0.0,115.22,115.22,115.22,0.0,0.0,114.93,114.93,114.93,0.0,0.0,114.97,114.97,114.97,0.0,0.0
2018-07-22,116.47,116.47,116.47,0.0,0.0,116.72,116.72,116.72,0.0,0.0,115.78,115.78,115.78,0.0,0.0,116.11,116.11,116.11,0.0,0.0
2018-07-29,116.55,116.55,116.55,0.0,0.0,117.2,117.2,117.2,0.0,0.0,116.55,116.55,116.55,0.0,0.0,117.2,117.2,117.2,0.0,0.0
2018-08-05,116.97,116.97,116.97,0.0,0.0,117.05,117.05,117.05,0.0,0.0,116.47,116.47,116.47,0.0,0.0,116.8,116.8,116.8,0.0,0.0
2018-08-12,117.05,117.05,117.05,0.0,0.0,118.05,118.05,118.05,0.0,0.0,117.05,117.05,117.05,0.0,0.0,117.84,117.84,117.84,0.0,0.0
2018-08-19,118.29,118.29,118.29,0.0,0.0,118.68,118.68,118.68,0.0,0.0,118.27,118.27,118.27,0.0,0.0,118.59,118.59,118.59,0.0,0.0
2018-08-26,118.86,118.86,118.86,0.0,0.0,119.13,119.13,119.13,0.0,0.0,118.59,118.59,118.59,0.0,0.0,118.97,118.97,118.97,0.0,0.0
2018-09-02,118.18,118.18,118.18,0.0,0.0,118.56,118.56,118.56,0.0,0.0,117.99,117.99,117.99,0.0,0.0,118.24,118.24,118.24,0.0,0.0
2018-09-09,119.29,119.29,119.29,0.0,0.0,119.48,119.48,119.48,0.0,0.0,119.08,119.08,119.08,0.0,0.0,119.45,119.45,119.45,0.0,0.0
2018-09-16,121.04,121.04,121.04,0.0,0.0,121.13,121.13,121.13,0.0,0.0,120.75,120.75,120.75,0.0,0.0,120.82,120.82,120.82,0.0,0.0
2018-09-23,118.41,118.41,118.41,0.0,0.0,119.0,119.0,119.0,0.0,0.0,118.41,118.41,118.41,0.0,0.0,118.77,118.77,118.77,0.0,0.0
2018-09-30,118.96,118.96,118.96,0.0,0.0,119.14,119.14,119.14,0.0,0.0,117.95,117.95,117.95,0.0,0.0,118.47,118.47,118.47,0.0,0.0
2018-10-07,114.19,114.19,114.19,0.0,0.0,114.19,114.19,114.19,0.0,0.0,112.27,112.27,112.27,0.0,0.0,113.46,113.46,113.46,0.0,0.0
2018-10-14,114.02,114.02,114.02,0.0,0.0,114.8,114.8,114.8,0.0,0.0,113.67,113.67,113.67,0.0,0.0,113.89,113.89,113.89,0.0,0.0
2018-10-21,109.71,109.71,109.71,0.0,0.0,110.45,110.45,110.45,0.0,0.0,108.19,108.19,108.19,0.0,0.0,109.17,109.17,109.17,0.0,0.0
2018-10-28,113.2,113.2,113.2,0.0,0.0,113.22,113.22,113.22,0.0,0.0,111.25,111.25,111.25,0.0,0.0,112.14,112.14,112.14,0.0,0.0
2018-11-04,114.75,114.75,114.75,0.0,0.0,114.81,114.81,114.81,0.0,0.0,113.82,113.82,113.82,0.0,0.0,114.42,114.42,114.42,0.0,0.0
2018-11-11,112.13,112.13,112.13,0.0,0.0,113.16,113.16,113.16,0.0,0.0,112.08,112.08,112.08,0.0,0.0,112.78,112.78,112.78,0.0,0.0
2018-11-18,109.05,109.05,109.05,0.0,0.0,109.68,109.68,109.68,0.0,0.0,109.04,109.04,109.04,0.0,0.0,109.18,109.18,109.18,0.0,0.0
2018-11-25,112.57,112.57,112.57,0.0,0.0,113.53,113.53,113.53,0.0,0.0,112.55,112.55,112.55,0.0,0.0,113.36,113.36,113.36,0.0,0.0
2018-12-02,110.46,110.46,110.46,0.0,0.0,111.08,111.08,111.08,0.0,0.0,107.99,107.99,107.99,0.0,0.0,108.34,108.34,108.34,0.0,0.0
2018-12-09,107.2,107.2,107.2,0.0,0.0,107.7,107.7,107.7,0.0,0.0,106.08,106.08,106.08,0.0,0.0,106.35,106.35,106.35,0.0,0.0
2018-12-16,101.01,101.01,101.01,0.0,0.0,102.57,102.57,102.57,0.0,0.0,98.91,98.91,98.91,0.0,0.0,99.09,99.09,99.09,0.0,0.0
2018-12-23,101.29,101.29,101.29,0.0,0.0,102.06,102.06,102.06,0.0,0.0,100.38,100.38,100.38,0.0,0.0,100.8,100.8,100.8,0.0,0.0
2018-12-30,101.31,101.31,101.31,0.0,0.0,103.22,103.22,103.22,0.0,0.0,101.31,101.31,101.31,0.0,0.0,103.05,103.05,103.05,0.0,0.0
2019-01-06,105.2,105.2,105.2,0.0,0.0,105.82,105.82,105.82,0.0,0.0,105.0,105.0,105.0,0.0,0.0,105.78,105.78,105.78,0.0,0.0
2019-01-13,108.0,108.0,108.0,0.0,0.0,108.74,108.74,108.74,0.0,0.0,107.77,107.77,107.77,0.0,0.0,108.64,108.64,108.64,0.0,0.0
2019-01-20,108.23,108.23,108.23,0.0,0.0,108.75,108.75,108.75,0.0,0.0,108.2,108.2,108.2,0.0,0.0,108.36,108.36,108.36,0.0,0.0
2019-01-27,110.14,110.14,110.14,0.0,0.0,110.47,110.47,110.47,0.0,0.0,109.8,109.8,109.8,0.0,0.0,110.2,110.2,110.2,0.0,0.0
2019-02-03,109.59,109.59,109.59,0.0,0.0,109.93,109.93,109.93,0.0,0.0,108.93,108.93,108.93,0.0,0.0,109.93,109.93,109.93,0.0,0.0
2019-02-10,112.33,112.33,112.33,0.0,0.0,112.96,112.96,112.96,0.0,0.0,112.3,112.3,112.3,0.0,0.0,112.96,112.96,112.96,0.0,0.0
2019-02-17,113.43,113.43,113.43,0.0,0.0,113.74,113.74,113.74,0.0,0.0,113.32,113.32,113.32,0.0,0.0,113.71,113.71,113.71,0.0,0.0
2019-02-24,113.91,113.91,113.91,0.0,0.0,114.19,114.19,114.19,0.0,0.0,113.27,113.27,113.27,0.0,0.0,113.86,113.86,113.86,0.0,0.0
2019-03-03,110.63,110.63,110.63,0.0,0.0,111.13,111.13,111.13,0.0,0.0,110.37,110.37,110.37,0.0,0.0,111.1,111.1,111.1,0.0,0.0
2019-03-10,113.8,113.8,113.8,0.0,0.0,114.38,114.38,114.38,0.0,0.0,113.77,113.77,113.77,0.0,0.0,114.01,114.01,114.01,0.0,0.0
2019-03-17,113.7,113.7,113.7,0.0,0.0,113.85,113.85,113.85,0.0,0.0,112.0,112.0,112.0,0.0,0.0,112.13,112.13,112.13,0.0,0.0
2019-03-24,113.46,113.46,113.46,0.0,0.0,113.46,113.46,113.46,0.0,0.0,112.92,112.92,112.92,0.0,0.0,113.37,113.37,113.37,0.0,0.0
2019-03-31,115.69,115.69,115.69,0.0,0.0,116.07,116.07,116.07,0.0,0.0,115.53,115.53,115.53,0.0,0.0,116.06,116.06,116.06,0.0,0.0
2019-04-07,116.58,116.58,116.58,0.0,0.0,116.93,116.93,116.93,0.0,0.0,116.24,116.24,116.24,0.0,0.0,116.65,116.65,116.65,0.0,0.0
2019-04-14,116.85,116.85,116.85,0.0,0.0,116.85,116.85,116.85,0.0,0.0,116.29,116.29,116.29,0.0,0.0,116.7,116.7,116.7,0.0,0.0
2019-04-21,116.61,116.61,116.61,0.0,0.0,117.33,117.33,117.33,0.0,0.0,116.53,116.53,116.53,0.0,0.0,117.33,117.33,117.33,0.0,0.0
2019-04-28,117.13,117.13,117.13,0.0,0.0,117.79,117.79,117.79,0.0,0.0,117.13,117.13,117.13,0.0,0.0,117.71,117.71,117.71,0.0,0.0
2019-05-05,114.36,114.36,114.36,0.0,0.0,115.68,115.68,115.68,0.0,0.0,113.18,113.18,113.18,0.0,0.0,115.36,115.36,115.36,0.0,0.0
2019-05-12,113.75,113.75,113.75,0.0,0.0,115.07,115.07,115.07,0.0,0.0,113.75,113.75,113.75,0.0,0.0,114.09,114.09,114.09,0.0,0.0
2019-05-19,113.01,113.01,113.01,0.0,0.0,113.12,113.12,113.12,0.0,0.0,112.38,112.38,112.38,0.0,0.0,112.73,112.73,112.73,0.0,0.0
2019-05-26,109.52,109.52,109.52,0.0,0.0,109.73,109.73,109.73,0.0,0.0,109.04,109.04,109.04,0.0,0.0,109.09,109.09,109.09,0.0,0.0
2019-06-02,113.77,113.77,113.77,0.0,0.0,114.62,114.62,114.62,0.0,0.0,113.77,113.77,113.77,0.0,0.0,114.16,114.16,114.16,0.0,0.0
2019-06-09,115.01,115.01,115.01,0.0,0.0,115.08,115.08,115.08,0.0,0.0,114.48,114.48,114.48,0.0,0.0,114.76,114.76,114.76,0.0,0.0
2019-06-16,117.05,117.05,117.05,0.0,0.0,117.42,117.42,117.42,0.0,0.0,116.82,116.82,116.82,0.0,0.0,117.02,117.02,117.02,0.0,0.0
2019-06-23,116.24,116.24,116.24,0.0,0.0,116.75,116.75,116.75,0.0,0.0,116.16,116.16,116.16,0.0,0.0,116.64,116.64,116.64,0.0,0.0
2019-06-30,117.94,117.94,117.94,0.0,0.0,118.38,118.38,118.38,0.0,0.0,117.39,117.39,117.39,0.0,0.0,118.28,118.28,118.28,0.0,0.0
2019-07-07,118.34,118.34,118.34,0.0,0.0,118.89,118.89,118.89,0.0,0.0,118.34,118.34,118.34,0.0,0.0,118.85,118.85,118.85,0.0,0.0
2019-07-14,118.23,118.23,118.23,0.0,0.0,118.3,118.3,118.3,0.0,0.0,117.39,117.39,117.39,0.0,0.0,117.39,117.39,117.39,0.0,0.0
2019-07-21,118.83,118.83,118.83,0.0,0.0,119.48,119.48,119.48,0.0,0.0,118.72,118.72,118.72,0.0,0.0,119.36,119.36,119.36,0.0,0.0
2019-07-28,116.22,116.22,116.22,0.0,0.0,116.22,116.22,116.22,0.0,0.0,115.0,115.0,115.0,0.0,0.0,115.66,115.66,115.66,0.0,0.0
2019-08-04,115.26,115.26,115.26,0.0,0.0,115.27,115.27,115.27,0.0,0.0,114.09,114.09,114.09,0.0,0.0,114.68,114.68,114.68,0.0,0.0
2019-08-11,111.79,111.79,111.79,0.0,0.0,113.27,113.27,113.27,0.0,0.0,111.79,111.79,111.79,0.0,0.0,113.15,113.15,113.15,0.0,0.0
2019-08-18,113.78,113.78,113.78,0.0,0.0,114.35,114.35,114.35,0.0,0.0,110.89,110.89,110.89,0.0,0.0,111.44,111.44,111.44,0.0,0.0
2019-08-25,114.83,114.83,114.83,0.0,0.0,114.93,114.93,114.93,0.0,0.0,114.03,114.03,114.03,0.0,0.0,114.33,114.33,114.33,0.0,0.0
2019-09-01,116.9,116.9,116.9,0.0,0.0,117.11,117.11,117.11,0.0,0.0,116.55,116.55,116.55,0.0,0.0,116.92,116.92,116.92,0.0,0.0
2019-09-08,119.86,119.86,119.86,0.0,0.0,120.23,120.23,120.23,0.0,0.0,119.61,119.61,119.61,0.0,0.0,119.73,119.73,119.73,0.0,0.0
2019-09-15,119.55,119.55,119.55,0.0,0.0,119.73,119.73,119.73,0.0,0.0,118.65,118.65,118.65,0.0,0.0,118.85,118.85,118.85,0.0,0.0
2019-09-22,117.99,117.99,117.99,0.0,0.0,118.15,118.15,118.15,0.0,0.0,116.84,116.84,116.84,0.0,0.0,117.34,117.34,117.34,0.0,0.0
2019-09-29,114.97,114.97,114.97,0.0,0.0,116.16,116.16,116.16,0.0,0.0,114.92,114.92,114.92,0.0,0.0,116.12,116.12,116.12,0.0,0.0
2019-10-06,116.75,116.75,116.75,0.0,0.0,117.93,117.93,117.93,0.0,0.0,116.71,116.71,116.71,0.0,0.0,116.97,116.97,116.97,0.0,0.0
2019-10-13,117.77,117.77,117.77,0.0,0.0,118.34,118.34,118.34,0.0,0.0,117.63,117.63,117.63,0.0,0.0,118.01,118.01,118.01,0.0,0.0
2019-10-20,118.93,118.93,118.93,0.0,0.0,119.81,119.81,119.81,0.0,0.0,118.93,118.93,118.93,0.0,0.0,119.58,119.58,119.58,0.0,0.0
2019-10-27,120.46,120.46,120.46,0.0,0.0,121.39,121.39,121.39,0.0,0.0,120.46,120.46,120.46,0.0,0.0,121.39,121.39,121.39,0.0,0.0
2019-11-03,122.76,122.76,122.76,0.0,0.0,123.22,123.22,123.22,0.0,0.0,122.4,122.4,122.4,0.0,0.0,123.22,123.22,123.22,0.0,0.0
2019-11-10,123.3,123.3,123.3,0.0,0.0,123.66,123.66,123.66,0.0,0.0,123.04,123.04,123.04,0.0,0.0,123.66,123.66,123.66,0.0,0.0
2019-11-17,122.9,122.9,122.9,0.0,0.0,123.15,123.15,123.15,0.0,0.0,122.68,122.68,122.68,0.0,0.0,123.04,123.04,123.04,0.0,0.0
2019-11-24,124.1,124.1,124.1,0.0,0.0,124.25,124.25,124.25,0.0,0.0,123.74,123.74,123.74,0.0,0.0,123.83,123.83,123.83,0.0,0.0
2019-12-01,123.93,123.93,123.93,0.0,0.0,124.58,124.58,124.58,0.0,0.0,123.93,123.93,123.93,0.0,0.0,124.32,124.32,124.32,0.0,0.0
2019-12-08,125.52,125.52,125.52,0.0,0.0,126.09,126.09,126.09,0.0,0.0,124.87,124.87,124.87,0.0,0.0,125.24,125.24,125.24,0.0,0.0
2019-12-15,126.97,126.97,126.97,0.0,0.0,127.37,127.37,127.37,0.0,0.0,126.97,126.97,126.97,0.0,0.0,127.09,127.09,127.09,0.0,0.0
2019-12-22,127.22,127.22,127.22,0.0,0.0,127.22,127.22,127.22,0.0,0.0,126.7,126.7,126.7,0.0,0.0,126.88,126.88,126.88,0.0,0.0
2019-12-29,126.3,126.3,126.3,0.0,0.0,126.86,126.86,126.86,0.0,0.0,126.3,126.3,126.3,0.0,0.0,126.53,126.53,126.53,0.0,0.0
