Date,PIMCO Intermediate Municipal Bond ActiveEtf_Open_average,PIMCO Intermediate Municipal Bond ActiveEtf_Open_max,PIMCO Intermediate Municipal Bond ActiveEtf_Open_min,PIMCO Intermediate Municipal Bond ActiveEtf_Open_volatility,PIMCO Intermediate Municipal Bond ActiveEtf_Open_change,PIMCO Intermediate Municipal Bond ActiveEtf_High_average,PIMCO Intermediate Municipal Bond ActiveEtf_High_max,PIMCO Intermediate Municipal Bond ActiveEtf_High_min,PIMCO Intermediate Municipal Bond ActiveEtf_High_volatility,PIMCO Intermediate Municipal Bond ActiveEtf_High_change,PIMCO Intermediate Municipal Bond ActiveEtf_Low_average,PIMCO Intermediate Municipal Bond ActiveEtf_Low_max,PIMCO Intermediate Municipal Bond ActiveEtf_Low_min,PIMCO Intermediate Municipal Bond ActiveEtf_Low_volatility,PIMCO Intermediate Municipal Bond ActiveEtf_Low_change,PIMCO Intermediate Municipal Bond ActiveEtf_Close_average,PIMCO Intermediate Municipal Bond ActiveEtf_Close_max,PIMCO Intermediate Municipal Bond ActiveEtf_Close_min,PIMCO Intermediate Municipal Bond ActiveEtf_Close_volatility,PIMCO Intermediate Municipal Bond ActiveEtf_Close_change
2018-01-14,53.36,53.36,53.36,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2018-01-21,53.35,53.35,53.35,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.33,53.33,53.33,0.0,0.0
2018-01-28,52.8,52.8,52.8,0.0,0.0,52.99,52.99,52.99,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2018-02-04,52.8,52.8,52.8,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2018-02-11,52.74,52.74,52.74,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-02-18,52.78,52.78,52.78,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2018-02-25,52.81,52.81,52.81,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2018-03-04,52.65,52.65,52.65,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2018-03-11,52.64,52.64,52.64,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.76,52.76,52.76,0.0,0.0
2018-03-18,52.64,52.64,52.64,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-03-25,52.86,52.86,52.86,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2018-04-01,52.72,52.72,52.72,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2018-04-08,52.75,52.75,52.75,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2018-04-15,52.62,52.62,52.62,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2018-04-22,52.43,52.43,52.43,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.44,52.44,52.44,0.0,0.0
2018-04-29,52.57,52.57,52.57,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2018-05-06,52.68,52.68,52.68,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.58,52.58,52.58,0.0,0.0
2018-05-13,52.5,52.5,52.5,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2018-05-20,52.67,52.67,52.67,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2018-05-27,52.71,52.71,52.71,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2018-06-03,52.69,52.69,52.69,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2018-06-10,52.75,52.75,52.75,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-06-17,52.78,52.78,52.78,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2018-06-24,52.87,52.87,52.87,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2018-07-01,52.8,52.8,52.8,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-07-08,52.87,52.87,52.87,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2018-07-15,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2018-07-22,52.85,52.85,52.85,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2018-07-29,52.64,52.64,52.64,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2018-08-05,52.7,52.7,52.7,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-08-12,52.86,52.86,52.86,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2018-08-19,53.05,53.05,53.05,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2018-08-26,52.87,52.87,52.87,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2018-09-02,52.66,52.66,52.66,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.73,52.73,52.73,0.0,0.0
2018-09-09,52.59,52.59,52.59,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2018-09-16,52.47,52.47,52.47,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2018-09-23,52.47,52.47,52.47,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.51,52.51,52.51,0.0,0.0
2018-09-30,52.21,52.21,52.21,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2018-10-07,52.02,52.02,52.02,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2018-10-14,52.07,52.07,52.07,0.0,0.0,52.13,52.13,52.13,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2018-10-21,52.17,52.17,52.17,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2018-10-28,51.91,51.91,51.91,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2018-11-04,52.05,52.05,52.05,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.04,52.04,52.04,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2018-11-11,52.14,52.14,52.14,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2018-11-18,52.34,52.34,52.34,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2018-11-25,52.33,52.33,52.33,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.5,52.5,52.5,0.0,0.0
2018-12-02,52.58,52.58,52.58,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2018-12-09,52.6,52.6,52.6,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2018-12-16,52.86,52.86,52.86,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2018-12-23,52.74,52.74,52.74,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2018-12-30,52.97,52.97,52.97,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2019-01-06,52.97,52.97,52.97,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2019-01-13,53.01,53.01,53.01,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2019-01-20,52.99,52.99,52.99,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2019-01-27,53.14,53.14,53.14,0.0,0.0,53.16,53.16,53.16,0.0,0.0,52.96,52.96,52.96,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2019-02-03,53.21,53.21,53.21,0.0,0.0,53.31,53.31,53.31,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2019-02-10,53.41,53.41,53.41,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2019-02-17,53.42,53.42,53.42,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2019-02-24,53.32,53.32,53.32,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2019-03-03,53.43,53.43,53.43,0.0,0.0,53.55,53.55,53.55,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2019-03-10,53.61,53.61,53.61,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2019-03-17,53.82,53.82,53.82,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2019-03-24,53.96,53.96,53.96,0.0,0.0,53.99,53.99,53.99,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2019-03-31,53.76,53.76,53.76,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2019-04-07,53.82,53.82,53.82,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2019-04-14,53.84,53.84,53.84,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2019-04-21,54.05,54.05,54.05,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2019-04-28,53.98,53.98,53.98,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.89,53.89,53.89,0.0,0.0,54.07,54.07,54.07,0.0,0.0
