Date,PIMCO Intermediate Municipal Bond ActiveEtf_Open_average,PIMCO Intermediate Municipal Bond ActiveEtf_Open_max,PIMCO Intermediate Municipal Bond ActiveEtf_Open_min,PIMCO Intermediate Municipal Bond ActiveEtf_Open_volatility,PIMCO Intermediate Municipal Bond ActiveEtf_Open_change,PIMCO Intermediate Municipal Bond ActiveEtf_High_average,PIMCO Intermediate Municipal Bond ActiveEtf_High_max,PIMCO Intermediate Municipal Bond ActiveEtf_High_min,PIMCO Intermediate Municipal Bond ActiveEtf_High_volatility,PIMCO Intermediate Municipal Bond ActiveEtf_High_change,PIMCO Intermediate Municipal Bond ActiveEtf_Low_average,PIMCO Intermediate Municipal Bond ActiveEtf_Low_max,PIMCO Intermediate Municipal Bond ActiveEtf_Low_min,PIMCO Intermediate Municipal Bond ActiveEtf_Low_volatility,PIMCO Intermediate Municipal Bond ActiveEtf_Low_change,PIMCO Intermediate Municipal Bond ActiveEtf_Close_average,PIMCO Intermediate Municipal Bond ActiveEtf_Close_max,PIMCO Intermediate Municipal Bond ActiveEtf_Close_min,PIMCO Intermediate Municipal Bond ActiveEtf_Close_volatility,PIMCO Intermediate Municipal Bond ActiveEtf_Close_change
2019-05-05,54.11,54.11,54.11,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.12,54.12,54.12,0.0,0.0
2019-05-12,54.4,54.4,54.4,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2019-05-19,54.56,54.56,54.56,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2019-05-26,54.63,54.63,54.63,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-06-02,54.73,54.73,54.73,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2019-06-09,54.65,54.65,54.65,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.68,54.68,54.68,0.0,0.0
2019-06-16,54.75,54.75,54.75,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2019-06-23,54.76,54.76,54.76,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.85,54.85,54.85,0.0,0.0
2019-06-30,54.84,54.84,54.84,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2019-07-07,54.98,54.98,54.98,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2019-07-14,54.97,54.97,54.97,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.94,54.94,54.94,0.0,0.0,55.0,55.0,55.0,0.0,0.0
2019-07-21,55.03,55.03,55.03,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-07-28,55.28,55.28,55.28,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2019-08-04,55.4,55.4,55.4,0.0,0.0,55.48,55.48,55.48,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2019-08-11,55.75,55.75,55.75,0.0,0.0,55.76,55.76,55.76,0.0,0.0,55.7,55.7,55.7,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2019-08-18,55.69,55.69,55.69,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2019-08-25,55.67,55.67,55.67,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2019-09-01,55.46,55.46,55.46,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.48,55.48,55.48,0.0,0.0
2019-09-08,55.11,55.11,55.11,0.0,0.0,55.11,55.11,55.11,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.87,54.87,54.87,0.0,0.0
2019-09-15,55.17,55.17,55.17,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2019-09-22,55.24,55.24,55.24,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.22,55.22,55.22,0.0,0.0,55.29,55.29,55.29,0.0,0.0
2019-09-29,55.39,55.39,55.39,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2019-10-06,55.39,55.39,55.39,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2019-10-13,55.09,55.09,55.09,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.14,55.14,55.14,0.0,0.0
2019-10-20,55.11,55.11,55.11,0.0,0.0,55.14,55.14,55.14,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2019-10-27,55.07,55.07,55.07,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2019-11-03,54.9,54.9,54.9,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2019-11-10,55.0,55.0,55.0,0.0,0.0,55.04,55.04,55.04,0.0,0.0,54.9,54.9,54.9,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2019-11-17,55.14,55.14,55.14,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-11-24,55.15,55.15,55.15,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-12-01,55.13,55.13,55.13,0.0,0.0,55.13,55.13,55.13,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-12-08,55.2,55.2,55.2,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.13,55.13,55.13,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2019-12-15,55.23,55.23,55.23,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2019-12-22,55.34,55.34,55.34,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2019-12-29,55.31,55.31,55.31,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.26,55.26,55.26,0.0,0.0,55.35,55.35,55.35,0.0,0.0
