Date,GSIT_stock_Open_average,GSIT_stock_Open_max,GSIT_stock_Open_min,GSIT_stock_Open_volatility,GSIT_stock_Open_change,GSIT_stock_High_average,GSIT_stock_High_max,GSIT_stock_High_min,GSIT_stock_High_volatility,GSIT_stock_High_change,GSIT_stock_Low_average,GSIT_stock_Low_max,GSIT_stock_Low_min,GSIT_stock_Low_volatility,GSIT_stock_Low_change,GSIT_stock_Close_average,GSIT_stock_Close_max,GSIT_stock_Close_min,GSIT_stock_Close_volatility,GSIT_stock_Close_change,GSIT_stock_Volume_average,GSIT_stock_Volume_max,GSIT_stock_Volume_min,GSIT_stock_Volume_volatility,GSIT_stock_Volume_change
2018-01-14,8.195,8.26,8.15,0.10999999999999943,-0.10999999999999943,8.3325,8.5,8.24,0.2599999999999998,0.15000000000000036,8.0925,8.14,8.02,0.120000000000001,-0.040000000000000924,8.24,8.47,8.16,0.3100000000000005,0.3000000000000007,59198,78715,44509,34206,-13644
2018-01-21,8.517999999999999,8.7,8.45,0.25,-0.010000000000001563,8.584,8.75,8.45,0.3000000000000007,-0.040000000000000924,8.363999999999999,8.6,8.11,0.4900000000000002,-0.05000000000000071,8.474,8.69,8.12,0.5700000000000003,-0.26000000000000156,97728,138712,38459,100253,87853
2018-01-28,8.01,8.08,7.95,0.1299999999999999,-0.1299999999999999,8.104000000000001,8.24,8.01,0.23000000000000043,-0.23000000000000043,7.872,7.97,7.6,0.3700000000000001,-0.3100000000000005,7.95,8.09,7.64,0.4500000000000002,-0.4500000000000002,75848,97184,37881,59303,-2587
2018-02-04,7.31,7.6,7.16,0.4399999999999995,-0.3099999999999996,7.556,7.8,7.32,0.47999999999999954,0.05999999999999961,7.194,7.29,7.1,0.1900000000000004,0.009999999999999787,7.3500000000000005,7.73,7.23,0.5,0.4400000000000004,59678,88709,33269,55440,-1689
2018-02-11,7.676,7.76,7.6,0.16000000000000014,0.019999999999999574,7.844,8.0,7.65,0.34999999999999964,0.07000000000000028,7.53,7.61,7.36,0.25,0.0,7.7139999999999995,7.81,7.58,0.22999999999999954,0.05999999999999961,42060,73035,20478,52557,-12332
2018-02-18,7.8175,7.89,7.76,0.1299999999999999,0.08999999999999986,7.9325,7.95,7.91,0.040000000000000036,0.040000000000000036,7.6825,7.71,7.64,0.07000000000000028,-0.07000000000000028,7.8225,7.92,7.75,0.16999999999999993,0.1299999999999999,21029,23023,18411,4612,-2940
2018-02-25,7.77,7.94,7.55,0.39000000000000057,-0.34999999999999964,7.938000000000001,8.0,7.73,0.2699999999999996,0.0,7.662,7.85,7.51,0.33999999999999986,-0.2599999999999998,7.792,7.93,7.56,0.3700000000000001,0.009999999999999787,34254,53700,21077,32623,4620
2018-03-04,8.154,8.72,7.86,0.8600000000000003,0.8200000000000003,8.411999999999999,8.9,7.97,0.9300000000000006,0.9000000000000004,8.046,8.6,7.7,0.8999999999999995,0.79,8.356,8.88,7.92,0.9600000000000009,0.9500000000000011,36488,53853,23058,30795,6693
2018-03-11,8.806000000000001,8.94,8.6,0.33999999999999986,-0.3000000000000007,8.878,8.94,8.77,0.16999999999999993,-0.16999999999999993,8.598,8.84,8.22,0.6199999999999992,-0.22999999999999865,8.75,8.93,8.61,0.3200000000000003,-0.28999999999999915,44142,55412,20295,35117,3627
2018-03-18,8.416,8.57,8.36,0.21000000000000085,-0.1899999999999995,8.491999999999999,8.7,8.43,0.2699999999999996,-0.2699999999999996,8.306,8.38,8.1,0.28000000000000114,-0.25,8.364,8.57,8.1,0.47000000000000064,-0.47000000000000064,25453,29291,19037,10254,115
2018-03-25,7.95,8.41,7.65,0.7599999999999998,-0.4399999999999995,8.145,8.43,7.85,0.5800000000000001,-0.54,7.7075,8.09,7.4,0.6899999999999995,-0.6899999999999995,7.795,8.39,7.41,0.9800000000000004,-0.9800000000000004,41510,74873,25000,49873,49873
2018-04-01,7.34,7.47,7.19,0.27999999999999936,-0.009999999999999787,7.504,7.67,7.36,0.3099999999999996,-0.16999999999999993,7.196,7.34,7.06,0.28000000000000025,0.15000000000000036,7.34,7.48,7.19,0.29000000000000004,0.07999999999999918,28040,47604,11840,35764,-25858
2018-04-08,7.488,7.67,7.32,0.34999999999999964,0.23999999999999932,7.668,7.72,7.61,0.10999999999999943,0.040000000000000036,7.39,7.48,7.32,0.16000000000000014,0.1299999999999999,7.528,7.68,7.41,0.2699999999999996,0.2699999999999996,18710,23478,14033,9445,-8076
2018-04-15,7.78,7.86,7.7,0.16000000000000014,0.009999999999999787,7.87,7.97,7.78,0.1899999999999995,0.02999999999999936,7.662,7.71,7.6,0.11000000000000032,0.11000000000000032,7.7860000000000005,7.88,7.65,0.22999999999999954,0.08000000000000007,18552,21990,15130,6860,-602
2018-04-22,7.4879999999999995,7.72,7.35,0.3700000000000001,-0.2599999999999998,7.612,7.73,7.46,0.27000000000000046,-0.27000000000000046,7.366,7.41,7.31,0.10000000000000053,-0.09000000000000075,7.42,7.48,7.36,0.1200000000000001,-0.1200000000000001,20492,30163,11512,18651,-13417
