Date,CAKE_Open_average,CAKE_Open_max,CAKE_Open_min,CAKE_Open_volatility,CAKE_Open_change,CAKE_High_average,CAKE_High_max,CAKE_High_min,CAKE_High_volatility,CAKE_High_change,CAKE_Low_average,CAKE_Low_max,CAKE_Low_min,CAKE_Low_volatility,CAKE_Low_change,CAKE_Close_average,CAKE_Close_max,CAKE_Close_min,CAKE_Close_volatility,CAKE_Close_change,CAKE_Volume_average,CAKE_Volume_max,CAKE_Volume_min,CAKE_Volume_volatility,CAKE_Volume_change
2018-01-14,48.052,48.58,47.55,1.0300000000000011,-0.07000000000000028,48.525999999999996,48.96,48.07,0.8900000000000006,0.23000000000000398,47.494,47.76,47.11,0.6499999999999986,0.6300000000000026,48.04,48.9,47.59,1.3099999999999952,1.269999999999996,921795,1262720,592215,670505,144105
2018-01-21,49.504,49.99,48.95,1.0399999999999991,1.0399999999999991,49.906,50.17,49.64,0.5300000000000011,0.519999999999996,48.936,49.65,48.55,1.1000000000000014,0.8799999999999955,49.578,50.05,49.32,0.7299999999999969,0.45000000000000284,715189,943676,525802,417874,176568
2018-01-28,49.402,50.53,49.06,1.4699999999999989,0.02999999999999403,50.27,50.96,49.86,1.1000000000000014,-0.18000000000000682,48.224000000000004,48.96,47.02,1.9399999999999977,-0.8799999999999955,49.058,50.89,47.11,3.780000000000001,-1.6600000000000037,1293889,1926176,730046,1196130,611150
2018-02-04,45.866,46.55,45.03,1.519999999999996,-0.9299999999999997,46.544,47.48,45.51,1.9699999999999989,-1.5700000000000003,44.768,46.12,43.26,2.8599999999999994,-0.6900000000000048,45.577999999999996,46.65,44.5,2.1499999999999986,-1.2100000000000009,1298509,1622683,1017038,605645,-429436
2018-02-11,45.942499999999995,46.85,44.94,1.9100000000000037,1.5500000000000043,46.67,47.46,45.41,2.0500000000000043,1.9600000000000009,45.675,46.56,44.78,1.7800000000000011,1.6400000000000006,46.292500000000004,47.06,45.21,1.8500000000000014,1.3200000000000003,789213,925472,612130,313342,141949
2018-02-18,46.852,48.66,45.61,3.049999999999997,2.509999999999998,48.176,49.46,46.57,2.8900000000000006,2.299999999999997,46.538,48.33,45.22,3.1099999999999994,3.1099999999999994,47.398,48.71,45.61,3.1000000000000014,3.1000000000000014,1921598,3427181,825102,2602079,-959740
2018-02-25,47.418,48.59,46.55,2.0400000000000063,-0.7600000000000051,48.217999999999996,49.18,47.5,1.6799999999999997,-0.6499999999999986,46.822,47.65,46.2,1.4499999999999957,0.5300000000000011,47.472,48.43,46.49,1.9399999999999977,1.1599999999999966,1062850,1190403,951760,238643,-196805
2018-03-04,49.116,49.9,48.18,1.7199999999999989,0.6099999999999994,49.732,50.18,48.83,1.3500000000000014,1.1499999999999986,48.538,48.98,47.91,1.0700000000000003,1.0700000000000003,49.188,49.84,48.55,1.2900000000000063,0.5200000000000031,1059253,1144560,803408,341152,38896
2018-03-11,48.344,49.18,47.39,1.7899999999999991,-1.7899999999999991,48.874,49.48,48.09,1.3899999999999935,-1.3899999999999935,47.808,48.52,47.27,1.25,-1.25,48.086,48.66,47.62,1.0399999999999991,-0.6599999999999966,754303,970732,595242,375490,-232681
2018-03-18,47.676,48.34,47.0,1.3400000000000034,-0.18999999999999773,48.288,48.87,47.64,1.2299999999999969,-0.8099999999999952,47.464,48.03,46.71,1.3200000000000003,-0.5200000000000031,47.696,48.44,46.98,1.4600000000000009,-0.5599999999999952,827812,1294449,505988,788461,621396
