Date,First Trust S&P REITEtf_Open_average,First Trust S&P REITEtf_Open_max,First Trust S&P REITEtf_Open_min,First Trust S&P REITEtf_Open_volatility,First Trust S&P REITEtf_Open_change,First Trust S&P REITEtf_High_average,First Trust S&P REITEtf_High_max,First Trust S&P REITEtf_High_min,First Trust S&P REITEtf_High_volatility,First Trust S&P REITEtf_High_change,First Trust S&P REITEtf_Low_average,First Trust S&P REITEtf_Low_max,First Trust S&P REITEtf_Low_min,First Trust S&P REITEtf_Low_volatility,First Trust S&P REITEtf_Low_change,First Trust S&P REITEtf_Close_average,First Trust S&P REITEtf_Close_max,First Trust S&P REITEtf_Close_min,First Trust S&P REITEtf_Close_volatility,First Trust S&P REITEtf_Close_change
2018-01-14,21.95,21.95,21.95,0.0,0.0,22.07,22.07,22.07,0.0,0.0,21.93,21.93,21.93,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2018-01-21,22.4,22.4,22.4,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2018-01-28,21.61,21.61,21.61,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.59,21.59,21.59,0.0,0.0
2018-02-04,20.37,20.37,20.37,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2018-02-11,21.02,21.02,21.02,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2018-02-18,20.81,20.81,20.81,0.0,0.0,21.04,21.04,21.04,0.0,0.0,20.81,20.81,20.81,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2018-02-25,20.53,20.53,20.53,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2018-03-04,21.12,21.12,21.12,0.0,0.0,21.2,21.2,21.2,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2018-03-11,21.26,21.26,21.26,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2018-03-18,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2018-03-25,21.42,21.42,21.42,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2018-04-01,21.37,21.37,21.37,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2018-04-08,21.01,21.01,21.01,0.0,0.0,21.13,21.13,21.13,0.0,0.0,20.95,20.95,20.95,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2018-04-15,21.17,21.17,21.17,0.0,0.0,21.18,21.18,21.18,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2018-04-22,21.19,21.19,21.19,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2018-04-29,21.75,21.75,21.75,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2018-05-06,22.42,22.42,22.42,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2018-05-13,21.55,21.55,21.55,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2018-05-20,22.13,22.13,22.13,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2018-05-27,22.56,22.56,22.56,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2018-06-03,22.83,22.83,22.83,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2018-06-10,22.82,22.82,22.82,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2018-06-17,23.03,23.03,23.03,0.0,0.0,23.22,23.22,23.22,0.0,0.0,22.98,22.98,22.98,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2018-06-24,23.31,23.31,23.31,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2018-07-01,23.81,23.81,23.81,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2018-07-08,23.68,23.68,23.68,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2018-07-15,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2018-07-22,23.54,23.54,23.54,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2018-07-29,23.62,23.62,23.62,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2018-08-05,23.65,23.65,23.65,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2018-08-12,24.03,24.03,24.03,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-08-19,23.93,23.93,23.93,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.89,23.89,23.89,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2018-08-26,24.19,24.19,24.19,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2018-09-02,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2018-09-09,23.76,23.76,23.76,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2018-09-16,23.59,23.59,23.59,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2018-09-23,23.04,23.04,23.04,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2018-09-30,22.64,22.64,22.64,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2018-10-07,22.27,22.27,22.27,0.0,0.0,22.32,22.32,22.32,0.0,0.0,21.96,21.96,21.96,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2018-10-14,22.51,22.51,22.51,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2018-10-21,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2018-10-28,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2018-11-04,23.49,23.49,23.49,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2018-11-11,23.18,23.18,23.18,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2018-11-18,23.26,23.26,23.26,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2018-11-25,23.69,23.69,23.69,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2018-12-02,24.2,24.2,24.2,0.0,0.0,24.24,24.24,24.24,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2018-12-09,23.51,23.51,23.51,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2018-12-16,21.98,21.98,21.98,0.0,0.0,22.26,22.26,22.26,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.67,21.67,21.67,0.0,0.0
2018-12-23,21.62,21.62,21.62,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2018-12-30,21.32,21.32,21.32,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2019-01-06,22.41,22.41,22.41,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2019-01-13,22.98,22.98,22.98,0.0,0.0,23.01,23.01,23.01,0.0,0.0,22.89,22.89,22.89,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2019-01-20,23.06,23.06,23.06,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2019-01-27,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-02-03,24.35,24.35,24.35,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2019-02-10,24.46,24.46,24.46,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2019-02-17,24.49,24.49,24.49,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2019-02-24,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0,23.84,23.84,23.84,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2019-03-03,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2019-03-10,24.74,24.74,24.74,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2019-03-17,24.71,24.71,24.71,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2019-03-24,25.04,25.04,25.04,0.0,0.0,25.04,25.04,25.04,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-03-31,24.98,24.98,24.98,0.0,0.0,25.14,25.14,25.14,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2019-04-07,24.88,24.88,24.88,0.0,0.0,25.17,25.17,25.17,0.0,0.0,24.88,24.88,24.88,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-04-14,24.29,24.29,24.29,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2019-04-21,24.67,24.67,24.67,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-04-28,24.97,24.97,24.97,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.89,24.89,24.89,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2019-05-05,24.54,24.54,24.54,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2019-05-12,25.15,25.15,25.15,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-05-19,25.28,25.28,25.28,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2019-05-26,24.58,24.58,24.58,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2019-06-02,25.44,25.44,25.44,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-06-09,25.28,25.28,25.28,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2019-06-16,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2019-06-23,24.85,24.85,24.85,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2019-06-30,25.48,25.48,25.48,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-07-07,25.58,25.58,25.58,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2019-07-14,25.4,25.4,25.4,0.0,0.0,25.44,25.44,25.44,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-07-21,25.15,25.15,25.15,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2019-07-28,25.21,25.21,25.21,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2019-08-04,25.7,25.7,25.7,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-08-11,25.65,25.65,25.65,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2019-08-18,25.96,25.96,25.96,0.0,0.0,26.08,26.08,26.08,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-08-25,26.05,26.05,26.05,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-09-01,26.35,26.35,26.35,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2019-09-08,26.31,26.31,26.31,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2019-09-15,26.62,26.62,26.62,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-09-22,26.74,26.74,26.74,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-09-29,26.61,26.61,26.61,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2019-10-06,26.61,26.61,26.61,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-10-13,26.72,26.72,26.72,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2019-10-20,27.16,27.16,27.16,0.0,0.0,27.16,27.16,27.16,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2019-10-27,27.01,27.01,27.01,0.0,0.0,27.08,27.08,27.08,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2019-11-03,26.08,26.08,26.08,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-11-10,26.3,26.3,26.3,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2019-11-17,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0,25.91,25.91,25.91,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-11-24,26.71,26.71,26.71,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2019-12-01,26.48,26.48,26.48,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2019-12-08,25.38,25.38,25.38,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.32,25.32,25.32,0.0,0.0
