Date,First Trust Europe AlphaDEX_Open_average,First Trust Europe AlphaDEX_Open_max,First Trust Europe AlphaDEX_Open_min,First Trust Europe AlphaDEX_Open_volatility,First Trust Europe AlphaDEX_Open_change,First Trust Europe AlphaDEX_High_average,First Trust Europe AlphaDEX_High_max,First Trust Europe AlphaDEX_High_min,First Trust Europe AlphaDEX_High_volatility,First Trust Europe AlphaDEX_High_change,First Trust Europe AlphaDEX_Low_average,First Trust Europe AlphaDEX_Low_max,First Trust Europe AlphaDEX_Low_min,First Trust Europe AlphaDEX_Low_volatility,First Trust Europe AlphaDEX_Low_change,First Trust Europe AlphaDEX_Close_average,First Trust Europe AlphaDEX_Close_max,First Trust Europe AlphaDEX_Close_min,First Trust Europe AlphaDEX_Close_volatility,First Trust Europe AlphaDEX_Close_change
2018-01-14,41.97,41.97,41.97,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2018-01-21,42.09,42.09,42.09,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2018-01-28,40.2,40.2,40.2,0.0,0.0,40.31,40.31,40.31,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2018-02-04,38.85,38.85,38.85,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.75,38.75,38.75,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2018-02-11,40.34,40.34,40.34,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2018-02-18,40.56,40.56,40.56,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2018-02-25,38.71,38.71,38.71,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.65,38.65,38.65,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2018-03-04,40.11,40.11,40.11,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.14,40.14,40.14,0.0,0.0
2018-03-11,39.96,39.96,39.96,0.0,0.0,40.06,40.06,40.06,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.9,39.9,39.9,0.0,0.0
2018-03-18,39.6,39.6,39.6,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.75,39.75,39.75,0.0,0.0
2018-03-25,39.66,39.66,39.66,0.0,0.0,40.0,40.0,40.0,0.0,0.0,38.86,38.86,38.86,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2018-04-01,39.62,39.62,39.62,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2018-04-08,40.64,40.64,40.64,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2018-04-15,40.56,40.56,40.56,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.4,40.4,40.4,0.0,0.0
2018-04-22,40.32,40.32,40.32,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.19,40.19,40.19,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2018-04-29,40.6,40.6,40.6,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2018-05-06,41.16,41.16,41.16,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2018-05-13,41.36,41.36,41.36,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2018-05-20,40.31,40.31,40.31,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2018-05-27,40.47,40.47,40.47,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2018-06-03,40.93,40.93,40.93,0.0,0.0,41.21,41.21,41.21,0.0,0.0,40.82,40.82,40.82,0.0,0.0,41.03,41.03,41.03,0.0,0.0
2018-06-10,39.89,39.89,39.89,0.0,0.0,40.17,40.17,40.17,0.0,0.0,39.75,39.75,39.75,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2018-06-17,38.82,38.82,38.82,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2018-06-24,37.84,37.84,37.84,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2018-07-01,39.17,39.17,39.17,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2018-07-08,39.28,39.28,39.28,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2018-07-15,39.0,39.0,39.0,0.0,0.0,39.04,39.04,39.04,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2018-07-22,39.78,39.78,39.78,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2018-07-29,38.92,38.92,38.92,0.0,0.0,39.11,39.11,39.11,0.0,0.0,38.84,38.84,38.84,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2018-08-05,38.2,38.2,38.2,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-08-12,37.97,37.97,37.97,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2018-08-19,38.99,38.99,38.99,0.0,0.0,39.24,39.24,39.24,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2018-08-26,38.87,38.87,38.87,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2018-09-02,38.03,38.03,38.03,0.0,0.0,38.03,38.03,38.03,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2018-09-09,38.52,38.52,38.52,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2018-09-16,39.08,39.08,39.08,0.0,0.0,39.19,39.19,39.19,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.87,38.87,38.87,0.0,0.0
2018-09-23,38.51,38.51,38.51,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2018-09-30,36.1,36.1,36.1,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2018-10-07,34.84,34.84,34.84,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2018-10-14,34.59,34.59,34.59,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2018-10-21,33.69,33.69,33.69,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2018-10-28,34.57,34.57,34.57,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.43,34.43,34.43,0.0,0.0
