Date,SPDR Solactive United Kingdom_Open_average,SPDR Solactive United Kingdom_Open_max,SPDR Solactive United Kingdom_Open_min,SPDR Solactive United Kingdom_Open_volatility,SPDR Solactive United Kingdom_Open_change,SPDR Solactive United Kingdom_High_average,SPDR Solactive United Kingdom_High_max,SPDR Solactive United Kingdom_High_min,SPDR Solactive United Kingdom_High_volatility,SPDR Solactive United Kingdom_High_change,SPDR Solactive United Kingdom_Low_average,SPDR Solactive United Kingdom_Low_max,SPDR Solactive United Kingdom_Low_min,SPDR Solactive United Kingdom_Low_volatility,SPDR Solactive United Kingdom_Low_change,SPDR Solactive United Kingdom_Close_average,SPDR Solactive United Kingdom_Close_max,SPDR Solactive United Kingdom_Close_min,SPDR Solactive United Kingdom_Close_volatility,SPDR Solactive United Kingdom_Close_change
2018-08-12,51.74,51.74,51.74,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2018-08-19,52.13,52.13,52.13,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2018-08-26,51.46,51.46,51.46,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2018-09-02,50.82,50.82,50.82,0.0,0.0,51.05,51.05,51.05,0.0,0.0,50.75,50.75,50.75,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2018-09-09,51.64,51.64,51.64,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2018-09-16,52.23,52.23,52.23,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2018-09-23,52.32,52.32,52.32,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2018-09-30,50.95,50.95,50.95,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2018-10-07,49.54,49.54,49.54,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.61,49.61,49.61,0.0,0.0
2018-10-14,49.04,49.04,49.04,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.01,49.01,49.01,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2018-10-21,48.43,48.43,48.43,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2018-10-28,49.67,49.67,49.67,0.0,0.0,49.67,49.67,49.67,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2018-11-04,49.62,49.62,49.62,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.4,49.4,49.4,0.0,0.0
2018-11-11,48.53,48.53,48.53,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2018-11-18,48.74,48.74,48.74,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.74,48.74,48.74,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2018-11-25,48.64,48.64,48.64,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2018-12-02,46.2,46.2,46.2,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.96,45.96,45.96,0.0,0.0
2018-12-09,46.0,46.0,46.0,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.65,45.65,45.65,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2018-12-16,44.24,44.24,44.24,0.0,0.0,44.24,44.24,44.24,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2018-12-23,45.05,45.05,45.05,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2018-12-30,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2019-01-06,46.35,46.35,46.35,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-01-13,47.12,47.12,47.12,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.12,47.12,47.12,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2019-01-20,46.78,46.78,46.78,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.94,46.94,46.94,0.0,0.0
2019-01-27,48.45,48.45,48.45,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2019-02-03,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2019-02-10,49.17,49.17,49.17,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.31,49.31,49.31,0.0,0.0
2019-02-17,49.72,49.72,49.72,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2019-02-24,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.72,49.72,49.72,0.0,0.0
2019-03-03,49.51,49.51,49.51,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2019-03-10,51.14,51.14,51.14,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.03,51.03,51.03,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2019-03-17,50.14,50.14,50.14,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2019-03-24,50.92,50.92,50.92,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.04,51.04,51.04,0.0,0.0
2019-03-31,51.55,51.55,51.55,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2019-04-07,51.84,51.84,51.84,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2019-04-14,51.78,51.78,51.78,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2019-04-21,51.3,51.3,51.3,0.0,0.0,51.47,51.47,51.47,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2019-04-28,51.26,51.26,51.26,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.38,51.38,51.38,0.0,0.0
2019-05-05,49.98,49.98,49.98,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2019-05-12,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2019-05-19,49.74,49.74,49.74,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.86,49.86,49.86,0.0,0.0
2019-05-26,47.46,47.46,47.46,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2019-06-02,49.05,49.05,49.05,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2019-06-09,48.6,48.6,48.6,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.54,48.54,48.54,0.0,0.0
2019-06-16,49.59,49.59,49.59,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.57,49.57,49.57,0.0,0.0
2019-06-23,49.92,49.92,49.92,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.91,49.91,49.91,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2019-06-30,49.88,49.88,49.88,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2019-07-07,49.94,49.94,49.94,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-07-14,49.58,49.58,49.58,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2019-07-21,49.91,49.91,49.91,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.68,49.68,49.68,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2019-07-28,46.59,46.59,46.59,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2019-08-04,46.46,46.46,46.46,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.23,46.23,46.23,0.0,0.0,46.23,46.23,46.23,0.0,0.0
2019-08-11,46.74,46.74,46.74,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-08-18,45.96,45.96,45.96,0.0,0.0,46.02,46.02,46.02,0.0,0.0,45.7,45.7,45.7,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2019-08-25,46.6,46.6,46.6,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.81,46.81,46.81,0.0,0.0
2019-09-01,47.79,47.79,47.79,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.62,47.62,47.62,0.0,0.0
2019-09-08,48.6,48.6,48.6,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2019-09-15,48.2,48.2,48.2,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2019-09-22,48.53,48.53,48.53,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.45,48.45,48.45,0.0,0.0
2019-09-29,47.25,47.25,47.25,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2019-10-06,48.52,48.52,48.52,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2019-10-13,49.63,49.63,49.63,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.63,49.63,49.63,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2019-10-20,50.19,50.19,50.19,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-10-27,50.72,50.72,50.72,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2019-11-03,50.16,50.16,50.16,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-11-10,50.42,50.42,50.42,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-11-17,50.86,50.86,50.86,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.86,50.86,50.86,0.0,0.0,50.93,50.93,50.93,0.0,0.0
2019-11-24,50.67,50.67,50.67,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2019-12-01,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2019-12-08,53.87,53.87,53.87,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.62,53.62,53.62,0.0,0.0
2019-12-15,51.58,51.58,51.58,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2019-12-22,52.46,52.46,52.46,0.0,0.0,52.46,52.46,52.46,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2019-12-29,52.01,52.01,52.01,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.91,51.91,51.91,0.0,0.0
