Date,Global X Gold Explorers_Open_average,Global X Gold Explorers_Open_max,Global X Gold Explorers_Open_min,Global X Gold Explorers_Open_volatility,Global X Gold Explorers_Open_change,Global X Gold Explorers_High_average,Global X Gold Explorers_High_max,Global X Gold Explorers_High_min,Global X Gold Explorers_High_volatility,Global X Gold Explorers_High_change,Global X Gold Explorers_Low_average,Global X Gold Explorers_Low_max,Global X Gold Explorers_Low_min,Global X Gold Explorers_Low_volatility,Global X Gold Explorers_Low_change,Global X Gold Explorers_Close_average,Global X Gold Explorers_Close_max,Global X Gold Explorers_Close_min,Global X Gold Explorers_Close_volatility,Global X Gold Explorers_Close_change
2018-08-05,20.43,20.43,20.43,0.0,0.0,20.66,20.66,20.66,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.97,19.97,19.97,0.0,0.0
2018-08-12,19.07,19.07,19.07,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2018-08-19,19.69,19.69,19.69,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2018-08-26,18.96,18.96,18.96,0.0,0.0,19.12,19.12,19.12,0.0,0.0,18.96,18.96,18.96,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2018-09-02,18.1,18.1,18.1,0.0,0.0,18.18,18.18,18.18,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2018-09-09,18.34,18.34,18.34,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2018-09-16,18.99,18.99,18.99,0.0,0.0,19.22,19.22,19.22,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2018-09-23,18.43,18.43,18.43,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2018-09-30,18.47,18.47,18.47,0.0,0.0,19.17,19.17,19.17,0.0,0.0,18.32,18.32,18.32,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2018-10-07,19.73,19.73,19.73,0.0,0.0,20.32,20.32,20.32,0.0,0.0,19.7,19.7,19.7,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2018-10-14,19.7,19.7,19.7,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2018-10-21,19.1,19.1,19.1,0.0,0.0,19.33,19.33,19.33,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2018-10-28,18.77,18.77,18.77,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.67,18.67,18.67,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2018-11-04,18.06,18.06,18.06,0.0,0.0,18.08,18.08,18.08,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2018-11-11,18.37,18.37,18.37,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2018-11-18,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.01,18.01,18.01,0.0,0.0
2018-11-25,18.2,18.2,18.2,0.0,0.0,18.2,18.2,18.2,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.96,17.96,17.96,0.0,0.0
2018-12-02,18.55,18.55,18.55,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.55,18.55,18.55,0.0,0.0
2018-12-09,18.48,18.48,18.48,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2018-12-16,19.03,19.03,19.03,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.03,19.03,19.03,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2018-12-23,19.47,19.47,19.47,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2018-12-30,20.76,20.76,20.76,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2019-01-06,20.4,20.4,20.4,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.15,20.15,20.15,0.0,0.0
2019-01-13,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.56,19.56,19.56,0.0,0.0
2019-01-20,20.44,20.44,20.44,0.0,0.0,21.04,21.04,21.04,0.0,0.0,20.43,20.43,20.43,0.0,0.0,21.04,21.04,21.04,0.0,0.0
2019-01-27,21.97,21.97,21.97,0.0,0.0,22.5,22.5,22.5,0.0,0.0,21.79,21.79,21.79,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-02-03,21.47,21.47,21.47,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2019-02-10,21.92,21.92,21.92,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.79,21.79,21.79,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-02-17,22.77,22.77,22.77,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2019-02-24,21.17,21.17,21.17,0.0,0.0,21.39,21.39,21.39,0.0,0.0,20.86,20.86,20.86,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2019-03-03,21.94,21.94,21.94,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.65,21.65,21.65,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-03-10,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.76,21.76,21.76,0.0,0.0
2019-03-17,22.15,22.15,22.15,0.0,0.0,22.4,22.4,22.4,0.0,0.0,21.77,21.77,21.77,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2019-03-24,21.35,21.35,21.35,0.0,0.0,21.35,21.35,21.35,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2019-03-31,21.27,21.27,21.27,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2019-04-07,20.42,20.42,20.42,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.31,20.31,20.31,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2019-04-14,19.95,19.95,19.95,0.0,0.0,20.04,20.04,20.04,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2019-04-21,20.06,20.06,20.06,0.0,0.0,20.79,20.79,20.79,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2019-04-28,19.16,19.16,19.16,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2019-05-05,19.75,19.75,19.75,0.0,0.0,20.04,20.04,20.04,0.0,0.0,19.6,19.6,19.6,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2019-05-12,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2019-05-19,19.43,19.43,19.43,0.0,0.0,19.43,19.43,19.43,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2019-05-26,20.15,20.15,20.15,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2019-06-02,20.52,20.52,20.52,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.3,20.3,20.3,0.0,0.0
2019-06-09,21.06,21.06,21.06,0.0,0.0,21.28,21.28,21.28,0.0,0.0,20.6,20.6,20.6,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2019-06-16,23.31,23.31,23.31,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-06-23,23.0,23.0,23.0,0.0,0.0,23.43,23.43,23.43,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2019-06-30,23.53,23.53,23.53,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2019-07-07,24.69,24.69,24.69,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2019-07-14,26.84,26.84,26.84,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-07-21,26.2,26.2,26.2,0.0,0.0,26.59,26.59,26.59,0.0,0.0,25.89,25.89,25.89,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2019-07-28,27.17,27.17,27.17,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2019-08-04,28.11,28.11,28.11,0.0,0.0,28.45,28.45,28.45,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-08-11,26.04,26.04,26.04,0.0,0.0,26.35,26.35,26.35,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-08-18,27.43,27.43,27.43,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2019-08-25,27.17,27.17,27.17,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2019-09-01,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-09-08,24.94,24.94,24.94,0.0,0.0,25.16,25.16,25.16,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2019-09-15,26.11,26.11,26.11,0.0,0.0,27.46,27.46,27.46,0.0,0.0,24.61,24.61,24.61,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-09-22,24.73,24.73,24.73,0.0,0.0,24.78,24.78,24.78,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-09-29,24.86,24.86,24.86,0.0,0.0,25.06,25.06,25.06,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2019-10-06,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2019-10-13,24.3,24.3,24.3,0.0,0.0,24.37,24.37,24.37,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2019-10-20,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2019-10-27,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2019-11-03,23.74,23.74,23.74,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2019-11-10,23.93,23.93,23.93,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.8,23.8,23.8,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2019-11-17,23.26,23.26,23.26,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2019-11-24,24.17,24.17,24.17,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2019-12-01,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-12-08,25.23,25.23,25.23,0.0,0.0,25.27,25.27,25.27,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-12-15,24.17,24.17,24.17,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2019-12-22,26.0,26.0,26.0,0.0,0.0,26.52,26.52,26.52,0.0,0.0,25.86,25.86,25.86,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-12-29,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.32,26.32,26.32,0.0,0.0
