Date,HBM_Open_average,HBM_Open_max,HBM_Open_min,HBM_Open_volatility,HBM_Open_change,HBM_High_average,HBM_High_max,HBM_High_min,HBM_High_volatility,HBM_High_change,HBM_Low_average,HBM_Low_max,HBM_Low_min,HBM_Low_volatility,HBM_Low_change,HBM_Close_average,HBM_Close_max,HBM_Close_min,HBM_Close_volatility,HBM_Close_change,HBM_Volume_average,HBM_Volume_max,HBM_Volume_min,HBM_Volume_volatility,HBM_Volume_change
2018-01-14,9.57,9.95,9.0,0.9499999999999993,-0.5,9.82,10.25,9.43,0.8200000000000003,-0.5300000000000011,9.372,9.88,8.8,1.08,-0.5700000000000003,9.57,10.05,9.2,0.8500000000000014,-0.6499999999999986,1736875,2750100,638558,2111542,-1371865
2018-01-21,9.290000000000001,9.55,9.05,0.5,-0.09999999999999964,9.39,9.6,9.1,0.5,-0.09999999999999964,9.06,9.35,8.7,0.6500000000000004,-0.25,9.15,9.4,8.8,0.5999999999999996,-0.29999999999999893,677511,816407,534926,281481,81377
2018-01-28,8.59,8.75,8.2,0.5500000000000007,-0.5500000000000007,8.786,8.95,8.55,0.3999999999999986,-0.33000000000000007,8.39,8.6,8.1,0.5,-0.5,8.51,8.8,8.25,0.5500000000000007,-0.40000000000000036,750477,932370,664943,267427,6228
2018-02-04,7.99,8.45,7.65,0.7999999999999989,-0.3000000000000007,8.184000000000001,8.57,7.8,0.7700000000000005,-0.7000000000000011,7.628,7.97,7.2,0.7699999999999996,-0.4800000000000004,7.92,8.55,7.55,1.0000000000000009,-1.0000000000000009,1062119,1810202,685552,1124650,421751
2018-02-11,8.1375,8.6,7.6,1.0,0.9500000000000011,8.5,8.85,7.95,0.8999999999999995,0.6499999999999995,8.0125,8.45,7.6,0.8499999999999996,0.5999999999999996,8.3375,8.6,7.9,0.6999999999999993,0.4499999999999993,933475,1020502,806557,213945,-196817
2018-02-18,8.3,8.75,8.05,0.6999999999999993,0.20000000000000107,8.48,8.85,8.25,0.5999999999999996,0.3000000000000007,8.102,8.25,7.97,0.28000000000000025,0.23000000000000043,8.21,8.45,8.05,0.3999999999999986,0.3999999999999986,701498,971563,567507,404056,39896
2018-02-25,7.85,8.35,7.6,0.75,-0.75,7.954,8.4,7.75,0.6500000000000004,-0.6500000000000004,7.584,8.0,7.4,0.5999999999999996,-0.5300000000000002,7.76,8.2,7.6,0.5999999999999996,-0.4999999999999991,659792,999374,375309,624065,-258215
2018-03-04,7.74,7.8,7.7,0.09999999999999964,-0.04999999999999982,7.936,8.13,7.8,0.33000000000000096,-0.28000000000000114,7.636,7.75,7.5,0.25,-0.1200000000000001,7.77,7.85,7.65,0.1999999999999993,-0.04999999999999982,578763,771418,407777,363641,-304473
2018-03-11,7.84,7.9,7.7,0.20000000000000018,-0.10000000000000053,7.98,8.07,7.9,0.16999999999999993,-0.16999999999999993,7.724,7.9,7.57,0.33000000000000007,-0.17999999999999972,7.85,8.05,7.75,0.3000000000000007,0.04999999999999982,443173,507393,390424,116969,-116969
2018-03-18,7.6,7.85,7.15,0.6999999999999993,-0.6999999999999993,7.736,7.95,7.3,0.6500000000000004,-0.5499999999999998,7.346,7.6,7.0,0.5999999999999996,-0.5300000000000002,7.46,7.9,7.1,0.8000000000000007,-0.5,729240,994891,518110,476781,-423181
