Date,Direxion Daily Russia Bull 3X SharesEtf_Open_average,Direxion Daily Russia Bull 3X SharesEtf_Open_max,Direxion Daily Russia Bull 3X SharesEtf_Open_min,Direxion Daily Russia Bull 3X SharesEtf_Open_volatility,Direxion Daily Russia Bull 3X SharesEtf_Open_change,Direxion Daily Russia Bull 3X SharesEtf_High_average,Direxion Daily Russia Bull 3X SharesEtf_High_max,Direxion Daily Russia Bull 3X SharesEtf_High_min,Direxion Daily Russia Bull 3X SharesEtf_High_volatility,Direxion Daily Russia Bull 3X SharesEtf_High_change,Direxion Daily Russia Bull 3X SharesEtf_Low_average,Direxion Daily Russia Bull 3X SharesEtf_Low_max,Direxion Daily Russia Bull 3X SharesEtf_Low_min,Direxion Daily Russia Bull 3X SharesEtf_Low_volatility,Direxion Daily Russia Bull 3X SharesEtf_Low_change,Direxion Daily Russia Bull 3X SharesEtf_Close_average,Direxion Daily Russia Bull 3X SharesEtf_Close_max,Direxion Daily Russia Bull 3X SharesEtf_Close_min,Direxion Daily Russia Bull 3X SharesEtf_Close_volatility,Direxion Daily Russia Bull 3X SharesEtf_Close_change
2018-04-22,44.03,44.03,44.03,0.0,0.0,44.85,44.85,44.85,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2018-04-29,41.28,41.28,41.28,0.0,0.0,43.55,43.55,43.55,0.0,0.0,41.27,41.27,41.27,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2018-05-06,46.58,46.58,46.58,0.0,0.0,47.02,47.02,47.02,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2018-05-13,44.04,44.04,44.04,0.0,0.0,44.5,44.5,44.5,0.0,0.0,43.66,43.66,43.66,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2018-05-20,43.87,43.87,43.87,0.0,0.0,44.25,44.25,44.25,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2018-05-27,43.79,43.79,43.79,0.0,0.0,44.27,44.27,44.27,0.0,0.0,43.35,43.35,43.35,0.0,0.0,44.16,44.16,44.16,0.0,0.0
2018-06-03,42.05,42.05,42.05,0.0,0.0,42.18,42.18,42.18,0.0,0.0,40.37,40.37,40.37,0.0,0.0,41.82,41.82,41.82,0.0,0.0
2018-06-10,39.55,39.55,39.55,0.0,0.0,39.59,39.59,39.59,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2018-06-17,39.29,39.29,39.29,0.0,0.0,40.72,40.72,40.72,0.0,0.0,39.05,39.05,39.05,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2018-06-24,41.11,41.11,41.11,0.0,0.0,42.7,42.7,42.7,0.0,0.0,41.07,41.07,41.07,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2018-07-01,43.47,43.47,43.47,0.0,0.0,45.96,45.96,45.96,0.0,0.0,43.47,43.47,43.47,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2018-07-08,46.0,46.0,46.0,0.0,0.0,46.8,46.8,46.8,0.0,0.0,44.31,44.31,44.31,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2018-07-15,40.23,40.23,40.23,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2018-07-22,43.53,43.53,43.53,0.0,0.0,43.85,43.85,43.85,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.63,42.63,42.63,0.0,0.0
2018-07-29,41.98,41.98,41.98,0.0,0.0,42.23,42.23,42.23,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2018-08-05,33.67,33.67,33.67,0.0,0.0,33.88,33.88,33.88,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2018-08-12,32.05,32.05,32.05,0.0,0.0,33.48,33.48,33.48,0.0,0.0,31.6,31.6,31.6,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2018-08-19,32.04,32.04,32.04,0.0,0.0,33.72,33.72,33.72,0.0,0.0,32.04,32.04,32.04,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2018-08-26,33.5,33.5,33.5,0.0,0.0,34.38,34.38,34.38,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2018-09-02,30.31,30.31,30.31,0.0,0.0,30.86,30.86,30.86,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2018-09-09,34.51,34.51,34.51,0.0,0.0,35.1,35.1,35.1,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2018-09-16,38.76,38.76,38.76,0.0,0.0,39.5,39.5,39.5,0.0,0.0,38.53,38.53,38.53,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2018-09-23,41.39,41.39,41.39,0.0,0.0,42.6,42.6,42.6,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.81,41.81,41.81,0.0,0.0
2018-09-30,39.35,39.35,39.35,0.0,0.0,39.71,39.71,39.71,0.0,0.0,38.42,38.42,38.42,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2018-10-07,38.0,38.0,38.0,0.0,0.0,39.0,39.0,39.0,0.0,0.0,36.9,36.9,36.9,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2018-10-14,38.04,38.04,38.04,0.0,0.0,38.55,38.55,38.55,0.0,0.0,36.53,36.53,36.53,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2018-10-21,33.65,33.65,33.65,0.0,0.0,34.53,34.53,34.53,0.0,0.0,33.1,33.1,33.1,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-10-28,38.13,38.13,38.13,0.0,0.0,38.53,38.53,38.53,0.0,0.0,37.23,37.23,37.23,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2018-11-04,36.17,36.17,36.17,0.0,0.0,36.31,36.31,36.31,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2018-11-11,37.17,37.17,37.17,0.0,0.0,37.46,37.46,37.46,0.0,0.0,36.22,36.22,36.22,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2018-11-18,34.47,34.47,34.47,0.0,0.0,34.71,34.71,34.71,0.0,0.0,33.75,33.75,33.75,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2018-11-25,34.54,34.54,34.54,0.0,0.0,34.74,34.74,34.74,0.0,0.0,33.75,33.75,33.75,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2018-12-02,36.44,36.44,36.44,0.0,0.0,36.94,36.94,36.94,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2018-12-09,33.13,33.13,33.13,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2018-12-16,30.27,30.27,30.27,0.0,0.0,30.82,30.82,30.82,0.0,0.0,28.9,28.9,28.9,0.0,0.0,29.37,29.37,29.37,0.0,0.0
2018-12-23,29.4,29.4,29.4,0.0,0.0,30.51,30.51,30.51,0.0,0.0,28.6,28.6,28.6,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2018-12-30,32.17,32.17,32.17,0.0,0.0,34.67,34.67,34.67,0.0,0.0,32.17,32.17,32.17,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-01-06,36.35,36.35,36.35,0.0,0.0,36.67,36.67,36.67,0.0,0.0,35.77,35.77,35.77,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2019-01-13,38.26,38.26,38.26,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2019-01-20,39.21,39.21,39.21,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2019-01-27,41.98,41.98,41.98,0.0,0.0,42.37,42.37,42.37,0.0,0.0,41.59,41.59,41.59,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2019-02-03,40.18,40.18,40.18,0.0,0.0,40.18,40.18,40.18,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.95,39.95,39.95,0.0,0.0
2019-02-10,37.72,37.72,37.72,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2019-02-17,38.95,38.95,38.95,0.0,0.0,39.82,39.82,39.82,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2019-02-24,38.11,38.11,38.11,0.0,0.0,38.42,38.42,38.42,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2019-03-03,35.97,35.97,35.97,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.19,35.19,35.19,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-03-10,38.61,38.61,38.61,0.0,0.0,39.82,39.82,39.82,0.0,0.0,38.61,38.61,38.61,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2019-03-17,40.55,40.55,40.55,0.0,0.0,40.69,40.69,40.69,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.98,38.98,38.98,0.0,0.0
2019-03-24,39.34,39.34,39.34,0.0,0.0,39.35,39.35,39.35,0.0,0.0,36.7,36.7,36.7,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2019-03-31,39.63,39.63,39.63,0.0,0.0,40.38,40.38,40.38,0.0,0.0,39.39,39.39,39.39,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2019-04-07,42.0,42.0,42.0,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.66,41.66,41.66,0.0,0.0
2019-04-14,42.92,42.92,42.92,0.0,0.0,43.63,43.63,43.63,0.0,0.0,42.45,42.45,42.45,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2019-04-21,41.56,41.56,41.56,0.0,0.0,41.72,41.72,41.72,0.0,0.0,40.97,40.97,40.97,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2019-04-28,41.2,41.2,41.2,0.0,0.0,42.36,42.36,42.36,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2019-05-05,38.18,38.18,38.18,0.0,0.0,38.58,38.58,38.58,0.0,0.0,37.16,37.16,37.16,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2019-05-12,39.62,39.62,39.62,0.0,0.0,40.27,40.27,40.27,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2019-05-19,42.46,42.46,42.46,0.0,0.0,42.53,42.53,42.53,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2019-05-26,41.64,41.64,41.64,0.0,0.0,42.59,42.59,42.59,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-06-02,45.67,45.67,45.67,0.0,0.0,46.69,46.69,46.69,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2019-06-09,49.41,49.41,49.41,0.0,0.0,49.41,49.41,49.41,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2019-06-16,53.5,53.5,53.5,0.0,0.0,54.48,54.48,54.48,0.0,0.0,53.08,53.08,53.08,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2019-06-23,55.54,55.54,55.54,0.0,0.0,55.54,55.54,55.54,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2019-06-30,55.56,55.56,55.56,0.0,0.0,55.69,55.69,55.69,0.0,0.0,54.94,54.94,54.94,0.0,0.0,55.33,55.33,55.33,0.0,0.0
2019-07-07,54.44,54.44,54.44,0.0,0.0,55.62,55.62,55.62,0.0,0.0,54.27,54.27,54.27,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2019-07-14,55.11,55.11,55.11,0.0,0.0,55.11,55.11,55.11,0.0,0.0,53.46,53.46,53.46,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2019-07-21,54.2,54.2,54.2,0.0,0.0,54.73,54.73,54.73,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.36,53.36,53.36,0.0,0.0
2019-07-28,47.12,47.12,47.12,0.0,0.0,47.33,47.33,47.33,0.0,0.0,45.82,45.82,45.82,0.0,0.0,46.25,46.25,46.25,0.0,0.0
2019-08-04,45.54,45.54,45.54,0.0,0.0,45.74,45.74,45.74,0.0,0.0,44.44,44.44,44.44,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2019-08-11,39.96,39.96,39.96,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2019-08-18,41.65,41.65,41.65,0.0,0.0,42.76,42.76,42.76,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2019-08-25,44.21,44.21,44.21,0.0,0.0,44.5,44.5,44.5,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-09-01,48.27,48.27,48.27,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2019-09-08,51.64,51.64,51.64,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2019-09-15,51.23,51.23,51.23,0.0,0.0,51.43,51.43,51.43,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2019-09-22,48.65,48.65,48.65,0.0,0.0,49.01,49.01,49.01,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2019-09-29,44.82,44.82,44.82,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-10-06,46.89,46.89,46.89,0.0,0.0,47.42,47.42,47.42,0.0,0.0,46.17,46.17,46.17,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2019-10-13,48.11,48.11,48.11,0.0,0.0,48.31,48.31,48.31,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2019-10-20,53.0,53.0,53.0,0.0,0.0,54.38,54.38,54.38,0.0,0.0,52.93,52.93,52.93,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2019-10-27,56.59,56.59,56.59,0.0,0.0,58.88,58.88,58.88,0.0,0.0,56.47,56.47,56.47,0.0,0.0,58.64,58.64,58.64,0.0,0.0
2019-11-03,59.32,59.32,59.32,0.0,0.0,60.1,60.1,60.1,0.0,0.0,58.76,58.76,58.76,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2019-11-10,57.1,57.1,57.1,0.0,0.0,58.53,58.53,58.53,0.0,0.0,57.06,57.06,57.06,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2019-11-17,57.9,57.9,57.9,0.0,0.0,58.13,58.13,58.13,0.0,0.0,56.86,56.86,56.86,0.0,0.0,57.45,57.45,57.45,0.0,0.0
2019-11-24,55.05,55.05,55.05,0.0,0.0,55.55,55.55,55.55,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2019-12-01,54.74,54.74,54.74,0.0,0.0,56.11,56.11,56.11,0.0,0.0,54.74,54.74,54.74,0.0,0.0,55.86,55.86,55.86,0.0,0.0
2019-12-08,62.86,62.86,62.86,0.0,0.0,64.38,64.38,64.38,0.0,0.0,62.74,62.74,62.74,0.0,0.0,63.58,63.58,63.58,0.0,0.0
2019-12-15,66.66,66.66,66.66,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.36,66.36,66.36,0.0,0.0,66.67,66.67,66.67,0.0,0.0
2019-12-22,70.46,70.46,70.46,0.0,0.0,71.26,71.26,71.26,0.0,0.0,70.2,70.2,70.2,0.0,0.0,70.56,70.56,70.56,0.0,0.0
2019-12-29,71.16,71.16,71.16,0.0,0.0,72.06,72.06,72.06,0.0,0.0,70.41,70.41,70.41,0.0,0.0,70.72,70.72,70.72,0.0,0.0
