Date,ProShares Short Dow30_Open_average,ProShares Short Dow30_Open_max,ProShares Short Dow30_Open_min,ProShares Short Dow30_Open_volatility,ProShares Short Dow30_Open_change,ProShares Short Dow30_High_average,ProShares Short Dow30_High_max,ProShares Short Dow30_High_min,ProShares Short Dow30_High_volatility,ProShares Short Dow30_High_change,ProShares Short Dow30_Low_average,ProShares Short Dow30_Low_max,ProShares Short Dow30_Low_min,ProShares Short Dow30_Low_volatility,ProShares Short Dow30_Low_change,ProShares Short Dow30_Close_average,ProShares Short Dow30_Close_max,ProShares Short Dow30_Close_min,ProShares Short Dow30_Close_volatility,ProShares Short Dow30_Close_change
2018-04-08,59.48,59.48,59.48,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.12,59.12,59.12,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2018-04-15,59.52,59.52,59.52,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.72,59.72,59.72,0.0,0.0
2018-04-22,59.76,59.76,59.76,0.0,0.0,60.36,60.36,60.36,0.0,0.0,59.56,59.56,59.56,0.0,0.0,60.32,60.32,60.32,0.0,0.0
2018-04-29,59.88,59.88,59.88,0.0,0.0,60.12,60.12,60.12,0.0,0.0,59.6,59.6,59.6,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2018-05-06,58.52,58.52,58.52,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.56,58.56,58.56,0.0,0.0
2018-05-13,58.36,58.36,58.36,0.0,0.0,58.4,58.4,58.4,0.0,0.0,58.04,58.04,58.04,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2018-05-20,58.83,58.83,58.83,0.0,0.0,59.0,59.0,59.0,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2018-05-27,58.77,58.77,58.77,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.55,58.55,58.55,0.0,0.0,58.66,58.66,58.66,0.0,0.0
2018-06-03,57.44,57.44,57.44,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2018-06-10,58.52,58.52,58.52,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.22,58.22,58.22,0.0,0.0,58.26,58.26,58.26,0.0,0.0
2018-06-17,59.48,59.48,59.48,0.0,0.0,60.31,60.31,60.31,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.9,59.9,59.9,0.0,0.0
2018-06-24,60.36,60.36,60.36,0.0,0.0,60.38,60.38,60.38,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.83,59.83,59.83,0.0,0.0
2018-07-01,59.1,59.1,59.1,0.0,0.0,59.15,59.15,59.15,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2018-07-08,58.07,58.07,58.07,0.0,0.0,58.19,58.19,58.19,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2018-07-15,58.07,58.07,58.07,0.0,0.0,58.19,58.19,58.19,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.04,58.04,58.04,0.0,0.0
2018-07-22,57.1,57.1,57.1,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.48,57.48,57.48,0.0,0.0
2018-07-29,57.18,57.18,57.18,0.0,0.0,57.33,57.33,57.33,0.0,0.0,56.97,56.97,56.97,0.0,0.0,57.05,57.05,57.05,0.0,0.0
2018-08-05,57.4,57.4,57.4,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2018-08-12,56.45,56.45,56.45,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2018-08-19,56.02,56.02,56.02,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2018-08-26,56.02,56.02,56.02,0.0,0.0,56.12,56.12,56.12,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2018-09-02,55.81,55.81,55.81,0.0,0.0,56.18,56.18,56.18,0.0,0.0,55.8,55.8,55.8,0.0,0.0,56.18,56.18,56.18,0.0,0.0
2018-09-09,55.58,55.58,55.58,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.77,55.77,55.77,0.0,0.0
2018-09-16,54.49,54.49,54.49,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2018-09-23,54.48,54.48,54.48,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2018-09-30,55.14,55.14,55.14,0.0,0.0,55.3,55.3,55.3,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2018-10-07,57.27,57.27,57.27,0.0,0.0,57.41,57.41,57.41,0.0,0.0,56.87,56.87,56.87,0.0,0.0,57.41,57.41,57.41,0.0,0.0
2018-10-14,56.81,56.81,56.81,0.0,0.0,57.39,57.39,57.39,0.0,0.0,56.67,56.67,56.67,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2018-10-21,58.14,58.14,58.14,0.0,0.0,59.99,59.99,59.99,0.0,0.0,57.82,57.82,57.82,0.0,0.0,59.21,59.21,59.21,0.0,0.0
2018-10-28,57.26,57.26,57.26,0.0,0.0,57.31,57.31,57.31,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.89,56.89,56.89,0.0,0.0
2018-11-04,55.75,55.75,55.75,0.0,0.0,57.03,57.03,57.03,0.0,0.0,55.71,55.71,55.71,0.0,0.0,56.93,56.93,56.93,0.0,0.0
2018-11-11,56.99,56.99,56.99,0.0,0.0,58.01,58.01,58.01,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.76,57.76,57.76,0.0,0.0
2018-11-18,59.0,59.0,59.0,0.0,0.0,59.02,59.02,59.02,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.62,58.62,58.62,0.0,0.0
2018-11-25,55.43,55.43,55.43,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2018-12-02,59.16,59.16,59.16,0.0,0.0,60.27,60.27,60.27,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.96,58.96,58.96,0.0,0.0
2018-12-09,60.14,60.14,60.14,0.0,0.0,61.35,61.35,61.35,0.0,0.0,59.77,59.77,59.77,0.0,0.0,60.97,60.97,60.97,0.0,0.0
2018-12-16,64.63,64.63,64.63,0.0,0.0,65.95,65.95,65.95,0.0,0.0,64.42,64.42,64.42,0.0,0.0,65.91,65.91,65.91,0.0,0.0
2018-12-23,61.58,61.58,61.58,0.0,0.0,61.9,61.9,61.9,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2018-12-30,60.81,60.81,60.81,0.0,0.0,61.3,61.3,61.3,0.0,0.0,60.29,60.29,60.29,0.0,0.0,60.69,60.69,60.69,0.0,0.0
2019-01-06,60.11,60.11,60.11,0.0,0.0,60.13,60.13,60.13,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2019-01-13,58.19,58.19,58.19,0.0,0.0,58.43,58.43,58.43,0.0,0.0,57.74,57.74,57.74,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2019-01-20,58.41,58.41,58.41,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.29,58.29,58.29,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2019-01-27,57.07,57.07,57.07,0.0,0.0,57.26,57.26,57.26,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.67,56.67,56.67,0.0,0.0
2019-02-03,56.75,56.75,56.75,0.0,0.0,57.14,57.14,57.14,0.0,0.0,56.71,56.71,56.71,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2019-02-10,55.71,55.71,55.71,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.19,55.19,55.19,0.0,0.0
2019-02-17,54.52,54.52,54.52,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2019-02-24,54.66,54.66,54.66,0.0,0.0,55.76,55.76,55.76,0.0,0.0,54.62,54.62,54.62,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2019-03-03,56.57,56.57,56.57,0.0,0.0,56.63,56.63,56.63,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2019-03-10,55.33,55.33,55.33,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-03-17,55.93,55.93,55.93,0.0,0.0,56.15,56.15,56.15,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2019-03-24,54.49,54.49,54.49,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.29,54.29,54.29,0.0,0.0
2019-03-31,54.25,54.25,54.25,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.13,54.13,54.13,0.0,0.0,54.15,54.15,54.15,0.0,0.0
2019-04-07,54.04,54.04,54.04,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.08,54.08,54.08,0.0,0.0
2019-04-14,53.91,53.91,53.91,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2019-04-21,53.8,53.8,53.8,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2019-04-28,54.89,54.89,54.89,0.0,0.0,54.91,54.91,54.91,0.0,0.0,53.99,53.99,53.99,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2019-05-05,56.11,56.11,56.11,0.0,0.0,56.55,56.55,56.55,0.0,0.0,55.9,55.9,55.9,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2019-05-12,55.67,55.67,55.67,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2019-05-19,55.71,55.71,55.71,0.0,0.0,55.96,55.96,55.96,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.76,55.76,55.76,0.0,0.0
2019-05-26,57.51,57.51,57.51,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.2,57.2,57.2,0.0,0.0,57.49,57.49,57.49,0.0,0.0
2019-06-02,54.51,54.51,54.51,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2019-06-09,54.61,54.61,54.61,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2019-06-16,53.35,53.35,53.35,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2019-06-23,52.89,52.89,52.89,0.0,0.0,53.4,53.4,53.4,0.0,0.0,52.85,52.85,52.85,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2019-06-30,53.03,53.03,53.03,0.0,0.0,53.13,53.13,53.13,0.0,0.0,52.95,52.95,52.95,0.0,0.0,53.02,53.02,53.02,0.0,0.0
2019-07-07,52.0,52.0,52.0,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2019-07-14,52.32,52.32,52.32,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2019-07-21,52.34,52.34,52.34,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.28,52.28,52.28,0.0,0.0
2019-07-28,54.52,54.52,54.52,0.0,0.0,55.72,55.72,55.72,0.0,0.0,54.51,54.51,54.51,0.0,0.0,55.33,55.33,55.33,0.0,0.0
2019-08-04,54.44,54.44,54.44,0.0,0.0,55.01,55.01,55.01,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.86,54.86,54.86,0.0,0.0
2019-08-11,54.11,54.11,54.11,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2019-08-18,54.74,54.74,54.74,0.0,0.0,55.13,55.13,55.13,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2019-08-25,53.48,53.48,53.48,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.43,53.43,53.43,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2019-09-01,52.75,52.75,52.75,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.77,52.77,52.77,0.0,0.0
2019-09-08,52.26,52.26,52.26,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2019-09-15,52.79,52.79,52.79,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.57,52.57,52.57,0.0,0.0
2019-09-22,52.58,52.58,52.58,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2019-09-29,53.3,53.3,53.3,0.0,0.0,53.42,53.42,53.42,0.0,0.0,52.98,52.98,52.98,0.0,0.0,53.35,53.35,53.35,0.0,0.0
2019-10-06,52.76,52.76,52.76,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2019-10-13,52.66,52.66,52.66,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2019-10-20,52.17,52.17,52.17,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2019-10-27,51.42,51.42,51.42,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2019-11-03,51.26,51.26,51.26,0.0,0.0,51.31,51.31,51.31,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2019-11-10,50.45,50.45,50.45,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2019-11-17,50.47,50.47,50.47,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-11-24,50.19,50.19,50.19,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2019-12-01,50.36,50.36,50.36,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-12-08,49.91,49.91,49.91,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-12-15,49.38,49.38,49.38,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2019-12-22,49.07,49.07,49.07,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.39,49.39,49.39,0.0,0.0
2019-12-29,49.27,49.27,49.27,0.0,0.0,49.29,49.29,49.29,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.13,49.13,49.13,0.0,0.0
