Date,GBCI_stock_Open_average,GBCI_stock_Open_max,GBCI_stock_Open_min,GBCI_stock_Open_volatility,GBCI_stock_Open_change,GBCI_stock_High_average,GBCI_stock_High_max,GBCI_stock_High_min,GBCI_stock_High_volatility,GBCI_stock_High_change,GBCI_stock_Low_average,GBCI_stock_Low_max,GBCI_stock_Low_min,GBCI_stock_Low_volatility,GBCI_stock_Low_change,GBCI_stock_Close_average,GBCI_stock_Close_max,GBCI_stock_Close_min,GBCI_stock_Close_volatility,GBCI_stock_Close_change,GBCI_stock_Volume_average,GBCI_stock_Volume_max,GBCI_stock_Volume_min,GBCI_stock_Volume_volatility,GBCI_stock_Volume_change
2018-01-14,39.59,40.08,39.02,1.0599999999999952,-1.0599999999999952,40.0575,40.32,39.91,0.4100000000000037,-0.4100000000000037,39.1725,39.36,39.02,0.3399999999999963,-0.3399999999999963,39.5775,39.91,39.12,0.7899999999999991,0.519999999999996,296420,326838,266860,59978,-17474
2018-01-21,39.8,40.16,39.45,0.7099999999999937,-0.28000000000000114,39.948,40.16,39.48,0.6799999999999997,-0.3100000000000023,39.116,39.62,38.55,1.0700000000000003,-0.8699999999999974,39.653999999999996,40.0,39.19,0.8100000000000023,-0.20000000000000284,334520,467788,223991,243797,-63664
2018-01-28,39.38,39.75,39.07,0.6799999999999997,0.10000000000000142,39.872,40.39,39.53,0.8599999999999994,0.509999999999998,39.18,39.68,38.84,0.8399999999999963,0.259999999999998,39.528,39.93,39.13,0.7999999999999972,0.480000000000004,372667,440774,290210,150564,150564
2018-02-04,38.298,39.36,37.37,1.990000000000002,-1.4500000000000028,39.278,40.55,38.22,2.3299999999999983,-1.8900000000000006,37.412,38.02,36.72,1.3000000000000043,-1.3000000000000043,37.99,38.52,37.29,1.230000000000004,-0.14999999999999858,353784,478327,172013,306314,102017
2018-02-11,38.78,39.84,38.06,1.7800000000000011,1.5599999999999952,39.46,40.6,38.55,2.0500000000000043,1.8800000000000026,38.524,39.52,37.64,1.8800000000000026,1.8800000000000026,39.32,40.39,38.36,2.030000000000001,2.030000000000001,240615,304901,176780,128121,13916
2018-02-18,40.2075,40.59,39.79,0.8000000000000043,-0.5900000000000034,40.6075,40.92,40.12,0.8000000000000043,-0.5600000000000023,39.442499999999995,40.04,38.37,1.6700000000000017,-1.2899999999999991,40.0575,40.43,39.7,0.7299999999999969,0.14000000000000057,283238,395840,175699,220141,-133415
2018-02-25,39.664,40.41,38.62,1.7899999999999991,-1.7100000000000009,40.098,41.0,39.44,1.5600000000000023,-1.0,39.064,39.89,38.13,1.759999999999998,-1.759999999999998,39.462,40.43,38.83,1.6000000000000014,-1.1199999999999974,292349,564511,163199,401312,401312
2018-03-04,39.756,40.24,39.13,1.1099999999999994,0.8200000000000003,40.333999999999996,40.73,39.88,0.8499999999999943,0.8499999999999943,38.702,39.68,37.5,2.1799999999999997,1.6099999999999994,40.07,40.66,39.58,1.0799999999999983,1.0799999999999983,376724,648753,241797,406956,280269
2018-03-11,40.698,41.01,40.12,0.8900000000000006,-0.04000000000000625,41.084,41.24,40.71,0.5300000000000011,0.0799999999999983,40.354,40.67,40.01,0.6600000000000037,-0.23000000000000398,40.62,40.91,40.17,0.7399999999999949,-0.36999999999999744,498099,1081117,301249,779868,586017
2018-03-18,39.878,40.55,38.85,1.6999999999999957,-1.6999999999999957,40.088,40.64,38.96,1.6799999999999997,-1.6799999999999997,38.94,39.88,36.96,2.9200000000000017,-2.5799999999999983,39.242,40.29,37.04,3.25,-3.25,313287,473019,190264,282755,154517
