Date,EZPW_Open_average,EZPW_Open_max,EZPW_Open_min,EZPW_Open_volatility,EZPW_Open_change,EZPW_High_average,EZPW_High_max,EZPW_High_min,EZPW_High_volatility,EZPW_High_change,EZPW_Low_average,EZPW_Low_max,EZPW_Low_min,EZPW_Low_volatility,EZPW_Low_change,EZPW_Close_average,EZPW_Close_max,EZPW_Close_min,EZPW_Close_volatility,EZPW_Close_change,EZPW_Volume_average,EZPW_Volume_max,EZPW_Volume_min,EZPW_Volume_volatility,EZPW_Volume_change
2018-01-14,12.1,12.3,11.85,0.45000000000000107,-0.15000000000000036,12.208,12.32,12.02,0.3000000000000007,-0.28000000000000114,11.91,12.1,11.75,0.34999999999999964,-0.25,12.02,12.3,11.75,0.5500000000000007,-0.34999999999999964,441402,625364,250024,375340,-141179
2018-01-21,11.89,12.0,11.8,0.1999999999999993,0.14999999999999858,11.98,12.05,11.95,0.10000000000000142,0.0,11.74,11.85,11.65,0.1999999999999993,0.049999999999998934,11.9,12.0,11.8,0.1999999999999993,-0.049999999999998934,417107,560101,329662,230439,-30003
2018-01-28,12.56,13.6,11.8,1.799999999999999,1.25,12.92,13.75,11.9,1.8499999999999996,1.4499999999999993,12.262,12.8,11.7,1.1000000000000014,1.1000000000000014,12.6,13.5,11.8,1.6999999999999993,1.0999999999999996,1823682,6390507,229985,6160522,784989
2018-02-04,13.07,13.2,12.7,0.5,0.45000000000000107,13.316,13.4,13.25,0.15000000000000036,-0.02999999999999936,12.77,13.1,12.5,0.5999999999999996,0.15000000000000036,13.07,13.2,12.7,0.5,-0.40000000000000036,756895,1037361,504739,532622,-28803
2018-02-11,12.775,12.9,12.65,0.25,0.1999999999999993,13.024999999999999,13.2,12.85,0.34999999999999964,0.25,12.725,12.85,12.65,0.1999999999999993,0.1999999999999993,12.875,13.05,12.75,0.3000000000000007,0.3000000000000007,442274,551714,281121,270593,-121378
2018-02-18,13.06,13.25,12.75,0.5,0.20000000000000107,13.238,13.44,13.05,0.3899999999999988,0.14999999999999858,12.892,13.05,12.65,0.40000000000000036,0.35999999999999943,13.08,13.2,12.8,0.3999999999999986,0.34999999999999964,307894,465367,148277,317090,-177211
2018-02-25,12.95,13.2,12.7,0.5,-0.14999999999999858,13.25,13.65,13.05,0.5999999999999996,0.40000000000000036,12.76,12.85,12.6,0.25,0.049999999999998934,13.09,13.6,12.8,0.7999999999999989,0.75,542639,726029,341736,384293,384293
2018-03-04,13.6,13.7,13.5,0.1999999999999993,0.0,13.766,14.05,13.65,0.40000000000000036,0.370000000000001,13.36,13.55,13.2,0.3500000000000014,0.3500000000000014,13.620000000000001,13.85,13.55,0.29999999999999893,0.25,446235,564394,223359,341035,110443
2018-03-11,13.5,14.0,13.2,0.8000000000000007,-0.75,13.62,14.3,13.25,1.0500000000000007,-1.0500000000000007,13.216,13.65,13.0,0.6500000000000004,-0.6500000000000004,13.32,13.7,13.1,0.5999999999999996,-0.5,708878,1648691,265378,1383313,-156228
2018-03-18,13.17,13.3,13.05,0.25,-0.09999999999999964,13.450000000000001,13.55,13.3,0.25,0.25,13.024000000000001,13.15,12.9,0.25,-0.1999999999999993,13.23,13.55,12.95,0.6000000000000014,0.40000000000000036,394877,519128,161203,357925,354349
