Date,First Trust RiverFront Dynamic Asia Pacific_Open_average,First Trust RiverFront Dynamic Asia Pacific_Open_max,First Trust RiverFront Dynamic Asia Pacific_Open_min,First Trust RiverFront Dynamic Asia Pacific_Open_volatility,First Trust RiverFront Dynamic Asia Pacific_Open_change,First Trust RiverFront Dynamic Asia Pacific_High_average,First Trust RiverFront Dynamic Asia Pacific_High_max,First Trust RiverFront Dynamic Asia Pacific_High_min,First Trust RiverFront Dynamic Asia Pacific_High_volatility,First Trust RiverFront Dynamic Asia Pacific_High_change,First Trust RiverFront Dynamic Asia Pacific_Low_average,First Trust RiverFront Dynamic Asia Pacific_Low_max,First Trust RiverFront Dynamic Asia Pacific_Low_min,First Trust RiverFront Dynamic Asia Pacific_Low_volatility,First Trust RiverFront Dynamic Asia Pacific_Low_change,First Trust RiverFront Dynamic Asia Pacific_Close_average,First Trust RiverFront Dynamic Asia Pacific_Close_max,First Trust RiverFront Dynamic Asia Pacific_Close_min,First Trust RiverFront Dynamic Asia Pacific_Close_volatility,First Trust RiverFront Dynamic Asia Pacific_Close_change
2018-01-14,63.55,63.55,63.55,0.0,0.0,63.82,63.82,63.82,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.81,63.81,63.81,0.0,0.0
2018-01-21,64.36,64.36,64.36,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.26,64.26,64.26,0.0,0.0,64.36,64.36,64.36,0.0,0.0
2018-01-28,61.63,61.63,61.63,0.0,0.0,61.95,61.95,61.95,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.31,60.31,60.31,0.0,0.0
2018-02-04,59.67,59.67,59.67,0.0,0.0,60.1,60.1,60.1,0.0,0.0,59.48,59.48,59.48,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2018-02-11,61.5,61.5,61.5,0.0,0.0,61.64,61.64,61.64,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.54,61.54,61.54,0.0,0.0
2018-02-18,62.32,62.32,62.32,0.0,0.0,62.47,62.47,62.47,0.0,0.0,62.12,62.12,62.12,0.0,0.0,62.43,62.43,62.43,0.0,0.0
2018-02-25,60.28,60.28,60.28,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.28,60.28,60.28,0.0,0.0,60.6,60.6,60.6,0.0,0.0
2018-03-04,61.46,61.46,61.46,0.0,0.0,61.46,61.46,61.46,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.33,61.33,61.33,0.0,0.0
2018-03-11,60.5,60.5,60.5,0.0,0.0,60.5,60.5,60.5,0.0,0.0,59.91,59.91,59.91,0.0,0.0,60.06,60.06,60.06,0.0,0.0
2018-03-18,59.13,59.13,59.13,0.0,0.0,59.13,59.13,59.13,0.0,0.0,58.54,58.54,58.54,0.0,0.0,58.92,58.92,58.92,0.0,0.0
2018-03-25,59.61,59.61,59.61,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.21,59.21,59.21,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2018-04-01,59.92,59.92,59.92,0.0,0.0,60.09,60.09,60.09,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2018-04-08,60.22,60.22,60.22,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.09,60.09,60.09,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2018-04-15,60.16,60.16,60.16,0.0,0.0,60.22,60.22,60.22,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2018-04-22,60.19,60.19,60.19,0.0,0.0,60.19,60.19,60.19,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.79,59.79,59.79,0.0,0.0
2018-04-29,60.2,60.2,60.2,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2018-05-06,60.98,60.98,60.98,0.0,0.0,61.29,61.29,61.29,0.0,0.0,60.98,60.98,60.98,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2018-05-13,61.01,61.01,61.01,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2018-05-20,60.33,60.33,60.33,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2018-05-27,60.37,60.37,60.37,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.29,60.29,60.29,0.0,0.0
2018-06-03,60.76,60.76,60.76,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.73,60.73,60.73,0.0,0.0
2018-06-10,59.16,59.16,59.16,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.99,58.99,58.99,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2018-06-17,57.54,57.54,57.54,0.0,0.0,57.54,57.54,57.54,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.92,56.92,56.92,0.0,0.0
2018-06-24,55.94,55.94,55.94,0.0,0.0,56.22,56.22,56.22,0.0,0.0,55.94,55.94,55.94,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2018-07-01,56.84,56.84,56.84,0.0,0.0,56.99,56.99,56.99,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.97,56.97,56.97,0.0,0.0
2018-07-08,56.84,56.84,56.84,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.85,56.85,56.85,0.0,0.0
2018-07-15,56.88,56.88,56.88,0.0,0.0,56.98,56.98,56.98,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.97,56.97,56.97,0.0,0.0
2018-07-22,57.93,57.93,57.93,0.0,0.0,57.95,57.95,57.95,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2018-07-29,56.65,56.65,56.65,0.0,0.0,56.76,56.76,56.76,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.61,56.61,56.61,0.0,0.0
2018-08-05,56.03,56.03,56.03,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.77,55.77,55.77,0.0,0.0
2018-08-12,55.54,55.54,55.54,0.0,0.0,55.71,55.71,55.71,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2018-08-19,56.32,56.32,56.32,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.51,56.51,56.51,0.0,0.0
2018-08-26,56.41,56.41,56.41,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.11,56.11,56.11,0.0,0.0
2018-09-02,54.32,54.32,54.32,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.05,54.05,54.05,0.0,0.0
2018-09-09,55.39,55.39,55.39,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2018-09-16,56.8,56.8,56.8,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2018-09-23,57.58,57.58,57.58,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.55,57.55,57.55,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2018-09-30,55.29,55.29,55.29,0.0,0.0,55.49,55.49,55.49,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.47,55.47,55.47,0.0,0.0
