Date,AMED_Open_average,AMED_Open_max,AMED_Open_min,AMED_Open_volatility,AMED_Open_change,AMED_High_average,AMED_High_max,AMED_High_min,AMED_High_volatility,AMED_High_change,AMED_Low_average,AMED_Low_max,AMED_Low_min,AMED_Low_volatility,AMED_Low_change,AMED_Close_average,AMED_Close_max,AMED_Close_min,AMED_Close_volatility,AMED_Close_change,AMED_Volume_average,AMED_Volume_max,AMED_Volume_min,AMED_Volume_volatility,AMED_Volume_change
2018-01-14,55.586,57.02,54.78,2.240000000000002,0.44000000000000483,56.61,57.27,55.79,1.480000000000004,-0.2700000000000031,55.026,55.69,54.45,1.2399999999999949,0.44000000000000483,55.944,57.03,54.79,2.240000000000002,-0.46000000000000085,337411,558114,161189,396925,-260436
2018-01-21,55.644,56.78,54.74,2.039999999999999,-1.1200000000000045,56.256,57.1,55.21,1.8900000000000006,-0.6799999999999997,54.674,55.77,53.52,2.25,-1.0800000000000054,55.244,55.83,54.75,1.0799999999999983,-1.0799999999999983,260893,471937,131842,340095,2769
2018-01-28,53.038000000000004,54.29,51.24,3.049999999999997,-3.049999999999997,53.698,55.3,51.75,3.549999999999997,-3.549999999999997,52.108000000000004,53.63,50.57,3.0600000000000023,-3.0600000000000023,52.414,53.99,50.68,3.3100000000000023,-3.3100000000000023,301191,436657,230050,206607,109477
2018-02-04,54.508,56.35,49.98,6.3700000000000045,6.3700000000000045,56.303999999999995,57.12,55.22,1.8999999999999986,1.8999999999999986,53.478,54.74,49.98,4.760000000000005,4.080000000000005,55.54,56.4,54.55,1.8500000000000014,0.8000000000000043,526059,789578,341384,448194,-448194
2018-02-11,55.4825,56.42,54.76,1.6600000000000037,0.3100000000000023,56.215,56.73,55.4,1.3299999999999983,1.3299999999999983,54.839999999999996,55.41,54.29,1.1199999999999974,1.1199999999999974,55.82,56.46,55.03,1.4299999999999997,1.4299999999999997,233793,249931,211813,38118,-18020
2018-02-18,57.294,58.12,56.25,1.8699999999999974,1.6199999999999974,58.148,58.62,57.09,1.529999999999994,1.269999999999996,56.455999999999996,56.8,55.91,0.8900000000000006,0.8900000000000006,57.508,57.98,56.87,1.1099999999999994,1.0100000000000051,258965,383707,189922,193785,-67023
2018-02-25,58.876,61.78,56.95,4.829999999999998,0.11999999999999744,59.904,61.78,58.79,2.990000000000002,-1.3999999999999986,56.846000000000004,57.78,55.49,2.289999999999999,0.35999999999999943,58.612,59.43,57.19,2.240000000000002,-0.7199999999999989,491170,890397,251448,638949,-271127
2018-03-04,59.598,60.82,58.44,2.3800000000000026,2.1199999999999974,60.82,61.76,59.31,2.4499999999999957,2.4299999999999997,58.684,59.83,57.64,2.1899999999999977,0.490000000000002,60.288000000000004,61.59,58.99,2.6000000000000014,2.6000000000000014,234356,279897,184281,95616,-18497
2018-03-11,62.342,63.78,61.66,2.1200000000000045,2.0,62.821999999999996,63.78,61.86,1.9200000000000017,1.2700000000000031,61.212,62.0,60.61,1.3900000000000006,0.10000000000000142,62.236,62.74,61.38,1.3599999999999994,1.1400000000000006,287617,434262,183797,250465,-94010
2018-03-18,61.722,62.7,61.16,1.5400000000000063,-0.8100000000000023,62.596,63.15,62.08,1.0700000000000003,-1.0700000000000003,60.87,61.39,59.76,1.6300000000000026,-0.5,61.456,61.56,61.4,0.1600000000000037,0.10000000000000142,177118,229679,124962,104717,-67931
