Date,iShares US Basic Materials_Open_average,iShares US Basic Materials_Open_max,iShares US Basic Materials_Open_min,iShares US Basic Materials_Open_volatility,iShares US Basic Materials_Open_change,iShares US Basic Materials_High_average,iShares US Basic Materials_High_max,iShares US Basic Materials_High_min,iShares US Basic Materials_High_volatility,iShares US Basic Materials_High_change,iShares US Basic Materials_Low_average,iShares US Basic Materials_Low_max,iShares US Basic Materials_Low_min,iShares US Basic Materials_Low_volatility,iShares US Basic Materials_Low_change,iShares US Basic Materials_Close_average,iShares US Basic Materials_Close_max,iShares US Basic Materials_Close_min,iShares US Basic Materials_Close_volatility,iShares US Basic Materials_Close_change
2018-06-10,101.37,101.37,101.37,0.0,0.0,102.02,102.02,102.02,0.0,0.0,101.25,101.25,101.25,0.0,0.0,101.91,101.91,101.91,0.0,0.0
2018-06-17,99.56,99.56,99.56,0.0,0.0,99.61,99.61,99.61,0.0,0.0,97.63,97.63,97.63,0.0,0.0,98.43,98.43,98.43,0.0,0.0
2018-06-24,98.39,98.39,98.39,0.0,0.0,98.66,98.66,98.66,0.0,0.0,97.87,97.87,97.87,0.0,0.0,98.52,98.52,98.52,0.0,0.0
2018-07-01,100.1,100.1,100.1,0.0,0.0,100.82,100.82,100.82,0.0,0.0,100.1,100.1,100.1,0.0,0.0,100.82,100.82,100.82,0.0,0.0
2018-07-08,99.95,99.95,99.95,0.0,0.0,100.02,100.02,100.02,0.0,0.0,98.89,98.89,98.89,0.0,0.0,99.13,99.13,99.13,0.0,0.0
2018-07-15,99.5,99.5,99.5,0.0,0.0,99.5,99.5,99.5,0.0,0.0,98.79,98.79,98.79,0.0,0.0,99.01,99.01,99.01,0.0,0.0
2018-07-22,101.71,101.71,101.71,0.0,0.0,102.23,102.23,102.23,0.0,0.0,101.04,101.04,101.04,0.0,0.0,101.18,101.18,101.18,0.0,0.0
2018-07-29,99.78,99.78,99.78,0.0,0.0,101.36,101.36,101.36,0.0,0.0,99.78,99.78,99.78,0.0,0.0,101.01,101.01,101.01,0.0,0.0
2018-08-05,100.17,100.17,100.17,0.0,0.0,100.53,100.53,100.53,0.0,0.0,98.93,98.93,98.93,0.0,0.0,99.21,99.21,99.21,0.0,0.0
2018-08-12,99.75,99.75,99.75,0.0,0.0,100.64,100.64,100.64,0.0,0.0,99.75,99.75,99.75,0.0,0.0,100.31,100.31,100.31,0.0,0.0
2018-08-19,101.26,101.26,101.26,0.0,0.0,102.63,102.63,102.63,0.0,0.0,101.26,101.26,101.26,0.0,0.0,102.31,102.31,102.31,0.0,0.0
2018-08-26,101.35,101.35,101.35,0.0,0.0,101.96,101.96,101.96,0.0,0.0,101.05,101.05,101.05,0.0,0.0,101.4,101.4,101.4,0.0,0.0
2018-09-02,100.65,100.65,100.65,0.0,0.0,100.95,100.95,100.95,0.0,0.0,100.22,100.22,100.22,0.0,0.0,100.25,100.25,100.25,0.0,0.0
2018-09-09,100.43,100.43,100.43,0.0,0.0,101.34,101.34,101.34,0.0,0.0,100.43,100.43,100.43,0.0,0.0,100.73,100.73,100.73,0.0,0.0
2018-09-16,102.76,102.76,102.76,0.0,0.0,102.81,102.81,102.81,0.0,0.0,101.4,101.4,101.4,0.0,0.0,101.46,101.46,101.46,0.0,0.0
2018-09-23,98.97,98.97,98.97,0.0,0.0,99.73,99.73,99.73,0.0,0.0,98.97,98.97,98.97,0.0,0.0,99.28,99.28,99.28,0.0,0.0
2018-09-30,97.54,97.54,97.54,0.0,0.0,98.09,98.09,98.09,0.0,0.0,97.17,97.17,97.17,0.0,0.0,97.89,97.89,97.89,0.0,0.0
2018-10-07,91.73,91.73,91.73,0.0,0.0,92.23,92.23,92.23,0.0,0.0,91.31,91.31,91.31,0.0,0.0,91.31,91.31,91.31,0.0,0.0
2018-10-14,91.03,91.03,91.03,0.0,0.0,91.17,91.17,91.17,0.0,0.0,89.71,89.71,89.71,0.0,0.0,90.15,90.15,90.15,0.0,0.0
2018-10-21,87.38,87.38,87.38,0.0,0.0,88.12,88.12,88.12,0.0,0.0,85.25,85.25,85.25,0.0,0.0,86.06,86.06,86.06,0.0,0.0
2018-10-28,91.17,91.17,91.17,0.0,0.0,91.63,91.63,91.63,0.0,0.0,90.9,90.9,90.9,0.0,0.0,91.44,91.44,91.44,0.0,0.0
2018-11-04,92.14,92.14,92.14,0.0,0.0,92.14,92.14,92.14,0.0,0.0,90.68,90.68,90.68,0.0,0.0,90.77,90.77,90.77,0.0,0.0
2018-11-11,91.98,91.98,91.98,0.0,0.0,92.28,92.28,92.28,0.0,0.0,90.53,90.53,90.53,0.0,0.0,90.77,90.77,90.77,0.0,0.0
2018-11-18,89.38,89.38,89.38,0.0,0.0,90.07,90.07,90.07,0.0,0.0,89.19,89.19,89.19,0.0,0.0,89.6,89.6,89.6,0.0,0.0
2018-11-25,92.62,92.62,92.62,0.0,0.0,93.23,93.23,93.23,0.0,0.0,91.24,91.24,91.24,0.0,0.0,92.47,92.47,92.47,0.0,0.0
2018-12-02,85.73,85.73,85.73,0.0,0.0,86.16,86.16,86.16,0.0,0.0,84.27,84.27,84.27,0.0,0.0,85.83,85.83,85.83,0.0,0.0
2018-12-09,84.31,84.31,84.31,0.0,0.0,85.15,85.15,85.15,0.0,0.0,82.5,82.5,82.5,0.0,0.0,83.0,83.0,83.0,0.0,0.0
2018-12-16,80.53,80.53,80.53,0.0,0.0,80.87,80.87,80.87,0.0,0.0,78.9,78.9,78.9,0.0,0.0,78.95,78.95,78.95,0.0,0.0
2018-12-23,83.58,83.58,83.58,0.0,0.0,84.08,84.08,84.08,0.0,0.0,83.02,83.02,83.02,0.0,0.0,83.96,83.96,83.96,0.0,0.0
2018-12-30,85.4,85.4,85.4,0.0,0.0,86.5,86.5,86.5,0.0,0.0,84.99,84.99,84.99,0.0,0.0,85.56,85.56,85.56,0.0,0.0
2019-01-06,86.4,86.4,86.4,0.0,0.0,86.92,86.92,86.92,0.0,0.0,86.05,86.05,86.05,0.0,0.0,86.38,86.38,86.38,0.0,0.0
2019-01-13,88.54,88.54,88.54,0.0,0.0,89.75,89.75,89.75,0.0,0.0,88.44,88.44,88.44,0.0,0.0,89.45,89.45,89.45,0.0,0.0
2019-01-20,88.07,88.07,88.07,0.0,0.0,88.58,88.58,88.58,0.0,0.0,87.85,87.85,87.85,0.0,0.0,88.58,88.58,88.58,0.0,0.0
2019-01-27,89.25,89.25,89.25,0.0,0.0,89.47,89.47,89.47,0.0,0.0,88.83,88.83,88.83,0.0,0.0,89.45,89.45,89.45,0.0,0.0
2019-02-03,87.9,87.9,87.9,0.0,0.0,88.0,88.0,88.0,0.0,0.0,87.5,87.5,87.5,0.0,0.0,87.92,87.92,87.92,0.0,0.0
2019-02-10,90.14,90.14,90.14,0.0,0.0,90.83,90.83,90.83,0.0,0.0,89.99,89.99,89.99,0.0,0.0,90.71,90.71,90.71,0.0,0.0
2019-02-17,93.69,93.69,93.69,0.0,0.0,94.05,94.05,94.05,0.0,0.0,93.43,93.43,93.43,0.0,0.0,93.91,93.91,93.91,0.0,0.0
2019-02-24,92.15,92.15,92.15,0.0,0.0,92.54,92.54,92.54,0.0,0.0,90.77,90.77,90.77,0.0,0.0,92.08,92.08,92.08,0.0,0.0
2019-03-03,91.13,91.13,91.13,0.0,0.0,92.11,92.11,92.11,0.0,0.0,91.11,91.11,91.11,0.0,0.0,92.08,92.08,92.08,0.0,0.0
2019-03-10,92.22,92.22,92.22,0.0,0.0,92.43,92.43,92.43,0.0,0.0,91.65,91.65,91.65,0.0,0.0,92.34,92.34,92.34,0.0,0.0
2019-03-17,89.86,89.86,89.86,0.0,0.0,90.36,90.36,90.36,0.0,0.0,89.36,89.36,89.36,0.0,0.0,89.48,89.48,89.48,0.0,0.0
2019-03-24,92.13,92.13,92.13,0.0,0.0,93.0,93.0,93.0,0.0,0.0,92.06,92.06,92.06,0.0,0.0,92.86,92.86,92.86,0.0,0.0
2019-03-31,95.48,95.48,95.48,0.0,0.0,95.75,95.75,95.75,0.0,0.0,95.18,95.18,95.18,0.0,0.0,95.7,95.7,95.7,0.0,0.0
2019-04-07,95.99,95.99,95.99,0.0,0.0,95.99,95.99,95.99,0.0,0.0,95.31,95.31,95.31,0.0,0.0,95.46,95.46,95.46,0.0,0.0
2019-04-14,95.36,95.36,95.36,0.0,0.0,95.46,95.46,95.46,0.0,0.0,94.68,94.68,94.68,0.0,0.0,94.75,94.75,94.75,0.0,0.0
2019-04-21,93.54,93.54,93.54,0.0,0.0,93.83,93.83,93.83,0.0,0.0,93.29,93.29,93.29,0.0,0.0,93.59,93.59,93.59,0.0,0.0
2019-04-28,90.81,90.81,90.81,0.0,0.0,91.43,91.43,91.43,0.0,0.0,90.56,90.56,90.56,0.0,0.0,90.99,90.99,90.99,0.0,0.0
2019-05-05,87.15,87.15,87.15,0.0,0.0,87.98,87.98,87.98,0.0,0.0,86.55,86.55,86.55,0.0,0.0,87.17,87.17,87.17,0.0,0.0
2019-05-12,87.49,87.49,87.49,0.0,0.0,87.99,87.99,87.99,0.0,0.0,87.08,87.08,87.08,0.0,0.0,87.22,87.22,87.22,0.0,0.0
2019-05-19,87.43,87.43,87.43,0.0,0.0,87.44,87.44,87.44,0.0,0.0,86.35,86.35,86.35,0.0,0.0,86.82,86.82,86.82,0.0,0.0
2019-05-26,85.02,85.02,85.02,0.0,0.0,87.71,87.71,87.71,0.0,0.0,85.02,85.02,85.02,0.0,0.0,87.69,87.69,87.69,0.0,0.0
2019-06-02,92.57,92.57,92.57,0.0,0.0,92.93,92.93,92.93,0.0,0.0,92.41,92.41,92.41,0.0,0.0,92.42,92.42,92.42,0.0,0.0
2019-06-09,92.63,92.63,92.63,0.0,0.0,92.63,92.63,92.63,0.0,0.0,91.85,91.85,91.85,0.0,0.0,91.94,91.94,91.94,0.0,0.0
2019-06-16,93.41,93.41,93.41,0.0,0.0,94.05,94.05,94.05,0.0,0.0,93.26,93.26,93.26,0.0,0.0,93.84,93.84,93.84,0.0,0.0
2019-06-23,95.2,95.2,95.2,0.0,0.0,95.57,95.57,95.57,0.0,0.0,94.89,94.89,94.89,0.0,0.0,95.57,95.57,95.57,0.0,0.0
2019-06-30,94.68,94.68,94.68,0.0,0.0,94.91,94.91,94.91,0.0,0.0,93.69,93.69,93.69,0.0,0.0,93.89,93.89,93.89,0.0,0.0
2019-07-07,94.45,94.45,94.45,0.0,0.0,94.79,94.79,94.79,0.0,0.0,94.23,94.23,94.23,0.0,0.0,94.79,94.79,94.79,0.0,0.0
2019-07-14,95.01,95.01,95.01,0.0,0.0,95.27,95.27,95.27,0.0,0.0,94.61,94.61,94.61,0.0,0.0,94.83,94.83,94.83,0.0,0.0
2019-07-21,94.87,94.87,94.87,0.0,0.0,95.08,95.08,95.08,0.0,0.0,94.63,94.63,94.63,0.0,0.0,94.82,94.82,94.82,0.0,0.0
2019-07-28,90.35,90.35,90.35,0.0,0.0,90.62,90.62,90.62,0.0,0.0,88.85,88.85,88.85,0.0,0.0,89.63,89.63,89.63,0.0,0.0
2019-08-04,91.51,91.51,91.51,0.0,0.0,91.51,91.51,91.51,0.0,0.0,89.86,89.86,89.86,0.0,0.0,90.0,90.0,90.0,0.0,0.0
2019-08-11,89.95,89.95,89.95,0.0,0.0,90.28,90.28,90.28,0.0,0.0,89.75,89.75,89.75,0.0,0.0,89.92,89.92,89.92,0.0,0.0
2019-08-18,87.17,87.17,87.17,0.0,0.0,87.17,87.17,87.17,0.0,0.0,86.38,86.38,86.38,0.0,0.0,86.7,86.7,86.7,0.0,0.0
2019-08-25,89.36,89.36,89.36,0.0,0.0,89.96,89.96,89.96,0.0,0.0,89.19,89.19,89.19,0.0,0.0,89.54,89.54,89.54,0.0,0.0
2019-09-01,90.73,90.73,90.73,0.0,0.0,90.88,90.88,90.88,0.0,0.0,90.51,90.51,90.51,0.0,0.0,90.8,90.8,90.8,0.0,0.0
2019-09-08,94.23,94.23,94.23,0.0,0.0,94.34,94.34,94.34,0.0,0.0,93.19,93.19,93.19,0.0,0.0,93.28,93.28,93.28,0.0,0.0
2019-09-15,92.92,92.92,92.92,0.0,0.0,93.53,93.53,93.53,0.0,0.0,92.92,92.92,92.92,0.0,0.0,93.26,93.26,93.26,0.0,0.0
2019-09-22,91.75,91.75,91.75,0.0,0.0,92.47,92.47,92.47,0.0,0.0,91.62,91.62,91.62,0.0,0.0,92.27,92.27,92.27,0.0,0.0
2019-09-29,88.89,88.89,88.89,0.0,0.0,89.84,89.84,89.84,0.0,0.0,88.7,88.7,88.7,0.0,0.0,88.92,88.92,88.92,0.0,0.0
2019-10-06,90.68,90.68,90.68,0.0,0.0,90.74,90.74,90.74,0.0,0.0,90.1,90.1,90.1,0.0,0.0,90.16,90.16,90.16,0.0,0.0
2019-10-13,91.43,91.43,91.43,0.0,0.0,91.43,91.43,91.43,0.0,0.0,90.54,90.54,90.54,0.0,0.0,90.57,90.57,90.57,0.0,0.0
2019-10-20,92.76,92.76,92.76,0.0,0.0,93.0,93.0,93.0,0.0,0.0,92.32,92.32,92.32,0.0,0.0,92.62,92.62,92.62,0.0,0.0
2019-10-27,94.32,94.32,94.32,0.0,0.0,95.09,95.09,95.09,0.0,0.0,94.32,94.32,94.32,0.0,0.0,94.99,94.99,94.99,0.0,0.0
2019-11-03,96.1,96.1,96.1,0.0,0.0,96.57,96.57,96.57,0.0,0.0,95.98,95.98,95.98,0.0,0.0,96.54,96.54,96.54,0.0,0.0
2019-11-10,96.04,96.04,96.04,0.0,0.0,96.3,96.3,96.3,0.0,0.0,95.74,95.74,95.74,0.0,0.0,96.07,96.07,96.07,0.0,0.0
2019-11-17,94.81,94.81,94.81,0.0,0.0,95.44,95.44,95.44,0.0,0.0,94.81,94.81,94.81,0.0,0.0,95.28,95.28,95.28,0.0,0.0
2019-11-24,95.35,95.35,95.35,0.0,0.0,95.66,95.66,95.66,0.0,0.0,94.62,94.62,94.62,0.0,0.0,94.62,94.62,94.62,0.0,0.0
2019-12-01,95.61,95.61,95.61,0.0,0.0,96.11,96.11,96.11,0.0,0.0,95.47,95.47,95.47,0.0,0.0,95.58,95.58,95.58,0.0,0.0
2019-12-08,96.88,96.88,96.88,0.0,0.0,96.88,96.88,96.88,0.0,0.0,96.07,96.07,96.07,0.0,0.0,96.17,96.17,96.17,0.0,0.0
2019-12-15,96.55,96.55,96.55,0.0,0.0,97.4,97.4,97.4,0.0,0.0,96.55,96.55,96.55,0.0,0.0,97.33,97.33,97.33,0.0,0.0
2019-12-22,97.79,97.79,97.79,0.0,0.0,97.79,97.79,97.79,0.0,0.0,97.22,97.22,97.22,0.0,0.0,97.29,97.29,97.29,0.0,0.0
2019-12-29,95.83,95.83,95.83,0.0,0.0,96.42,96.42,96.42,0.0,0.0,95.22,95.22,95.22,0.0,0.0,95.22,95.22,95.22,0.0,0.0
