Date,Guggenheim Invest S&P 500 Equal Weight_etf_Open_average,Guggenheim Invest S&P 500 Equal Weight_etf_Open_max,Guggenheim Invest S&P 500 Equal Weight_etf_Open_min,Guggenheim Invest S&P 500 Equal Weight_etf_Open_volatility,Guggenheim Invest S&P 500 Equal Weight_etf_Open_change,Guggenheim Invest S&P 500 Equal Weight_etf_High_average,Guggenheim Invest S&P 500 Equal Weight_etf_High_max,Guggenheim Invest S&P 500 Equal Weight_etf_High_min,Guggenheim Invest S&P 500 Equal Weight_etf_High_volatility,Guggenheim Invest S&P 500 Equal Weight_etf_High_change,Guggenheim Invest S&P 500 Equal Weight_etf_Low_average,Guggenheim Invest S&P 500 Equal Weight_etf_Low_max,Guggenheim Invest S&P 500 Equal Weight_etf_Low_min,Guggenheim Invest S&P 500 Equal Weight_etf_Low_volatility,Guggenheim Invest S&P 500 Equal Weight_etf_Low_change,Guggenheim Invest S&P 500 Equal Weight_etf_Close_average,Guggenheim Invest S&P 500 Equal Weight_etf_Close_max,Guggenheim Invest S&P 500 Equal Weight_etf_Close_min,Guggenheim Invest S&P 500 Equal Weight_etf_Close_volatility,Guggenheim Invest S&P 500 Equal Weight_etf_Close_change
2018-01-14,105.01,105.01,105.01,0.0,0.0,105.44,105.44,105.44,0.0,0.0,104.86,104.86,104.86,0.0,0.0,105.44,105.44,105.44,0.0,0.0
2018-01-21,106.71,106.71,106.71,0.0,0.0,107.44,107.44,107.44,0.0,0.0,106.58,106.58,106.58,0.0,0.0,107.43,107.43,107.43,0.0,0.0
2018-01-28,104.62,104.62,104.62,0.0,0.0,104.74,104.74,104.74,0.0,0.0,103.03,103.03,103.03,0.0,0.0,103.05,103.05,103.05,0.0,0.0
2018-02-04,97.8,97.8,97.8,0.0,0.0,98.79,98.79,98.79,0.0,0.0,94.97,94.97,94.97,0.0,0.0,98.12,98.12,98.12,0.0,0.0
2018-02-11,101.86,101.86,101.86,0.0,0.0,102.89,102.89,102.89,0.0,0.0,101.85,101.85,101.85,0.0,0.0,102.18,102.18,102.18,0.0,0.0
2018-02-18,101.5,101.5,101.5,0.0,0.0,102.52,102.52,102.52,0.0,0.0,101.28,101.28,101.28,0.0,0.0,102.51,102.51,102.51,0.0,0.0
2018-02-25,99.18,99.18,99.18,0.0,0.0,100.59,100.59,100.59,0.0,0.0,98.82,98.82,98.82,0.0,0.0,100.41,100.41,100.41,0.0,0.0
2018-03-04,102.87,102.87,102.87,0.0,0.0,103.95,103.95,103.95,0.0,0.0,102.69,102.69,102.69,0.0,0.0,103.92,103.92,103.92,0.0,0.0
2018-03-11,102.15,102.15,102.15,0.0,0.0,102.75,102.75,102.75,0.0,0.0,102.15,102.15,102.15,0.0,0.0,102.44,102.44,102.44,0.0,0.0
2018-03-18,99.38,99.38,99.38,0.0,0.0,99.68,99.68,99.68,0.0,0.0,97.2,97.2,97.2,0.0,0.0,97.29,97.29,97.29,0.0,0.0
2018-03-25,98.7,98.7,98.7,0.0,0.0,100.01,100.01,100.01,0.0,0.0,98.61,98.61,98.61,0.0,0.0,99.48,99.48,99.48,0.0,0.0
2018-04-01,99.43,99.43,99.43,0.0,0.0,100.0,100.0,100.0,0.0,0.0,97.42,97.42,97.42,0.0,0.0,98.14,98.14,98.14,0.0,0.0
2018-04-08,100.36,100.36,100.36,0.0,0.0,100.52,100.52,100.52,0.0,0.0,99.28,99.28,99.28,0.0,0.0,99.65,99.65,99.65,0.0,0.0
2018-04-15,101.0,101.0,101.0,0.0,0.0,101.11,101.11,101.11,0.0,0.0,99.93,99.93,99.93,0.0,0.0,100.28,100.28,100.28,0.0,0.0
2018-04-22,100.5,100.5,100.5,0.0,0.0,100.93,100.93,100.93,0.0,0.0,100.32,100.32,100.32,0.0,0.0,100.77,100.77,100.77,0.0,0.0
