Date,NEOG_stock_Open_average,NEOG_stock_Open_max,NEOG_stock_Open_min,NEOG_stock_Open_volatility,NEOG_stock_Open_change,NEOG_stock_High_average,NEOG_stock_High_max,NEOG_stock_High_min,NEOG_stock_High_volatility,NEOG_stock_High_change,NEOG_stock_Low_average,NEOG_stock_Low_max,NEOG_stock_Low_min,NEOG_stock_Low_volatility,NEOG_stock_Low_change,NEOG_stock_Close_average,NEOG_stock_Close_max,NEOG_stock_Close_min,NEOG_stock_Close_volatility,NEOG_stock_Close_change,NEOG_stock_Volume_average,NEOG_stock_Volume_max,NEOG_stock_Volume_min,NEOG_stock_Volume_volatility,NEOG_stock_Volume_change
2018-01-14,58.6575,59.31,57.78,1.5300000000000011,-1.25,59.165,59.89,58.55,1.3400000000000034,-0.980000000000004,58.205,58.86,57.45,1.4099999999999966,-1.4099999999999966,58.655,58.92,58.06,0.8599999999999994,-0.010000000000005116,117160,141902,78584,63318,17686
2018-01-21,59.29,59.76,58.81,0.9499999999999957,0.8399999999999963,59.988,60.52,59.24,1.2800000000000011,1.0200000000000031,58.982,59.72,58.5,1.2199999999999989,1.2199999999999989,59.49,60.24,58.94,1.3000000000000043,1.3000000000000043,142281,271815,79503,192312,-547
2018-01-28,59.449999999999996,60.0,58.92,1.0799999999999983,-1.0200000000000031,59.961999999999996,60.62,59.37,1.25,-1.25,59.0,59.85,58.4,1.4500000000000028,-1.2800000000000011,59.414,60.2,59.03,1.1700000000000017,-1.1000000000000014,146528,191749,113814,77935,19221
2018-02-04,56.544,58.9,55.09,3.809999999999995,-3.809999999999995,57.264,59.34,56.28,3.0600000000000023,-2.8000000000000043,55.232,56.93,54.09,2.8399999999999963,-2.8399999999999963,56.042,57.1,54.64,2.460000000000001,-1.0200000000000031,180073,233796,120007,113789,-43428
2018-02-11,57.032000000000004,59.64,55.49,4.149999999999999,3.539999999999999,58.410000000000004,60.15,56.84,3.309999999999995,3.25,56.474,59.15,55.0,4.149999999999999,4.109999999999999,57.902,59.79,55.87,3.9200000000000017,3.9200000000000017,250723,552736,156596,396140,33912
2018-02-18,59.682500000000005,60.27,59.21,1.0600000000000023,0.4899999999999949,60.2675,60.74,59.54,1.2000000000000028,0.75,58.9075,59.27,58.6,0.6700000000000017,0.5399999999999991,59.665,60.11,58.95,1.1599999999999966,1.1599999999999966,164088,206633,117849,88784,-75307
2018-02-25,59.248,59.94,58.41,1.5300000000000011,-1.4499999999999957,60.112,60.6,59.07,1.5300000000000011,-0.020000000000003126,58.598,59.34,57.89,1.4500000000000028,-0.9299999999999997,59.268,60.01,58.27,1.7399999999999949,-0.12999999999999545,155731,192236,99970,92266,-66114
2018-03-04,61.024,61.87,59.6,2.269999999999996,1.8900000000000006,61.89,62.69,60.92,1.769999999999996,1.0499999999999972,60.186,60.88,59.59,1.2899999999999991,0.9699999999999989,61.3,61.73,60.45,1.279999999999994,1.269999999999996,171763,201122,151577,49545,42090
2018-03-11,63.39,63.95,61.73,2.220000000000006,2.0900000000000034,64.228,64.57,63.51,1.0599999999999952,1.0599999999999952,61.994,63.43,59.3,4.130000000000003,3.780000000000001,63.776,64.31,63.28,1.0300000000000011,1.0300000000000011,240769,571973,113071,458902,374184
2018-03-18,63.565999999999995,64.24,62.76,1.4799999999999969,-1.4799999999999969,64.412,65.3,63.39,1.9099999999999966,-1.1200000000000045,62.584,63.26,62.01,1.25,-0.5100000000000051,63.338,64.92,62.19,2.730000000000004,-1.1200000000000045,217509,266728,163123,103605,43427
