Date,Proshares UltraPro NASDAQ Biotechnology_etf_Open_average,Proshares UltraPro NASDAQ Biotechnology_etf_Open_max,Proshares UltraPro NASDAQ Biotechnology_etf_Open_min,Proshares UltraPro NASDAQ Biotechnology_etf_Open_volatility,Proshares UltraPro NASDAQ Biotechnology_etf_Open_change,Proshares UltraPro NASDAQ Biotechnology_etf_High_average,Proshares UltraPro NASDAQ Biotechnology_etf_High_max,Proshares UltraPro NASDAQ Biotechnology_etf_High_min,Proshares UltraPro NASDAQ Biotechnology_etf_High_volatility,Proshares UltraPro NASDAQ Biotechnology_etf_High_change,Proshares UltraPro NASDAQ Biotechnology_etf_Low_average,Proshares UltraPro NASDAQ Biotechnology_etf_Low_max,Proshares UltraPro NASDAQ Biotechnology_etf_Low_min,Proshares UltraPro NASDAQ Biotechnology_etf_Low_volatility,Proshares UltraPro NASDAQ Biotechnology_etf_Low_change,Proshares UltraPro NASDAQ Biotechnology_etf_Close_average,Proshares UltraPro NASDAQ Biotechnology_etf_Close_max,Proshares UltraPro NASDAQ Biotechnology_etf_Close_min,Proshares UltraPro NASDAQ Biotechnology_etf_Close_volatility,Proshares UltraPro NASDAQ Biotechnology_etf_Close_change
2018-07-29,40.91,40.91,40.91,0.0,0.0,40.91,40.91,40.91,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.72,39.72,39.72,0.0,0.0
2018-08-05,39.65,39.65,39.65,0.0,0.0,40.28,40.28,40.28,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2018-08-12,38.41,38.41,38.41,0.0,0.0,39.04,39.04,39.04,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2018-08-19,40.0,40.0,40.0,0.0,0.0,40.16,40.16,40.16,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2018-08-26,44.7,44.7,44.7,0.0,0.0,45.08,45.08,45.08,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.75,44.75,44.75,0.0,0.0
2018-09-02,40.32,40.32,40.32,0.0,0.0,40.74,40.74,40.74,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.97,39.97,39.97,0.0,0.0
2018-09-09,40.64,40.64,40.64,0.0,0.0,41.18,41.18,41.18,0.0,0.0,39.69,39.69,39.69,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2018-09-16,41.54,41.54,41.54,0.0,0.0,42.0,42.0,42.0,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2018-09-23,44.0,44.0,44.0,0.0,0.0,44.55,44.55,44.55,0.0,0.0,43.73,43.73,43.73,0.0,0.0,44.19,44.19,44.19,0.0,0.0
2018-09-30,40.2,40.2,40.2,0.0,0.0,40.54,40.54,40.54,0.0,0.0,37.0,37.0,37.0,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2018-10-07,33.51,33.51,33.51,0.0,0.0,33.51,33.51,33.51,0.0,0.0,31.79,31.79,31.79,0.0,0.0,33.2,33.2,33.2,0.0,0.0
2018-10-14,34.91,34.91,34.91,0.0,0.0,35.66,35.66,35.66,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2018-10-21,24.89,24.89,24.89,0.0,0.0,27.23,27.23,27.23,0.0,0.0,24.5,24.5,24.5,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2018-10-28,29.58,29.58,29.58,0.0,0.0,31.28,31.28,31.28,0.0,0.0,28.61,28.61,28.61,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2018-11-04,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,28.39,28.39,28.39,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2018-11-11,25.79,25.79,25.79,0.0,0.0,27.1,27.1,27.1,0.0,0.0,25.51,25.51,25.51,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-11-18,24.25,24.25,24.25,0.0,0.0,26.43,26.43,26.43,0.0,0.0,24.25,24.25,24.25,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2018-11-25,28.47,28.47,28.47,0.0,0.0,29.72,29.72,29.72,0.0,0.0,28.04,28.04,28.04,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2018-12-02,27.66,27.66,27.66,0.0,0.0,27.9,27.9,27.9,0.0,0.0,24.93,24.93,24.93,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2018-12-09,24.56,24.56,24.56,0.0,0.0,25.12,25.12,25.12,0.0,0.0,23.83,23.83,23.83,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2018-12-16,19.0,19.0,19.0,0.0,0.0,19.34,19.34,19.34,0.0,0.0,16.58,16.58,16.58,0.0,0.0,16.75,16.75,16.75,0.0,0.0
2018-12-23,19.31,19.31,19.31,0.0,0.0,19.93,19.93,19.93,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.91,18.91,18.91,0.0,0.0
2018-12-30,21.74,21.74,21.74,0.0,0.0,23.9,23.9,23.9,0.0,0.0,21.6,21.6,21.6,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-01-06,27.92,27.92,27.92,0.0,0.0,28.39,28.39,28.39,0.0,0.0,27.5,27.5,27.5,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-01-13,29.34,29.34,29.34,0.0,0.0,29.4,29.4,29.4,0.0,0.0,28.01,28.01,28.01,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2019-01-20,27.6,27.6,27.6,0.0,0.0,28.41,28.41,28.41,0.0,0.0,27.35,27.35,27.35,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-01-27,28.4,28.4,28.4,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-02-03,26.05,26.05,26.05,0.0,0.0,27.01,27.01,27.01,0.0,0.0,25.72,25.72,25.72,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2019-02-10,29.06,29.06,29.06,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.0,29.0,29.0,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2019-02-17,28.13,28.13,28.13,0.0,0.0,29.16,29.16,29.16,0.0,0.0,27.9,27.9,27.9,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2019-02-24,31.44,31.44,31.44,0.0,0.0,32.56,32.56,32.56,0.0,0.0,31.0,31.0,31.0,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2019-03-03,26.95,26.95,26.95,0.0,0.0,27.24,27.24,27.24,0.0,0.0,26.48,26.48,26.48,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2019-03-10,30.86,30.86,30.86,0.0,0.0,31.59,31.59,31.59,0.0,0.0,30.82,30.82,30.82,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2019-03-17,29.02,29.02,29.02,0.0,0.0,29.14,29.14,29.14,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2019-03-24,28.5,28.5,28.5,0.0,0.0,29.46,29.46,29.46,0.0,0.0,28.5,28.5,28.5,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2019-03-31,30.49,30.49,30.49,0.0,0.0,31.81,31.81,31.81,0.0,0.0,30.49,30.49,30.49,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-04-07,29.41,29.41,29.41,0.0,0.0,29.58,29.58,29.58,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-04-14,24.52,24.52,24.52,0.0,0.0,24.67,24.67,24.67,0.0,0.0,22.65,22.65,22.65,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-04-21,25.0,25.0,25.0,0.0,0.0,25.49,25.49,25.49,0.0,0.0,24.5,24.5,24.5,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2019-04-28,24.85,24.85,24.85,0.0,0.0,25.84,25.84,25.84,0.0,0.0,24.75,24.75,24.75,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-05-05,23.64,23.64,23.64,0.0,0.0,23.84,23.84,23.84,0.0,0.0,22.35,22.35,22.35,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-05-12,22.63,22.63,22.63,0.0,0.0,23.39,23.39,23.39,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2019-05-19,23.25,23.25,23.25,0.0,0.0,23.47,23.47,23.47,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2019-05-26,20.64,20.64,20.64,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-06-02,21.7,21.7,21.7,0.0,0.0,22.59,22.59,22.59,0.0,0.0,21.57,21.57,21.57,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2019-06-09,22.45,22.45,22.45,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2019-06-16,25.38,25.38,25.38,0.0,0.0,26.22,26.22,26.22,0.0,0.0,24.8,24.8,24.8,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2019-06-23,24.99,24.99,24.99,0.0,0.0,25.9,25.9,25.9,0.0,0.0,24.85,24.85,24.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2019-06-30,26.8,26.8,26.8,0.0,0.0,27.15,27.15,27.15,0.0,0.0,25.87,25.87,25.87,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-07-07,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2019-07-14,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2019-07-21,22.56,22.56,22.56,0.0,0.0,23.04,23.04,23.04,0.0,0.0,22.3,22.3,22.3,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2019-07-28,23.38,23.38,23.38,0.0,0.0,23.39,23.39,23.39,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2019-08-04,22.79,22.79,22.79,0.0,0.0,23.34,23.34,23.34,0.0,0.0,22.11,22.11,22.11,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2019-08-11,21.67,21.67,21.67,0.0,0.0,22.68,22.68,22.68,0.0,0.0,21.66,21.66,21.66,0.0,0.0,22.58,22.58,22.58,0.0,0.0
2019-08-18,22.36,22.36,22.36,0.0,0.0,22.91,22.91,22.91,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2019-08-25,21.76,21.76,21.76,0.0,0.0,21.76,21.76,21.76,0.0,0.0,20.8,20.8,20.8,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2019-09-01,20.78,20.78,20.78,0.0,0.0,21.2,21.2,21.2,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2019-09-08,22.26,22.26,22.26,0.0,0.0,22.43,22.43,22.43,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2019-09-15,22.19,22.19,22.19,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2019-09-22,19.45,19.45,19.45,0.0,0.0,19.87,19.87,19.87,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2019-09-29,18.65,18.65,18.65,0.0,0.0,19.02,19.02,19.02,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.94,18.94,18.94,0.0,0.0
2019-10-06,19.1,19.1,19.1,0.0,0.0,19.68,19.68,19.68,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2019-10-13,20.84,20.84,20.84,0.0,0.0,20.98,20.98,20.98,0.0,0.0,19.98,19.98,19.98,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2019-10-20,22.0,22.0,22.0,0.0,0.0,22.5,22.5,22.5,0.0,0.0,21.69,21.69,21.69,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2019-10-27,23.83,23.83,23.83,0.0,0.0,25.05,25.05,25.05,0.0,0.0,23.6,23.6,23.6,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-11-03,23.75,23.75,23.75,0.0,0.0,25.42,25.42,25.42,0.0,0.0,23.59,23.59,23.59,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2019-11-10,25.3,25.3,25.3,0.0,0.0,26.23,26.23,26.23,0.0,0.0,25.3,25.3,25.3,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2019-11-17,28.34,28.34,28.34,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2019-11-24,31.85,31.85,31.85,0.0,0.0,32.49,32.49,32.49,0.0,0.0,31.76,31.76,31.76,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2019-12-01,32.0,32.0,32.0,0.0,0.0,32.56,32.56,32.56,0.0,0.0,31.78,31.78,31.78,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-12-08,33.14,33.14,33.14,0.0,0.0,33.94,33.94,33.94,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2019-12-15,33.55,33.55,33.55,0.0,0.0,34.04,34.04,34.04,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2019-12-22,34.84,34.84,34.84,0.0,0.0,35.33,35.33,35.33,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2019-12-29,30.86,30.86,30.86,0.0,0.0,31.51,31.51,31.51,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.82,30.82,30.82,0.0,0.0
