Date,First Trust Morningstar Dividend Leaders_Open_average,First Trust Morningstar Dividend Leaders_Open_max,First Trust Morningstar Dividend Leaders_Open_min,First Trust Morningstar Dividend Leaders_Open_volatility,First Trust Morningstar Dividend Leaders_Open_change,First Trust Morningstar Dividend Leaders_High_average,First Trust Morningstar Dividend Leaders_High_max,First Trust Morningstar Dividend Leaders_High_min,First Trust Morningstar Dividend Leaders_High_volatility,First Trust Morningstar Dividend Leaders_High_change,First Trust Morningstar Dividend Leaders_Low_average,First Trust Morningstar Dividend Leaders_Low_max,First Trust Morningstar Dividend Leaders_Low_min,First Trust Morningstar Dividend Leaders_Low_volatility,First Trust Morningstar Dividend Leaders_Low_change,First Trust Morningstar Dividend Leaders_Close_average,First Trust Morningstar Dividend Leaders_Close_max,First Trust Morningstar Dividend Leaders_Close_min,First Trust Morningstar Dividend Leaders_Close_volatility,First Trust Morningstar Dividend Leaders_Close_change
2018-07-01,29.06,29.06,29.06,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2018-07-08,28.99,28.99,28.99,0.0,0.0,29.02,29.02,29.02,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2018-07-15,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2018-07-22,29.17,29.17,29.17,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2018-07-29,29.59,29.59,29.59,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2018-08-05,29.33,29.33,29.33,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2018-08-12,29.88,29.88,29.88,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2018-08-19,29.73,29.73,29.73,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2018-08-26,29.44,29.44,29.44,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2018-09-02,29.71,29.71,29.71,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2018-09-09,29.86,29.86,29.86,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2018-09-16,30.17,30.17,30.17,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2018-09-23,29.89,29.89,29.89,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2018-09-30,29.93,29.93,29.93,0.0,0.0,30.21,30.21,30.21,0.0,0.0,29.93,29.93,29.93,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2018-10-07,28.9,28.9,28.9,0.0,0.0,29.19,29.19,29.19,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2018-10-14,29.49,29.49,29.49,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2018-10-21,28.67,28.67,28.67,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2018-10-28,29.11,29.11,29.11,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2018-11-04,29.79,29.79,29.79,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2018-11-11,29.59,29.59,29.59,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2018-11-18,28.96,28.96,28.96,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.96,28.96,28.96,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2018-11-25,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2018-12-02,29.18,29.18,29.18,0.0,0.0,29.18,29.18,29.18,0.0,0.0,28.54,28.54,28.54,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2018-12-09,28.89,28.89,28.89,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2018-12-16,26.61,26.61,26.61,0.0,0.0,26.67,26.67,26.67,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2018-12-23,27.21,27.21,27.21,0.0,0.0,27.24,27.24,27.24,0.0,0.0,26.98,26.98,26.98,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2018-12-30,27.71,27.71,27.71,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2019-01-06,27.92,27.92,27.92,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2019-01-13,28.3,28.3,28.3,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-01-20,27.93,27.93,27.93,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-01-27,28.59,28.59,28.59,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-02-03,28.68,28.68,28.68,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2019-02-10,29.08,29.08,29.08,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2019-02-17,29.77,29.77,29.77,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2019-02-24,29.87,29.87,29.87,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2019-03-03,29.55,29.55,29.55,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2019-03-10,30.2,30.2,30.2,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.24,30.24,30.24,0.0,0.0
2019-03-17,29.89,29.89,29.89,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2019-03-24,30.32,30.32,30.32,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2019-03-31,30.48,30.48,30.48,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2019-04-07,30.43,30.43,30.43,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2019-04-14,30.28,30.28,30.28,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2019-04-21,30.28,30.28,30.28,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2019-04-28,30.11,30.11,30.11,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2019-05-05,29.81,29.81,29.81,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2019-05-12,30.28,30.28,30.28,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2019-05-19,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-05-26,29.03,29.03,29.03,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.34,29.34,29.34,0.0,0.0
2019-06-02,30.38,30.38,30.38,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-06-09,30.15,30.15,30.15,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2019-06-16,30.58,30.58,30.58,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2019-06-23,30.98,30.98,30.98,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2019-06-30,30.8,30.8,30.8,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2019-07-07,31.16,31.16,31.16,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2019-07-14,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2019-07-21,31.34,31.34,31.34,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2019-07-28,30.08,30.08,30.08,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-08-04,29.98,29.98,29.98,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-08-11,29.97,29.97,29.97,0.0,0.0,30.16,30.16,30.16,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-08-18,29.55,29.55,29.55,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2019-08-25,29.84,29.84,29.84,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-09-01,30.73,30.73,30.73,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2019-09-08,31.33,31.33,31.33,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2019-09-15,31.08,31.08,31.08,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2019-09-22,31.01,31.01,31.01,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2019-09-29,30.54,30.54,30.54,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2019-10-06,30.71,30.71,30.71,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-10-13,31.2,31.2,31.2,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2019-10-20,31.61,31.61,31.61,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2019-10-27,32.02,32.02,32.02,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2019-11-03,32.38,32.38,32.38,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2019-11-10,32.47,32.47,32.47,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-11-17,32.3,32.3,32.3,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-11-24,32.24,32.24,32.24,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2019-12-01,32.31,32.31,32.31,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-12-08,32.3,32.3,32.3,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2019-12-15,32.65,32.65,32.65,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2019-12-22,32.63,32.63,32.63,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2019-12-29,32.5,32.5,32.5,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.45,32.45,32.45,0.0,0.0
