Date,ProShares Ultra Silver_etf_Open_average,ProShares Ultra Silver_etf_Open_max,ProShares Ultra Silver_etf_Open_min,ProShares Ultra Silver_etf_Open_volatility,ProShares Ultra Silver_etf_Open_change,ProShares Ultra Silver_etf_High_average,ProShares Ultra Silver_etf_High_max,ProShares Ultra Silver_etf_High_min,ProShares Ultra Silver_etf_High_volatility,ProShares Ultra Silver_etf_High_change,ProShares Ultra Silver_etf_Low_average,ProShares Ultra Silver_etf_Low_max,ProShares Ultra Silver_etf_Low_min,ProShares Ultra Silver_etf_Low_volatility,ProShares Ultra Silver_etf_Low_change,ProShares Ultra Silver_etf_Close_average,ProShares Ultra Silver_etf_Close_max,ProShares Ultra Silver_etf_Close_min,ProShares Ultra Silver_etf_Close_volatility,ProShares Ultra Silver_etf_Close_change
2018-01-14,34.07,34.07,34.07,0.0,0.0,34.33,34.33,34.33,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2018-01-21,35.34,35.34,35.34,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2018-01-28,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2018-02-04,31.22,31.22,31.22,0.0,0.0,31.23,31.23,31.23,0.0,0.0,30.64,30.64,30.64,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2018-02-11,32.85,32.85,32.85,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2018-02-18,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-02-25,32.05,32.05,32.05,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-03-04,31.62,31.62,31.62,0.0,0.0,32.5,32.5,32.5,0.0,0.0,31.46,31.46,31.46,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2018-03-11,31.37,31.37,31.37,0.0,0.0,31.42,31.42,31.42,0.0,0.0,30.64,30.64,30.64,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2018-03-18,32.17,32.17,32.17,0.0,0.0,32.33,32.33,32.33,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.81,31.81,31.81,0.0,0.0
2018-03-25,30.6,30.6,30.6,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.6,30.6,30.6,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2018-04-01,31.51,31.51,31.51,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2018-04-08,32.03,32.03,32.03,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-04-15,34.15,34.15,34.15,0.0,0.0,34.32,34.32,34.32,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.98,33.98,33.98,0.0,0.0
2018-04-22,31.6,31.6,31.6,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.61,31.61,31.61,0.0,0.0
2018-04-29,31.09,31.09,31.09,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2018-05-06,32.69,32.69,32.69,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2018-05-13,30.92,30.92,30.92,0.0,0.0,31.29,31.29,31.29,0.0,0.0,30.92,30.92,30.92,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2018-05-20,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-05-27,31.07,31.07,31.07,0.0,0.0,31.34,31.34,31.34,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2018-06-03,32.42,32.42,32.42,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2018-06-10,32.98,32.98,32.98,0.0,0.0,33.0,33.0,33.0,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2018-06-17,30.69,30.69,30.69,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.61,30.61,30.61,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2018-06-24,29.33,29.33,29.33,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2018-07-01,29.31,29.31,29.31,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2018-07-08,28.51,28.51,28.51,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2018-07-15,27.13,27.13,27.13,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2018-07-22,27.32,27.32,27.32,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2018-07-29,27.05,27.05,27.05,0.0,0.0,27.52,27.52,27.52,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2018-08-05,26.68,26.68,26.68,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2018-08-12,24.41,24.41,24.41,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2018-08-19,24.59,24.59,24.59,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2018-08-26,23.95,23.95,23.95,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2018-09-02,22.66,22.66,22.66,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2018-09-09,22.69,22.69,22.69,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2018-09-16,22.67,22.67,22.67,0.0,0.0,23.34,23.34,23.34,0.0,0.0,22.64,22.64,22.64,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2018-09-23,23.6,23.6,23.6,0.0,0.0,24.38,24.38,24.38,0.0,0.0,23.6,23.6,23.6,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2018-09-30,24.2,24.2,24.2,0.0,0.0,24.35,24.35,24.35,0.0,0.0,23.93,23.93,23.93,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2018-10-07,24.15,24.15,24.15,0.0,0.0,24.22,24.22,24.22,0.0,0.0,23.79,23.79,23.79,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2018-10-14,24.2,24.2,24.2,0.0,0.0,24.27,24.27,24.27,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2018-10-21,24.11,24.11,24.11,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2018-10-28,24.48,24.48,24.48,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2018-11-04,22.61,22.61,22.61,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2018-11-11,23.14,23.14,23.14,0.0,0.0,23.17,23.17,23.17,0.0,0.0,22.92,22.92,22.92,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2018-11-18,22.74,22.74,22.74,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2018-11-25,22.33,22.33,22.33,0.0,0.0,22.36,22.36,22.36,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2018-12-02,23.41,23.41,23.41,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2018-12-09,23.35,23.35,23.35,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2018-12-16,24.01,24.01,24.01,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2018-12-23,26.0,26.0,26.0,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.74,25.74,25.74,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2018-12-30,27.16,27.16,27.16,0.0,0.0,27.32,27.32,27.32,0.0,0.0,26.78,26.78,26.78,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2019-01-06,26.61,26.61,26.61,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2019-01-13,25.97,25.97,25.97,0.0,0.0,26.12,26.12,26.12,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-01-20,26.4,26.4,26.4,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.4,26.4,26.4,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2019-01-27,28.1,28.1,28.1,0.0,0.0,28.18,28.18,28.18,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-02-03,27.1,27.1,27.1,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2019-02-10,26.7,26.7,26.7,0.0,0.0,27.14,27.14,27.14,0.0,0.0,26.43,26.43,26.43,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2019-02-17,27.41,27.41,27.41,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2019-02-24,25.73,25.73,25.73,0.0,0.0,25.95,25.95,25.95,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2019-03-03,25.15,25.15,25.15,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2019-03-10,25.3,25.3,25.3,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-03-17,25.56,25.56,25.56,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-03-24,24.7,24.7,24.7,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2019-03-31,24.6,24.6,24.6,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-04-07,24.12,24.12,24.12,0.0,0.0,24.35,24.35,24.35,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2019-04-14,23.91,23.91,23.91,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.9,23.9,23.9,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-04-21,24.08,24.08,24.08,0.0,0.0,24.23,24.23,24.23,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2019-04-28,23.23,23.23,23.23,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2019-05-05,23.05,23.05,23.05,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2019-05-12,22.06,22.06,22.06,0.0,0.0,22.07,22.07,22.07,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2019-05-19,22.44,22.44,22.44,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.42,22.42,22.42,0.0,0.0
2019-05-26,22.31,22.31,22.31,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2019-06-02,23.86,23.86,23.86,0.0,0.0,24.3,24.3,24.3,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-06-09,23.61,23.61,23.61,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2019-06-16,24.86,24.86,24.86,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-06-23,24.45,24.45,24.45,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2019-06-30,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2019-07-07,24.0,24.0,24.0,0.0,0.0,24.38,24.38,24.38,0.0,0.0,23.92,23.92,23.92,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2019-07-14,28.36,28.36,28.36,0.0,0.0,28.84,28.84,28.84,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-07-21,28.41,28.41,28.41,0.0,0.0,28.46,28.46,28.46,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2019-07-28,27.18,27.18,27.18,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2019-08-04,29.85,29.85,29.85,0.0,0.0,30.28,30.28,30.28,0.0,0.0,29.65,29.65,29.65,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-08-11,30.75,30.75,30.75,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2019-08-18,30.51,30.51,30.51,0.0,0.0,31.73,31.73,31.73,0.0,0.0,30.39,30.39,30.39,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-08-25,34.59,34.59,34.59,0.0,0.0,35.21,35.21,35.21,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2019-09-01,35.95,35.95,35.95,0.0,0.0,36.35,36.35,36.35,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2019-09-08,33.49,33.49,33.49,0.0,0.0,33.62,33.62,33.62,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-09-15,32.41,32.41,32.41,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2019-09-22,30.74,30.74,30.74,0.0,0.0,31.64,31.64,31.64,0.0,0.0,30.5,30.5,30.5,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-09-29,30.8,30.8,30.8,0.0,0.0,31.47,31.47,31.47,0.0,0.0,30.67,30.67,30.67,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2019-10-06,31.14,31.14,31.14,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.47,30.47,30.47,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-10-13,30.98,30.98,30.98,0.0,0.0,31.31,31.31,31.31,0.0,0.0,30.93,30.93,30.93,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2019-10-20,33.71,33.71,33.71,0.0,0.0,33.8,33.8,33.8,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-10-27,32.85,32.85,32.85,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.69,32.69,32.69,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2019-11-03,28.57,28.57,28.57,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2019-11-10,28.69,28.69,28.69,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-11-17,29.35,29.35,29.35,0.0,0.0,29.45,29.45,29.45,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2019-11-24,28.58,28.58,28.58,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2019-12-01,27.77,27.77,27.77,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2019-12-08,28.36,28.36,28.36,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2019-12-15,29.42,29.42,29.42,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.06,29.06,29.06,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-12-22,31.85,31.85,31.85,0.0,0.0,32.14,32.14,32.14,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.33,31.33,31.33,0.0,0.0
