Date,CTRN_Open_average,CTRN_Open_max,CTRN_Open_min,CTRN_Open_volatility,CTRN_Open_change,CTRN_High_average,CTRN_High_max,CTRN_High_min,CTRN_High_volatility,CTRN_High_change,CTRN_Low_average,CTRN_Low_max,CTRN_Low_min,CTRN_Low_volatility,CTRN_Low_change,CTRN_Close_average,CTRN_Close_max,CTRN_Close_min,CTRN_Close_volatility,CTRN_Close_change,CTRN_Volume_average,CTRN_Volume_max,CTRN_Volume_min,CTRN_Volume_volatility,CTRN_Volume_change
2018-01-14,24.608,25.06,24.17,0.889999999999997,-0.4599999999999973,24.988,25.48,24.7,0.7800000000000011,-0.5300000000000011,24.282,24.5,24.12,0.379999999999999,0.08000000000000185,24.49,24.69,24.14,0.5500000000000007,0.3500000000000014,84650,93746,63629,30117,-5321
2018-01-21,24.386,24.58,24.17,0.4099999999999966,-0.36999999999999744,24.764,25.61,24.3,1.3099999999999987,-0.9499999999999993,23.996,24.34,23.82,0.5199999999999996,-0.5,24.304,24.54,24.17,0.36999999999999744,-0.25,59446,89200,49299,39901,39901
2018-01-28,23.438,24.11,22.47,1.6400000000000006,-1.6400000000000006,23.712,24.27,22.9,1.370000000000001,-1.370000000000001,22.846,23.91,21.47,2.4400000000000013,-2.4400000000000013,23.042,23.98,21.61,2.370000000000001,-2.370000000000001,106829,134291,75426,58865,39934
2018-02-04,22.18,23.2,21.11,2.09,2.09,22.82,23.34,22.23,1.1099999999999994,0.9699999999999989,21.854,22.58,21.05,1.5299999999999976,1.5299999999999976,22.471999999999998,23.15,21.66,1.4899999999999984,1.2899999999999991,135409,190208,91033,99175,-81201
2018-02-11,22.6475,23.1,21.87,1.2300000000000004,-0.23999999999999844,23.2425,23.81,22.93,0.879999999999999,0.879999999999999,22.025,22.32,21.87,0.4499999999999993,0.3999999999999986,22.67,23.01,22.12,0.8900000000000006,0.5700000000000003,150206,299311,97257,202054,-5979
2018-02-18,22.094,22.43,21.65,0.7800000000000011,-0.03999999999999915,22.63,23.12,22.33,0.7900000000000027,-0.28000000000000114,21.79,22.32,21.51,0.8099999999999987,0.8099999999999987,22.048,22.52,21.66,0.8599999999999994,0.8599999999999994,58452,90398,40616,49782,27307
2018-02-25,22.364,22.69,21.96,0.7300000000000004,-0.3100000000000023,22.756,23.07,22.38,0.6900000000000013,-0.6600000000000001,21.962,22.34,21.47,0.870000000000001,-0.870000000000001,22.212,22.56,21.62,0.9399999999999977,-0.9199999999999982,93132,117698,49802,67896,6385
2018-03-04,21.93,22.2,21.68,0.5199999999999996,0.19000000000000128,22.36,22.7,21.9,0.8000000000000007,0.2699999999999996,21.566,21.84,21.36,0.4800000000000004,0.35999999999999943,21.945999999999998,22.34,21.72,0.620000000000001,-0.3000000000000007,78966,110202,62204,47998,43750
2018-03-11,23.978,26.53,22.16,4.370000000000001,4.370000000000001,25.186,28.0,22.95,5.050000000000001,4.900000000000002,23.78,26.27,22.16,4.109999999999999,4.109999999999999,24.654,27.63,22.54,5.09,5.09,221689,455385,134431,320954,55463
2018-03-18,29.94,30.7,28.72,1.9800000000000004,1.2800000000000011,30.884,31.35,29.82,1.5300000000000011,1.1900000000000013,29.612000000000002,30.5,28.53,1.9699999999999989,1.4699999999999989,30.318,31.05,29.46,1.5899999999999999,1.0,241733,308632,144188,164444,-87734
