Date,JAG_Open_average,JAG_Open_max,JAG_Open_min,JAG_Open_volatility,JAG_Open_change,JAG_High_average,JAG_High_max,JAG_High_min,JAG_High_volatility,JAG_High_change,JAG_Low_average,JAG_Low_max,JAG_Low_min,JAG_Low_volatility,JAG_Low_change,JAG_Close_average,JAG_Close_max,JAG_Close_min,JAG_Close_volatility,JAG_Close_change,JAG_Volume_average,JAG_Volume_max,JAG_Volume_min,JAG_Volume_volatility,JAG_Volume_change
2018-01-14,14.578,15.0,14.16,0.8399999999999999,-0.47999999999999865,14.8224,15.11,14.34,0.7699999999999996,-0.4579999999999984,14.258000000000001,14.49,13.89,0.5999999999999996,-0.3100000000000005,14.502,15.08,14.26,0.8200000000000003,-0.28000000000000114,1320137,1949278,1002935,946343,-71708
2018-01-21,14.068,14.5,13.64,0.8599999999999994,-0.8099999999999987,14.296,14.71,13.92,0.7900000000000009,-0.5900000000000016,13.854000000000001,14.32,13.48,0.8399999999999999,-0.8399999999999999,14.06,14.4,13.76,0.6400000000000006,-0.5099999999999998,1617100,2176357,1159914,1016443,-820876
2018-01-28,12.943999999999999,13.74,12.2,1.540000000000001,-1.540000000000001,13.06,13.74,12.5,1.2400000000000002,-1.2400000000000002,12.504,13.08,12.08,1.0,-0.9499999999999993,12.672,13.33,12.13,1.1999999999999993,-1.1999999999999993,1283673,1508609,1131351,377258,-57003
2018-02-04,11.906,12.15,11.56,0.5899999999999999,0.16000000000000014,12.221,12.44,11.975,0.46499999999999986,0.049999999999998934,11.674,11.95,11.4,0.5499999999999989,0.11999999999999922,11.959999999999999,12.36,11.48,0.879999999999999,0.16999999999999993,1599812,1969565,1035299,934266,-934266
2018-02-11,12.465,12.96,11.98,0.9800000000000004,0.5800000000000001,12.905000000000001,13.14,12.46,0.6799999999999997,0.6799999999999997,12.28875,12.75,11.9,0.8499999999999996,0.7899999999999991,12.68,12.92,12.08,0.8399999999999999,0.8300000000000001,1142936,1603132,857982,745150,-152851
2018-02-18,12.796,12.98,12.6,0.3800000000000008,0.05000000000000071,12.94,13.06,12.78,0.28000000000000114,0.0600000000000005,12.574,12.78,12.36,0.41999999999999993,0.1899999999999995,12.754,12.95,12.53,0.41999999999999993,0.1999999999999993,793065,1134953,642203,492750,27744
2018-02-25,12.47,13.1,12.11,0.9900000000000002,-0.7999999999999989,12.689,13.25,12.435,0.8149999999999995,-0.8149999999999995,12.097,12.36,11.83,0.5299999999999994,-0.41499999999999915,12.324,12.52,12.11,0.41000000000000014,-0.41000000000000014,1576957,1793218,1095161,698057,-138124
2018-03-04,11.964,12.23,11.67,0.5600000000000005,0.05000000000000071,12.164,12.37,11.89,0.47999999999999865,0.14999999999999858,11.776,12.14,11.52,0.620000000000001,0.3500000000000014,11.94,12.21,11.67,0.5400000000000009,0.39000000000000057,890917,1215409,613100,602309,-492452
2018-03-11,12.256,12.37,12.13,0.23999999999999844,0.08000000000000007,12.406,12.5,12.24,0.2599999999999998,-0.06999999999999851,12.002,12.15,11.9,0.25,-0.03999999999999915,12.168,12.41,12.02,0.39000000000000057,0.019999999999999574,1580481,2801459,1060905,1740554,38571
2018-03-18,12.08,12.21,11.78,0.4300000000000015,0.10000000000000142,12.466,12.74,12.2,0.5400000000000009,0.47000000000000064,11.916,12.08,11.565,0.5150000000000006,0.09500000000000064,12.22,12.58,11.91,0.6699999999999999,0.4299999999999997,2230489,3096113,1476518,1619595,352070
2018-03-25,12.962499999999999,13.86,12.44,1.42,1.2599999999999998,13.4275,14.17,12.71,1.459999999999999,1.299999999999999,12.735,13.36,12.21,1.1499999999999986,1.1499999999999986,13.2,14.13,12.37,1.7600000000000016,1.200000000000001,2508177,3539439,1910851,1628588,-434114
2018-04-01,13.522,13.68,13.27,0.41000000000000014,-0.33999999999999986,13.766,14.07,13.51,0.5600000000000005,-0.23000000000000043,13.2,13.51,12.99,0.5199999999999996,-0.10999999999999943,13.48,13.82,13.07,0.75,-0.4800000000000004,1393173,1743948,947651,796297,88364
2018-04-08,13.85,14.27,13.32,0.9499999999999993,0.9499999999999993,14.094,14.32,13.75,0.5700000000000003,0.5700000000000003,13.691,14.07,13.215,0.8550000000000004,0.8550000000000004,13.992,14.28,13.64,0.6399999999999988,0.5800000000000001,1227564,1994347,817926,1176421,-1176421
2018-04-15,14.416,14.6,14.2,0.40000000000000036,0.19000000000000128,14.712,14.98,14.49,0.4900000000000002,0.0600000000000005,14.221,14.46,14.1,0.3600000000000012,0.025000000000000355,14.452,14.64,14.32,0.3200000000000003,0.08000000000000007,1350623,1577669,776393,801276,619153
2018-04-22,14.126,14.49,13.86,0.6300000000000008,-0.5899999999999999,14.366999999999999,14.525,14.23,0.29499999999999993,-0.08500000000000085,13.9,14.0,13.86,0.14000000000000057,-0.02000000000000135,14.118,14.33,13.91,0.41999999999999993,0.33000000000000007,1069021,1730315,716866,1013449,-906470
2018-04-29,14.203999999999999,14.43,14.1,0.33000000000000007,0.16999999999999993,14.4492,14.905999999999999,14.26,0.645999999999999,0.645999999999999,13.984,14.12,13.9,0.21999999999999886,0.21999999999999886,14.166,14.28,14.06,0.21999999999999886,0.08000000000000007,932077,1500001,737521,762480,752464
2018-05-06,14.018,14.35,13.35,1.0,-0.6899999999999995,14.258,14.54,13.61,0.9299999999999997,-0.5500000000000007,13.62,14.08,13.25,0.8300000000000001,-0.1899999999999995,13.806,14.16,13.25,0.9100000000000001,-0.620000000000001,1586808,3130284,815158,2315126,-873194
