Date,CMA_Open_average,CMA_Open_max,CMA_Open_min,CMA_Open_volatility,CMA_Open_change,CMA_High_average,CMA_High_max,CMA_High_min,CMA_High_volatility,CMA_High_change,CMA_Low_average,CMA_Low_max,CMA_Low_min,CMA_Low_volatility,CMA_Low_change,CMA_Close_average,CMA_Close_max,CMA_Close_min,CMA_Close_volatility,CMA_Close_change,CMA_Volume_average,CMA_Volume_max,CMA_Volume_min,CMA_Volume_volatility,CMA_Volume_change
2018-01-14,94.234,95.27,92.88,2.3900000000000006,2.1700000000000017,95.348,95.6,95.05,0.5499999999999972,-0.1599999999999966,93.48,94.28,92.88,1.4000000000000057,1.4000000000000057,94.512,95.21,93.79,1.4199999999999875,1.4199999999999875,1983508,2508044,1303939,1204105,-492954
2018-01-21,95.32600000000001,95.7,94.92,0.7800000000000011,0.5300000000000011,95.994,96.53,95.67,0.8599999999999994,0.8599999999999994,94.616,95.09,94.32,0.7700000000000102,0.7700000000000102,95.288,95.81,94.7,1.1099999999999994,-0.09999999999999432,1319060,1604086,899536,704550,-603050
2018-01-28,94.994,97.0,93.48,3.519999999999996,-0.8999999999999915,96.33,98.18,95.06,3.1200000000000045,-0.6400000000000006,93.766,94.95,90.32,4.63000000000001,-3.720000000000013,94.538,97.03,90.72,6.310000000000002,-4.040000000000006,1470590,2090338,1005635,1084703,1084703
2018-02-04,91.542,93.58,88.69,4.890000000000001,3.5,93.72,95.13,92.42,2.7099999999999937,1.1500000000000057,89.884,92.09,88.15,3.9399999999999977,3.549999999999997,92.088,93.58,89.18,4.3999999999999915,0.5300000000000011,1773050,2115997,1523429,592568,-511047
2018-02-11,95.255,97.9,92.45,5.450000000000003,4.530000000000001,97.215,99.03,93.99,5.040000000000006,5.040000000000006,94.85249999999999,97.02,92.2,4.819999999999993,4.299999999999997,96.6825,97.82,93.84,3.9799999999999898,3.9799999999999898,1378593,1727601,1180963,546638,127314
2018-02-18,98.094,99.28,97.19,2.0900000000000034,1.8799999999999955,99.274,99.8,98.59,1.2099999999999937,1.0799999999999983,97.1,98.2,96.39,1.8100000000000023,1.5700000000000074,98.126,99.67,96.67,3.0,2.469999999999999,1061813,1224564,933808,290756,290756
2018-02-25,97.924,99.5,96.18,3.319999999999993,-2.019999999999996,99.562,101.73,97.87,3.8599999999999994,-2.280000000000001,96.568,98.53,95.39,3.1400000000000006,-2.3799999999999955,97.98,98.85,96.93,1.9199999999999875,0.23999999999999488,1825263,2573784,1213465,1360319,482164
2018-03-04,100.892,102.3,99.57,2.730000000000004,2.700000000000003,101.824,102.66,100.82,1.8400000000000034,1.8400000000000034,99.524,100.54,98.54,2.0,2.0,101.038,102.21,100.34,1.8699999999999903,0.1699999999999875,1363665,1650796,1139568,511228,491213
2018-03-11,99.404,101.49,98.24,3.25,-2.8499999999999943,99.826,101.49,98.88,2.6099999999999994,-2.3499999999999943,97.658,98.9,96.66,2.240000000000009,-2.240000000000009,98.428,99.4,97.72,1.6800000000000068,-1.3700000000000045,1513148,2713805,937703,1776102,-703689
2018-03-18,96.828,98.71,93.58,5.1299999999999955,-5.1299999999999955,98.04599999999999,100.5,95.49,5.010000000000005,-3.030000000000001,95.134,98.19,91.5,6.689999999999998,-4.810000000000002,96.028,98.99,91.69,7.299999999999997,-2.4200000000000017,1769409,2714429,1351934,1362495,322727
