Date,DSWL_stock_Open_average,DSWL_stock_Open_max,DSWL_stock_Open_min,DSWL_stock_Open_volatility,DSWL_stock_Open_change,DSWL_stock_High_average,DSWL_stock_High_max,DSWL_stock_High_min,DSWL_stock_High_volatility,DSWL_stock_High_change,DSWL_stock_Low_average,DSWL_stock_Low_max,DSWL_stock_Low_min,DSWL_stock_Low_volatility,DSWL_stock_Low_change,DSWL_stock_Close_average,DSWL_stock_Close_max,DSWL_stock_Close_min,DSWL_stock_Close_volatility,DSWL_stock_Close_change,DSWL_stock_Volume_average,DSWL_stock_Volume_max,DSWL_stock_Volume_min,DSWL_stock_Volume_volatility,DSWL_stock_Volume_change
2018-01-14,2.7325,2.78,2.7,0.07999999999999963,-0.03000000000000025,2.7725,2.79,2.76,0.03000000000000025,0.020000000000000018,2.7125000000000004,2.74,2.7,0.040000000000000036,0.009999999999999787,2.74375,2.76,2.71,0.04999999999999982,0.04999999999999982,11532,14310,8616,5694,-4252
2018-01-21,2.739,2.78,2.705,0.07499999999999973,-0.020000000000000018,2.759,2.78,2.74,0.03999999999999959,-0.029999999999999805,2.7252,2.75,2.7,0.04999999999999982,-0.03500000000000014,2.7282,2.75,2.71,0.040000000000000036,-0.029999999999999805,11040,19778,2018,17760,13887
2018-01-28,2.714,2.75,2.67,0.08000000000000007,-0.020000000000000018,2.7396000000000003,2.78,2.71,0.06999999999999984,-0.03999999999999959,2.657,2.72,2.61,0.11000000000000032,-0.06000000000000005,2.6948,2.75,2.6630000000000003,0.08699999999999974,-0.06899999999999995,76162,107400,39948,67452,55773
2018-02-04,2.668,2.74,2.6,0.14000000000000012,0.0900000000000003,2.718,2.74,2.69,0.050000000000000266,0.0,2.6494,2.714,2.5869999999999997,0.12700000000000022,0.10400000000000009,2.694,2.74,2.63,0.11000000000000032,0.11000000000000032,52638,122613,2167,120446,-109106
2018-02-11,2.75,2.83,2.72,0.10999999999999988,0.10999999999999988,2.8160000000000003,2.98,2.74,0.23999999999999977,0.23999999999999977,2.7204,2.8110000000000004,2.6260000000000003,0.18500000000000005,0.09300000000000042,2.798,2.96,2.73,0.22999999999999998,0.22999999999999998,13141,18874,5331,13543,9301
2018-02-18,3.0975,3.2,2.97,0.22999999999999998,0.20999999999999996,3.2025,3.39,3.03,0.3600000000000003,0.16000000000000014,3.00875,3.063,2.892,0.17100000000000026,0.14800000000000013,3.13475,3.2,3.03,0.17000000000000037,0.0900000000000003,45712,92012,19922,72090,-18978
2018-02-25,3.1622,3.25,3.08,0.16999999999999993,0.16999999999999993,3.2479999999999998,3.33,3.17,0.16000000000000014,0.06000000000000005,3.1484,3.2039999999999997,3.08,0.12399999999999967,0.12399999999999967,3.202,3.25,3.145,0.10499999999999998,0.06500000000000039,20187,55756,5555,50201,-3427
2018-03-04,3.17,3.22,3.14,0.08000000000000007,-0.07000000000000028,3.242,3.32,3.18,0.13999999999999968,-0.04999999999999982,3.1162,3.17,3.08,0.08999999999999986,-0.08899999999999952,3.162,3.2,3.13,0.07000000000000028,-0.020000000000000018,40168,82083,13967,68116,17394
2018-03-11,3.222,3.28,3.15,0.1299999999999999,0.03000000000000025,3.282,3.31,3.25,0.06000000000000005,-0.06000000000000005,3.1488,3.21,3.031,0.17899999999999983,-0.08699999999999974,3.2036000000000002,3.253,3.1439999999999997,0.10900000000000043,-0.06600000000000028,16339,23768,11958,11810,-8107
2018-03-18,3.122,3.15,3.1,0.04999999999999982,0.04999999999999982,3.178,3.22,3.15,0.07000000000000028,-0.07000000000000028,3.078,3.12,3.01,0.11000000000000032,-0.040000000000000036,3.1242,3.17,3.0210000000000004,0.14899999999999958,-0.14899999999999958,12791,37406,3125,34281,-27303
2018-03-25,3.0275,3.05,2.99,0.05999999999999961,0.029999999999999805,3.12,3.14,3.09,0.050000000000000266,-0.020000000000000018,2.8905000000000003,2.911,2.87,0.040999999999999925,0.03100000000000014,3.085,3.12,3.06,0.06000000000000005,0.040000000000000036,29456,66425,7432,58993,-58993
2018-04-01,3.03,3.08,2.96,0.1200000000000001,0.08000000000000007,3.0686,3.1,3.05,0.050000000000000266,0.0,2.9884,3.04,2.947,0.09299999999999997,0.0,3.0532,3.09,3.016,0.07399999999999984,-0.03399999999999981,15393,24749,5919,18830,2566
2018-04-08,3.002,3.05,2.94,0.10999999999999988,-0.040000000000000036,3.048,3.07,3.02,0.04999999999999982,0.020000000000000018,2.9494,3.0,2.92,0.08000000000000007,-0.04300000000000015,2.988,3.03,2.93,0.09999999999999964,-0.03999999999999959,8561,13242,5736,7506,3127
2018-04-15,3.006,3.07,2.96,0.10999999999999988,0.06000000000000005,3.0709999999999997,3.115,3.03,0.08500000000000041,0.040000000000000036,2.9854,3.02,2.95,0.06999999999999984,0.02699999999999969,3.042,3.11,2.96,0.1499999999999999,0.10999999999999988,6752,11373,634,10739,-4568
2018-04-22,3.0272,3.09,2.99,0.09999999999999964,0.09999999999999964,3.0568,3.09,3.03,0.06000000000000005,0.05600000000000005,3.0032,3.0460000000000003,2.964,0.0820000000000003,0.05900000000000016,3.052,3.09,3.02,0.06999999999999984,0.06999999999999984,9609,31979,919,31060,-1664
2018-04-29,3.051,3.1,3.0,0.10000000000000009,-0.020000000000000018,3.0688,3.1,3.03,0.07000000000000028,-0.010000000000000231,3.0234,3.05,3.0,0.04999999999999982,0.009999999999999787,3.0433999999999997,3.06,3.0269999999999997,0.03300000000000036,0.010000000000000231,7424,22628,530,22098,13236
2018-05-06,3.0552,3.07,3.0460000000000003,0.023999999999999577,0.010000000000000231,3.066,3.07,3.06,0.009999999999999787,-0.009999999999999787,3.032,3.05,3.0,0.04999999999999982,-0.029999999999999805,3.0454,3.06,3.015,0.04499999999999993,-0.03699999999999992,8627,30681,296,30385,26775
2018-05-13,3.048,3.069,3.01,0.05900000000000016,0.019000000000000128,3.0627999999999997,3.07,3.04,0.029999999999999805,0.0,3.0145999999999997,3.04,2.99,0.04999999999999982,-0.03100000000000014,3.0364,3.07,3.017,0.052999999999999936,-0.052999999999999936,14581,38592,2046,36546,12279
2018-05-20,3.0414,3.07,3.03,0.040000000000000036,0.040000000000000036,3.058,3.07,3.05,0.020000000000000018,0.0,3.0288,3.034,3.02,0.01399999999999979,0.009999999999999787,3.0542,3.07,3.031,0.0389999999999997,0.0,6373,10283,2247,8036,-8036
2018-05-27,3.06325,3.09,3.05,0.040000000000000036,0.040000000000000036,3.1100000000000003,3.14,3.1,0.040000000000000036,0.040000000000000036,3.06325,3.09,3.05,0.040000000000000036,0.040000000000000036,3.088,3.122,3.06,0.06199999999999983,0.06199999999999983,5540,13024,2260,10764,-8860
2018-06-03,3.0686,3.095,3.05,0.04500000000000037,-0.010000000000000231,3.087,3.1,3.08,0.020000000000000018,0.020000000000000018,3.0356,3.05,3.02,0.029999999999999805,0.029999999999999805,3.0566,3.1,3.03,0.07000000000000028,0.06700000000000017,15743,42545,5330,37215,-33258
2018-06-10,3.1592,3.26,3.07,0.18999999999999995,0.1639999999999997,3.27,3.4,3.15,0.25,0.25,3.1552000000000002,3.2560000000000002,3.07,0.1860000000000004,0.17600000000000016,3.2292,3.3760000000000003,3.08,0.29600000000000026,0.29600000000000026,45660,103116,6929,96187,90870
2018-06-17,3.214,3.28,3.17,0.10999999999999988,-0.08999999999999986,3.2728,3.384,3.21,0.17399999999999993,-0.11399999999999988,3.154,3.22,3.1,0.1200000000000001,0.020000000000000018,3.212,3.26,3.11,0.1499999999999999,0.009999999999999787,50554,148486,6706,141780,100993
2018-06-24,3.257,3.35,3.16,0.18999999999999995,0.1549999999999998,3.3882000000000003,3.49,3.3110000000000004,0.17899999999999983,-0.10000000000000009,3.215,3.315,3.12,0.19499999999999984,0.19499999999999984,3.31,3.38,3.17,0.20999999999999996,0.06000000000000005,48449,94821,17130,77691,-77691
2018-07-01,3.37,3.4,3.35,0.04999999999999982,-0.029999999999999805,3.395,3.46,3.35,0.10999999999999988,-0.10999999999999988,3.3125,3.34,3.24,0.09999999999999964,0.08999999999999986,3.3375,3.34,3.33,0.009999999999999787,-0.009999999999999787,15825,38494,3854,34640,-32705
2018-07-08,3.354,3.39,3.33,0.06000000000000005,0.06000000000000005,3.3988,3.46,3.36,0.10000000000000009,0.09399999999999986,3.3446000000000002,3.39,3.33,0.06000000000000005,0.06000000000000005,3.3686,3.41,3.346,0.06400000000000006,0.06400000000000006,13608,21783,4537,17246,-7983
2018-07-15,3.3974,3.44,3.287,0.15300000000000002,-0.15300000000000002,3.416,3.45,3.35,0.10000000000000009,-0.10000000000000009,3.342,3.44,3.27,0.16999999999999993,-0.10000000000000009,3.41,3.45,3.34,0.11000000000000032,-0.11000000000000032,22532,79122,117,79005,2381
2018-07-22,3.332,3.39,3.3,0.0900000000000003,0.0900000000000003,3.381,3.44,3.335,0.10499999999999998,0.029999999999999805,3.312,3.39,3.24,0.1499999999999999,0.0900000000000003,3.35,3.4,3.28,0.1200000000000001,0.020000000000000018,4803,10865,2065,8800,4214
2018-07-29,3.454,3.49,3.4,0.0900000000000003,0.0900000000000003,3.476,3.49,3.46,0.03000000000000025,0.020000000000000018,3.4278,3.463,3.4,0.06300000000000017,0.02499999999999991,3.4636,3.49,3.45,0.040000000000000036,-0.009999999999999787,11351,38208,591,37617,-37617
2018-08-05,3.45,3.5,3.43,0.06999999999999984,0.0,3.47,3.5,3.45,0.04999999999999982,0.0,3.414,3.43,3.41,0.020000000000000018,-0.020000000000000018,3.442,3.48,3.41,0.06999999999999984,-0.04999999999999982,2138,3827,438,3389,3389
2018-08-12,3.421,3.5,3.4,0.10000000000000009,-0.004999999999999893,3.4497999999999998,3.5,3.42,0.08000000000000007,0.010000000000000231,3.42,3.5,3.4,0.10000000000000009,0.0,3.4417999999999997,3.5,3.4,0.10000000000000009,0.03000000000000025,6033,11496,0,11496,6128
2018-08-19,3.414,3.44,3.4,0.040000000000000036,0.009999999999999787,3.4228,3.44,3.41,0.029999999999999805,0.009999999999999787,3.404,3.42,3.4,0.020000000000000018,0.020000000000000018,3.41,3.43,3.4,0.03000000000000025,0.03000000000000025,4998,12030,1454,10576,100
2018-08-26,3.4586,3.5,3.4,0.10000000000000009,0.07699999999999996,3.4672,3.5,3.426,0.07399999999999984,0.07399999999999984,3.4336,3.468,3.4,0.06800000000000006,0.03000000000000025,3.4446000000000003,3.47,3.42,0.050000000000000266,0.03000000000000025,10042,24742,1226,23516,-2280
2018-09-02,3.458,3.472,3.44,0.03200000000000003,0.01200000000000001,3.4735,3.49,3.4619999999999997,0.02800000000000047,-0.018000000000000238,3.43525,3.46,3.4010000000000002,0.05899999999999972,-0.020000000000000018,3.4515000000000002,3.463,3.443,0.020000000000000018,-0.0129999999999999,12330,33223,1865,31358,-6894
