Date,SPDR S&P 400 Mid Cap Growth_Open_average,SPDR S&P 400 Mid Cap Growth_Open_max,SPDR S&P 400 Mid Cap Growth_Open_min,SPDR S&P 400 Mid Cap Growth_Open_volatility,SPDR S&P 400 Mid Cap Growth_Open_change,SPDR S&P 400 Mid Cap Growth_High_average,SPDR S&P 400 Mid Cap Growth_High_max,SPDR S&P 400 Mid Cap Growth_High_min,SPDR S&P 400 Mid Cap Growth_High_volatility,SPDR S&P 400 Mid Cap Growth_High_change,SPDR S&P 400 Mid Cap Growth_Low_average,SPDR S&P 400 Mid Cap Growth_Low_max,SPDR S&P 400 Mid Cap Growth_Low_min,SPDR S&P 400 Mid Cap Growth_Low_volatility,SPDR S&P 400 Mid Cap Growth_Low_change,SPDR S&P 400 Mid Cap Growth_Close_average,SPDR S&P 400 Mid Cap Growth_Close_max,SPDR S&P 400 Mid Cap Growth_Close_min,SPDR S&P 400 Mid Cap Growth_Close_volatility,SPDR S&P 400 Mid Cap Growth_Close_change
2018-01-14,54.81,54.81,54.81,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.98,54.98,54.98,0.0,0.0
2018-01-21,55.08,55.08,55.08,0.0,0.0,55.18,55.18,55.18,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2018-01-28,52.78,52.78,52.78,0.0,0.0,53.15,53.15,53.15,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2018-02-04,50.82,50.82,50.82,0.0,0.0,51.23,51.23,51.23,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2018-02-11,52.71,52.71,52.71,0.0,0.0,53.09,53.09,53.09,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.86,52.86,52.86,0.0,0.0
2018-02-18,53.13,53.13,53.13,0.0,0.0,53.31,53.31,53.31,0.0,0.0,52.84,52.84,52.84,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2018-02-25,52.01,52.01,52.01,0.0,0.0,52.83,52.83,52.83,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2018-03-04,54.55,54.55,54.55,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2018-03-11,53.78,53.78,53.78,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.54,53.54,53.54,0.0,0.0
2018-03-18,52.17,52.17,52.17,0.0,0.0,52.69,52.69,52.69,0.0,0.0,51.75,51.75,51.75,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2018-03-25,52.34,52.34,52.34,0.0,0.0,52.49,52.49,52.49,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2018-04-01,52.11,52.11,52.11,0.0,0.0,52.4,52.4,52.4,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2018-04-08,52.74,52.74,52.74,0.0,0.0,53.05,53.05,53.05,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2018-04-15,52.98,52.98,52.98,0.0,0.0,53.18,53.18,53.18,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2018-04-22,52.42,52.42,52.42,0.0,0.0,52.67,52.67,52.67,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.8,51.8,51.8,0.0,0.0
2018-04-29,52.8,52.8,52.8,0.0,0.0,53.2,53.2,53.2,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.99,52.99,52.99,0.0,0.0
2018-05-06,54.03,54.03,54.03,0.0,0.0,54.09,54.09,54.09,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2018-05-13,54.27,54.27,54.27,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.43,54.43,54.43,0.0,0.0
2018-05-20,54.14,54.14,54.14,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.12,54.12,54.12,0.0,0.0
2018-05-27,54.46,54.46,54.46,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2018-06-03,55.92,55.92,55.92,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2018-06-10,55.36,55.36,55.36,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.59,55.59,55.59,0.0,0.0
2018-06-17,55.05,55.05,55.05,0.0,0.0,55.05,55.05,55.05,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2018-06-24,53.68,53.68,53.68,0.0,0.0,54.11,54.11,54.11,0.0,0.0,53.57,53.57,53.57,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2018-07-01,55.24,55.24,55.24,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2018-07-08,55.5,55.5,55.5,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.16,55.16,55.16,0.0,0.0
2018-07-15,55.49,55.49,55.49,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2018-07-22,54.61,54.61,54.61,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.12,54.12,54.12,0.0,0.0
2018-07-29,55.31,55.31,55.31,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.57,55.57,55.57,0.0,0.0
2018-08-05,55.2,55.2,55.2,0.0,0.0,55.41,55.41,55.41,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2018-08-12,55.71,55.71,55.71,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.77,55.77,55.77,0.0,0.0
2018-08-19,56.46,56.46,56.46,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2018-08-26,56.55,56.55,56.55,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.84,56.84,56.84,0.0,0.0
2018-09-02,56.85,56.85,56.85,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.68,56.68,56.68,0.0,0.0,56.77,56.77,56.77,0.0,0.0
2018-09-09,57.11,57.11,57.11,0.0,0.0,57.21,57.21,57.21,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.4,56.4,56.4,0.0,0.0
2018-09-16,56.29,56.29,56.29,0.0,0.0,56.29,56.29,56.29,0.0,0.0,55.93,55.93,55.93,0.0,0.0,56.21,56.21,56.21,0.0,0.0
2018-09-23,56.18,56.18,56.18,0.0,0.0,56.18,56.18,56.18,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2018-09-30,53.95,53.95,53.95,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2018-10-07,51.22,51.22,51.22,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2018-10-14,51.35,51.35,51.35,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.09,51.09,51.09,0.0,0.0
2018-10-21,49.99,49.99,49.99,0.0,0.0,50.37,50.37,50.37,0.0,0.0,48.5,48.5,48.5,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2018-10-28,51.43,51.43,51.43,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2018-11-04,51.46,51.46,51.46,0.0,0.0,51.51,51.51,51.51,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2018-11-11,51.17,51.17,51.17,0.0,0.0,51.17,51.17,51.17,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2018-11-18,50.6,50.6,50.6,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2018-11-25,52.72,52.72,52.72,0.0,0.0,52.72,52.72,52.72,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2018-12-02,48.96,48.96,48.96,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.86,48.86,48.86,0.0,0.0
2018-12-09,47.79,47.79,47.79,0.0,0.0,48.01,48.01,48.01,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2018-12-16,44.11,44.11,44.11,0.0,0.0,44.27,44.27,44.27,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2018-12-23,45.49,45.49,45.49,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2018-12-30,46.06,46.06,46.06,0.0,0.0,46.82,46.82,46.82,0.0,0.0,46.06,46.06,46.06,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2019-01-06,47.78,47.78,47.78,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2019-01-13,49.17,49.17,49.17,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2019-01-20,49.24,49.24,49.24,0.0,0.0,49.58,49.58,49.58,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-01-27,50.36,50.36,50.36,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.77,50.77,50.77,0.0,0.0
2019-02-03,51.0,51.0,51.0,0.0,0.0,51.18,51.18,51.18,0.0,0.0,50.88,50.88,50.88,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2019-02-10,52.16,52.16,52.16,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.11,52.11,52.11,0.0,0.0,52.47,52.47,52.47,0.0,0.0
2019-02-17,53.04,53.04,53.04,0.0,0.0,53.21,53.21,53.21,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.89,52.89,52.89,0.0,0.0
2019-02-24,52.93,52.93,52.93,0.0,0.0,53.02,53.02,53.02,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2019-03-03,51.26,51.26,51.26,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.84,51.84,51.84,0.0,0.0
2019-03-10,52.17,52.17,52.17,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.43,52.43,52.43,0.0,0.0
2019-03-17,51.41,51.41,51.41,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2019-03-24,52.9,52.9,52.9,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.77,52.77,52.77,0.0,0.0,53.12,53.12,53.12,0.0,0.0
2019-03-31,53.5,53.5,53.5,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2019-04-07,54.13,54.13,54.13,0.0,0.0,54.17,54.17,54.17,0.0,0.0,53.91,53.91,53.91,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2019-04-14,53.42,53.42,53.42,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2019-04-21,54.47,54.47,54.47,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2019-04-28,53.79,53.79,53.79,0.0,0.0,54.68,54.68,54.68,0.0,0.0,53.72,53.72,53.72,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2019-05-05,52.44,52.44,52.44,0.0,0.0,52.67,52.67,52.67,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-05-12,52.1,52.1,52.1,0.0,0.0,52.36,52.36,52.36,0.0,0.0,51.92,51.92,51.92,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2019-05-19,51.93,51.93,51.93,0.0,0.0,52.13,52.13,52.13,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-05-26,50.89,50.89,50.89,0.0,0.0,51.25,51.25,51.25,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2019-06-02,53.42,53.42,53.42,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2019-06-09,53.41,53.41,53.41,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2019-06-16,54.06,54.06,54.06,0.0,0.0,54.06,54.06,54.06,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2019-06-23,54.89,54.89,54.89,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.44,54.44,54.44,0.0,0.0
2019-06-30,54.74,54.74,54.74,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.54,54.54,54.54,0.0,0.0
2019-07-07,55.1,55.1,55.1,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2019-07-14,54.3,54.3,54.3,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2019-07-21,55.37,55.37,55.37,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2019-07-28,52.91,52.91,52.91,0.0,0.0,52.91,52.91,52.91,0.0,0.0,51.86,51.86,51.86,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2019-08-04,53.38,53.38,53.38,0.0,0.0,53.38,53.38,53.38,0.0,0.0,52.78,52.78,52.78,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2019-08-11,53.65,53.65,53.65,0.0,0.0,53.7,53.7,53.7,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2019-08-18,52.49,52.49,52.49,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2019-08-25,53.34,53.34,53.34,0.0,0.0,53.39,53.39,53.39,0.0,0.0,52.9,52.9,52.9,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2019-09-01,54.05,54.05,54.05,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.85,53.85,53.85,0.0,0.0
2019-09-08,54.44,54.44,54.44,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2019-09-15,54.02,54.02,54.02,0.0,0.0,54.42,54.42,54.42,0.0,0.0,53.88,53.88,53.88,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2019-09-22,53.44,53.44,53.44,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.72,53.72,53.72,0.0,0.0
