Date,SPDR S&P 400 Mid Cap Growth_Open_average,SPDR S&P 400 Mid Cap Growth_Open_max,SPDR S&P 400 Mid Cap Growth_Open_min,SPDR S&P 400 Mid Cap Growth_Open_volatility,SPDR S&P 400 Mid Cap Growth_Open_change,SPDR S&P 400 Mid Cap Growth_High_average,SPDR S&P 400 Mid Cap Growth_High_max,SPDR S&P 400 Mid Cap Growth_High_min,SPDR S&P 400 Mid Cap Growth_High_volatility,SPDR S&P 400 Mid Cap Growth_High_change,SPDR S&P 400 Mid Cap Growth_Low_average,SPDR S&P 400 Mid Cap Growth_Low_max,SPDR S&P 400 Mid Cap Growth_Low_min,SPDR S&P 400 Mid Cap Growth_Low_volatility,SPDR S&P 400 Mid Cap Growth_Low_change,SPDR S&P 400 Mid Cap Growth_Close_average,SPDR S&P 400 Mid Cap Growth_Close_max,SPDR S&P 400 Mid Cap Growth_Close_min,SPDR S&P 400 Mid Cap Growth_Close_volatility,SPDR S&P 400 Mid Cap Growth_Close_change
2019-09-29,52.96,52.96,52.96,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2019-10-06,53.21,53.21,53.21,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2019-10-13,54.11,54.11,54.11,0.0,0.0,54.24,54.24,54.24,0.0,0.0,53.89,53.89,53.89,0.0,0.0,54.03,54.03,54.03,0.0,0.0
2019-10-20,54.47,54.47,54.47,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2019-10-27,55.1,55.1,55.1,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.89,54.89,54.89,0.0,0.0,55.01,55.01,55.01,0.0,0.0
2019-11-03,54.81,54.81,54.81,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2019-11-10,55.29,55.29,55.29,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.21,55.21,55.21,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2019-11-17,55.28,55.28,55.28,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.83,55.83,55.83,0.0,0.0
2019-11-24,56.03,56.03,56.03,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2019-12-01,56.17,56.17,56.17,0.0,0.0,56.17,56.17,56.17,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.83,55.83,55.83,0.0,0.0
2019-12-08,56.45,56.45,56.45,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.5,56.5,56.5,0.0,0.0
2019-12-15,57.15,57.15,57.15,0.0,0.0,57.15,57.15,57.15,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2019-12-22,57.15,57.15,57.15,0.0,0.0,57.26,57.26,57.26,0.0,0.0,56.83,56.83,56.83,0.0,0.0,57.11,57.11,57.11,0.0,0.0
2019-12-29,56.72,56.72,56.72,0.0,0.0,57.18,57.18,57.18,0.0,0.0,56.71,56.71,56.71,0.0,0.0,57.08,57.08,57.08,0.0,0.0
