Date,Fidelity MSCI Information TechnologyEtf_Open_average,Fidelity MSCI Information TechnologyEtf_Open_max,Fidelity MSCI Information TechnologyEtf_Open_min,Fidelity MSCI Information TechnologyEtf_Open_volatility,Fidelity MSCI Information TechnologyEtf_Open_change,Fidelity MSCI Information TechnologyEtf_High_average,Fidelity MSCI Information TechnologyEtf_High_max,Fidelity MSCI Information TechnologyEtf_High_min,Fidelity MSCI Information TechnologyEtf_High_volatility,Fidelity MSCI Information TechnologyEtf_High_change,Fidelity MSCI Information TechnologyEtf_Low_average,Fidelity MSCI Information TechnologyEtf_Low_max,Fidelity MSCI Information TechnologyEtf_Low_min,Fidelity MSCI Information TechnologyEtf_Low_volatility,Fidelity MSCI Information TechnologyEtf_Low_change,Fidelity MSCI Information TechnologyEtf_Close_average,Fidelity MSCI Information TechnologyEtf_Close_max,Fidelity MSCI Information TechnologyEtf_Close_min,Fidelity MSCI Information TechnologyEtf_Close_volatility,Fidelity MSCI Information TechnologyEtf_Close_change
2019-04-21,62.78,62.78,62.78,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.91,62.91,62.91,0.0,0.0
2019-04-28,62.83,62.83,62.83,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.71,62.71,62.71,0.0,0.0,63.19,63.19,63.19,0.0,0.0
2019-05-05,60.5,60.5,60.5,0.0,0.0,61.3,61.3,61.3,0.0,0.0,59.63,59.63,59.63,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2019-05-12,60.29,60.29,60.29,0.0,0.0,61.13,61.13,61.13,0.0,0.0,60.25,60.25,60.25,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2019-05-19,58.93,58.93,58.93,0.0,0.0,59.22,59.22,59.22,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2019-05-26,57.7,57.7,57.7,0.0,0.0,58.01,58.01,58.01,0.0,0.0,57.44,57.44,57.44,0.0,0.0,57.51,57.51,57.51,0.0,0.0
2019-06-02,59.99,59.99,59.99,0.0,0.0,61.08,61.08,61.08,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2019-06-09,60.77,60.77,60.77,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2019-06-16,62.65,62.65,62.65,0.0,0.0,63.0,63.0,63.0,0.0,0.0,62.47,62.47,62.47,0.0,0.0,62.48,62.48,62.48,0.0,0.0
2019-06-23,62.36,62.36,62.36,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2019-06-30,63.44,63.44,63.44,0.0,0.0,63.87,63.87,63.87,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.76,63.76,63.76,0.0,0.0
2019-07-07,64.43,64.43,64.43,0.0,0.0,64.76,64.76,64.76,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.74,64.74,64.74,0.0,0.0
2019-07-14,65.18,65.18,65.18,0.0,0.0,65.21,65.21,65.21,0.0,0.0,64.28,64.28,64.28,0.0,0.0,64.28,64.28,64.28,0.0,0.0
2019-07-21,65.8,65.8,65.8,0.0,0.0,66.06,66.06,66.06,0.0,0.0,65.77,65.77,65.77,0.0,0.0,65.98,65.98,65.98,0.0,0.0
2019-07-28,63.67,63.67,63.67,0.0,0.0,63.67,63.67,63.67,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2019-08-04,62.93,62.93,62.93,0.0,0.0,63.03,63.03,63.03,0.0,0.0,62.09,62.09,62.09,0.0,0.0,62.5,62.5,62.5,0.0,0.0
2019-08-11,61.71,61.71,61.71,0.0,0.0,62.38,62.38,62.38,0.0,0.0,61.71,61.71,61.71,0.0,0.0,62.23,62.23,62.23,0.0,0.0
2019-08-18,63.11,63.11,63.11,0.0,0.0,63.68,63.68,63.68,0.0,0.0,61.21,61.21,61.21,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2019-08-25,63.56,63.56,63.56,0.0,0.0,63.63,63.63,63.63,0.0,0.0,62.7,62.7,62.7,0.0,0.0,63.07,63.07,63.07,0.0,0.0
2019-09-01,64.81,64.81,64.81,0.0,0.0,64.87,64.87,64.87,0.0,0.0,64.47,64.47,64.47,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2019-09-08,64.68,64.68,64.68,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.24,64.24,64.24,0.0,0.0,64.32,64.32,64.32,0.0,0.0
2019-09-15,64.65,64.65,64.65,0.0,0.0,64.65,64.65,64.65,0.0,0.0,63.53,63.53,63.53,0.0,0.0,63.77,63.77,63.77,0.0,0.0
2019-09-22,64.13,64.13,64.13,0.0,0.0,64.13,64.13,64.13,0.0,0.0,62.61,62.61,62.61,0.0,0.0,63.07,63.07,63.07,0.0,0.0
2019-09-29,63.2,63.2,63.2,0.0,0.0,63.94,63.94,63.94,0.0,0.0,63.2,63.2,63.2,0.0,0.0,63.87,63.87,63.87,0.0,0.0
2019-10-06,64.48,64.48,64.48,0.0,0.0,65.2,65.2,65.2,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.62,64.62,64.62,0.0,0.0
2019-10-13,64.6,64.6,64.6,0.0,0.0,64.62,64.62,64.62,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.95,63.95,63.95,0.0,0.0
2019-10-20,64.8,64.8,64.8,0.0,0.0,65.62,65.62,65.62,0.0,0.0,64.79,64.79,64.79,0.0,0.0,65.58,65.58,65.58,0.0,0.0
2019-10-27,66.45,66.45,66.45,0.0,0.0,67.0,67.0,67.0,0.0,0.0,66.29,66.29,66.29,0.0,0.0,67.0,67.0,67.0,0.0,0.0
2019-11-03,67.57,67.57,67.57,0.0,0.0,68.12,68.12,68.12,0.0,0.0,67.3,67.3,67.3,0.0,0.0,68.12,68.12,68.12,0.0,0.0
2019-11-10,68.89,68.89,68.89,0.0,0.0,69.04,69.04,69.04,0.0,0.0,68.74,68.74,68.74,0.0,0.0,69.04,69.04,69.04,0.0,0.0
2019-11-17,68.91,68.91,68.91,0.0,0.0,69.01,69.01,69.01,0.0,0.0,68.39,68.39,68.39,0.0,0.0,68.68,68.68,68.68,0.0,0.0
2019-11-24,69.97,69.97,69.97,0.0,0.0,70.06,70.06,70.06,0.0,0.0,69.82,69.82,69.82,0.0,0.0,69.89,69.89,69.89,0.0,0.0
2019-12-01,69.3,69.3,69.3,0.0,0.0,69.53,69.53,69.53,0.0,0.0,69.2,69.2,69.2,0.0,0.0,69.49,69.49,69.49,0.0,0.0
2019-12-08,70.26,70.26,70.26,0.0,0.0,70.87,70.87,70.87,0.0,0.0,70.05,70.05,70.05,0.0,0.0,70.72,70.72,70.72,0.0,0.0
2019-12-15,71.91,71.91,71.91,0.0,0.0,71.99,71.99,71.99,0.0,0.0,71.75,71.75,71.75,0.0,0.0,71.92,71.92,71.92,0.0,0.0
2019-12-22,72.97,72.97,72.97,0.0,0.0,72.97,72.97,72.97,0.0,0.0,72.48,72.48,72.48,0.0,0.0,72.64,72.64,72.64,0.0,0.0
2019-12-29,72.81,72.81,72.81,0.0,0.0,73.49,73.49,73.49,0.0,0.0,72.6,72.6,72.6,0.0,0.0,73.08,73.08,73.08,0.0,0.0
