Date,SSRM_Open_average,SSRM_Open_max,SSRM_Open_min,SSRM_Open_volatility,SSRM_Open_change,SSRM_High_average,SSRM_High_max,SSRM_High_min,SSRM_High_volatility,SSRM_High_change,SSRM_Low_average,SSRM_Low_max,SSRM_Low_min,SSRM_Low_volatility,SSRM_Low_change,SSRM_Close_average,SSRM_Close_max,SSRM_Close_min,SSRM_Close_volatility,SSRM_Close_change,SSRM_Volume_average,SSRM_Volume_max,SSRM_Volume_min,SSRM_Volume_volatility,SSRM_Volume_change
2018-01-14,9.0275,9.35,8.46,0.8899999999999988,0.6199999999999992,9.3675,9.52,9.21,0.3099999999999987,-0.06999999999999851,8.9025,9.18,8.4,0.7799999999999994,0.629999999999999,9.1875,9.38,9.04,0.34000000000000163,-0.16999999999999993,1729938,3099978,624068,2475910,-2475910
2018-01-21,9.212,9.44,9.02,0.41999999999999993,-0.120000000000001,9.346,9.54,9.18,0.35999999999999943,-0.0600000000000005,9.062,9.3,8.91,0.39000000000000057,-0.040000000000000924,9.182,9.44,8.99,0.4499999999999993,-0.040000000000000924,974132,1317818,682406,635412,111539
2018-01-28,8.666,8.97,8.43,0.5400000000000009,-0.5400000000000009,8.788,9.09,8.6,0.4900000000000002,-0.4900000000000002,8.501999999999999,8.68,8.37,0.3100000000000005,-0.3100000000000005,8.558,8.68,8.38,0.29999999999999893,-0.29999999999999893,1086990,1311914,694660,617254,-107773
2018-02-04,8.306,8.38,8.25,0.13000000000000078,-0.11000000000000121,8.428,8.5,8.28,0.22000000000000064,-0.19000000000000128,8.158,8.32,7.76,0.5600000000000005,-0.5600000000000005,8.222,8.4,7.86,0.54,-0.54,1584503,2409532,1289881,1119651,1119651
2018-02-11,8.428,8.87,7.89,0.9799999999999995,0.8200000000000012,8.698,8.91,8.41,0.5,0.47000000000000064,8.322,8.68,7.89,0.79,0.6299999999999999,8.59,8.82,8.3,0.5199999999999996,0.27000000000000135,1118758,1458654,695691,762963,-164223
2018-02-18,8.3975,8.55,8.24,0.3100000000000005,-0.2599999999999998,8.557500000000001,8.64,8.47,0.16999999999999993,-0.15000000000000036,8.155,8.46,7.64,0.8200000000000012,-0.8200000000000012,8.3625,8.46,8.27,0.19000000000000128,-0.07000000000000028,1210874,1873256,749397,1123859,1045730
2018-02-25,8.512,8.72,8.19,0.5300000000000011,0.17999999999999972,8.73,8.82,8.56,0.2599999999999998,-0.08000000000000007,8.386,8.54,8.19,0.34999999999999964,0.0799999999999983,8.566,8.8,8.3,0.5,-0.16999999999999993,1186813,1495766,753705,742061,-720565
2018-03-04,8.540000000000001,8.66,8.39,0.2699999999999996,-0.11000000000000121,8.666,8.8,8.54,0.26000000000000156,0.049999999999998934,8.426,8.62,8.28,0.33999999999999986,0.03999999999999915,8.532,8.68,8.4,0.27999999999999936,0.05000000000000071,744676,907061,514904,392157,-392157
2018-03-11,8.914,9.17,8.53,0.6400000000000006,0.5200000000000014,9.102,9.25,8.75,0.5,0.3800000000000008,8.842,9.1,8.46,0.6399999999999988,0.46999999999999886,9.01,9.16,8.72,0.4399999999999995,0.2599999999999998,1184874,2301515,630787,1670728,1670728
2018-03-18,9.15,9.5,8.94,0.5600000000000005,0.5399999999999991,9.318,9.79,9.05,0.7399999999999984,0.6999999999999993,9.064,9.41,8.87,0.5400000000000009,0.5099999999999998,9.25,9.67,8.94,0.7300000000000004,0.6300000000000008,896052,1238067,573073,664994,429706
